date,split,dimension,kl_fitted_null,kl_margin_matched_null,kl_fitted_null_per_observation,kl_margin_matched_null_per_observation
2023-07-04,design,800,2.32479085016,21.3706914001,0.0029059885627,0.0267133642501
2023-07-29,design,800,2.74774808222,21.0417670161,0.00343468510277,0.0263022087701
2024-07-13,design,800,3.01691806612,20.9420546785,0.00377114758265,0.0261775683481
2024-07-19,heldout,800,2.57472620023,20.8698248938,0.00321840775028,0.0260872811172
2025-07-06,heldout,800,2.47080802795,20.6903593397,0.00308851003494,0.0258629491746
