iter,model,allocation,limit_A,limit_B,limit_C,daily_stride,uses_lag2,lag1_ratio_actual,lag2_ratio_actual,total_conditioning,loss,overall_rmsre,spatial_rmsre,range_time_re,advec_rmsre,nugget_re,precompute_s,fit_s,gim_s,total_s,fit_iter,sigmasq_est,range_lat_est,range_lon_est,range_t_est,advec_lat_est,advec_lon_est,nugget_est,gim_j_method,gim_n_units,gim_n_blocks,gim_h_cond_abs,gim_score_mean_max_abs,gim_profile_grad_max_abs,gim_score_profile_diff_max_abs,gim_spatial_rel_se,gim_overall_rel_se,gim_advec_rel_se,gim_nugget_rel_se,gim_spatial_rel_se_block,gim_spatial_rel_se_perunit_centered,gim_spatial_rel_se_uncentered,gim_se_sigmasq,gim_se_range_lat,gim_se_range_lon,gim_se_range_time,gim_se_advec_lat,gim_se_advec_lon,gim_se_nugget
1,HalfLag2_A12_B09_C06,"t-1 0.75x, t-2 0.5x",12,9,6,2,True,0.75,0.5,29,1.397561,0.089237,0.10581,0.129958,0.046056,0.031999,1.197,86.883,60.433,148.513,1,9.356972,0.270696,0.343558,1.740084,0.078495,-0.133857,2.420002,block,145008,601,153.57461932452313,3.7262799023279533e-06,3.7262741370911855e-06,4.261444058863294e-11,0.03746921329123319,0.042813824811957064,0.0569109958402291,0.017580869372768267,0.03746921329123319,0.014671847153661818,0.014671796564188046,0.33104985008694154,0.012161954666374644,0.015348779514793437,0.08561610755588893,0.005064410501996958,0.006262318202238918,0.04395217343192066
1,NoLag2_A19_B09_C00,"no t-2, reallocate to current",19,9,0,999,False,0.47368421052631576,0.0,29,1.395814,0.078972,0.092439,0.091775,0.068704,0.012567,1.006,100.277,67.101,168.383,1,9.388716,0.27272,0.353301,1.81645,0.07845,-0.137997,2.468583,block,145008,801,180.96366518880484,1.3678517402214279e-06,1.3678528534871482e-06,2.0588958518403043e-11,0.03710790719521687,0.04000593950602511,0.04951857800257026,0.016540711161372484,0.03710790719521687,0.015878573794984613,0.015878519044215382,0.3270400403391428,0.011822739449948542,0.01553503809486377,0.08705312815917597,0.004443699402774074,0.0053735625739212076,0.04135177790343121
