year,month,day_idx,day,model_key,model,group,kernel,allocation,limit_A,limit_B,limit_C,lag1_local_count,lag1_fresh_count,lag2_local_count,lag2_fresh_count,pred_lag1_lon_offset,pred_lag2_lon_offset,pred_lag1_cells,pred_lag2_cells,total_conditioning,daily_stride,n_valid_o3,loss,fit_steps,precompute_s,fit_s,gim_s,total_s,sigmasq_est,range_lat_est,range_lon_est,advec_lat_est,advec_lon_est,nugget_est,range_t_est,gim_j_method,gim_n_units,gim_n_blocks,gim_h_cond_abs,gim_score_mean_max_abs,gim_profile_grad_max_abs,gim_score_profile_diff_max_abs,gim_se_sigmasq,gim_se_range_lat,gim_se_range_lon,gim_se_range_time,gim_se_advec_lat,gim_se_advec_lon,gim_se_nugget,gim_relse_est_sigmasq,gim_relse_est_range_lat,gim_relse_est_range_lon,gim_relse_est_range_time,gim_relse_est_advec_lat,gim_relse_est_advec_lon,gim_relse_est_nugget,gim_relse_est_block_sigmasq,gim_relse_est_block_range_lat,gim_relse_est_block_range_lon,gim_relse_est_block_range_time,gim_relse_est_block_advec_lat,gim_relse_est_block_advec_lon,gim_relse_est_block_nugget,gim_relse_est_centered_sigmasq,gim_relse_est_centered_range_lat,gim_relse_est_centered_range_lon,gim_relse_est_centered_range_time,gim_relse_est_centered_advec_lat,gim_relse_est_centered_advec_lon,gim_relse_est_centered_nugget,gim_relse_est_uncentered_sigmasq,gim_relse_est_uncentered_range_lat,gim_relse_est_uncentered_range_lon,gim_relse_est_uncentered_range_time,gim_relse_est_uncentered_advec_lat,gim_relse_est_uncentered_advec_lon,gim_relse_est_uncentered_nugget,error
2024,7,0,2024-07-01,local_baseline::BaseLocal_A20_B20_C20,BaseLocal_A20_B20_C20,local_baseline,std,A20; B=same+local20; C=same+local20,20.0,20.0,20.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,62.0,2.0,131428.0,1.3450094428683914,1.0,1.382,474.433,285.079,760.894,13.525231376358358,0.3257049045691347,0.39519012792387315,-0.008441155854675442,-0.17086311020914646,1.4287054084202975,1.926681878885993,block,131428.0,598.0,95.96298504876157,2.172615452294276e-06,2.172569158195555e-06,8.020646552358128e-11,0.49589138379209785,0.018893420092025454,0.023882753700157376,0.1159203209035007,0.0069270125098166236,0.016555217252894144,0.0974832691926857,0.03666417009759249,0.058007785044007845,0.06043357870710271,0.06016578147842746,0.0069270125098166236,0.09689170021913793,0.06823188924613352,0.03666417009759249,0.058007785044007845,0.06043357870710271,0.06016578147842746,0.0069270125098166236,0.09689170021913793,0.06823188924613352,0.012515626697699836,0.021338472285030614,0.021258138205574813,0.026066064931930064,0.004436661132938418,0.04744489422042841,0.028798771577364414,0.012515579083615724,0.021338391105727977,0.021258057332012126,0.026065965766953924,0.004436644254235294,0.04744471372262088,0.02879866201645152,
2024,7,0,2024-07-01,near_local_hybrid::NearLocal_L16F02_C12F02_Op0p063,NearLocal_L16F02_C12F02_Op0p063,near_local_hybrid,hybrid_fresh,A20; B=same+local16+fresh2; C=same+local12+fresh2; lag1 offset=0.063,20.0,16.0,12.0,16.0,2.0,12.0,2.0,0.063,0.126,1.0,2.0,54.0,2.0,131428.0,1.3263651551473445,0.0,6.58,197.047,164.238,367.865,12.683129776399953,0.2980952870240113,0.3504227911581604,-0.02883513960793212,-0.23458358960150089,1.3567709584965,1.7453547460821979,block,131428.0,599.0,105.75971475845037,5.568200612208864e-06,5.568198314967162e-06,7.489517212587817e-11,0.47627722923517807,0.016971465170956698,0.020282655932208044,0.09301439292403267,0.00710917112206558,0.010465258477423639,0.08582649475103872,0.03755202679715599,0.056933020781337156,0.05788052730580996,0.053292543039071175,0.24654540323813628,0.04461206555497555,0.0632579096814889,0.03755202679715599,0.056933020781337156,0.05788052730580996,0.053292543039071175,0.24654540323813628,0.04461206555497555,0.0632579096814889,0.01372491576255037,0.024189072254279628,0.02281351503884084,0.02210863087017554,0.14810579314202496,0.02368572400372436,0.02987202774310725,0.013724863549451382,0.024188980230201235,0.022813428247989345,0.02210854676180008,0.14810522969312342,0.023685633894440113,0.029871914101644786,
2024,7,0,2024-07-01,near_local_hybrid::NearLocal_L16F02_C12F02_Op0p126,NearLocal_L16F02_C12F02_Op0p126,near_local_hybrid,hybrid_fresh,A20; B=same+local16+fresh2; C=same+local12+fresh2; lag1 offset=0.126,20.0,16.0,12.0,16.0,2.0,12.0,2.0,0.126,0.252,2.0,4.0,54.0,2.0,131428.0,1.3299633536506912,1.0,6.505,224.251,165.023,395.779,12.771549959135976,0.3391389635636743,0.38876952119731645,-0.03742773270487654,-0.23893665738463432,1.5285271858147982,1.8630127805795151,block,131428.0,599.0,99.70129797572793,8.244183544775486e-06,8.244186203801426e-06,3.651549983384887e-10,0.4894660231590916,0.02186035537300186,0.02385360366867547,0.1054508316490237,0.008722474424207396,0.01085116092726825,0.08815784065988914,0.03832471585087117,0.06445840119133794,0.06135667115881955,0.05660231252746522,0.23304843210742837,0.045414383234634106,0.05767502304049348,0.03832471585087117,0.06445840119133794,0.06135667115881955,0.05660231252746522,0.23304843210742837,0.045414383234634106,0.05767502304049348,0.013785706620132308,0.02754549140372726,0.02281921259314536,0.021884506485394004,0.12320549613822003,0.021891531133094805,0.026520321360570795,0.01378565419280289,0.02754538661866967,0.022819125794363286,0.021884423244265393,0.12320502741872909,0.021891447850454392,0.026520220467612595,
2024,7,1,2024-07-02,local_baseline::BaseLocal_A20_B20_C20,BaseLocal_A20_B20_C20,local_baseline,std,A20; B=same+local20; C=same+local20,20.0,20.0,20.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,62.0,2.0,140191.0,1.526875303887266,1.0,1.503,538.302,308.699,848.504,15.305570198136586,0.2658492784590041,0.3658555751917078,-0.019074722034968798,-0.1980267020359095,2.622581132666603,2.1264024815973337,block,140191.0,601.0,215.64579801403704,6.757028610697132e-06,6.7571092707123005e-06,1.4614309995962472e-10,0.6015170792353803,0.016660654606436717,0.023311793780768357,0.1366356702426309,0.004725406772404788,0.014564842814470406,0.25935963626782493,0.03930053382190318,0.06266954984045937,0.0637185691882733,0.06425673005234242,0.24773135691004675,0.07354989334634915,0.0988947998737838,0.03930053382190318,0.06266954984045937,0.0637185691882733,0.06425673005234242,0.24773135691004675,0.07354989334634915,0.0988947998737838,0.01679659839352758,0.027348046288002015,0.029276925815267696,0.031274462428601275,0.15187061391758913,0.039674765688110486,0.055193185521739296,0.01679653849087129,0.027347948763123964,0.029276821413375766,0.03127435088633386,0.15187007226123844,0.03967462418531707,0.05519298867307887,
2024,7,1,2024-07-02,near_local_hybrid::NearLocal_L16F02_C12F02_Op0p063,NearLocal_L16F02_C12F02_Op0p063,near_local_hybrid,hybrid_fresh,A20; B=same+local16+fresh2; C=same+local12+fresh2; lag1 offset=0.063,20.0,16.0,12.0,16.0,2.0,12.0,2.0,0.063,0.126,1.0,2.0,54.0,2.0,140191.0,1.4908851535022623,1.0,6.905,277.839,176.52,461.265,14.384502115241006,0.23183386795709332,0.284542375502065,-0.027242902522878653,-0.2550370304417159,2.231077667097582,1.7951220556762177,block,140191.0,601.0,263.6821085595935,4.946510696931518e-06,4.94651170881771e-06,7.63208077292185e-11,0.6161507008798656,0.015327604190756471,0.018861986989242956,0.10393696153683495,0.004798611631880138,0.005870892639293464,0.1696069419588225,0.0428343432357681,0.06611460321057676,0.06628885049533183,0.057899662704373696,0.17614171719956245,0.02301976551846321,0.07602018722165996,0.0428343432357681,0.06611460321057676,0.06628885049533183,0.057899662704373696,0.17614171719956245,0.02301976551846321,0.07602018722165996,0.01808822696956466,0.03467466307763732,0.032977788643074706,0.02824248581103683,0.09294502100783415,0.013538391009755282,0.0532912871969376,0.018088162456653317,0.03467453940809953,0.03297767102558499,0.028242385082411666,0.0929446895130472,0.013538342724170295,0.05329109712987854,
2024,7,1,2024-07-02,near_local_hybrid::NearLocal_L16F02_C12F02_Op0p126,NearLocal_L16F02_C12F02_Op0p126,near_local_hybrid,hybrid_fresh,A20; B=same+local16+fresh2; C=same+local12+fresh2; lag1 offset=0.126,20.0,16.0,12.0,16.0,2.0,12.0,2.0,0.126,0.252,2.0,4.0,54.0,2.0,140191.0,1.5041502336670525,1.0,6.893,279.571,177.651,464.116,13.907919513381344,0.2655787143608717,0.3308756905524411,-0.031951563472451615,-0.2547960919754911,2.6498002359068082,1.9504539186862144,block,140191.0,601.0,269.94226575002085,5.5555823236520664e-06,5.555382240219047e-06,2.0008343301933473e-10,0.6229470547802062,0.020233312122678076,0.021550915868366476,0.11438837846471993,0.005205932467824422,0.0059933837631892025,0.2632817393109376,0.04479081534666956,0.07618574467223603,0.06513296831321862,0.058647055113083414,0.1629320102696363,0.023522275073848888,0.09935908969410971,0.04479081534666956,0.07618574467223603,0.06513296831321862,0.058647055113083414,0.1629320102696363,0.023522275073848888,0.09935908969410971,0.01793911449911903,0.04077865932484111,0.035034462949488004,0.02785400141363746,0.07663500669919325,0.01269448129489703,0.05618240098671316,0.017939050518071962,0.0407785138849397,0.0350343379967394,0.027853902070416263,0.07663473337550915,0.012694436019179627,0.05618220060830343,
2024,7,2,2024-07-03,local_baseline::BaseLocal_A20_B20_C20,BaseLocal_A20_B20_C20,local_baseline,std,A20; B=same+local20; C=same+local20,20.0,20.0,20.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,62.0,2.0,140352.0,1.5105023472029913,0.0,1.508,387.661,309.053,698.222,14.224199650274175,0.2803792703863056,0.36575196507940727,-0.056838244540000415,-0.24758993957725262,2.4684652635443003,2.148575908148447,block,140352.0,601.0,166.37168285022685,8.69454060981096e-06,8.694542648345375e-06,7.861901032348327e-11,0.47201956755715735,0.015232329952647769,0.02121768905610497,0.11734397599049412,0.006728789776304394,0.010606180980670064,0.1363872835398564,0.03318426197343617,0.05432758966688485,0.05801114165305568,0.05461476857553349,0.11838489789333569,0.042837689603945885,0.05525185448387766,0.03318426197343617,0.05432758966688485,0.05801114165305568,0.05461476857553349,0.11838489789333569,0.042837689603945885,0.05525185448387766,0.01216397229880075,0.022004880482437233,0.021788930136582944,0.029856161881875256,0.07394460419233274,0.02637265570173346,0.02773762522720236,0.012163928967643718,0.02200480209053823,0.02178885251403574,0.029856055520214024,0.07394434076738325,0.02637256174989262,0.027737526413371228,
2024,7,2,2024-07-03,near_local_hybrid::NearLocal_L16F02_C12F02_Op0p063,NearLocal_L16F02_C12F02_Op0p063,near_local_hybrid,hybrid_fresh,A20; B=same+local16+fresh2; C=same+local12+fresh2; lag1 offset=0.063,20.0,16.0,12.0,16.0,2.0,12.0,2.0,0.063,0.126,1.0,2.0,54.0,2.0,140352.0,1.4589489674192995,4.0,6.916,336.451,177.189,520.556,14.433810741252977,0.2901150273250908,0.3472547368301817,-0.07296216644507324,-0.2708770007126739,2.427879586812608,2.1339615335838538,block,140352.0,601.0,176.9200606028647,1.3661552179792613e-05,1.3661701603749805e-05,1.4942395719258245e-10,0.5844774675460485,0.019992374991653343,0.022866768307896183,0.13297740401765668,0.005939501780205421,0.006495395707291665,0.19284641097717642,0.0404936352584675,0.06891189048697818,0.0658501263845358,0.06231480836223393,0.08140522779948903,0.023979133297409385,0.07942997339104073,0.0404936352584675,0.06891189048697818,0.0658501263845358,0.06231480836223393,0.08140522779948903,0.023979133297409385,0.07942997339104073,0.015610321198585884,0.03689483508226893,0.03783082190210912,0.03294679722705127,0.043052378468179164,0.01263191117812325,0.04762718730777236,0.01561026558739935,0.036894703645292466,0.03783068713096889,0.03294667985504596,0.043052225095473184,0.012631866178132244,0.04762701763697283,
2024,7,2,2024-07-03,near_local_hybrid::NearLocal_L16F02_C12F02_Op0p126,NearLocal_L16F02_C12F02_Op0p126,near_local_hybrid,hybrid_fresh,A20; B=same+local16+fresh2; C=same+local12+fresh2; lag1 offset=0.126,20.0,16.0,12.0,16.0,2.0,12.0,2.0,0.126,0.252,2.0,4.0,54.0,2.0,140352.0,1.4756081919367616,1.0,6.96,250.902,177.458,435.32,14.74318762800355,0.30610106542479465,0.3741318132293469,-0.0721925060477886,-0.2705337499821277,2.4856777631399805,2.2408937316241846,block,140352.0,601.0,233.74109427468866,3.0956583112369333e-06,3.0958446064523193e-06,1.8629521538603646e-10,0.5751772676990479,0.021399441586847014,0.02547379918951387,0.13298381738910842,0.005438615875326387,0.005835583041763921,0.1553070311756282,0.0390130874144573,0.06990972591731995,0.06808776556485495,0.059344098076762726,0.07533490902402304,0.021570628589406823,0.06248075815726003,0.0390130874144573,0.06990972591731995,0.06808776556485495,0.059344098076762726,0.07533490902402304,0.021570628589406823,0.06248075815726003,0.015086051958330127,0.041135304032419336,0.04187814749590935,0.03357564968220933,0.03757594514239759,0.010523373978961961,0.05197988132267417,0.01508599821501306,0.04113515748922439,0.04187799830599685,0.03357553007016213,0.037575811279147386,0.010523336489678431,0.05197969614549873,
2024,7,3,2024-07-04,local_baseline::BaseLocal_A20_B20_C20,BaseLocal_A20_B20_C20,local_baseline,std,A20; B=same+local20; C=same+local20,20.0,20.0,20.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,62.0,2.0,139272.0,1.433091792930941,4.0,1.435,643.815,304.37,949.621,15.800327403025149,0.29246676256931553,0.4463653628240288,0.015795267134314117,-0.14600466020896471,1.946674166201666,2.9137773962591886,block,139272.0,600.0,358.24874820276546,1.818012909260732e-05,1.8180027196565765e-05,1.018960415549101e-10,0.5770098457757107,0.017077087638929022,0.026831266103508937,0.16560799349736488,0.0032019906804598933,0.006012101408694442,0.12360531433174607,0.03651885375901994,0.05838984057165025,0.06011054696035334,0.05683618580814661,0.20271836197716414,0.04117746241859544,0.0634956360328774,0.03651885375901994,0.05838984057165025,0.06011054696035334,0.05683618580814661,0.20271836197716414,0.04117746241859544,0.0634956360328774,0.0130508141713661,0.022073982466877765,0.02209872812571819,0.025261065308487086,0.12679637711464894,0.022872173952690894,0.026864056798297155,0.013050767317653431,0.02207390321979338,0.022098648792277017,0.0252609746186531,0.12679592190762068,0.022872091839689388,0.026863960356260028,
