day_idx,day,smooth,block_shape,loss,steps_raw,precompute_s,fit_s,est_sigmasq,est_range_lat,est_range_lon,est_range_time,est_advec_lat,est_advec_lon,est_nugget,n_clusters,block_shape_lat,block_shape_lon,max_points_per_cluster,n_target_blocks,n_target_points,n_batches,target_chunk_size,conditioning,lag0_block_count,lag1_same_block,lag1_block_count,lag2_same_block,lag2_block_count,above_block_count,right_block_count
13,2024-07-14,0.5000,3x3,1.0721,1,1.0861,97.3432,9.9502,0.3201,0.3887,2.1439,0.0176,-0.0399,1.1955,2014,3,3,9,16110,144078,17,64,reverse_l_column_blocks,6,1,2,1,1,2,3
