day_idx,day,smooth,block_shape,loss,steps_raw,precompute_s,fit_s,est_sigmasq,est_range_lat,est_range_lon,est_range_time,est_advec_lat,est_advec_lon,est_nugget,n_clusters,block_shape_lat,block_shape_lon,max_points_per_cluster,n_target_blocks,n_target_points,n_batches,target_chunk_size
13,2024-07-14,0.5000,3x3,1.0697,4,0.5923,118.8527,7.8700,0.2316,0.2826,1.5090,0.0080,-0.0288,1.1172,2014,3,3,9,16110,144078,17,96
