model,group,kernel,total_conditioning,pred_lag1_lon_offset,n_days,loss_mean,total_s_mean,fit_s_mean,gim_s_mean,sigmasq_est_mean,range_lat_est_mean,range_lon_est_mean,range_t_est_mean,advec_lat_est_mean,advec_lon_est_mean,nugget_est_mean,loss_median,total_s_median,fit_s_median,gim_s_median,sigmasq_est_median,range_lat_est_median,range_lon_est_median,range_t_est_median,advec_lat_est_median,advec_lon_est_median,nugget_est_median
PointHybrid_MatchCluster_A06_BsL01F01_CsF01_Op0p063,point_hybrid_cluster_matched,hybrid_fresh,11,0.063,1,1.2973599556855395,26.381,20.815,0.0,9.296451777137545,0.7579095748528464,0.6852881630316294,2.7244843205061424,-0.012221128758046792,-0.016399342036295776,1.9404664889323682,1.2973599556855395,26.381,20.815,0.0,9.296451777137545,0.7579095748528464,0.6852881630316294,2.7244843205061424,-0.012221128758046792,-0.016399342036295776,1.9404664889323682
