iter,model,allocation,limit_A,limit_B,limit_C,lag1_ratio_actual,lag2_ratio_actual,total_conditioning,loss,overall_rmsre,spatial_rmsre,range_time_re,advec_rmsre,nugget_re,precompute_s,fit_s,gim_s,total_s,fit_iter,sigmasq_est,range_lat_est,range_lon_est,range_t_est,advec_lat_est,advec_lon_est,nugget_est,gim_j_method,gim_n_units,gim_n_blocks,gim_h_cond_abs,gim_score_mean_max_abs,gim_profile_grad_max_abs,gim_score_profile_diff_max_abs,gim_spatial_rel_se,gim_overall_rel_se,gim_advec_rel_se,gim_nugget_rel_se,gim_spatial_rel_se_block,gim_spatial_rel_se_perunit_centered,gim_spatial_rel_se_uncentered,gim_se_sigmasq,gim_se_range_lat,gim_se_range_lon,gim_se_range_time,gim_se_advec_lat,gim_se_advec_lon,gim_se_nugget
1,HalfLag2_A12_B09_C06,x/0.75x/0.5x,12,9,6,0.75,0.5,29,1.397561,0.089237,0.10581,0.129958,0.046056,0.031999,1.241,89.503,61.438,152.182,1,9.356972,0.270696,0.343558,1.740084,0.078495,-0.133857,2.420002,block,145008,601,153.57461932452313,3.7262799023279533e-06,3.7262741370911855e-06,4.261444058863294e-11,0.03746921329123319,0.042813824811957064,0.0569109958402291,0.017580869372768267,0.03746921329123319,0.014671847153661818,0.014671796564188046,0.33104985008694154,0.012161954666374644,0.015348779514793437,0.08561610755588893,0.005064410501996958,0.006262318202238918,0.04395217343192066
1,QuarterRealloc_A15_B09_C03,"t-2 quarter, reallocate to current",15,9,3,0.6,0.25,29,1.408219,0.09319,0.103415,0.100829,0.095937,0.011498,1.232,100.74,63.737,165.708,1,9.177935,0.267889,0.352893,1.798341,0.07987,-0.143094,2.528746,block,145008,601,194.77083247994318,1.1719683690785345e-06,1.1719968653648924e-06,4.297432958193006e-11,0.0395111289779232,0.04484019400215366,0.0584504647455728,0.02329846013123417,0.0395111289779232,0.016081299064238143,0.016081243614537513,0.3333114367077994,0.012716077537848789,0.016855960983709745,0.08978599323483777,0.005173085275605746,0.006488127602026133,0.05824615032808542
