day_idx,day,smooth,spec_name,block_shape,lag_pattern,reference_advec_lon_abs,negative_log_likelihood,optimization_steps,converged,max_abs_gradient,objective_evaluations,objective_cache_hits,precompute_s,fit_s,estimate_signal_variance,estimate_range_lat,estimate_range_lon,estimate_range_time,estimate_advec_lat,estimate_advec_lon,estimate_nugget,n_clusters,block_shape_lat,block_shape_lon,max_points_per_cluster,n_target_blocks,n_target_points,n_batches,target_chunk_size,covariance_backend,conditioning_mode,lag0_block_count,lag1_block_count,lag2_block_count,lag1_max_blocks,lag2_max_blocks,lag1_lon_offset,lag2_lon_offset,lag1_lon_interval_lo,lag1_lon_interval_hi,lag2_lon_interval_lo,lag2_lon_interval_hi,corridor_anchor_mode,grid_lon_step,corridor_block_lon_width,block_row_offset,block_col_offset
13,2024-07-14,0.5,corridor_width_4x4_lag432,4x4,4/3/2,0.126,1.06950090174,1,True,4.10360320786e-05,20,3,0.76208,60.06414,7.78384276975,0.230954849671,0.28201252779,1.42218634136,0.0051113934412,-0.0356580261971,1.12394991143,1160,4,4,16,9278,144078,26,96,native,fixed_longitude_corridor_width,4,3,2,3,2,0.126,0.252,0.063,0.189,0,0.252,width,0.063,0.252,0,0
