iter,model,lag1_nbs,extra_current_nbs,limit_A,limit_B,total_conditioning,loss,overall_rmsre,spatial_rmsre,range_time_re,advec_rmsre,nugget_re,precompute_s,fit_s,gim_s,total_s,fit_iter,sigmasq_est,range_lat_est,range_lon_est,range_t_est,advec_lat_est,advec_lon_est,nugget_est,gim_j_method,gim_n_units,gim_n_blocks,gim_h_cond_abs,gim_score_mean_max_abs,gim_profile_grad_max_abs,gim_score_profile_diff_max_abs,gim_spatial_rel_se,gim_overall_rel_se,gim_advec_rel_se,gim_nugget_rel_se,gim_spatial_rel_se_block,gim_spatial_rel_se_perunit_centered,gim_spatial_rel_se_uncentered,gim_se_sigmasq,gim_se_range_lat,gim_se_range_lon,gim_se_range_time,gim_se_advec_lat,gim_se_advec_lon,gim_se_nugget
1,Realloc_B04_A12,4,4,12,4,17,1.403021,0.063691,0.078161,0.096465,0.013436,0.020044,0.888,36.209,24.356,61.453,4,9.617297,0.273795,0.361565,1.80707,0.079632,-0.128323,2.44989,block,145008,801,193.43853646,1.397e-05,1.397e-05,0.0,0.04033004,0.0429718,0.05266943,0.0191445,0.04033004,0.01714363,0.01714357,0.33674151,0.01304202,0.01723091,0.09234377,0.00460794,0.00595069,0.04786125
1,Realloc_B05_A11,5,3,11,5,17,1.4162,0.08867,0.107988,0.112429,0.051796,0.045236,0.837,30.949,25.172,56.957,0,9.337541,0.263854,0.349279,1.775143,0.077498,-0.134346,2.386909,block,145008,801,178.72782702,6.24e-06,6.24e-06,0.0,0.03757393,0.04000816,0.04930349,0.01687996,0.03757393,0.01522091,0.01522086,0.3127197,0.01212133,0.01612424,0.08538319,0.00434735,0.00550467,0.04219989
1,Realloc_B06_A10,6,2,10,6,17,1.395128,0.069807,0.076724,0.105364,0.044369,0.037592,0.827,36.614,24.995,62.437,4,9.580912,0.279623,0.357499,1.789273,0.076508,-0.131679,2.40602,block,145008,801,160.58583959,1.33e-05,1.33e-05,0.0,0.03762075,0.04122774,0.0521559,0.01575428,0.03762075,0.01574446,0.01574441,0.32350473,0.01244033,0.01538745,0.08862159,0.00459317,0.00583426,0.0393857
1,Realloc_B07_A09,7,1,9,7,17,1.405492,0.08838,0.111579,0.116885,0.042525,0.007013,0.893,37.595,24.693,63.181,1,9.24422,0.266688,0.344419,1.766231,0.077652,-0.132614,2.482468,block,145008,801,167.05337018,3.94e-06,3.94e-06,0.0,0.03457437,0.04052313,0.05458698,0.01670009,0.03457437,0.01442721,0.01442716,0.29466025,0.01131186,0.01440087,0.08173957,0.00480129,0.00611786,0.04175022
1,FullLag_B08_A08,8,0,8,8,17,1.405204,0.077161,0.0839,0.118524,0.054488,0.023928,0.836,37.683,24.302,62.821,1,9.488264,0.273032,0.359172,1.762952,0.07677,-0.13427,2.44018,block,145008,801,151.65098491,8.1e-07,8.1e-07,0.0,0.03712588,0.04358031,0.05896134,0.01703576,0.03712588,0.01490933,0.01490928,0.3123469,0.01206508,0.01570725,0.08755828,0.00514349,0.00669013,0.04258939
