iter,model,kernel,limit_A,limit_B,limit_C,lag1_local_nbs,lag2_local_nbs,advec_cell_offsets,total_conditioning,loss,overall_rmsre,spatial_rmsre,range_time_re,advec_rmsre,nugget_re,precompute_s,fit_s,gim_s,total_s,fit_iter,sigmasq_est,range_lat_est,range_lon_est,range_t_est,advec_lat_est,advec_lon_est,nugget_est,gim_j_method,gim_n_units,gim_n_blocks,gim_h_cond_abs,gim_score_mean_max_abs,gim_profile_grad_max_abs,gim_score_profile_diff_max_abs,gim_spatial_rel_se,gim_overall_rel_se,gim_advec_rel_se,gim_nugget_rel_se,gim_spatial_rel_se_block,gim_spatial_rel_se_perunit_centered,gim_spatial_rel_se_uncentered,gim_se_sigmasq,gim_se_range_lat,gim_se_range_lon,gim_se_range_time,gim_se_advec_lat,gim_se_advec_lon,gim_se_nugget
1,BaseLocal_A06_B04_C02,std,6,4,2,4,2,,14,1.428843,0.084999,0.08806,0.0994,0.093341,0.002067,1.005,22.409,15.274,38.688,1,9.40542,0.277629,0.352388,1.8012,0.076922,-0.141911,2.494832,block,145008,601,202.68096799102054,3.7827110048484233e-06,3.7828796051683608e-06,5.170938899757149e-10,0.040459454883017866,0.049829986866858626,0.07054698739165208,0.019817606799711177,0.040459454883017866,0.015366091343295191,0.01536603836020259,0.33178941943927437,0.013240451724159698,0.017261176131932066,0.09216937171148458,0.005881646866230203,0.008497743335850634,0.04954401699927794
1,AdvecBand_A06_B02p23_C02,advec_band,6,2,2,2,2,"2,3",14,1.42917,0.082356,0.091914,0.105553,0.074135,0.000587,3.076,25.343,15.128,43.547,1,9.361738,0.279177,0.348693,1.788895,0.076578,-0.138061,2.498532,block,145008,601,169.43721080562082,5.945837856192224e-06,5.946051116464089e-06,6.321940707936812e-10,0.03978990211123094,0.048769689466281636,0.06874906064677286,0.0198859046314755,0.03978990211123094,0.015128933623957667,0.015128881459190722,0.32385777311388175,0.013224566297476014,0.01676977060540221,0.09058373941849232,0.006347068748187921,0.007081033434678108,0.04971476157868875
