iter,model,allocation,limit_A,limit_B,limit_C,lag1_ratio_actual,lag2_ratio_actual,total_conditioning,loss,overall_rmsre,spatial_rmsre,range_time_re,advec_rmsre,nugget_re,precompute_s,fit_s,gim_s,total_s,fit_iter,sigmasq_est,range_lat_est,range_lon_est,range_t_est,advec_lat_est,advec_lon_est,nugget_est,gim_j_method,gim_n_units,gim_n_blocks,gim_h_cond_abs,gim_score_mean_max_abs,gim_profile_grad_max_abs,gim_score_profile_diff_max_abs,gim_spatial_rel_se,gim_overall_rel_se,gim_advec_rel_se,gim_nugget_rel_se,gim_spatial_rel_se_block,gim_spatial_rel_se_perunit_centered,gim_spatial_rel_se_uncentered,gim_se_sigmasq,gim_se_range_lat,gim_se_range_lon,gim_se_range_time,gim_se_advec_lat,gim_se_advec_lon,gim_se_nugget
1,FullLag_A20_B20_C20,20/20/20,20,20,20,1.0,1.0,62,1.388343,0.087566,0.103845,0.101643,0.072936,0.018789,1.564,559.761,313.25,874.575,4,9.356107,0.273475,0.342886,1.796714,0.082825,-0.138211,2.453027,block,145008,601,137.6682899190025,1.1336192346788541e-05,1.1336192972202102e-05,1.3979194319515133e-11,0.042811736679893644,0.046945935653198156,0.06017456363145552,0.019338766454099477,0.042811736679893644,0.014977031400642181,0.014976979764866265,0.3845631755448582,0.01398484711298015,0.017188740199615103,0.09618664404989948,0.005347631050981613,0.006635847510502568,0.04834691613524869
1,RatioBudget_A27_B20_C13,x/0.75x/0.5x matched-total,27,20,13,0.7407407407407407,0.48148148148148145,62,1.413638,0.073255,0.078356,0.087669,0.074581,0.018287,1.639,413.027,335.013,749.679,0,9.544945,0.277325,0.358749,1.824661,0.080437,-0.139272,2.454283,block,145008,601,144.4359842322591,2.320179756849066e-06,2.3201875050110344e-06,1.7522717513913917e-11,0.04300775255016787,0.044896124851014796,0.05460108184421653,0.01848647664949431,0.04300775255016787,0.016187471866284883,0.01618741605113812,0.37601311984994623,0.013923716766545101,0.017803513370024816,0.09500163687402405,0.005057220676495826,0.005587339793889986,0.046216191623735775
