year,month,day_idx,day,model,kernel,coord_mode,smooth,loss,fit_steps_raw,precompute_s,fit_s,total_s,n_valid_o3,n_heads,n_tails,n_batches,total_conditioning_nominal,head_right_cols,above_count,right_col_count,per_lag_conditioning_count,lag_count,include_lag_self,target_chunk_size,est_sigmasq,est_range_lat,est_range_lon,est_range_time,est_advec_lat,est_advec_lon,est_nugget,largest_batch_n,mean_m_over_batches,median_m_over_batches,max_real_m
2024,7,13,2024-07-14,ColumnV3Batched_ReverseL_14_14_14,column_reverse_l_v3_batched,Source_Latitude/Source_Longitude,0.5000,1.0723,1,1.6301,162.5304,164.1605,144078,0,144078,3,42,0,2,3,14,2,False,1024,7.0185,0.1960,0.2441,1.1230,-0.0477,-0.2100,1.0607,107941,36.1437,42.0000,42
