iter,model,lag1_nbs,loss,overall_rmsre,spatial_rmsre,range_time_re,advec_rmsre,nugget_re,precompute_s,fit_s,gim_s,total_s,fit_iter,sigmasq_est,range_lat_est,range_lon_est,range_t_est,advec_lat_est,advec_lon_est,nugget_est,gim_n_units,gim_h_min_eig,gim_h_max_eig,gim_h_cond_abs,gim_spatial_rel_se,gim_overall_rel_se,gim_advec_rel_se,gim_nugget_rel_se,gim_se_sigmasq,gim_se_range_lat,gim_se_range_lon,gim_se_range_time,gim_se_advec_lat,gim_se_advec_lon,gim_se_nugget
1,Lag1Nbs_03,3,1.407873,0.05836,0.044374,0.087796,0.068029,0.031151,0.126,4.708,3.07,7.904,1,9.953558,0.278505,0.410969,2.175592,0.086544,-0.132382,2.577878,17664,0.00357835,1.78412749,498.58880164,0.06008898,0.06398509,0.07180517,0.04281629,0.41086431,0.0178209,0.02997397,0.15074993,0.00589067,0.00881107,0.10704073
1,Lag1Nbs_05,5,1.398977,0.063266,0.044304,0.05457,0.097482,0.012076,0.105,6.448,3.789,10.342,1,10.55363,0.29382,0.419593,2.109139,0.088425,-0.11479,2.469811,17664,0.00534583,1.35111735,252.7423677,0.05937886,0.06818375,0.08817615,0.03142926,0.46672556,0.01802077,0.02768655,0.1473466,0.00740349,0.01053118,0.07857315
1,Lag1Nbs_07,7,1.416634,0.099636,0.06397,0.054338,0.162671,0.036594,0.106,9.055,4.374,13.535,1,10.113014,0.267728,0.409602,2.108676,0.097244,-0.136128,2.591486,17664,0.00504177,1.51573545,300.6353355,0.05194055,0.06531127,0.08779108,0.03346068,0.40265733,0.01530115,0.02488611,0.14465562,0.00638559,0.01198216,0.0836517
1,Lag1Nbs_09,9,1.407416,0.11402,0.064579,0.023111,0.197428,0.001711,0.11,9.938,5.487,15.535,4,9.82155,0.270311,0.380407,2.046222,0.096479,-0.149748,2.495722,17664,0.00477477,1.29086908,270.351871,0.04822487,0.06120312,0.08282516,0.0319265,0.37567098,0.01437095,0.02287676,0.13423139,0.00657369,0.01051773,0.07981626
1,Lag1Nbs_11,11,1.398956,0.055637,0.057373,0.071666,0.053383,0.030953,0.112,10.035,6.195,16.342,1,10.083208,0.270883,0.392145,2.143332,0.085281,-0.130615,2.422617,17664,0.00551019,1.27369578,231.15282415,0.04860877,0.06141051,0.08179692,0.03159916,0.38500228,0.01486268,0.02245612,0.14043276,0.00704723,0.00944712,0.07899789
1,Lag1Nbs_13,13,1.405047,0.091434,0.064292,0.026174,0.145236,0.057002,0.17,15.566,6.777,22.513,3,10.539778,0.270924,0.396135,2.052347,0.092883,-0.142063,2.357495,17664,0.00514361,1.22770081,238.68449034,0.05046545,0.0603673,0.0778934,0.03156127,0.42027661,0.01506329,0.02316142,0.13767084,0.00634678,0.00962953,0.07890318
1,Lag1Nbs_15,15,1.398938,0.08429,0.119264,0.04506,0.035082,0.050696,0.118,12.222,7.328,19.668,1,9.611142,0.244073,0.367985,1.909879,0.083348,-0.129357,2.37326,17664,0.00535174,1.26265625,235.93369036,0.04141274,0.05945916,0.08704331,0.03273501,0.33758371,0.01204533,0.01956858,0.11624187,0.0065743,0.01154791,0.08183752
