model,group,kernel,total_conditioning,pred_lag1_lon_offset,n_days,loss_mean,total_s_mean,fit_s_mean,gim_s_mean,sigmasq_est_mean,range_lat_est_mean,range_lon_est_mean,range_t_est_mean,advec_lat_est_mean,advec_lon_est_mean,nugget_est_mean,loss_median,total_s_median,fit_s_median,gim_s_median,sigmasq_est_median,range_lat_est_median,range_lon_est_median,range_t_est_median,advec_lat_est_median,advec_lon_est_median,nugget_est_median
Hybrid_Lean_L08F04_C4F03_Op0p063,hybrid_lean,hybrid_fresh,41,0.063,1,1.196725513436747,147.561,141.217,0.0,8.753057551085611,0.3878993789094883,0.4750335795674848,1.8616283492064376,0.0036504739583659226,-0.08161676101693889,1.608299677519777,1.196725513436747,147.561,141.217,0.0,8.753057551085611,0.3878993789094883,0.4750335795674848,1.8616283492064376,0.0036504739583659226,-0.08161676101693889,1.608299677519777
