date,method,mode_fraction,observed_cumulative_energy,expected_cumulative_energy,null_q025,null_q975
2024-07-03,adapted,8.397786343519847e-06,2.0485632620113166e-05,8.397786343519847e-06,1.0735249430944261e-09,5.636642413131658e-05
2024-07-03,adapted,0.0019650820043836444,0.0011169574190312303,0.0019650820043836444,0.0015623323264001446,0.002468134403921764
2024-07-03,adapted,0.003921766222423769,0.0023511958933677152,0.003921766222423769,0.003396058043137006,0.004497546933841017
2024-07-03,adapted,0.005878450440463894,0.0035644800204742613,0.005878450440463894,0.005181678836886147,0.006581521557908139
2024-07-03,adapted,0.007835134658504017,0.004765344072242303,0.007835134658504017,0.007041385517432813,0.008552767193329255
2024-07-03,adapted,0.009791818876544144,0.006287770075992446,0.009791818876544144,0.008815322852041233,0.010507330866947018
2024-07-03,adapted,0.011748503094584268,0.007824799654706137,0.011748503094584268,0.01055886629829086,0.012634663794983486
2024-07-03,adapted,0.013705187312624392,0.009105381005193789,0.013705187312624392,0.012497829240052459,0.014603490074339063
2024-07-03,adapted,0.015661871530664517,0.010920707268167731,0.015661871530664517,0.014231729752086326,0.01653841059527892
2024-07-03,adapted,0.01761855574870464,0.012842921647588617,0.01761855574870464,0.015958293457373488,0.018648270964670272
2024-07-03,adapted,0.019575239966744765,0.014494536206471948,0.019575239966744765,0.017686712751387616,0.020526831121173476
2024-07-03,adapted,0.02153192418478489,0.016236330716984042,0.02153192418478489,0.019468796512881723,0.02276620331869284
2024-07-03,adapted,0.023488608402825014,0.018230090512668752,0.023488608402825014,0.021397854353531576,0.024888285781499528
2024-07-03,adapted,0.02544529262086514,0.020324937550321803,0.02544529262086514,0.023435574690605303,0.026800566886927855
2024-07-03,adapted,0.027401976838905266,0.022129926548935114,0.027401976838905266,0.02515813940740384,0.028845488102160963
2024-07-03,adapted,0.02935866105694539,0.024048367480247388,0.02935866105694539,0.026858894919910364,0.03089783832308204
2024-07-03,adapted,0.031315345274985515,0.026166651958332374,0.031315345274985515,0.02864824752652883,0.03303614429047422
2024-07-03,adapted,0.033272029493025636,0.028058903763685524,0.033272029493025636,0.030808066572641256,0.035393798197409045
2024-07-03,adapted,0.035228713711065764,0.03044689541655287,0.035228713711065764,0.032733186908817796,0.037397019986829066
2024-07-03,adapted,0.037185397929105884,0.03253224797466858,0.037185397929105884,0.03458194700961426,0.039460571152986644
2024-07-03,adapted,0.03914208214714601,0.034459246248736156,0.03914208214714601,0.03638746836814177,0.04125524312416099
2024-07-03,adapted,0.04109876636518614,0.03645225849972766,0.04109876636518614,0.03843215136744103,0.0433698847067752
2024-07-03,adapted,0.04305545058322626,0.03891554945446078,0.04305545058322626,0.040352828934893836,0.045565182002795246
2024-07-03,adapted,0.04501213480126639,0.04053628502074692,0.04501213480126639,0.04241853656039209,0.04768722892794736
2024-07-03,adapted,0.04696881901930651,0.04243174293742468,0.04696881901930651,0.04431214552571003,0.04952984305411777
2024-07-03,adapted,0.04892550323734664,0.04410919427247144,0.04892550323734664,0.04610586471090302,0.05151588647625718
2024-07-03,adapted,0.05088218745538676,0.04595339155623234,0.05088218745538676,0.04808716577209184,0.05366076303008233
2024-07-03,adapted,0.052838871673426886,0.04769474940634027,0.052838871673426886,0.04967569736208047,0.05567649274542813
2024-07-03,adapted,0.05479555589146701,0.04911910632296162,0.05479555589146701,0.05189268348608282,0.057785400526754675
2024-07-03,adapted,0.056752240109507135,0.050695454202933914,0.056752240109507135,0.05404808087358649,0.05966243898668153
2024-07-03,adapted,0.058708924327547256,0.05215765014068834,0.058708924327547256,0.05615083440753232,0.06180442930352514
2024-07-03,adapted,0.060665608545587384,0.05359624437563494,0.060665608545587384,0.05808313412720458,0.06401344191922081
2024-07-03,adapted,0.0626222927636275,0.054762614588185314,0.0626222927636275,0.06004000519841046,0.06596639383042674
2024-07-03,adapted,0.06457897698166763,0.055622569060649385,0.06457897698166763,0.06191160682851639,0.06793249944835753
2024-07-03,adapted,0.06653566119970776,0.05714086261637344,0.06653566119970776,0.06366887532961729,0.07000727480626028
2024-07-03,adapted,0.0685007432040914,0.06066239063598572,0.0685007432040914,0.06560093611062551,0.0718340166217917
2024-07-03,adapted,0.07045742742213153,0.06223242287030431,0.07045742742213153,0.06748564422056644,0.07424610978355846
2024-07-03,adapted,0.07241411164017166,0.06334534273857241,0.07241411164017166,0.06941162043559893,0.0765227430031088
2024-07-03,adapted,0.07437079585821177,0.06415928006892983,0.07437079585821177,0.07105522049612036,0.0784354924779442
2024-07-03,adapted,0.0763274800762519,0.06542601241625434,0.0763274800762519,0.07295847852068066,0.0803018384881777
2024-07-03,adapted,0.07828416429429202,0.06736108142396063,0.07828416429429202,0.07481823163948523,0.08214458543851398
2024-07-03,adapted,0.08024084851233215,0.06886634217726237,0.08024084851233215,0.07690589227749195,0.0838308555437481
2024-07-03,adapted,0.08219753273037228,0.07002614890873855,0.08219753273037228,0.07879114383648032,0.08585309080865555
2024-07-03,adapted,0.0841542169484124,0.0710173613511982,0.0841542169484124,0.08074379710134093,0.08786045143307743
2024-07-03,adapted,0.08611090116645252,0.07277497332488478,0.08611090116645252,0.08256631862927051,0.08986940789142704
2024-07-03,adapted,0.08806758538449265,0.0783765417550584,0.08806758538449265,0.0844429533378728,0.09196854986328211
2024-07-03,adapted,0.09002426960253278,0.08024829573213783,0.09002426960253278,0.08631757649330243,0.09391101593838293
2024-07-03,adapted,0.09198095382057289,0.08142474377861861,0.09198095382057289,0.08828288554567831,0.09579399513513893
2024-07-03,adapted,0.09393763803861302,0.0827329668262641,0.09393763803861302,0.09018066206592179,0.0977870866273281
2024-07-03,adapted,0.09589432225665315,0.08448930773694159,0.09589432225665315,0.09221075954365644,0.09983675180906165
2024-07-03,adapted,0.09785100647469328,0.08760107087520402,0.09785100647469328,0.09406081896474747,0.10172899247622884
2024-07-03,adapted,0.09980769069273339,0.08977102266157425,0.09980769069273339,0.09595297602475417,0.10360818639210585
2024-07-03,adapted,0.10176437491077352,0.0909705680276502,0.10176437491077352,0.09798328143569728,0.10551105104310642
2024-07-03,adapted,0.10372105912881364,0.09185529767297428,0.10372105912881364,0.09987361167436284,0.10752001390085254
2024-07-03,adapted,0.10567774334685377,0.09349144535904369,0.10567774334685377,0.10160304998120906,0.10940390638773263
2024-07-03,adapted,0.1076344275648939,0.09513198397066078,0.1076344275648939,0.10356169295473044,0.11177822915174566
2024-07-03,adapted,0.10959111178293401,0.09663436503908579,0.10959111178293401,0.10551334486385217,0.11374669728977548
2024-07-03,adapted,0.11154779600097414,0.09798142115707026,0.11154779600097414,0.10745650287894042,0.11587859761647033
2024-07-03,adapted,0.11350448021901427,0.09937813337659941,0.11350448021901427,0.1094237959614823,0.1177943589905776
2024-07-03,adapted,0.1154611644370544,0.10119679699326424,0.1154611644370544,0.11139048571561515,0.11963187508254687
2024-07-03,adapted,0.11741784865509451,0.10399439356735397,0.11741784865509451,0.11328614518390559,0.12161991124105144
2024-07-03,adapted,0.11937453287313464,0.10571718963368722,0.11937453287313464,0.11519863195820298,0.12359890834050608
2024-07-03,adapted,0.12133121709117477,0.10725312468993911,0.12133121709117477,0.11721348168972198,0.1255482986636168
