rank,rank_fraction,precision_eigenvalue,implied_covariance_eigenvalue,standardized_energy,cumulative_energy,cumulative_energy_per_n,threshold_above_rank
484,0.15125,0.2028051683873253,4.930840806237051,0.19397732953549457,1560.77536209879,0.4877423006558719,0.20281361428072173
485,0.1515625,0.2028220605258504,4.930430138651246,6.818494696905036,1567.593856795695,0.4898730802486547,0.20282306442049397
486,0.151875,0.20282406832010644,4.930381331380027,6.441735562273175,1574.0355923579682,0.49188612261186504,0.20285826406237645
487,0.1521875,0.2028924655699819,4.928719246378712,11.086926552641078,1585.1225189106092,0.4953507871595654,0.20289728023548806
488,0.1525,0.2029020950152469,4.928485336363116,5.618683945382897,1590.741202855992,0.4971066258924975,0.20290695044485535
489,0.1528125,0.2029118059906538,4.928249468372779,12.651750133473499,1603.3929529894656,0.501060297809208,0.20292250306029483
490,0.153125,0.20293320069386214,4.9277298962458325,7.223654866352342,1610.6166078558178,0.5033176899549431,0.20293882236198463
491,0.1534375,0.20294444418583893,4.927456891031157,5.876981024284967,1616.4935888801028,0.5051542465250322,0.20295390994506332
492,0.15375,0.20296337614579082,4.9269972691116894,8.621526889126274,1625.115115769229,0.5078484736778841,0.20300743557169657
493,0.1540625,0.20305150456205204,4.924858853702325,9.122074014669431,1634.2371897838984,0.5106991218074682,0.20305176300385627
494,0.154375,0.20305202144598947,4.924846317109892,7.028344140829834,1641.2655339247283,0.5128954793514776,0.20305778821792375
495,0.1546875,0.20306355515363705,4.924566593170321,5.850176345006619,1647.115710269735,0.5147236594592922,0.20307432624146438
496,0.155,0.20308509790062182,4.924044207760348,0.0008030708159976722,1647.116513340551,0.5147239104189222,0.20309095737554114
497,0.1553125,0.20309681701951987,4.92376007992232,0.661551417154723,1647.7780647577056,0.514930645236783,0.2030976730689853
498,0.155625,0.20309852912205895,4.923718573062713,1.458963418082721,1649.2370281757883,0.5153865713049338,0.20311360943084097
499,0.1559375,0.20312869085935398,4.922987470501637,0.6969660987967665,1649.933994274585,0.5156043732108079,0.20313768354881062
500,0.15625,0.2031466766363817,4.922551609298191,2.081298967889819,1652.0152932424749,0.5162547791382734,0.2031891918756172
501,0.1565625,0.20323171601258908,4.92049183867569,4.217599893073145,1656.232893135548,0.5175727791048588,0.20324077496557919
502,0.156875,0.20324983432236762,4.920053211034525,4.170349231727159,1660.4032423672752,0.5188760132397735,0.20325271332077546
503,0.1571875,0.2032555923599638,4.919913830606979,1.0339689440089619,1661.4372113112843,0.5191991285347763,0.20327263540254512
504,0.1575,0.20328967987419067,4.919088861858936,6.691866849348106,1668.1290781606324,0.5212903369251977,0.203290016699868
505,0.1578125,0.2032903535261034,4.919072561264426,3.843226819373932,1671.9723049800064,0.522491345306252,0.20331034760309213
506,0.158125,0.20333034364654468,4.918105099641844,10.716528087571405,1682.6888330675777,0.525840260333618,0.2033540302967988
507,0.1584375,0.20337771970639218,4.916959445919925,0.15969556642432162,1682.848528634002,0.5258901651981256,0.2033897830672146
508,0.15875,0.20340184714357595,4.916376198364249,4.687205035614849,1687.5357336696168,0.5273549167717553,0.2034018679741197
509,0.1590625,0.20340188880466553,4.916375191384469,0.06171648544074218,1687.5974501550575,0.5273742031734554,0.2034271654448773
510,0.159375,0.20345244522620315,4.9151535086647735,2.1733516781252322,1689.7708018331828,0.5280533755728696,0.20346183677466434
511,0.1596875,0.20347122875664786,4.914699764240392,4.857957421408844,1694.6287592545916,0.5295714872670598,0.20348168389467008
512,0.16,0.2034921395699177,4.914194730634353,1.0500071981823114,1695.678766452774,0.5298996145164918,0.2035107269627555
513,0.1603125,0.20352931605340416,4.91329710820435,2.591639513939925,1698.270405966714,0.5307095018645981,0.20354491732985552
514,0.160625,0.20356051980220252,4.912543949935325,7.089911749154352,1705.3603177158684,0.5329250992862089,0.2036013953844571
515,0.1609375,0.20364227917465505,4.9105716359732146,0.24985553903824517,1705.6101732549066,0.5330031791421583,0.20364673661349436
516,0.16125,0.20365119414990066,4.910356672222282,12.166670350453726,1717.7768436053602,0.536805263626675,0.2037256311198844
517,0.1615625,0.2038000952974793,4.906769050035711,7.720709813582352,1725.4975534189425,0.5392179854434196,0.20382925621562903
518,0.161875,0.2038584213062947,4.90536517251604,6.475133956103883,1731.9726873750465,0.541241464804702,0.2038628188204057
519,0.1621875,0.20386721642937725,4.90515354805178,4.5883376439179315,1736.5610250189643,0.5426753203184264,0.20387140929902423
520,0.1625,0.2038756022549046,4.904951788933063,2.394886025237547,1738.955911044202,0.5434237222013131,0.203877155388768
521,0.1628125,0.20387870853446324,4.904877057483234,2.121639376844467,1741.0775504210465,0.544086734506577,0.20389281595786166
522,0.163125,0.20390692435742572,4.904198340254073,0.01987815385106993,1741.0974285748975,0.5440929464296554,0.20391682283153315
523,0.1634375,0.2039267217861529,4.903722235326505,3.660934826829077,1744.7583634017267,0.5452369885630396,0.20395022969169482
524,0.16375,0.20397374030713966,4.902591865473563,6.861526712310932,1751.6198901140376,0.5473812156606368,0.20399126853966595
525,0.1640625,0.20400879827845933,4.90174937766685,15.383701539784031,1767.0035916538216,0.5521886223918192,0.20404729548677258
526,0.164375,0.2040857999596502,4.899899945011902,1.550524065955499,1768.554115719777,0.5526731611624303,0.20410857451966632
527,0.1646875,0.20413135162116539,4.898806538330464,0.024860543746955083,1768.5789762635238,0.5526809300823512,0.20413153472152593
528,0.165,0.20413171782205067,4.89879775014551,1.9958100630779956,1770.5747863266017,0.553304620727063,0.20414777848801827
529,0.1653125,0.20416384041760618,4.898026986338784,3.4083644169152127,1773.983150743517,0.5543697346073491,0.20417630739872034
530,0.165625,0.20418877514111336,4.897428858706397,3.1289910643306134,1777.1121418078476,0.5553475443149524,0.20420039492783065
531,0.1659375,0.20421201537579609,4.896871509542545,13.223060435708467,1790.335202243556,0.5594797507011112,0.20422461656821914
532,0.16625,0.20423721853821666,4.896267228653435,3.1176424162352636,1793.4528446597913,0.5604540139561848,0.2042395565586013
533,0.1665625,0.2042418946057506,4.896155129829295,4.282352922531554,1797.7351975823228,0.5617922492444759,0.20424514270256106
534,0.166875,0.20424839085102664,4.895999404614029,3.2471743350969344,1800.9823719174199,0.5628069912241938,0.20425491592680797
535,0.1671875,0.20426144121104436,4.895686596898105,1.223170948756793,1802.2055428661768,0.5631892321456803,0.2042643240075761
536,0.1675,0.20426720684479355,4.8955484115461605,13.216088764367303,1815.421631630544,0.567319259884545,0.20428398544914725
537,0.1678125,0.20430076543170342,4.8947442653331334,4.705953191700015,1820.127584822244,0.5687898702569513,0.20431395413512474
538,0.168125,0.20432714368994714,4.894112362855879,6.791627126774585,1826.9192119490185,0.5709122537340683,0.20434316523698434
539,0.1684375,0.2043591880402911,4.893344946168223,1.597711886006727,1828.5169238350252,0.5714115386984454,0.20436198581274512
540,0.16875,0.20436478362350194,4.893210964577363,3.8997315480045693,1832.4166553830298,0.5726302048071968,0.2043922044986164
541,0.1690625,0.20441962905295766,4.891898124621568,1.7359199491923811,1834.152575332222,0.5731726797913194,0.20446078276727753
542,0.169375,0.20450194476665404,4.889929047574805,2.498075652359672,1836.6506509845817,0.5739533284326818,0.2045247338004845
543,0.1696875,0.20454752537385104,4.888839394034723,14.980185622607339,1851.6308366071892,0.5786346364397467,0.2045846715402558
544,0.17,0.20462182445246538,4.887064235087517,31.182001887567704,1882.8128384947568,0.5883790120296115,0.20465072088233352
545,0.1703125,0.2046796213929182,4.885684237613112,12.699349652091415,1895.512188146848,0.5923475587958901,0.2046837241741698
546,0.170625,0.20468782703766117,4.885488377459822,0.033806170558869544,1895.545994317407,0.5923581232241897,0.20470677081238295
547,0.1709375,0.20472571634034334,4.884584203078641,1.7387043230934038,1897.2846986405002,0.5929014683251563,0.20473818712577294
548,0.17125,0.20475065867085546,4.883989172447735,0.8158152053101112,1898.1005138458104,0.5931564105768158,0.20477091938638112
549,0.1715625,0.2047911821067677,4.883022744009803,0.044132620651522514,1898.1446464664618,0.5931702020207693,0.20481569850880704
550,0.171875,0.20484021784580658,4.881853820096744,2.4867876700180838,1900.6314341364798,0.59394732316765,0.2049151562982381
551,0.1721875,0.2049901221660459,4.878283838427985,0.0004627876773548608,1900.6318969241572,0.5939474677887991,0.20503458779583494
552,0.1725,0.20507906307092888,4.876168171560931,4.5565767548295595,1905.1884736789868,0.5953713980246834,0.20508328845304474
553,0.1728125,0.205087513922219,4.875967243814061,5.295173328073246,1910.48364700706,0.5970261396897062,0.2052023536361489
554,0.173125,0.20531725765511444,4.870511185571011,2.6680334273581767,1913.151680434418,0.5978599001357556,0.2053544798512133
555,0.1734375,0.2053917087953659,4.868745704805015,5.974000708615844,1919.125681143034,0.5997267753571981,0.20540787455223689
556,0.17375,0.20542404158146546,4.867979386937667,3.6110863219778313,1922.7367674650118,0.6008552398328162,0.2054650425774701
557,0.1740625,0.2055060517569456,4.866036749042854,0.45694161053465165,1923.1937090755464,0.6009980340861083,0.2055801303973965
558,0.174375,0.20565423574092953,4.862530530417755,0.19415464020874654,1923.3878637157552,0.6010587074111735,0.2056631151667452
559,0.1746875,0.20567199497594324,4.8621106637146525,8.471274552457372,1931.8591382682125,0.6037059807088164,0.20568225720439176
560,0.175,0.20569251994488535,4.861625499400497,1.2617765697128822,1933.1209148379255,0.6041002858868517,0.2057686155282851
561,0.1753125,0.20584473926311112,4.85803039504351,4.841936705036337,1937.9628515429617,0.6056133911071755,0.20591580421901817
562,0.175625,0.20598689370908618,4.8546778000948585,1.2299401162459185,1939.1927916592076,0.6059977473935024,0.2060590204002059
563,0.1759375,0.2061311723466197,4.851279836115475,34.82262324397506,1974.0154149031828,0.6168798171572446,0.20620814106869392
564,0.17625,0.20628513853064337,4.8476589594526285,0.7439129678268338,1974.7593278710096,0.6171122899596905,0.20630463447515163
565,0.1765625,0.20632413226221555,4.846742787843686,0.9124243731423618,1975.671752244152,0.6173974225762975,0.2063631183953534
566,0.176875,0.20640211189514562,4.844911666931054,4.804160060372286,1980.4759123045244,0.6188987225951639,0.20641832319506911
567,0.1771875,0.20643453576826562,4.8441506954173414,4.320284747482422,1984.7961970520068,0.6202488115787521,0.2064848079216949
568,0.1775,0.20653509231769493,4.841792204792913,14.803659654447294,1999.5998567064541,0.624874955220767,0.20662451164782544
569,0.1778125,0.20671396969203848,4.8376024198548135,13.834120766934547,2013.4339774733887,0.629198117960434,0.2067172312650937
570,0.178125,0.2067204928896106,4.837449766211631,0.6110722705848353,2014.0450497439735,0.6293890780449918,0.20674725466942556
571,0.1784375,0.2067740199137875,4.836197508840524,0.7026346247257017,2014.7476843686993,0.6296086513652185,0.20680387354784105
572,0.17875,0.2068337314921047,4.834801329483205,0.5700737302049373,2015.3177580989043,0.6297867994059075,0.20689994986845409
573,0.1790625,0.20696618944479503,4.831707066176305,50.09255658409304,2065.4103146829975,0.6454407233384367,0.2069785714458211
574,0.179375,0.20699095418761526,4.831128992688281,0.3805794676266353,2065.7908941506244,0.6455596544220701,0.20700649091776863
575,0.1796875,0.20702202881410817,4.83040382575872,1.6567900885835747,2067.447684239208,0.6460774013247524,0.2070459260445054
576,0.18,0.2070698260334381,4.829288840173738,4.41070277061082,2071.8583870098187,0.6474557459405683,0.20708202808283688
577,0.1803125,0.20709423085126855,4.828719737336297,1.0279813291218207,2072.8863683389404,0.6477769901059189,0.20711223653971486
578,0.180625,0.20713024379365536,4.827880186324732,5.004861601461704,2077.8912299404024,0.6493410093563757,0.20714264666065146
579,0.1809375,0.20715505027032574,4.827302055610307,3.608990289208048,2081.5002202296105,0.6504688188217532,0.20718768278759866
580,0.18125,0.2072203204453747,4.825781553907063,0.20878379503558078,2081.709004024646,0.650534063757702,0.20727532317675357
581,0.1815625,0.20733034050757163,4.823220747874479,3.131780464447588,2084.840784489094,0.6515127451528419,0.20735272469806595
582,0.181875,0.20737511130524464,4.822179449143516,6.712562538627759,2091.553347027722,0.6536104209461631,0.20740260478566208
583,0.1821875,0.20743010191112382,4.8209010687776805,0.6727660336390477,2092.226113061361,0.6538206603316753,0.20746449602923697
584,0.1825,0.20749889585026088,4.8193027529247106,6.296937764615972,2098.523050825977,0.6557884533831178,0.20751293496680712
585,0.1828125,0.20752697503322248,4.818650683073429,0.6876188038555664,2099.2106696298324,0.6560033342593227,0.20755202229091468
586,0.183125,0.20757707257166025,4.817487729309689,6.041928366444784,2105.252597996277,0.6578914368738366,0.20760206665958753
587,0.1834375,0.20762706375702072,4.816327803827481,5.162672589466826,2110.4152705857437,0.6595047720580449,0.20771282843066474
588,0.18375,0.20779862853118958,4.812351299276765,0.04887919317114598,2110.464149778915,0.6595200468059109,0.20782587926126428
589,0.1840625,0.20785313356500207,4.8110893631885965,13.717644988886313,2124.181794767801,0.6638068108649378,0.20787734114495762
590,0.184375,0.20790155154424486,4.809968913518106,2.7680617894541992,2126.9498565572553,0.6646718301741423,0.20798870086209334
591,0.1846875,0.20807588671167304,4.805938909133098,6.740558779884691,2133.69041533714,0.6667782547928564,0.20812640040689295
592,0.185,0.20817692636510715,4.803606324008113,5.0078179555715385,2138.698233292712,0.6683431979039725,0.20825195185819761
593,0.1853125,0.20832700438994559,4.800145823285609,0.9079514553875131,2139.606184748099,0.668626932733781,0.20839142464865526
594,0.185625,0.20845586482782483,4.797178533815564,1.4616981724098124,2141.067882920509,0.669083713412659,0.20845949874653202
595,0.1859375,0.20846313272858774,4.79701128401427,5.415709363476405,2146.483592283985,0.6707761225887454,0.20863217490074987
596,0.18625,0.20880135414873735,4.789240970571776,4.258368624975708,2150.741960908961,0.6721068627840503,0.20885467201768218
597,0.1865625,0.208908003501458,4.786796021402889,5.718538554395775,2156.460499463357,0.673893906082299,0.20898532088297683
598,0.186875,0.20906266687985453,4.7832547767827265,0.1486668727795122,2156.6091663361362,0.6739403644800426,0.20909964047676804
599,0.1871875,0.209136620612615,4.781563348737024,1.2966487722933764,2157.9058151084296,0.6743455672213843,0.20922587387538508
600,0.1875,0.20931516522878169,4.777484703064869,8.206921034689968,2166.1127361431195,0.6769102300447248,0.20945066722982353
601,0.1878125,0.20958625694926963,4.7713052113051955,0.42632512411559526,2166.539061267235,0.677043456646011,0.20959754353508797
602,0.188125,0.20960883072870867,4.770791366582615,7.516834082735443,2174.0558953499703,0.6793924672968658,0.20962262451178754
603,0.1884375,0.20963641920259748,4.770163523130859,1.8504611041569812,2175.9063564541275,0.6799707363919149,0.20968176425868368
604,0.18875,0.20972711912305664,4.768100587951402,0.3361515027003303,2176.242507956828,0.6800757837365087,0.2097723507254804
605,0.1890625,0.20981759208295092,4.766044591745445,0.35013486148553463,2176.5926428183134,0.680185200880723,0.20984145989605787
606,0.189375,0.20986533042424937,4.764960453346289,2.9563674811294303,2179.5490102994427,0.6811090657185759,0.20987988000751354
607,0.1896875,0.20989443059947396,4.764299829890323,5.4300905269822,2184.9791008264247,0.6828059690082577,0.20991056018736437
608,0.19,0.20992669101475223,4.763567677679094,6.25908755057657,2191.2381883770013,0.6847619338678129,0.21000619748677568
609,0.1903125,0.2100857340706399,4.759961472032922,1.8459036186435132,2193.084091995645,0.685338778748639,0.21013470888007138
610,0.190625,0.21018369510642257,4.7577429804613,0.2077828507081742,2193.291874846353,0.6854037108894854,0.2101888255759244
611,0.1909375,0.21019395617065817,4.757510721136492,1.6955301072510667,2194.9874049536043,0.6859335640480013,0.21019719529458558
612,0.19125,0.21020043446842845,4.757364096458123,0.7008532221522864,2195.6882581757563,0.6861525806799239,0.21025305627395285
613,0.1915625,0.21030569125287735,4.7549830631904895,11.755106950337206,2207.4433651260933,0.6898260516019041,0.2103099270374666
614,0.191875,0.2103141629073691,4.754791527950691,2.4029791513679473,2209.8463442774614,0.6905769825867067,0.21032632887556754
615,0.1921875,0.2103384955475264,4.754241478227403,18.23250137720806,2228.0788456546693,0.6962746392670841,0.21034389221083005
616,0.1925,0.2103492890125961,4.753997528083483,0.12590840701786765,2228.2047540616873,0.6963139856442773,0.21035561132349032
617,0.1928125,0.21036193382440949,4.753711766287083,12.135909568351439,2240.3406636300388,0.7001064573843871,0.2103791566658441
618,0.193125,0.21039638091735452,4.752933466059991,0.0009497240783307949,2240.3416133541173,0.7001067541731616,0.21041016698657491
619,0.1934375,0.21042395395911742,4.752310662284612,0.149597491420585,2240.491210845538,0.7001535033892305,0.21042536728026093
620,0.19375,0.21042678061089704,4.752246824747623,3.8664261003122458,2244.35763694585,0.7013617615455782,0.21045158983694687
621,0.1940625,0.21047640198799367,4.751126447215891,3.1972967729380573,2247.554933718788,0.7023609167871213,0.2104768189683204
622,0.194375,0.21047723594947323,4.751107622109111,6.297788114748871,2253.852721833537,0.7043289755729804,0.21050640633910972
623,0.1946875,0.21053558077151893,4.749790968041822,13.198442182530757,2267.051164016068,0.7084534887550212,0.21055698811137924
624,0.195,0.2105783976279462,4.748825194153194,22.36766280171324,2289.4188268177813,0.7154433833805567,0.21059401509265424
625,0.1953125,0.21060963371562547,4.748120882970836,2.6589862846418475,2292.077813102423,0.7162743165945072,0.21066543823937872
626,0.195625,0.21072125754946827,4.74560569554898,0.8667976628239912,2292.944610765247,0.7165451908641397,0.21076859943007187
627,0.1959375,0.21081595194678157,4.743474062401313,4.724424383591574,2297.6690351488387,0.7180215734840121,0.2108399080386076
628,0.19625,0.21086386685268654,4.742396195829126,3.913746850022048,2301.582781998861,0.719244619374644,0.21091586767460385
629,0.1965625,0.21096788132036587,4.740058030356987,0.070597202201576,2301.6533792010623,0.719266681000332,0.2109796329767121
630,0.196875,0.2109913852876671,4.739529998519101,0.9293055384523532,2302.5826847395147,0.7195570889810984,0.21103440345448032
631,0.1971875,0.2110774303920909,4.737597942813833,7.493845493927521,2310.076530233442,0.7218989156979506,0.21111149593980266
632,0.1975,0.21114556698531464,4.736069121780572,13.221103017876903,2323.297633251319,0.7260305103910372,0.2111462876658565
633,0.1978125,0.21114700834885816,4.736036791711465,1.659630096700521,2324.9572633480193,0.726549144796256,0.21115949751705007
634,0.198125,0.2111719874239658,4.735476576219932,50.50039047417229,2375.457653822192,0.742330516819435,0.21120178686418883
635,0.1984375,0.21123159050954649,4.734140369760675,0.142618438831902,2375.6002722610237,0.7423750850815699,0.21123233619797893
636,0.19875,0.2112330818890438,4.734106945072545,4.816771582313736,2380.4170438433375,0.7438803262010429,0.21125464841897948
637,0.1990625,0.21127621715082034,4.733140404942721,8.709594112468737,2389.1266379558065,0.7466020743611895,0.21128115920384535
638,0.199375,0.21128610137247203,4.732918982858792,10.25694239759894,2399.3835803534053,0.7498073688604392,0.2113005531570716
639,0.1996875,0.21131500593016062,4.732271594240207,0.05102992532079009,2399.434610278726,0.7498233157121018,0.21131808290892332
640,0.2,0.21132115993249018,4.732133783098036,0.43809275949611887,2399.872703038222,0.7499602196994444,0.21133767296349296
641,0.2003125,0.2113541872848549,4.731394314190895,0.3303573337435158,2400.2030603719654,0.7500634563662392,0.2113592394724105
642,0.200625,0.2113642917807331,4.731168124828713,2.742041221937971,2402.9451015939035,0.7509203442480948,0.21140766137850658
643,0.2009375,0.21145103987523833,4.729227156272328,7.365799378238083,2410.3109009721416,0.7532221565537942,0.21145577805655247
644,0.20125,0.21146051634403945,4.729015218959516,3.19529890013883,2413.5061998722804,0.7542206874600876,0.21149576117082983
645,0.2015625,0.21153101187199258,4.7274392116327,0.9497048255465945,2414.455904697827,0.7545174702180709,0.21154102768281577
646,0.201875,0.21155104396787897,4.726991563094512,0.027947587519328725,2414.4838522853465,0.7545262038391708,0.21158833254932455
647,0.2021875,0.2116256277033603,4.725325617943207,3.3551845696222604,2417.839036854969,0.7555746990171778,0.2116274856928009
648,0.2025,0.2116293436985539,4.725242646050096,1.4013498094269337,2419.240386664396,0.7560126208326237,0.21163523709919146
649,0.2028125,0.21164113066394694,4.7249794823098155,1.543403307149366,2420.783789971545,0.7564949343661078,0.211646700323472
650,0.203125,0.21165227012957116,4.724730802026414,5.657968577276342,2426.4417585488213,0.7582630495465067,0.21169871854286534
651,0.2034375,0.21174517714955407,4.722657741071983,7.3229592312725424,2433.764717780094,0.7605514743062795,0.21174642133821386
652,0.20375,0.21174766553418436,4.722602242047201,5.0724960711374205,2438.8372138512314,0.7621366293285098,0.21176505825790967
653,0.2040625,0.21178245241025448,4.721826518765821,0.8964065275413334,2439.7336203787727,0.7624167563683665,0.21178970327618674
654,0.204375,0.2117969543903693,4.721503209894464,0.04244146350826651,2439.776061842281,0.7624300193257127,0.21181004610196225
655,0.2046875,0.21182313862278737,4.720919567624717,7.999331837155421,2447.775393679436,0.7649298105248238,0.21182623815330767
656,0.205,0.21182933772918225,4.720781411678072,0.37748489470303176,2448.1528785741393,0.7650477745544185,0.21184725841422733
657,0.2053125,0.21186518061535584,4.719982760241825,13.7239652353133,2461.8768438094526,0.769336513690454,0.21186902947590036
658,0.205625,0.2118728784063654,4.719811273258071,0.5477263006619716,2462.4245701101145,0.7695076781594108,0.21188776744546908
659,0.2059375,0.21190265753087698,4.7191479882893255,3.0334285110691637,2465.457998621184,0.77045562456912,0.2119078181419839
660,0.20625,0.21191297887877075,4.718918139374893,2.849610014941696,2468.3076086361257,0.7713461276987893,0.21192859195712208
661,0.2065625,0.21194420618579562,4.718222866273471,2.875721947441046,2471.1833305835667,0.7722447908073646,0.21201650066088346
662,0.206875,0.21208881979572122,4.715005727143824,12.235220031041225,2483.4185506146077,0.7760682970670649,0.21210871899027667
663,0.2071875,0.2121286200518704,4.714121082555842,1.9875038411059665,2485.4060544557137,0.7766893920174105,0.21214943217220228
664,0.2075,0.2121702463344291,4.713196205766618,1.2650831156129496,2486.6711375713267,0.7770847304910395,0.2121808470190493
665,0.2078125,0.2121914482333126,4.712725269212838,0.45731000904855434,2487.128447580375,0.7772276398688672,0.21219489820104973
666,0.208125,0.21219834822487904,4.712572026904947,3.0986459761128393,2490.227093556488,0.7781959667364025,0.21219885735096672
667,0.2084375,0.21219936647827595,4.712549413300796,5.928640464138657,2496.155734020627,0.7800486668814459,0.21220551520602657
668,0.20875,0.21221166411194384,4.712276321778853,2.9500072550077134,2499.1057412756345,0.7809705441486358,0.21221618789908145
669,0.2090625,0.21222071178265417,4.712075421856798,1.0360214811247772,2500.1417627567594,0.7812943008614873,0.21222183015469206
670,0.209375,0.21222294853262363,4.712025758356083,6.962432124273304,2507.1041948810325,0.7834700609003227,0.21224244178658383
671,0.2096875,0.2122619368310523,4.711160252890464,2.0621785335106404,2509.166373414543,0.7841144916920447,0.21226890550444813
672,0.21,0.2122758744066293,4.710850928280385,0.00331014655375405,2509.169683561097,0.7841155261128427,0.21227760357967948
673,0.2103125,0.21227933276681527,4.710774181198698,12.994004201034494,2522.1636877621313,0.7881761524256661,0.21228475798017787
674,0.210625,0.21229018333219243,4.710533404341153,0.9195366385771551,2523.0832244007083,0.7884635076252213,0.21229112805032574
675,0.2109375,0.21229207277266315,4.710491479683597,10.089874048062521,2533.173098448771,0.7916165932652409,0.21230076100113926
676,0.21125,0.2123094495851883,4.7101059418401166,1.7220354617998417,2534.8951339105706,0.7921547293470533,0.21230965508430558
677,0.2115625,0.21230986058362178,4.710096823817249,0.0572790033663837,2534.952412913937,0.7921726290356054,0.2123136218069932
678,0.211875,0.2123173830969974,4.70992994267996,1.870135751370292,2536.8225486653073,0.7927570464579086,0.21232459457038078
679,0.2121875,0.21233180628870568,4.709610008405,0.9601146057483224,2537.7826632710558,0.793057082272205,0.2123343781316793
680,0.2125,0.21233695000580402,4.709495921330065,1.375582685632644,2539.1582459566885,0.7934869518614651,0.21234033769332683
681,0.2128125,0.2123437254348978,4.709345651499313,0.06955785345341371,2539.2278038101417,0.7935086886906693,0.21234610524989525
682,0.213125,0.2123484850915642,4.709240094502215,5.856279917556252,2545.084083727698,0.7953387761649056,0.2123568558184355
683,0.2134375,0.21236522687527887,4.708868842201249,0.24787339793445942,2545.3319571256325,0.7954162366017602,0.21236799730426606
684,0.21375,0.21237076776939512,4.708745984691546,0.05635902229507806,2545.3883161479275,0.7954338487962274,0.21237155390329093
685,0.2140625,0.21237234004009678,4.708711124109645,14.3888467538263,2559.777162901754,0.7999303634067981,0.21238704077870887
686,0.214375,0.2124017425349286,4.7080593034002725,2.076960514528214,2561.854123416282,0.8005794135675882,0.21241260548186855
687,0.2146875,0.21242346898437653,4.707577768036303,11.143795269220632,2572.997918685503,0.8040618495892197,0.21242834799753904
688,0.215,0.21243322712276438,4.707361525050428,0.03278672784641316,2573.0307054133496,0.8040720954416717,0.21243480873017753
689,0.2153125,0.21243639034936607,4.707291431357086,0.42449122847068027,2573.4551966418203,0.8042047489505688,0.2124387925837273
690,0.215625,0.21244119484525303,4.707184972897665,10.3901998634535,2583.8453965052736,0.807451686407898,0.21244312587172534
691,0.2159375,0.2124450569157501,4.70709940027728,4.12120934137028,2587.9666058466437,0.8087395643270762,0.21244837941819542
692,0.21625,0.21245170197260246,4.706952171788009,0.22938022031649322,2588.1959860669604,0.8088112456459251,0.21245576775257946
693,0.2165625,0.21245983361036502,4.706772019006299,6.251659793933555,2594.4476458608938,0.8107648893315293,0.21246107993696578
694,0.216875,0.21246232627087772,4.706716797993896,0.1778052405291087,2594.625451101423,0.8108204534691947,0.21246729790840585
695,0.2171875,0.21247226966227073,4.706496530533239,4.982460462123619,2599.6079115635466,0.8123774723636084,0.21247394846367032
696,0.2175,0.2124756272783346,4.70642215678714,2.6745685223693316,2602.282480085916,0.8132132750268488,0.2124794288976291
697,0.2178125,0.21248323058494228,4.706253746458548,0.045856962782839086,2602.328337048699,0.8132276053277184,0.21248739086650786
698,0.218125,0.21249155122952898,4.706069461179756,2.941115920498471,2605.269452969197,0.8141467040528741,0.21249245291418759
699,0.2184375,0.2124933546026724,4.706029522051809,0.3225369244336163,2605.591989893631,0.8142474968417597,0.2124958643562823
700,0.21875,0.2124983741395348,4.705918358431113,1.4756967615695546,2607.0676866552003,0.8147086520797501,0.2124989444735418
701,0.2190625,0.2124995148090796,4.705893097678134,2.317542911438556,2609.385229566639,0.8154328842395746,0.2125036156852587
702,0.219375,0.21250771664057763,4.70571147160429,1.1962185722666878,2610.5814481389057,0.815806702543408,0.2125078520306751
703,0.2196875,0.2125079874208588,4.705705475529079,4.374208509231062,2614.955656648137,0.8171736427025428,0.21251245834503157
704,0.22,0.21251692936326744,4.705507476492107,3.914991275284924,2618.870647923422,0.8183970774760694,0.21252715308728476
705,0.2203125,0.21253737730314304,4.705054765843353,12.135960740118282,2631.00660866354,0.8221895652073563,0.21254244011856882
706,0.220625,0.21254750305459505,4.7048306172909475,3.445368706558981,2634.451977370099,0.823266242928156,0.21255368097053484
707,0.2209375,0.21255985906604224,4.704557127549188,3.2298021321431905,2637.681779502242,0.8242755560944507,0.21256216265953576
708,0.22125,0.2125644662779942,4.704455158992514,4.986204430185833,2642.667983932428,0.8258337449788837,0.2125690108677674
709,0.2215625,0.21257355555470306,4.704254004645761,11.865225706733206,2654.533209639161,0.8295416280122379,0.21257581968061262
710,0.221875,0.21257808383063742,4.704153796008001,12.03529189573875,2666.5685015349,0.8333026567296562,0.21258221434745173
711,0.2221875,0.21258634494452439,4.703970992402902,4.912601411243952,2671.481102946144,0.83483784467067,0.2125894006962446
712,0.2225,0.21259245649188874,4.7038357639851345,0.5199073080636147,2672.0010102542074,0.8350003157044398,0.21259259958956764
713,0.2228125,0.21259274268734288,4.703829431612752,0.15731264066767858,2672.1583228948753,0.8350494759046485,0.21259310666366726
714,0.223125,0.21259347064061485,4.703813324965566,14.929410032555877,2687.0877329274313,0.8397149165398222,0.21260012197413286
715,0.2234375,0.2126067735157487,4.703519005832266,0.5141554025314854,2687.6018883299625,0.8398755901031133,0.2126112249895457
716,0.22375,0.21261567655654587,4.7033220512977865,0.7212637673926352,2688.323152097355,0.8401009850304234,0.21261613979061555
717,0.2240625,0.21261660302569452,4.703301556742259,0.47867382822610927,2688.801825925581,0.840250570601744,0.2126190945927848
