rank,rank_fraction,precision_eigenvalue,implied_covariance_eigenvalue,standardized_energy,cumulative_energy,cumulative_energy_per_n,threshold_above_rank
191,0.0596875,0.19044758039974835,5.250788683694515,2.8676500564747056,603.1478258539555,0.1884836955793611,0.19045100431108322
192,0.06,0.190454428283974,5.250599888961186,7.861842576593817,611.0096684305494,0.19094052138454667,0.1904555785789777
193,0.0603125,0.1904567288809289,5.25053646503184,0.20578637426731194,611.2154548048167,0.1910048296265052,0.1904649303396644
194,0.060625,0.19047313215157158,5.250084296425789,4.857089068441508,616.0725438732582,0.19252266996039316,0.19047751452654418
195,0.0609375,0.19048189700234577,5.24984271858488,1.1604200075392943,617.2329638807975,0.19288530121274922,0.19048540621013477
196,0.06125,0.19048891548257313,5.24964929044118,7.916241086048783,625.1492049668462,0.19535912655213944,0.19048983191080052
197,0.0615625,0.19049074834343677,5.249598779448831,4.006675262460742,629.155880229307,0.19661121257165842,0.19050783638347127
198,0.061875,0.19052492595639445,5.248657071930161,3.566678663100449,632.7225588924074,0.19772579965387732,0.19053089895015896
199,0.0621875,0.190536872131178,5.24832799454971,0.03659747848227373,632.7591563708896,0.197737236365903,0.19053818643387566
200,0.0625,0.19053950074563925,5.248255590503254,0.906371526215734,633.6655278971053,0.19802047746784543,0.19055526080438337
201,0.0628125,0.19057102216668637,5.247387502205514,0.07789278522181205,633.7434206823272,0.19804481896322723,0.19058609257687367
202,0.063125,0.19060116417883327,5.246557670874145,0.4372107817986137,634.1806314641258,0.1981814473325393,0.1906032623489298
203,0.0634375,0.19060536054212338,5.246442162779584,3.9713871821943716,638.1520186463201,0.19942250582697504,0.19060711735296695
204,0.06375,0.19060887418000305,5.246345451133832,0.5172772950597342,638.6692959413799,0.19958415498168122,0.19061596514535095
205,0.0640625,0.19062305637449448,5.24595512746065,0.0013079585871638615,638.6706038999671,0.19958456371873973,0.19063110790612722
206,0.064375,0.19063915977784035,5.245511998507238,1.2659783680289178,639.936582267996,0.19998018195874873,0.19063982511840175
207,0.0646875,0.19064049046128523,5.245475384480703,1.4556455932930914,641.392227861289,0.20043507120665283,0.19064145069001567
208,0.065,0.19064241092358267,5.245422543469832,0.2519161327773528,641.6441439940663,0.20051379499814573,0.19064544990194154
209,0.0653125,0.19064848892874395,5.245255315785672,4.98126060346934,646.6254045975356,0.20207043893672988,0.1906563474583143
210,0.065625,0.19066420631181322,5.244822923735328,0.31048104389700765,646.9358856414326,0.20216746426294768,0.19066610162174097
211,0.0659375,0.19066799695050915,5.244718652284188,17.861355748426742,664.7972413898593,0.20774913793433103,0.19067220413514638
212,0.06625,0.1906764114126172,5.2444872052685865,6.794539306931701,671.591780696791,0.2098724314677472,0.19073346634827118
213,0.0665625,0.1907905383561244,5.241350061780461,0.8749797957019761,672.466760492493,0.21014586265390406,0.19079444648624694
214,0.066875,0.19079835469642312,5.241135342026862,1.9870905756109538,674.453851068104,0.2107668284587825,0.19081707383425756
215,0.0671875,0.1908357948086179,5.240107082651149,0.3304415696968574,674.7842926378008,0.21087009144931276,0.19084156949542136
216,0.0675,0.1908473443569667,5.239789966003244,0.3412147929337493,675.1255074307346,0.21097672107210458,0.1908500351007318
217,0.0678125,0.19085272588243352,5.239642218241128,2.085283089716121,677.2107905204507,0.21162837203764084,0.19089203672486146
218,0.068125,0.19093135566433034,5.23748441695488,0.6257875494886403,677.8365780699394,0.21182393064685606,0.190944500993615
219,0.0684375,0.19095764722793532,5.236763305982487,0.19505195463694774,678.0316300245763,0.2118848843826801,0.19098702095364395
220,0.06875,0.19101639919771451,5.235152605745302,0.5176975615880148,678.5493275861643,0.21204666487067633,0.19102111415979994
221,0.0690625,0.19102582923826733,5.23489417105315,1.618499043297507,680.1678266294618,0.21255244582170682,0.1910677627546375
222,0.069375,0.19110970547614917,5.232596625631877,0.03928130663153651,680.2071079360934,0.21256472123002917,0.191157964185967
223,0.0696875,0.1912062350819952,5.2299549728133545,1.9778331432079994,682.1849410793014,0.2131827940872817,0.19120792314013926
224,0.07,0.1912096112131863,5.22986262905511,4.419860237544349,686.6048013168457,0.2145640004115143,0.19121581679614716
225,0.0703125,0.19122202258050613,5.229523182033028,0.0033283715862277878,686.608129688432,0.214565040527635,0.19128739235056336
226,0.070625,0.19135278446745482,5.22594956108454,1.262807563901388,687.8709372523333,0.21495966789135415,0.1913600659731775
227,0.0709375,0.19136734775598174,5.225551859950163,4.366512844956463,692.2374500972898,0.21632420315540304,0.19138762731790657
228,0.07125,0.19140790902889515,5.224444512630034,10.138491443946773,702.3759415412366,0.21949248173163644,0.19141656142361338
229,0.0715625,0.19142521420945405,5.223972213534095,13.189227977789395,715.565169519026,0.22361411547469562,0.19144533075093279
230,0.071875,0.19146544940642377,5.222874430348526,10.970591776476166,726.5357612955021,0.2270424254048444,0.1915017730091283
231,0.0721875,0.19153810350291486,5.220893293353413,16.366498987772044,742.9022602832741,0.23215695633852318,0.191546802312213
232,0.0725,0.19155550151657239,5.220419106122542,1.60031204244348,744.5025723257177,0.23265705385178678,0.19157803778595117
233,0.0728125,0.19160057670669436,5.219190971073214,0.06773217605700885,744.5703045017747,0.2326782201568046,0.19160750179676925
234,0.073125,0.1916144271371402,5.218813713250782,3.4587669264082845,748.029071428183,0.2337590848213072,0.19161466824477733
