lanczos_steps,mode_fraction_rmse_vs_max_m,energy_per_n_rmse_vs_max_m,endpoint_mode_count,endpoint_energy,mean_standardized_energy,scale_statistic,shape_D,median_mode_count_se,max_mode_count_se
64,0.0036579887519170105,0.003941317507299875,140352.00000000003,140352.46559641528,1.0000033173479201,0.0008787904470946683,17.454962245715443,15.952571572749358,781.7420085951031
128,0.0016858234242460085,0.0020073209087022744,140352.00000000015,140352.46559641435,1.0000033173479135,0.0008787904453368426,10.99602113039067,16.07177969852086,543.4557629504874
256,0.0007232350288925546,0.0010953755013713884,140352.00000000012,140352.46559641525,1.00000331734792,0.0008787904470397363,8.717646888928897,15.797045756643051,279.9598610541737
512,0.0,0.0,140351.99999999983,140352.46559641542,1.000003317347921,0.0008787904473693286,6.322809511211231,16.211578925866515,141.62614363775398
