date,data_kind,dataset_id,method,method_label,points_per_hour,n_hours,n_selected,mean_rank,residual_df,n_eigen_kept,n_eigen_dropped,eigen_threshold,min_kept_eigenvalue,max_kept_eigenvalue,sum_squared_score,mean_squared_score,score2_per_residual_df,max_abs_bridge_scaled,brown_bridge_width,full_gaussian_nll,full_gaussian_nll_per_obs,covariance_seconds,eigendecomposition_seconds,diagnostic_seconds,native_nll_per_target,n_fit_target_points,fit_seconds,fit_sigmasq,fit_range_lat,fit_range_lon,fit_range_time,fit_advec_lat,fit_advec_lon,fit_nugget,gls_beta_intercept,gls_beta_centered_latitude,gls_beta_hour_dummy_1,gls_beta_hour_dummy_2,gls_beta_hour_dummy_3,gls_beta_hour_dummy_4,gls_beta_hour_dummy_5,gls_beta_hour_dummy_6,gls_beta_hour_dummy_7,point_maxmin_seconds
2024-07-03,real,real_20240703,adapted,adapted corridor,400,8,3200,9,3191.0000,3200,0,0.0000,6.7166,88.7271,2952.7629,0.9253,0.9253,3.2450,0.0340,8472.6630,2.6477,0.1091,0.9941,1.1032,1.3772,140352,278.5334,12.9332,0.1628,0.1909,1.3497,-0.0717,-0.2818,1.4720,0.1009,1.0763,-0.3245,-0.8298,-1.0503,-0.6958,-1.0607,-0.6312,0.9854,0.1009
2024-07-03,real,real_20240703,fixed,fixed center,400,8,3200,9,3191.0000,3200,0,0.0000,6.8605,103.9223,2858.9509,0.8959,0.8959,4.1565,0.0340,8461.9396,2.6444,0.1047,0.9749,1.0796,1.3817,140352,230.3973,13.4547,0.1731,0.2027,1.3830,-0.0547,-0.2562,1.5173,0.0981,1.0703,-0.3235,-0.8273,-1.0442,-0.6948,-1.0642,-0.6331,0.9800,0.1009
