strategy,frac_index,scaled_cumsum_mean,scaled_cumsum_std,n_curves,n_eigen_mean
standard_432,0.52,0.45585408508275654,0.04702626289805025,8,270.375
standard_432,0.525,0.4607477966422486,0.04542373216183367,8,270.375
standard_432,0.53,0.46685025856116225,0.04319511857834496,8,270.375
standard_432,0.535,0.46938114101803463,0.042833030216741175,8,270.375
standard_432,0.54,0.4774356222906252,0.041823762477004416,8,270.375
standard_432,0.545,0.4810644789598285,0.04403878911932361,8,270.375
standard_432,0.55,0.4856699717889023,0.043044140769677185,8,270.375
standard_432,0.555,0.4905570891753761,0.044493516075935206,8,270.375
standard_432,0.56,0.4936914896360265,0.04394261438608394,8,270.375
standard_432,0.5650000000000001,0.4963772788699542,0.04567328907377613,8,270.375
standard_432,0.5700000000000001,0.49872161754374755,0.045131289167120316,8,270.375
standard_432,0.5750000000000001,0.5026420330982517,0.04221544855921561,8,270.375
standard_432,0.5800000000000001,0.5102757742174505,0.041684991658194205,8,270.375
standard_432,0.585,0.5147682665915186,0.043577798875218864,8,270.375
standard_432,0.59,0.5214525593491545,0.04319700888986956,8,270.375
standard_432,0.595,0.5281478484386769,0.04593302848317691,8,270.375
standard_432,0.6,0.5313965712094715,0.04440131962321323,8,270.375
standard_432,0.605,0.5378552734755825,0.04300604443211509,8,270.375
standard_432,0.61,0.5426254585512487,0.043895696281583005,8,270.375
standard_432,0.615,0.5465571650744866,0.04599879121292922,8,270.375
standard_432,0.62,0.5529556861502274,0.04468747141266219,8,270.375
standard_432,0.625,0.5588204927267502,0.047889209067758814,8,270.375
standard_432,0.63,0.5621326411579216,0.04978195432784447,8,270.375
standard_432,0.635,0.5670825783544617,0.051297348862297185,8,270.375
standard_432,0.64,0.5727226807566593,0.04920018918499504,8,270.375
standard_432,0.645,0.5766481578243055,0.04869686981229945,8,270.375
standard_432,0.65,0.5844199552445548,0.051841058954356145,8,270.375
standard_432,0.655,0.590033923707838,0.050196589844883975,8,270.375
standard_432,0.66,0.5982583773232785,0.05525287009947763,8,270.375
standard_432,0.665,0.602223833706256,0.056391144378358064,8,270.375
standard_432,0.67,0.604704297990782,0.05661335622227363,8,270.375
standard_432,0.675,0.6096267642849259,0.05442462424163442,8,270.375
standard_432,0.68,0.6171386882049064,0.05428355537360948,8,270.375
standard_432,0.685,0.6232705428185716,0.055731899578252746,8,270.375
standard_432,0.6900000000000001,0.6281687381109611,0.058055273487692106,8,270.375
standard_432,0.6950000000000001,0.6325422002524779,0.060438367072703156,8,270.375
standard_432,0.7000000000000001,0.636411790120526,0.061244474729091274,8,270.375
standard_432,0.7050000000000001,0.6387395290187708,0.06046357201580038,8,270.375
standard_432,0.71,0.6412637076750475,0.06184085650381375,8,270.375
standard_432,0.715,0.6443362911008006,0.06335425240014476,8,270.375
standard_432,0.72,0.6471821656126603,0.06419253278690167,8,270.375
standard_432,0.725,0.6508052380217395,0.06366870697391278,8,270.375
standard_432,0.73,0.6534098683964131,0.06379351069539267,8,270.375
standard_432,0.735,0.6583863771682257,0.07022789313385178,8,270.375
standard_432,0.74,0.6609475599960132,0.06977949943374324,8,270.375
standard_432,0.745,0.6662668909483999,0.06959616946902708,8,270.375
standard_432,0.75,0.6703581303124698,0.06990615609948127,8,270.375
standard_432,0.755,0.6769518307538622,0.06819268747158448,8,270.375
