index,frac_index,eigenvalue,y2,cumsum_y2,scaled_cumsum,expected,band_lower,band_upper,strategy,time_idx
1,0.003787878787878788,351.4646324297978,0.0003180597165813139,0.0003180597165813139,1.2047716537170982e-06,1.0,-30.206796950120967,32.20679695012097,standard_432,1
2,0.007575757575757576,203.01405298228133,0.22003342086588726,0.22035148058246856,0.0008346646991760173,2.0,-29.206796950120967,33.20679695012097,standard_432,1
3,0.011363636363636364,165.73300403565648,1.8101019598338253,2.0304534404162937,0.007691111516728385,3.0,-28.206796950120967,34.20679695012097,standard_432,1
4,0.015151515151515152,119.84569326763143,0.4146605959406094,2.445114036356903,0.009261795592260997,4.0,-27.206796950120967,35.20679695012097,standard_432,1
5,0.01893939393939394,113.78181963693363,3.5464042932144935,5.991518329571397,0.02269514518777044,5.0,-26.206796950120967,36.20679695012097,standard_432,1
6,0.022727272727272728,105.47619342226253,0.17944603632579942,6.170964365897197,0.023374865022337866,6.0,-25.206796950120967,37.20679695012097,standard_432,1
7,0.026515151515151516,84.29203907144759,2.2383792791483494,8.409343645045546,0.03185357441305131,7.0,-24.206796950120967,38.20679695012097,standard_432,1
8,0.030303030303030304,81.8808140142904,0.051756795574177554,8.461100440619724,0.03204962288113532,8.0,-23.206796950120967,39.20679695012097,standard_432,1
9,0.03409090909090909,70.6352576569971,1.2082399274734876,9.669340368093211,0.03662628927308034,9.0,-22.206796950120967,40.20679695012097,standard_432,1
10,0.03787878787878788,67.6842789894173,0.3805835147590836,10.049923882852294,0.03806789349565263,10.0,-21.206796950120967,41.20679695012097,standard_432,1
11,0.041666666666666664,62.61152818633215,0.011575955881049002,10.061499838733344,0.03811174181338388,11.0,-20.206796950120967,42.20679695012097,standard_432,1
12,0.045454545454545456,58.90884663431961,7.317670152970509,17.379169991703854,0.0658301893625146,12.0,-19.206796950120967,43.20679695012097,standard_432,1
13,0.04924242424242424,54.38866891105922,0.26424953287984065,17.643419524583695,0.06683113456281703,13.0,-18.206796950120967,44.20679695012097,standard_432,1
14,0.05303030303030303,50.268506517668456,3.203970528091042,20.847390052674736,0.07896738656316188,14.0,-17.206796950120967,45.20679695012097,standard_432,1
15,0.056818181818181816,47.58198375584057,1.5387105026419823,22.38610055531672,0.08479583543680576,15.0,-16.206796950120967,46.20679695012097,standard_432,1
16,0.06060606060606061,44.927271843641385,0.24931706352933797,22.63541761884606,0.08574021825320477,16.0,-15.206796950120967,47.20679695012097,standard_432,1
17,0.06439393939393939,43.314303935574614,0.31598740347043575,22.951405022316496,0.08693714023604733,17.0,-14.206796950120967,48.20679695012097,standard_432,1
18,0.06818181818181818,41.14580758393084,0.04845319365629147,22.99985821597279,0.08712067506050299,18.0,-13.206796950120967,49.20679695012097,standard_432,1
19,0.07196969696969698,38.22987112549308,0.05377831683726327,23.053636532810053,0.08732438080609868,19.0,-12.206796950120967,50.20679695012097,standard_432,1
20,0.07575757575757576,37.7647116872768,0.12087270850582735,23.17450924131588,0.08778223197468137,20.0,-11.206796950120967,51.20679695012097,standard_432,1
