maxmin_block_rank,local_eigen_rank,y2,expected_increment,n_scores,n_hours,conditional_eigenvalue_mean,conditional_eigenvalue_median,leverage_mean,index,order_key,cumsum_y2,expected,frac_index,scaled_cumsum,scaled_expected,band_lower,band_upper,scaled_band_lower,scaled_band_upper
649,8,26.935933,8.000000,8,8,3.430988,3.441462,0.000000,10096,10096,76025.833624,74725.484246,0.558511,0.568231,0.558511,74022.953153,75428.015340,0.553261,0.563762
649,9,8.630909,8.000000,8,8,3.066418,3.052369,0.000000,10097,10097,76034.464533,74733.484246,0.558571,0.568295,0.558571,74030.953153,75436.015340,0.553320,0.563822
649,10,11.147157,8.000000,8,8,2.956143,2.948666,0.000000,10098,10098,76045.611690,74741.484246,0.558631,0.568378,0.558631,74038.953153,75444.015340,0.553380,0.563882
649,11,13.118219,8.000000,8,8,2.824728,2.799672,0.000000,10099,10099,76058.729908,74749.484246,0.558691,0.568476,0.558691,74046.953152,75452.015340,0.553440,0.563942
649,12,42.993455,8.000000,8,8,2.749428,2.739248,0.000000,10100,10100,76101.723363,74757.484246,0.558751,0.568798,0.558751,74054.953152,75460.015340,0.553500,0.564001
649,13,37.596601,8.000000,8,8,2.676008,2.680198,0.000000,10101,10101,76139.319964,74765.484246,0.558810,0.569079,0.558810,74062.953152,75468.015340,0.553560,0.564061
649,14,14.175610,8.000000,8,8,2.437819,2.423869,0.000000,10102,10102,76153.495574,74773.484246,0.558870,0.569185,0.558870,74070.953152,75476.015340,0.553619,0.564121
649,15,19.660992,8.000000,8,8,2.411607,2.402066,0.000000,10103,10103,76173.156566,74781.484246,0.558930,0.569332,0.558930,74078.953152,75484.015340,0.553679,0.564181
649,16,15.385450,8.000000,8,8,2.218101,2.212854,0.000000,10104,10104,76188.542016,74789.484246,0.558990,0.569447,0.558990,74086.953152,75492.015340,0.553739,0.564241
650,1,2.420978,7.999620,8,8,20.710890,20.414965,0.000048,10105,10105,76190.962994,74797.483866,0.559050,0.569465,0.559050,74094.952772,75500.014960,0.553799,0.564300
650,2,1.796638,7.999999,8,8,8.314006,8.102416,0.000000,10106,10106,76192.759632,74805.483865,0.559109,0.569478,0.559109,74102.952771,75508.014958,0.553859,0.564360
650,3,1.405237,7.999999,8,8,7.947585,7.942663,0.000000,10107,10107,76194.164869,74813.483864,0.559169,0.569489,0.559169,74110.952770,75516.014958,0.553918,0.564420
650,4,3.895742,8.000000,8,8,5.178059,5.133918,0.000000,10108,10108,76198.060611,74821.483864,0.559229,0.569518,0.559229,74118.952770,75524.014958,0.553978,0.564480
650,5,2.387384,7.999995,8,8,4.369328,4.299256,0.000001,10109,10109,76200.447995,74829.483859,0.559289,0.569536,0.559289,74126.952765,75532.014953,0.554038,0.564540
650,6,7.367431,7.999994,8,8,4.203873,4.196084,0.000001,10110,10110,76207.815426,74837.483853,0.559349,0.569591,0.559349,74134.952760,75540.014947,0.554098,0.564599
650,7,3.875371,8.000000,8,8,3.512237,3.476544,0.000000,10111,10111,76211.690797,74845.483853,0.559408,0.569620,0.559408,74142.952760,75548.014947,0.554158,0.564659
650,8,7.962725,8.000000,8,8,3.455896,3.437494,0.000000,10112,10112,76219.653522,74853.483853,0.559468,0.569679,0.559468,74150.952760,75556.014947,0.554217,0.564719
650,9,3.055335,8.000000,8,8,3.058921,3.023659,0.000000,10113,10113,76222.708857,74861.483853,0.559528,0.569702,0.559528,74158.952760,75564.014947,0.554277,0.564779
650,10,4.270549,8.000000,8,8,2.968255,2.954506,0.000000,10114,10114,76226.979405,74869.483853,0.559588,0.569734,0.559588,74166.952760,75572.014947,0.554337,0.564839
650,11,10.381153,8.000000,8,8,2.817321,2.790159,0.000000,10115,10115,76237.360558,74877.483853,0.559648,0.569812,0.559648,74174.952759,75580.014947,0.554397,0.564898
650,12,5.700756,8.000000,8,8,2.733897,2.718971,0.000000,10116,10116,76243.061315,74885.483853,0.559707,0.569854,0.559707,74182.952759,75588.014947,0.554456,0.564958
650,13,3.916213,8.000000,8,8,2.688418,2.679179,0.000000,10117,10117,76246.977528,74893.483853,0.559767,0.569883,0.559767,74190.952759,75596.014947,0.554516,0.565018
650,14,6.069237,8.000000,8,8,2.429158,2.410889,0.000000,10118,10118,76253.046764,74901.483853,0.559827,0.569929,0.559827,74198.952759,75604.014947,0.554576,0.565078
650,15,1.620729,8.000000,8,8,2.402882,2.396676,0.000000,10119,10119,76254.667494,74909.483853,0.559887,0.569941,0.559887,74206.952759,75612.014947,0.554636,0.565138
650,16,6.654406,8.000000,8,8,2.214959,2.203903,0.000000,10120,10120,76261.321899,74917.483853,0.559947,0.569991,0.559947,74214.952759,75620.014947,0.554696,0.565197
651,1,2.764370,7.999354,8,8,24.057319,23.975895,0.000081,10121,10121,76264.086270,74925.483207,0.560006,0.570011,0.560006,74222.952113,75628.014301,0.554755,0.565257
651,2,19.117010,7.999984,8,8,9.624616,9.621612,0.000002,10122,10122,76283.203280,74933.483191,0.560066,0.570154,0.560066,74230.952097,75636.014284,0.554815,0.565317
651,3,4.905394,8.000000,8,8,8.161998,8.160437,0.000000,10123,10123,76288.108674,74941.483190,0.560126,0.570191,0.560126,74238.952097,75644.014284,0.554875,0.565377
651,4,3.269419,8.000000,8,8,5.387510,5.386686,0.000000,10124,10124,76291.378093,74949.483190,0.560186,0.570215,0.560186,74246.952097,75652.014284,0.554935,0.565437
651,5,5.731795,7.999974,8,8,4.684068,4.683238,0.000003,10125,10125,76297.109888,74957.483164,0.560245,0.570258,0.560245,74254.952070,75660.014258,0.554995,0.565496
651,6,6.900926,7.999995,8,8,4.216448,4.216428,0.000001,10126,10126,76304.010815,74965.483159,0.560305,0.570310,0.560305,74262.952065,75668.014253,0.555054,0.565556
651,7,9.395652,8.000000,8,8,3.587455,3.587244,0.000000,10127,10127,76313.406467,74973.483159,0.560365,0.570380,0.560365,74270.952065,75676.014253,0.555114,0.565616
651,8,2.174662,8.000000,8,8,3.476453,3.476348,0.000000,10128,10128,76315.581129,74981.483159,0.560425,0.570396,0.560425,74278.952065,75684.014253,0.555174,0.565676
651,9,10.918699,7.999998,8,8,3.091291,3.091656,0.000000,10129,10129,76326.499827,74989.483157,0.560485,0.570478,0.560485,74286.952064,75692.014251,0.555234,0.565735
651,10,7.584874,8.000000,8,8,2.956624,2.956661,0.000000,10130,10130,76334.084701,74997.483157,0.560544,0.570534,0.560544,74294.952064,75700.014251,0.555294,0.565795
651,11,6.741847,8.000000,8,8,2.815634,2.815436,0.000000,10131,10131,76340.826548,75005.483157,0.560604,0.570585,0.560604,74302.952063,75708.014251,0.555353,0.565855
651,12,10.045711,8.000000,8,8,2.744838,2.744817,0.000000,10132,10132,76350.872259,75013.483157,0.560664,0.570660,0.560664,74310.952063,75716.014251,0.555413,0.565915
651,13,5.564671,8.000000,8,8,2.686637,2.686653,0.000000,10133,10133,76356.436931,75021.483157,0.560724,0.570702,0.560724,74318.952063,75724.014251,0.555473,0.565975
651,14,3.182727,8.000000,8,8,2.418895,2.419065,0.000000,10134,10134,76359.619658,75029.483157,0.560784,0.570725,0.560784,74326.952063,75732.014251,0.555533,0.566034
651,15,3.849750,8.000000,8,8,2.403184,2.402922,0.000000,10135,10135,76363.469408,75037.483157,0.560843,0.570754,0.560843,74334.952063,75740.014251,0.555593,0.566094
651,16,4.402960,8.000000,8,8,2.206760,2.206834,0.000000,10136,10136,76367.872368,75045.483157,0.560903,0.570787,0.560903,74342.952063,75748.014251,0.555652,0.566154
652,1,3.909643,7.999640,8,8,20.510444,20.410098,0.000045,10137,10137,76371.782011,75053.482797,0.560963,0.570816,0.560963,74350.951703,75756.013891,0.555712,0.566214
652,2,9.323827,7.999999,8,8,8.157113,8.109309,0.000000,10138,10138,76381.105838,75061.482796,0.561023,0.570886,0.561023,74358.951702,75764.013889,0.555772,0.566274
652,3,16.235136,8.000000,8,8,7.917857,7.939993,0.000000,10139,10139,76397.340974,75069.482795,0.561083,0.571007,0.561083,74366.951701,75772.013889,0.555832,0.566333
652,4,12.589365,8.000000,8,8,5.165489,5.140771,0.000000,10140,10140,76409.930339,75077.482795,0.561142,0.571101,0.561142,74374.951701,75780.013889,0.555892,0.566393
652,5,3.683959,7.999995,8,8,4.370699,4.294369,0.000001,10141,10141,76413.614298,75085.482790,0.561202,0.571129,0.561202,74382.951696,75788.013884,0.555951,0.566453
652,6,16.285682,7.999995,8,8,4.200497,4.195239,0.000001,10142,10142,76429.899980,75093.482785,0.561262,0.571251,0.561262,74390.951691,75796.013879,0.556011,0.566513
