maxmin_block_rank,local_eigen_rank,y2,expected_increment,n_scores,n_hours,conditional_eigenvalue_mean,conditional_eigenvalue_median,leverage_mean,index,order_key,cumsum_y2,expected,frac_index,scaled_cumsum,scaled_expected,band_lower,band_upper,scaled_band_lower,scaled_band_upper
0,1,11.095502,7.861996,8,8,73.693427,79.409376,0.017250,1,1,11.095502,7.861996,0.000059,0.000083,0.000059,-694.669098,710.393090,-0.005192,0.005310
0,2,8.292524,7.999365,8,8,14.574244,15.701575,0.000079,2,2,19.388026,15.861362,0.000119,0.000145,0.000119,-686.669732,718.392455,-0.005132,0.005369
0,3,9.233937,7.998628,8,8,12.561558,15.306079,0.000171,3,3,28.621964,23.859990,0.000178,0.000214,0.000178,-678.671104,726.391083,-0.005073,0.005429
0,4,8.011510,7.999815,8,8,6.337066,7.019596,0.000023,4,4,36.633474,31.859805,0.000238,0.000274,0.000238,-670.671289,734.390899,-0.005013,0.005489
0,5,3.702469,7.995938,8,8,5.137901,5.675553,0.000508,5,5,40.335943,39.855743,0.000298,0.000301,0.000298,-662.675351,742.386836,-0.004953,0.005549
0,6,2.764399,6.999598,7,7,4.911407,5.253959,0.000057,6,6,43.100342,46.855341,0.000350,0.000322,0.000350,-655.675753,749.386435,-0.004901,0.005601
0,7,5.585279,6.999960,7,7,3.885604,3.943160,0.000006,7,7,48.685621,53.855301,0.000403,0.000364,0.000403,-648.675793,756.386395,-0.004848,0.005653
0,8,1.145791,6.999965,7,7,3.626287,3.903213,0.000005,8,8,49.831412,60.855266,0.000455,0.000372,0.000455,-641.675828,763.386360,-0.004796,0.005706
0,9,7.320192,6.999976,7,7,3.104121,3.214081,0.000003,9,9,57.151604,67.855242,0.000507,0.000427,0.000507,-634.675852,770.386336,-0.004744,0.005758
0,10,5.534323,5.999984,6,6,3.098430,3.160509,0.000003,10,10,62.685927,73.855226,0.000552,0.000469,0.000552,-628.675867,776.386320,-0.004699,0.005803
0,11,5.884285,5.999865,6,6,2.909767,2.979327,0.000022,11,11,68.570213,79.855091,0.000597,0.000513,0.000597,-622.676002,782.386185,-0.004654,0.005848
0,12,7.606676,4.999986,5,5,2.867846,2.866967,0.000003,12,12,76.176888,84.855078,0.000634,0.000569,0.000634,-617.676016,787.386171,-0.004617,0.005885
0,13,7.193362,4.999989,5,5,2.776221,2.807496,0.000002,13,13,83.370250,89.855067,0.000672,0.000623,0.000672,-612.676027,792.386160,-0.004579,0.005922
0,14,15.282592,4.999999,5,5,2.531263,2.514999,0.000000,14,14,98.652842,94.855066,0.000709,0.000737,0.000709,-607.676028,797.386160,-0.004542,0.005960
0,15,9.713621,4.999998,5,5,2.469955,2.502636,0.000000,15,15,108.366463,99.855064,0.000746,0.000810,0.000746,-602.676030,802.386158,-0.004505,0.005997
0,16,6.766417,4.999998,5,5,2.247148,2.301202,0.000000,16,16,115.132880,104.855062,0.000784,0.000861,0.000784,-597.676032,807.386155,-0.004467,0.006035
1,1,3.206754,4.819024,5,5,64.512630,73.964419,0.036195,17,17,118.339634,109.674086,0.000820,0.000884,0.000820,-592.857008,812.205180,-0.004431,0.006071
1,2,1.894931,4.999429,5,5,8.635473,9.674840,0.000114,18,18,120.234565,114.673514,0.000857,0.000899,0.000857,-587.857579,817.204608,-0.004394,0.006108
1,3,2.002550,3.998197,4,4,6.787304,6.483397,0.000451,19,19,122.237115,118.671711,0.000887,0.000914,0.000887,-583.859383,821.202805,-0.004364,0.006138
1,4,1.343074,3.998202,4,4,3.935585,3.787641,0.000450,20,20,123.580189,122.669913,0.000917,0.000924,0.000917,-579.861181,825.201007,-0.004334,0.006168
1,5,3.457146,2.999620,3,3,3.848785,3.861811,0.000127,21,21,127.037335,125.669533,0.000939,0.000949,0.000939,-576.861561,828.200627,-0.004312,0.006190
1,6,0.763335,1.999829,2,2,3.543952,3.543952,0.000086,22,22,127.800671,127.669361,0.000954,0.000955,0.000954,-574.861732,830.200455,-0.004297,0.006205
1,7,1.695270,1.999985,2,2,3.159479,3.159479,0.000007,23,23,129.495941,129.669347,0.000969,0.000968,0.000969,-572.861747,832.200441,-0.004282,0.006220
1,8,0.134755,1.999980,2,2,2.982312,2.982312,0.000010,24,24,129.630695,131.669327,0.000984,0.000969,0.000984,-570.861767,834.200420,-0.004267,0.006235
1,9,1.844281,1.999937,2,2,2.691840,2.691840,0.000032,25,25,131.474976,133.669263,0.000999,0.000983,0.000999,-568.861830,836.200357,-0.004252,0.006250
1,10,0.037080,0.999982,1,1,2.804340,2.804340,0.000018,26,26,131.512056,134.669246,0.001007,0.000983,0.001007,-567.861848,837.200340,-0.004244,0.006257
1,11,0.054136,0.999999,1,1,1.990265,1.990265,0.000001,27,27,131.566192,135.669245,0.001014,0.000983,0.001014,-566.861849,838.200338,-0.004237,0.006265
