scenario,precompute_seconds,precision_build_seconds,slq_seconds,residual_lanczos_seconds,scenario_total_seconds
true,1.134667417005403,3.22174399998039,38.17964320900501,12.832415375014534,57.87452233402291
wrong_nugget,1.1493604170100298,3.290281125024194,39.01835466598277,12.910746250010561,58.66312720798305
wrong_scale_range,1.1575136249884963,3.354771084006643,39.13395358301932,13.020950542006176,58.9837041250139
