fit_id,year,month,day_idx,day,model_variant,model_family,model_label,smooth,gc_alpha,gc_beta,nugget_mode,loss,direction,bin_idx,k_min,k_max,k_mid,data_spectrum_mean,expected_spectrum_mean,expected_spectrum_profile_mean,continuous_spectrum_mean,continuous_spectrum_profile_mean,ratio_I_over_EI_mean,ratio_I_over_EI_median,ratio_I_over_EI_p10,ratio_I_over_EI_p90,ratio_I_over_EI_profile_mean,ratio_I_over_EI_profile_median,ratio_I_over_EI_profile_p10,ratio_I_over_EI_profile_p90,ratio_EI_over_continuous_mean,ratio_EI_over_continuous_median,whitened_ratio_mean,whitened_ratio_median,n,global_scale,profile_sigmasq,strategy,loss_label
1,2024,7,0,2024-07-01,gc_a075_b1,cauchy,GC a=0.75 b=1 nugget0,,0.75,1.0,zero,1.190131368975791,norm,20,3.458057414175789,3.6309602848845786,3.5445088495301835,0.33055463097991816,0.33203516204709865,0.3095385151439923,0.2790252654905641,0.2601202409862728,0.9882375473108295,0.960191689169791,0.5599488186557209,1.5034396289799528,1.0600606971631237,1.0299765215371024,0.6006447910171874,1.6127066468745292,1.2183692430121282,1.1176370518880594,1.0651389721803948,1.054789767367122,194,0.9322461911431078,21.793371475209845,standard_432,1.19013
1,2024,7,0,2024-07-01,gc_a075_b1,cauchy,GC a=0.75 b=1 nugget0,,0.75,1.0,zero,1.190131368975791,norm,21,3.6309602848845786,3.803863155593368,3.7174117202389736,0.2987017676276284,0.2952181932561765,0.2752160362192204,0.24839880267697548,0.23156883768011882,0.9869027571897189,0.9065998201912335,0.5441477739628756,1.56017008197549,1.0586288971367015,0.9724897015450102,0.5836953576561668,1.6735601569607168,1.2188024950283576,1.118192926885641,1.0499304412305008,1.0013887327097328,198,0.9322461911431078,21.793371475209845,standard_432,1.19013
1,2024,7,0,2024-07-01,gc_a075_b1,cauchy,GC a=0.75 b=1 nugget0,,0.75,1.0,zero,1.190131368975791,norm,22,3.803863155593368,3.9767660263021574,3.8903145909477628,0.25574477760092,0.2596128864273847,0.24202312454359762,0.22810909376754482,0.21265383382989966,0.9907088856922597,0.9367905078690044,0.584219489010751,1.4665191959329666,1.0627116475289275,1.004874588675256,0.6266794056775807,1.5731029097954696,1.1432391554172714,1.1164843897552161,1.085933432703365,1.0145314900470122,206,0.9322461911431078,21.793371475209845,standard_432,1.19013
1,2024,7,0,2024-07-01,gc_a075_b1,cauchy,GC a=0.75 b=1 nugget0,,0.75,1.0,zero,1.190131368975791,norm,23,3.9767660263021574,4.149668897010947,4.063217461656553,0.25969845000503,0.24746207566078965,0.2306955774871387,0.20686432889802603,0.19284848269855984,1.0307735083486538,0.9495710402009105,0.6435679238090027,1.489885796225723,1.1056880876978783,1.0185839848125946,0.6903411673046026,1.5981677483700363,1.2235614788100246,1.120496133190937,1.117070804262739,1.0273856443424005,218,0.9322461911431078,21.793371475209845,standard_432,1.19013
1,2024,7,0,2024-07-01,gc_a075_b1,cauchy,GC a=0.75 b=1 nugget0,,0.75,1.0,zero,1.190131368975791,norm,24,4.149668897010947,4.322571767719737,4.236120332365342,0.22843319487401134,0.2243656709704985,0.20916404218551501,0.1893040102263368,0.1764779425016184,1.0070921173226484,0.9654997989188899,0.569943548118531,1.5890427058913197,1.0802855800223385,1.0356704142014321,0.6113659176442157,1.7045311860624035,1.2131741390364366,1.1163712879779997,1.0867839464651903,1.027681839774557,246,0.9322461911431078,21.793371475209845,standard_432,1.19013
1,2024,7,0,2024-07-01,gc_a075_b1,cauchy,GC a=0.75 b=1 nugget0,,0.75,1.0,zero,1.190131368975791,norm,25,4.322571767719737,4.495474638428526,4.409023203074131,0.2329637350214933,0.2064231378465634,0.19243718402126742,0.17425558124807064,0.16244910190394218,1.1020181030097707,1.030231439606402,0.5687030263789258,1.714755699623746,1.182110598551753,1.1051066224718453,0.6100352372387704,1.839380751474174,1.2158623037217715,1.117740119558,1.1831966969967125,1.1099714731398027,238,0.9322461911431078,21.793371475209845,standard_432,1.19013
1,2024,7,0,2024-07-01,gc_a075_b1,cauchy,GC a=0.75 b=1 nugget0,,0.75,1.0,zero,1.190131368975791,norm,26,4.495474638428526,4.668377509137315,4.58192607378292,0.18872562330622095,0.18971326633290025,0.17685946994816423,0.16053993931468238,0.14966274695245832,0.9915413046345392,0.9650379104676186,0.5919259270795079,1.438039427722845,1.0636045650331107,1.0351749566113024,0.6349459324190923,1.5425532883749735,1.2101687644963244,1.1220964313182815,1.0729781461412533,1.0265478908186751,256,0.9322461911431078,21.793371475209845,standard_432,1.19013
1,2024,7,0,2024-07-01,gc_a075_b1,cauchy,GC a=0.75 b=1 nugget0,,0.75,1.0,zero,1.190131368975791,norm,27,4.668377509137315,4.841280379846105,4.75482894449171,0.17756934149160208,0.1772586155619471,0.16524866920492565,0.1484920412400125,0.13843113986106698,0.9946140110356696,0.9412497998043219,0.5159383711731222,1.4934524877401534,1.0669005896565664,1.0096579731263629,0.553435751279912,1.6019936599675477,1.2288406700429906,1.1264491896656752,1.0851727206820339,1.001063025340926,262,0.9322461911431078,21.793371475209845,standard_432,1.19013
1,2024,7,0,2024-07-01,gc_a075_b1,cauchy,GC a=0.75 b=1 nugget0,,0.75,1.0,zero,1.190131368975791,norm,28,4.841280379846105,5.014183250554894,4.9277318152005,0.1737442309771929,0.16455836947027985,0.15340891315938865,0.13833407194574102,0.1289614116767337,1.0451959280929555,1.0084512737109343,0.5951900525509556,1.5832131392173519,1.1211587003765071,1.0817435172080296,0.6384472880722006,1.6982779380155333,1.2268904942733572,1.125845874054185,1.1317861530909827,1.0995276904486848,270,0.9322461911431078,21.793371475209845,standard_432,1.19013
1,2024,7,0,2024-07-01,gc_a075_b1,cauchy,GC a=0.75 b=1 nugget0,,0.75,1.0,zero,1.190131368975791,norm,29,5.014183250554894,5.187086121263683,5.100634685909289,0.15713958829254732,0.15135769613687575,0.14110263572379828,0.1297334533184584,0.12094351771997502,1.0037817915228744,0.9460661373305438,0.5316676753543707,1.4865051167594028,1.0767346662924417,1.0148243525355574,0.570308230170881,1.5945413678082936,1.2042400597295058,1.11888041875817,1.0830096624689853,1.0504785840446478,260,0.9322461911431078,21.793371475209845,standard_432,1.19013
