bin_idx,k_mid,heads200_points_x8_plus_432,standard_432
0,0.08645143535439473,1.1849906363004095,1.260900576830131
1,0.2593543060631842,1.1932928410883823,1.159823548183685
2,0.4322571767719737,0.8865092495144982,0.8700614039721951
3,0.6051600474807631,0.8401795275957086,0.8308367879794819
4,0.7780629181895525,0.6949407341145409,0.6870933123982002
5,0.950965788898342,0.792774579770874,0.7864822924883751
6,1.1238686596071314,0.9206574718470467,0.9140204129936171
7,1.296771530315921,0.8460428280452622,0.8369319158616862
8,1.4696744010247103,0.9651220064639877,0.9568042408545155
9,1.6425772717334999,0.9099904760847664,0.9045498322883848
10,1.8154801424422893,0.8727870820629589,0.8679996153744739
11,1.988383013151079,1.0241976082054327,1.0146259207535038
12,2.1612858838598683,1.0106270853703494,1.0040549782162331
13,2.3341887545686575,1.140672540751973,1.1355282720214344
14,2.507091625277447,1.0488370888180885,1.0397569030626022
15,2.6799944959862367,0.9958512488608652,0.9914964096872025
16,2.852897366695026,1.0094417507421798,0.9997114905050286
17,3.0258002374038155,0.9996426321071914,0.9979710632019289
18,3.198703108112605,0.9953774270366273,0.9924501953497792
19,3.3716059788213943,1.0329376661734178,1.0307512857987589
20,3.5445088495301835,1.0682821270504612,1.0651389721803948
21,3.7174117202389736,1.0524061757475467,1.0499304412305008
22,3.8903145909477628,1.089178306496224,1.085933432703365
23,4.063217461656553,1.1178507630728105,1.117070804262739
24,4.236120332365342,1.0916370119151209,1.0867839464651903
25,4.409023203074131,1.1855771410448317,1.1831966969967125
26,4.58192607378292,1.0762913386014374,1.0729781461412533
27,4.75482894449171,1.088059687991832,1.0851727206820339
28,4.9277318152005,1.133109139343278,1.1317861530909827
29,5.100634685909289,1.0834256705390657,1.0830096624689853
30,5.273537556618079,1.0573772811568007,1.0563286904943296
31,5.446440427326868,1.0770203552803648,1.0775757897402702
32,5.619343298035657,1.074509637211368,1.0749094801321022
33,5.792246168744446,1.0666408623770576,1.0676642901092706
34,5.9651490394532365,1.095390068858415,1.0939381374366197
35,6.138051910162026,1.033421548066212,1.0337699089497907
36,6.310954780870816,1.0852296055357984,1.084388904824737
37,6.483857651579605,1.0233179831296126,1.0259657351315168
38,6.656760522288394,1.005138577495252,1.0045704389860464
39,6.829663392997183,1.1100355574497212,1.110406815832022
40,7.0025662637059725,1.0651155191705637,1.0643708959093576
41,7.1754691344147625,1.0902631648437024,1.090838291298835
42,7.348372005123552,1.0585586833179266,1.0599237808899988
43,7.521274875832342,1.075668941837763,1.0780699493094785
44,7.694177746541131,1.0562111585031004,1.0581591255581302
45,7.86708061724992,1.037836636235786,1.0385478576353866
46,8.03998348795871,1.01330221478794,1.0153724999404212
47,8.2128863586675,0.9809828825712178,0.982309295786225
48,8.38578922937629,1.0087000707385805,1.0099763115892018
49,8.558692100085079,0.9851078930432626,0.9865108184959305
50,8.731594970793868,1.0774742273792122,1.0797913440554487
51,8.904497841502657,0.972715287460164,0.9725073143162349
52,9.077400712211446,0.9209049647610709,0.9219936046106862
53,9.250303582920235,0.9918237523884156,0.9934648616405636
54,9.423206453629025,1.0185923693099626,1.0205482436287314
55,9.596109324337815,0.9891043252604277,0.9907369030018179
56,9.769012195046605,0.8926396506804637,0.89403745226941
57,9.941915065755394,0.9386739270565306,0.9409667954901525
58,10.114817936464183,0.9578883514098988,0.9606251371154692
59,10.287720807172972,0.9516618523253225,0.9529278169710447
60,10.460623677881763,0.8508507232737692,0.8515054170465025
61,10.633526548590552,0.8736309132595989,0.8742516874645146
62,10.806429419299342,0.9218648597658509,0.9218124216293176
63,10.97933229000813,0.8925811180834822,0.8948678925878197
64,11.15223516071692,0.8985242404608154,0.9011883571697799
65,11.325138031425709,0.8954179110653019,0.8977465313628462
66,11.498040902134498,0.8174166253467771,0.819298460913873
67,11.670943772843287,0.8503887711828413,0.8541094346438077
68,11.843846643552078,0.8697398794900247,0.8737160302905645
69,12.016749514260868,0.8437107521536903,0.8448244830225785
70,12.189652384969657,0.791369363908015,0.7940314152521748
71,12.362555255678446,0.8595726338793396,0.8622299672775121
72,12.535458126387235,0.8313249873642018,0.8350666076720993
73,12.708360997096026,0.777636426135257,0.7767268517539471
74,12.881263867804815,0.7878817233231685,0.7918983552661446
75,13.054166738513604,0.8462598201657915,0.845946233674736
76,13.227069609222394,0.7963877029837636,0.7990710793275737
77,13.399972479931183,0.8491352557322103,0.853369394200519
78,13.572875350639972,0.7742903297482094,0.7753230395248352
79,13.745778221348761,0.9035951717444469,0.9046351510870948
