day,cov_name,space_size,lr,sigma,range_lat,range_lon,range_time,advec_lat,advec_lon,nugget,loss,time,rmsre
2024-07-1,Vecc_Only_mm16,18126.0,1.0,12.7072,0.1485,0.1906,1.1627,0.0245,-0.1766,0.2602,1.242,201.3586,0.0
2024-07-2,Vecc_Only_mm16,18126.0,1.0,12.5313,0.2188,0.3123,1.9063,-0.0125,-0.224,2.168,1.3424,242.5881,0.0
2024-07-3,Vecc_Only_mm16,18126.0,1.0,15.9515,0.1608,0.2089,1.5086,-0.0417,-0.2536,1.495,1.447,242.7441,0.0
2024-07-4,Vecc_Only_mm16,18126.0,1.0,12.1028,0.1654,0.2501,1.6296,0.0288,-0.1461,1.2824,1.2933,242.7203,0.0
2024-07-5,Vecc_Only_mm16,18126.0,1.0,14.283,0.1036,0.2484,1.2368,0.0388,-0.2524,1.3322,1.4258,232.9509,0.0
2024-07-6,Vecc_Only_mm16,18126.0,1.0,11.3377,0.2159,0.3896,1.5748,0.0145,-0.1681,3.6544,1.4465,309.9955,0.0
2024-07-7,Vecc_Only_mm16,18126.0,1.0,13.1783,0.1713,0.342,1.261,-0.0124,-0.2488,1.7642,1.3315,252.1828,0.0
2024-07-8,Vecc_Only_mm16,18126.0,1.0,12.3515,0.1952,0.2158,0.9839,-0.1115,-0.2765,0.4709,1.184,175.0409,0.0
2024-07-9,Vecc_Only_mm16,18126.0,1.0,8.7666,0.1799,0.2314,1.0227,0.0325,-0.2505,0.4312,1.0392,184.6957,0.0
2024-07-10,Vecc_Only_mm16,18126.0,1.0,7.1279,0.158,0.2652,1.0016,0.0153,-0.1049,0.6398,1.0062,199.0497,0.0
2024-07-11,Vecc_Only_mm16,18126.0,1.0,6.9281,0.1891,0.2685,1.1034,-0.0149,-0.0545,0.2692,0.8628,189.4986,0.0
2024-07-12,Vecc_Only_mm16,18126.0,1.0,8.2566,0.1974,0.3185,1.2442,-0.0258,-0.0118,0.4864,0.9541,218.3293,0.0
2024-07-13,Vecc_Only_mm16,18126.0,1.0,8.4266,0.1938,0.2667,1.2612,-0.0256,0.0118,0.3051,0.95,189.3844,0.0
2024-07-14,Vecc_Only_mm16,18126.0,1.0,7.6423,0.3632,0.4977,1.6745,-0.0115,-0.1303,1.3145,0.9906,261.839,0.0
2024-07-15,Vecc_Only_mm16,18126.0,1.0,10.3038,0.2139,0.3197,1.1423,-0.0392,0.038,0.6075,1.0518,218.5215,0.0
2024-07-16,Vecc_Only_mm16,18126.0,1.0,11.5628,0.257,0.3675,1.2756,-0.0371,-0.0543,0.601,1.0369,203.8994,0.0
2024-07-17,Vecc_Only_mm16,18126.0,1.0,10.5114,0.2331,0.3003,1.2568,-0.0171,-0.0003,0.817,1.0963,223.1339,0.0
2024-07-18,Vecc_Only_mm16,18126.0,1.0,11.6194,0.2149,0.3077,1.1365,0.0124,-0.041,0.5758,1.0967,184.6267,0.0
2024-07-19,Vecc_Only_mm16,18126.0,1.0,11.5085,0.241,0.3369,1.1023,-0.0193,-0.0528,0.6418,1.0707,194.1872,0.0
2024-07-20,Vecc_Only_mm16,18126.0,1.0,9.6467,0.1515,0.2175,0.7651,-0.0794,-0.5413,0.6835,1.1692,184.5324,0.0
2024-07-21,Vecc_Only_mm16,18126.0,1.0,8.3673,0.2138,0.315,1.0364,0.0132,-0.243,0.6561,0.9917,199.1396,0.0
2024-07-22,Vecc_Only_mm16,18126.0,1.0,10.7389,0.2092,0.3091,0.9231,-0.0225,-0.1664,0.9419,1.1413,208.7542,0.0
2024-07-23,Vecc_Only_mm16,18126.0,1.0,11.0874,0.1448,0.214,0.9156,0.0192,-0.077,1.0327,1.2812,203.9103,0.0
2024-07-24,Vecc_Only_mm16,18126.0,1.0,8.189,0.1603,0.2777,0.7645,-0.023,-0.0233,0.7722,1.0748,194.2641,0.0
2024-07-25,Vecc_Only_mm16,18126.0,1.0,9.4818,0.1834,0.3595,1.2319,-0.0129,-0.1688,0.7278,1.0501,256.877,0.0
2024-07-26,Vecc_Only_mm16,18126.0,1.0,9.5267,0.1433,0.2531,0.406,-3.4809,-1.5758,0.5448,1.1224,290.7099,0.0
2024-07-27,Vecc_Only_mm16,18126.0,1.0,8.8068,0.1558,0.2118,0.9097,0.0183,-0.0302,0.6453,1.1254,203.9126,0.0
2024-07-28,Vecc_Only_mm16,18126.0,1.0,6.2997,0.1501,0.2419,0.669,7.9101,5.467,1.0416,1.0747,705.4882,0.0
2024-07-29,Vecc_Only_mm16,18126.0,1.0,626.1461,30.9844,51.847,541.3092,0.0003,-0.0128,1.1929,0.9128,290.6299,0.0
2024-07-30,Vecc_Only_mm16,18126.0,1.0,4.1928,0.125,0.2721,1.7574,0.0041,-0.0424,2.0763,1.1501,488.3152,0.0
2024-07-31,Vecc_Only_mm16,18126.0,1.0,9.376,0.2139,0.3422,1.5407,0.0067,-0.0621,1.9124,1.2323,232.9239,0.0
