status,error,year,month,day_idx,day,model_variant,model_family,model_label,smooth,gc_alpha,gc_beta,nugget_mode,fixed_nugget,range_lon_mode,range_time_mode,fixed_range_lon,fixed_range_time,advec_mode,fixed_advec_lat,fixed_advec_lon,n_rows_per_time,n_valid_o3,n_total_rows,valid_rate,monthly_mean,first_key,last_key,spec_name,block_shape,lag_pattern,reference_advec_lon_abs,vecchia_loss_per_obs,steps_raw,precompute_s,fit_s,total_fit_s,est_sigmasq,est_range_lat,est_range_lon,est_range_time,est_advec_lat,est_advec_lon,est_nugget,n_clusters,block_shape_lat,block_shape_lon,max_points_per_cluster,n_target_blocks,n_target_points,n_batches,target_chunk_size,strategy,temporal_basis,force_target_center,lag0_block_count,lag1_block_count,lag2_block_count,lag1_max_blocks,lag2_max_blocks,lag1_lon_offset,lag2_lon_offset,lag1_lon_interval_lo,lag1_lon_interval_hi,lag2_lon_interval_lo,lag2_lon_interval_hi,corridor_anchor_mode,grid_lon_step,corridor_block_lon_width,block_row_offset,block_col_offset,worker_stage
ok,,2023,7,0,2023-07-01,matern_s05_n1_rangetime_long,matern,Matern s=0.5 nugget1 range_time=4,0.500000,,,fixed_1,1.000000,free,fixed_4,,4.000000,free,,,18126,141301,145008,0.974436,259.996345,y23m07day01_hm00:53,y23m07day01_hm07:48,corridor_width_4x4_lag643_delta0p126,4x4,6/4/3,0.126000,1.127065,2,1.076222,214.614513,215.690735,18.688187,0.382187,0.575617,4.000000,0.082410,-0.197845,1.000000,1160,4,4,16,9269,141301,44,32,offset_corridor_tapered,corridor,0,6,4,3,4,3,0.126000,0.252000,0.063000,0.189000,0.000000,0.252000,width,0.063000,0.252000,0,0,fit
