residual_mode,space_cells,tau,contrast_i,contrast_j,empirical,jackknife_se,n_stencils,n_spatial_blocks,truth,z_truth,fitted,z_fitted,no_advection,z_no_advection,reversed_advection,z_reversed_advection,separable_same_margins,z_separable_same_margins
fitted_gls,1,1,Q_lat,Q_lat,1.4423653928534732,0.008424138391358034,91764,300,1.44912262003057,-0.8021268007691762,1.4486693887194544,-0.7483252972729156,1.4486693887194544,-0.7483252972729156,1.4486693887194544,-0.7483252972729156,1.4486693887194544,-0.7483252972729156
fitted_gls,1,1,Q_lat,Q_lon,0.8273424012792512,0.0049816689196016915,91764,300,0.8320186368417734,-0.9386885475512604,0.8307363739190445,-0.6812922927171797,0.8307363739190445,-0.6812922927171797,0.8307363739190445,-0.6812922927171797,0.8307363739190445,-0.6812922927171797
fitted_gls,1,1,Q_lat,Q_time,1.2670571498254801,0.009367503198004258,91764,300,1.2734119436561846,-0.6783871535862791,1.2726335798842645,-0.5952952393944678,1.139814009199068,13.583463804263355,1.2727259391960897,-0.6051547835945531,0.7652989654835558,53.56370568934779
fitted_gls,1,1,Q_lon,D_lat,-0.0024031527883949517,0.0033236405180715476,91764,300,-0.0012094981579494426,-0.3591407145132816,-0.0012051253188060458,-0.36045639204206986,-0.0012051253188060458,-0.36045639204206986,-0.0012051253188060458,-0.36045639204206986,-0.0012051253188060458,-0.36045639204206986
fitted_gls,1,1,Q_lon,D_lon,-0.0008307790096793384,0.003215615070375102,91764,300,-3.2962155336819715e-05,-0.24810707652562822,-3.2719190739580085e-05,-0.24818263426245996,-3.2719190739580085e-05,-0.24818263426245996,-3.2719190739580085e-05,-0.24818263426245996,-3.2719190739580085e-05,-0.24818263426245996
fitted_gls,1,1,Q_lon,D_time,0.006092715556029162,0.00653359619350241,91764,300,4.547199971379164e-05,0.9255612647640036,3.9903337483016434e-05,0.9264135767321526,0.0007140954292989276,0.8232250612731796,-0.0003307229979264682,0.9831398151516725,0.0036786718525146146,0.36948161961941994
fitted_gls,1,1,Q_lon,Q_lat,0.8273424012792512,0.0049816689196016915,91764,300,0.8320186368417734,-0.9386885475512604,0.8307363739190444,-0.6812922927171575,0.8307363739190444,-0.6812922927171575,0.8307363739190444,-0.6812922927171575,0.8307363739190444,-0.6812922927171575
fitted_gls,1,1,Q_lon,Q_lon,1.3753703602384042,0.007826939262563436,91764,300,1.3838388753503292,-1.0819702092783934,1.3797111044879566,-0.5545902560295051,1.3797111044879566,-0.5545902560295051,1.3797111044879566,-0.5545902560295051,1.3797111044879566,-0.5545902560295051
fitted_gls,1,1,Q_lon,Q_time,1.2586692752896462,0.00950602339122077,91764,300,1.2616320083512087,-0.311669027061167,1.257860354602867,0.08509559186717904,1.0985719086431431,16.841676067656223,1.2574083765715398,0.13264208031203809,0.7448756634648456,54.049268624702904
fitted_gls,1,1,Q_time,D_lat,0.0021837361704783015,0.015152119035993844,91764,300,-0.0020911002827822484,0.2821279613172045,-0.0020973605797225065,0.28254112444807666,-0.0016019894670794923,0.2498479340457138,-0.001391713845330296,0.23597029612261622,-0.0008009067262855612,0.19697858033413324
fitted_gls,1,1,Q_time,D_lon,0.01404827427310036,0.013162434428273086,91764,300,-0.0002686051862079519,1.0877075617984058,-0.00027380579000684224,1.0881026713677813,0.0017538655084764984,0.934052802437162,0.00042412263308651315,1.0350784054619095,0.004836743693406016,0.699834869445416
fitted_gls,1,1,Q_time,D_time,0.04746723026412533,0.02267350669769578,91764,300,0.002279133732556536,1.992991076945371,0.002187195021675982,1.9970459729130026,0.0015197165733727412,2.026484667915178,-0.0028910902622211495,2.2210203828534474,-0.0004650985485970945,2.11402362465589
fitted_gls,1,1,Q_time,Q_lat,1.2670571498254801,0.009367503198004258,91764,300,1.2734119436561844,-0.6783871535862553,1.2726335798842645,-0.5952952393944678,1.139814009199068,13.583463804263355,1.2727259391960897,-0.6051547835945531,0.7652989654835558,53.56370568934779
fitted_gls,1,1,Q_time,Q_lon,1.2586692752896462,0.00950602339122077,91764,300,1.261632008351209,-0.3116690270611903,1.2578603546028668,0.08509559186720239,1.0985719086431431,16.841676067656223,1.2574083765715398,0.13264208031203809,0.7448756634648456,54.049268624702904
fitted_gls,1,1,Q_time,Q_time,5.32342117650832,0.07156498746250409,91764,300,5.240668243625434,1.15633266792988,5.257026539654727,0.9277530704295835,3.177164804594707,29.99031297306,5.254227476161974,0.9668652619075653,3.56261091080896,24.604353722858153
fitted_gls,1,2,D_lat,D_lat,3.571791086797934,0.036131055676343976,60304,297,3.5577814720474614,0.38774440680527794,3.5405887558442113,0.8635875805353689,3.5405887558442113,0.8635875805353689,3.5405887558442113,0.8635875805353689,3.5405887558442113,0.8635875805353689
fitted_gls,1,2,D_lat,D_lon,0.04086434640078283,0.023501322890071473,60304,297,-0.0010730290764069306,1.7844687157975652,-0.001045608399236227,1.7833019441524554,-0.001045608399236227,1.7833019441524554,-0.001045608399236227,1.7833019441524554,-0.001045608399236227,1.7833019441524554
fitted_gls,1,2,D_lat,D_time,-0.22438108675794097,0.06885518967551452,60304,297,-0.29478527852410985,1.0224965191143058,-0.2735051485697077,0.7134402220554141,-0.0014599936235148243,-3.2375350962644833,0.2746965539121493,-7.248221129330016,-0.003925583294215211,-3.2017267616666167
fitted_gls,1,2,D_lat,Q_lat,-0.0012066441792725428,0.004369077718734487,60304,297,-0.002697022954912284,0.3411197675081488,-0.0026858175540408168,0.3385550612719977,-0.0026858175540408168,0.3385550612719977,-0.0026858175540408168,0.3385550612719977,-0.0026858175540408168,0.3385550612719977
fitted_gls,1,2,D_lat,Q_lon,-0.0029882095213667375,0.0041665065783022875,60304,297,-0.001437905455056552,-0.3720872719567102,-0.0014322734030170138,-0.3734390163818524,-0.0014322734030170138,-0.3734390163818524,-0.0014322734030170138,-0.3734390163818524,-0.0014322734030170138,-0.3734390163818524
fitted_gls,1,2,D_lat,Q_time,0.0009485024301497217,0.03283942314735693,60304,297,-0.002160124372881382,0.09466143144726037,-0.002177134973805178,0.095179424739879,-0.0026961765618581436,0.11098486644096871,-0.0022209675157967303,0.09651417845326998,-0.0028932790365756903,0.11698687426653584
fitted_gls,1,2,D_lon,D_lat,0.04086434640078283,0.023501322890071473,60304,297,-0.0010730290764069297,1.7844687157975652,-0.0010456083992362274,1.7833019441524556,-0.0010456083992362274,1.7833019441524556,-0.0010456083992362274,1.7833019441524556,-0.0010456083992362274,1.7833019441524556
fitted_gls,1,2,D_lon,D_lon,3.4195816525205833,0.032639484500753775,60304,297,3.4299587978387884,-0.3179322675260222,3.406424749746933,0.40309775031363015,3.406424749746933,0.40309775031363015,3.406424749746933,0.40309775031363015,3.406424749746933,0.40309775031363015
fitted_gls,1,2,D_lon,D_time,0.4232229503940684,0.05871781599805107,60304,297,0.4732973546314211,-0.8527974582538075,0.443468141566073,-0.34478787788490967,0.0025455088178296145,7.164391836205244,-0.4442437169304579,14.773483185296243,0.006661007838859488,7.094302393144786
fitted_gls,1,2,D_lon,Q_lat,-0.0002949777200273216,0.004644143745108224,60304,297,2.6214572127466803e-06,-0.06408052669634437,2.203530912657742e-06,-0.06399053673844758,2.203530912657742e-06,-0.06399053673844758,2.203530912657742e-06,-0.06399053673844758,2.203530912657742e-06,-0.06399053673844758
fitted_gls,1,2,D_lon,Q_lon,-0.0015747921110917439,0.004206117484346797,60304,297,-8.352813653454542e-05,-0.35454643863538904,-8.291514462363149e-05,-0.35469217681631127,-8.291514462363149e-05,-0.35469217681631127,-8.291514462363149e-05,-0.35469217681631127,-8.291514462363149e-05,-0.35469217681631127
fitted_gls,1,2,D_lon,Q_time,-0.012311495966037036,0.029223880376672496,60304,297,-0.0003435692309763553,-0.4095255859524353,-0.0003571470064647837,-0.4090609736109727,0.002181359913306663,-0.49592510277698754,-0.00043346510548452217,-0.4064494758209442,0.008772427781425129,-0.7214621561444686
fitted_gls,1,2,D_time,D_lat,-0.22438108675794097,0.06885518967551452,60304,297,-0.2947852785241098,1.022496519114305,-0.2735051485697077,0.7134402220554141,-0.0014599936235148295,-3.2375350962644833,0.27469655391214937,-7.248221129330016,-0.00392558329421521,-3.2017267616666167
fitted_gls,1,2,D_time,D_lon,0.4232229503940684,0.05871781599805107,60304,297,0.4732973546314211,-0.8527974582538075,0.44346814156607306,-0.3447878778849106,0.0025455088178296206,7.164391836205244,-0.4442437169304579,14.773483185296243,0.006661007838859482,7.094302393144786
fitted_gls,1,2,D_time,D_time,9.728775742212841,0.27676850328315455,60304,297,9.752401055064842,-0.08536127692185684,9.544424325792976,0.6660852453693408,8.504145748957823,4.424744791144573,9.543175401874725,0.6705977672185953,8.627282751785982,3.979835051172534
fitted_gls,1,2,D_time,Q_lat,-0.0004990949666802172,0.009417776297739494,60304,297,0.0002322336310454045,-0.07765406340148036,0.00021526645963593146,-0.07585245218530128,-7.449035534781503e-05,-0.045085442455701355,-0.00021749248692213977,-0.029901164654512886,-0.016594898906024735,1.709087520289468
fitted_gls,1,2,D_time,Q_lon,0.00640778339776599,0.009022715701682525,60304,297,8.775365569136656e-05,0.700457595144673,7.680773961533756e-05,0.7016707460892371,-0.00011834412029257224,0.7232996953280476,-5.1346706065944575e-05,0.7158742796946885,-0.019777014554886174,2.902097197606405
fitted_gls,1,2,D_time,Q_time,0.0017580558185380628,0.09617231552475804,60304,297,0.003838435306019233,-0.021631791603744944,0.0036042262905631997,-0.019196485620124947,-0.0011737469531390582,0.030484893242716766,-0.0034177970009992577,0.053818531781163984,-0.020222732034747882,0.22855629224844168
fitted_gls,1,2,Q_lat,D_lat,-0.0012066441792725428,0.004369077718734487,60304,297,-0.002697022954912199,0.3411197675081294,-0.002685817554040877,0.33855506127201146,-0.002685817554040877,0.33855506127201146,-0.002685817554040877,0.33855506127201146,-0.002685817554040877,0.33855506127201146
fitted_gls,1,2,Q_lat,D_lon,-0.0002949777200273216,0.004644143745108224,60304,297,2.621457212749315e-06,-0.06408052669634494,2.2035309126560055e-06,-0.0639905367384472,2.2035309126560055e-06,-0.0639905367384472,2.2035309126560055e-06,-0.0639905367384472,2.2035309126560055e-06,-0.0639905367384472
fitted_gls,1,2,Q_lat,D_time,-0.0004990949666802172,0.009417776297739494,60304,297,0.00023223363104540537,-0.07765406340148046,0.00021526645963593194,-0.07585245218530133,-7.44903553478159e-05,-0.045085442455701265,-0.00021749248692214042,-0.029901164654512816,-0.01659489890602473,1.7090875202894675
fitted_gls,1,2,Q_lat,Q_lat,1.4437170859877886,0.010289689319894303,60304,297,1.448591136250691,-0.47368293748954476,1.4481361596586884,-0.429466190233348,1.4481361596586884,-0.429466190233348,1.4481361596586884,-0.429466190233348,1.4481361596586884,-0.429466190233348
fitted_gls,1,2,Q_lat,Q_lon,0.8276452461855268,0.006075021721593968,60304,297,0.831991750452541,-0.7154713951991893,0.8307095994346165,-0.5044184843318859,0.8307095994346165,-0.5044184843318859,0.8307095994346165,-0.5044184843318859,0.8307095994346165,-0.5044184843318859
fitted_gls,1,2,Q_lat,Q_time,1.3073779116480935,0.012070213999110539,60304,297,1.3108447247407522,-0.2872205159671733,1.3083787098866706,-0.08291470546014154,1.2584593114834624,4.0528361939760105,1.3083679939667097,-0.08202690678799497,0.9870915751243688,26.535265782970104
fitted_gls,1,2,Q_lon,D_lat,-0.0029882095213667375,0.0041665065783022875,60304,297,-0.0014379054550565516,-0.3720872719567103,-0.0014322734030170175,-0.3734390163818515,-0.0014322734030170175,-0.3734390163818515,-0.0014322734030170175,-0.3734390163818515,-0.0014322734030170175,-0.3734390163818515
fitted_gls,1,2,Q_lon,D_lon,-0.0015747921110917439,0.004206117484346797,60304,297,-8.352813653446619e-05,-0.35454643863540786,-8.291514462369132e-05,-0.35469217681629706,-8.291514462369132e-05,-0.35469217681629706,-8.291514462369132e-05,-0.35469217681629706,-8.291514462369132e-05,-0.35469217681629706
fitted_gls,1,2,Q_lon,D_time,0.00640778339776599,0.009022715701682525,60304,297,8.775365569136642e-05,0.7004575951446731,7.680773961533683e-05,0.7016707460892372,-0.00011834412029257267,0.7232996953280477,-5.134670606594477e-05,0.7158742796946886,-0.01977701455488619,2.902097197606407
fitted_gls,1,2,Q_lon,Q_lat,0.8276452461855268,0.006075021721593968,60304,297,0.8319917504525411,-0.7154713951992077,0.8307095994346165,-0.5044184843318859,0.8307095994346165,-0.5044184843318859,0.8307095994346165,-0.5044184843318859,0.8307095994346165,-0.5044184843318859
fitted_gls,1,2,Q_lon,Q_lon,1.3849054028668712,0.009703958430715132,60304,297,1.3842287013576025,0.06973458451005814,1.3800999992264427,0.495200353004238,1.3800999992264427,0.495200353004238,1.3800999992264427,0.495200353004238,1.3800999992264427,0.495200353004238
fitted_gls,1,2,Q_lon,Q_time,1.260123822814968,0.011577902635954719,60304,297,1.269610171219462,-0.8193494713830592,1.2638375451684747,-0.32075950802814884,1.2073987290638954,4.553941711976131,1.2637607753261706,-0.31412878701433705,0.9680559801292147,25.226317051479448
fitted_gls,1,2,Q_time,D_lat,0.0009485024301497217,0.03283942314735693,60304,297,-0.00216012437288138,0.09466143144726032,-0.0021771349738051843,0.0951794247398792,-0.0026961765618581453,0.11098486644096876,-0.002220967515796729,0.09651417845326996,-0.0028932790365756903,0.11698687426653584
fitted_gls,1,2,Q_time,D_lon,-0.012311495966037036,0.029223880376672496,60304,297,-0.0003435692309763555,-0.40952558595243527,-0.0003571470064647842,-0.4090609736109727,0.0021813599133066602,-0.4959251027769875,-0.0004334651054845198,-0.40644947582094426,0.008772427781425129,-0.7214621561444686
fitted_gls,1,2,Q_time,D_time,0.0017580558185380628,0.09617231552475804,60304,297,0.00383843530601923,-0.021631791603744916,0.003604226290563215,-0.019196485620125107,-0.0011737469531390766,0.03048489324271696,-0.0034177970009992694,0.0538185317811641,-0.020222732034747913,0.228556292248442
fitted_gls,1,2,Q_time,Q_lat,1.3073779116480935,0.012070213999110539,60304,297,1.3108447247407522,-0.2872205159671733,1.3083787098866704,-0.08291470546012314,1.2584593114834626,4.052836193975993,1.3083679939667094,-0.08202690678797658,0.9870915751243687,26.535265782970114
fitted_gls,1,2,Q_time,Q_lon,1.260123822814968,0.011577902635954719,60304,297,1.2696101712194618,-0.81934947138304,1.2638375451684747,-0.32075950802814884,1.2073987290638954,4.553941711976131,1.2637607753261706,-0.31412878701433705,0.9680559801292147,25.226317051479448
fitted_gls,1,2,Q_time,Q_time,8.067271315621312,0.20637046955951288,60304,297,7.985067520053326,0.39833119410662854,7.918725588373279,0.7198012756626276,5.526305970865996,12.312640225022868,7.91373255484198,0.7439957911955752,5.796729254100574,11.002262418489877
fitted_gls,2,1,D_lat,D_lat,5.769578712599973,0.06722696049438147,87292,280,5.851002835029062,-1.2111825647077161,5.797177106432455,-0.4105256823977482,5.797177106432455,-0.4105256823977482,5.797177106432455,-0.4105256823977482,5.797177106432455,-0.4105256823977482
fitted_gls,2,1,D_lat,D_lon,0.054093321370662306,0.04948579395756918,87292,280,-0.002289833366564916,1.1393806227615966,-0.0022226429215731753,1.1380228503663643,-0.0022226429215731753,1.1380228503663643,-0.0022226429215731753,1.1380228503663643,-0.0022226429215731753,1.1380228503663643
fitted_gls,2,1,D_lat,D_time,-1.1881397408823853,0.08559317675523785,87292,280,-1.274988729449202,1.0146718682398006,-1.2271364245010068,0.4556050505069626,-0.003469000655569998,-13.840714705735229,1.2289632514026168,-28.239435477397304,-0.004327411042130386,-13.830685747597421
fitted_gls,2,1,D_lat,Q_lat,-0.003781532318058726,0.010976906564769899,87292,280,-0.0022499233998786936,-0.1395301043279071,-0.0022273535317611243,-0.14158622715125393,-0.0022273535317611243,-0.14158622715125393,-0.0022273535317611243,-0.14158622715125393,-0.0022273535317611243,-0.14158622715125393
fitted_gls,2,1,D_lat,Q_lon,-0.008500156047753511,0.01171473640333912,87292,280,-0.0009674430159010631,-0.6430117394451448,-0.0009606005186737018,-0.643595832590033,-0.0009606005186737018,-0.643595832590033,-0.0009606005186737018,-0.643595832590033,-0.0009606005186737018,-0.643595832590033
fitted_gls,2,1,D_lat,Q_time,0.012141651909020031,0.026072079618320126,87292,280,-0.0011452476109239985,0.5096217760323075,-0.0011668495056604599,0.510450321167667,-0.0008642392868317926,0.4988436437081507,-0.0001409644041639521,0.47110228616183464,-0.0007216986016870319,0.49337646628189735
fitted_gls,2,1,D_lon,D_lat,0.054093321370662306,0.04948579395756918,87292,280,-0.0022898333665649193,1.1393806227615968,-0.002222642921573176,1.1380228503663643,-0.002222642921573176,1.1380228503663643,-0.002222642921573176,1.1380228503663643,-0.002222642921573176,1.1380228503663643
fitted_gls,2,1,D_lon,D_lon,5.66603841178647,0.06573026883836786,87292,280,5.683083108352583,-0.2593127468872203,5.62281241196296,0.6576270048400912,5.62281241196296,0.6576270048400912,5.62281241196296,0.6576270048400912,5.62281241196296,0.6576270048400912
fitted_gls,2,1,D_lon,D_time,2.175350398587357,0.0790159598228442,87292,280,2.189734407521345,-0.18203928631934238,2.1338589969064037,0.5251015335886305,0.0024265553549758455,27.499809508156723,-2.1299098465419766,54.48595770755473,0.0038070580331037124,27.482338320295145
fitted_gls,2,1,D_lon,Q_lat,0.004120009703050279,0.012013395353602756,87292,280,1.5251288322115455e-05,0.3416817888622276,1.4445122555461637e-05,0.34174889443420997,1.4445122555461637e-05,0.34174889443420997,1.4445122555461637e-05,0.34174889443420997,1.4445122555461637e-05,0.34174889443420997
fitted_gls,2,1,D_lon,Q_lon,-0.006197612067180801,0.010050390053962062,87292,280,-4.179047906770343e-05,-0.6124957892242551,-4.1579393594416624e-05,-0.6125167919387919,-4.1579393594416624e-05,-0.6125167919387919,-4.1579393594416624e-05,-0.6125167919387919,-4.1579393594416624e-05,-0.6125167919387919
fitted_gls,2,1,D_lon,Q_time,0.008734590133181121,0.021796999538532473,87292,280,-0.0004073259435930451,0.41941167455700484,-0.00044900748628604184,0.4213239351238463,0.004068092136269953,0.21408900746461865,0.001283273871771219,0.34185054911973345,0.005313843445515945,0.1569365857726437
fitted_gls,2,1,D_time,D_lat,-1.1881397408823853,0.08559317675523785,87292,280,-1.2749887294492017,1.014671868239798,-1.2271364245010068,0.4556050505069626,-0.003469000655570002,-13.840714705735229,1.2289632514026168,-28.239435477397304,-0.004327411042130388,-13.830685747597421
fitted_gls,2,1,D_time,D_lon,2.175350398587357,0.0790159598228442,87292,280,2.1897344075213456,-0.182039286319348,2.1338589969064037,0.5251015335886305,0.0024265553549758364,27.499809508156723,-2.1299098465419766,54.48595770755473,0.0038070580331037046,27.482338320295145
fitted_gls,2,1,D_time,D_time,8.454017620568811,0.18175961018864184,87292,280,8.426224061610192,0.15291383454097945,8.324514903354107,0.7124944704728284,6.27104412340931,12.01022325528686,8.321753565948665,0.7276867202943148,6.508522185686879,10.703673015488816
fitted_gls,2,1,D_time,Q_lat,0.0027575996217476337,0.015899927333417652,87292,280,0.0005612326050763599,0.13813692167353886,0.0005406120375840662,0.13943381863790136,-2.891590804883637e-05,0.17525334999109804,-0.0006547301625256133,0.21461291694719806,-0.0020005127686691772,0.2992537192554619
fitted_gls,2,1,D_time,Q_lon,0.004426294885598162,0.014785407464374262,87292,280,0.00033731644564282255,0.27655500531911725,0.0002983404083939621,0.2791911205119365,0.0020189672056113903,0.1628178111281192,-0.0014835568450774275,0.3997084114804071,0.0030858351577429956,0.09066099335341496
fitted_gls,2,1,D_time,Q_time,0.03742415519981783,0.023518493666352384,87292,280,0.0033082923634172676,1.4505972755053484,0.0031824737997431084,1.4559470468580165,0.001838861216499152,1.5130770910821605,-0.0039245298001150215,1.7581349208214767,0.0008121973399267989,1.5567305618842122
fitted_gls,2,1,Q_lat,D_lat,-0.003781532318058726,0.010976906564769899,87292,280,-0.0022499233998786216,-0.13953010432791366,-0.0022273535317612835,-0.14158622715123945,-0.0022273535317612835,-0.14158622715123945,-0.0022273535317612835,-0.14158622715123945,-0.0022273535317612835,-0.14158622715123945
fitted_gls,2,1,Q_lat,D_lon,0.004120009703050279,0.012013395353602756,87292,280,1.5251288322115701e-05,0.3416817888622276,1.444512255546115e-05,0.34174889443420997,1.444512255546115e-05,0.34174889443420997,1.444512255546115e-05,0.34174889443420997,1.444512255546115e-05,0.34174889443420997
fitted_gls,2,1,Q_lat,D_time,0.0027575996217476337,0.015899927333417652,87292,280,0.0005612326050763618,0.13813692167353875,0.0005406120375840667,0.13943381863790133,-2.8915908048832727e-05,0.17525334999109782,-0.0006547301625256171,0.2146129169471983,-0.002000512768669219,0.2992537192554645
fitted_gls,2,1,Q_lat,Q_lat,2.798763303990468,0.019798444488598643,87292,280,2.797778179501209,0.04975767110523355,2.7927522825657003,0.3036107926675402,2.7927522825657003,0.3036107926675402,2.7927522825657003,0.3036107926675402,2.7927522825657003,0.3036107926675402
fitted_gls,2,1,Q_lat,Q_lon,1.6212283750877343,0.010823160779378395,87292,280,1.6221608905963454,-0.08615925861397226,1.617960916149011,0.3018950753229998,1.617960916149011,0.3018950753229998,1.617960916149011,0.3018950753229998,1.617960916149011,0.3018950753229998
fitted_gls,2,1,Q_lat,Q_time,2.2075944922324404,0.022216751727822434,87292,280,2.197589658520365,0.45032837539189163,2.195280112440496,0.5542835398625344,1.767064562144195,19.828728136551213,2.1954339367541293,0.5473597413019742,1.1989596350199043,45.39974473178294
fitted_gls,2,1,Q_lon,D_lat,-0.008500156047753511,0.01171473640333912,87292,280,-0.0009674430159010667,-0.6430117394451446,-0.000960600518673702,-0.643595832590033,-0.000960600518673702,-0.643595832590033,-0.000960600518673702,-0.643595832590033,-0.000960600518673702,-0.643595832590033
