scenario,precision_build_seconds,slq_seconds,residual_lanczos_seconds,scenario_total_seconds
lat_range_quarter_512,3.450117083993973,39.316978583985474,13.132401709008263,58.476984958018875
lat_range_2x,3.493615999992471,40.118351166980574,13.337817208026536,59.27905495901359
wrong_smooth_10,5.397522832994582,40.53795724999509,13.65922512501129,63.890393875015434
