day,cov_name,space_size,lr,sigma,range_lat,range_lon,range_time,advec_lat,advec_lon,nugget,loss,time,rmsre
2024-07-01,Vecc_0,18126.0,0.1,12.6267,0.1488,0.1869,0.6736,0.0244,-0.1666,0.2325,1.2426,165.7012,0.0578
2024-07-01,Vecc_1,18126.0,0.1,12.6154,0.1462,0.1879,0.6923,0.0092,-0.1825,0.2313,1.2449,165.1769,0.2238
2024-07-01,Vecc_2,18126.0,0.1,12.7582,0.1495,0.1892,0.6662,0.0139,-0.1813,0.2236,1.2428,165.0521,0.1471
2024-07-01,Vecc_3,18126.0,0.1,12.7817,0.1475,0.1876,0.6442,0.0222,-0.1568,0.2001,1.2448,155.4232,0.0857
2024-07-01,Vecc_4,18126.0,0.1,12.6232,0.147,0.1874,0.694,0.0268,-0.1742,0.2075,1.2407,160.1671,0.11
2024-07-01,Vecc_5,18126.0,0.1,12.6899,0.1465,0.1862,0.7136,0.0048,-0.1647,0.2208,1.247,164.8808,0.2985
2024-07-01,Vecc_6,18126.0,0.1,12.9102,0.1523,0.1931,0.709,0.0161,-0.1741,0.2576,1.2451,164.9165,0.1007
2024-07-01,Vecc_7,18126.0,0.1,12.671,0.1476,0.1878,0.6925,0.0194,-0.162,0.2212,1.2433,160.0652,0.0645
2024-07-01,Vecc_8,18126.0,0.1,12.7318,0.1491,0.1892,0.6798,0.0284,-0.1756,0.2248,1.2425,145.7511,0.1225
2024-07-01,Vecc_9,18126.0,0.1,13.0307,0.1524,0.1905,0.6876,0.0247,-0.1879,0.238,1.249,174.6045,0.0682
2024-07-01,Vecc_10,18126.0,0.1,13.0328,0.1543,0.1934,0.7181,0.0172,-0.1908,0.2555,1.246,126.3636,0.0944
2024-07-01,Vecc_11,18126.0,0.1,13.0271,0.154,0.1945,0.7259,0.0278,-0.201,0.2486,1.2441,126.4252,0.1277
2024-07-01,Vecc_12,18126.0,0.1,12.6486,0.1458,0.1846,0.6793,0.0111,-0.1784,0.2022,1.2458,164.9083,0.2017
2024-07-01,Vecc_13,18126.0,0.1,12.9761,0.1506,0.1891,0.6739,0.0054,-0.1731,0.1913,1.2441,160.1026,0.2969
2024-07-01,Vecc_14,18126.0,0.1,12.738,0.1488,0.1889,0.6946,0.0068,-0.1963,0.2123,1.2416,164.9828,0.2738
2024-07-01,Vecc_15,18126.0,0.1,12.8916,0.1508,0.1928,0.7338,0.0162,-0.1763,0.2309,1.2428,150.4324,0.1039
2024-07-01,Vecc_16,18126.0,0.1,13.1677,0.1555,0.196,0.7188,0.025,-0.1871,0.2271,1.2421,169.7729,0.0764
2024-07-01,Vecc_17,18126.0,0.1,12.9485,0.1489,0.1886,0.6803,0.0076,-0.167,0.1713,1.2433,164.9628,0.2727
2024-07-01,Vecc_18,18126.0,0.1,13.0584,0.1501,0.1889,0.6932,0.0274,-0.1726,0.1469,1.2414,174.6168,0.1818
2024-07-01,Vecc_19,18126.0,0.1,12.9465,0.1555,0.1963,0.7018,0.0286,-0.1598,0.2731,1.2411,140.8331,0.1265
2024-07-01,Vecc_20,18126.0,0.1,12.8787,0.153,0.1936,0.691,0.0245,-0.165,0.2519,1.2418,145.6401,0.0495
2024-07-01,Vecc_21,18126.0,0.1,12.8333,0.1519,0.1917,0.7315,0.0192,-0.1875,0.2411,1.2417,155.3,0.0652
2024-07-01,Vecc_22,18126.0,0.1,13.253,0.1564,0.1993,0.7412,0.0177,-0.1589,0.2631,1.2459,160.1672,0.0817
2024-07-01,Vecc_23,18126.0,0.1,12.4967,0.1438,0.1836,0.6909,0.0279,-0.1983,0.1882,1.242,160.072,0.158
2024-07-01,Vecc_24,18126.0,0.1,13.1385,0.1534,0.194,0.7017,0.0221,-0.164,0.2123,1.244,155.2959,0.0546
2024-07-01,Vecc_25,18126.0,0.1,12.5716,0.1455,0.1854,0.6618,0.0248,-0.1624,0.22,1.2453,160.1665,0.0778
2024-07-01,Vecc_26,18126.0,0.1,12.3683,0.1445,0.1833,0.6421,0.017,-0.1783,0.231,1.2432,174.6504,0.1015
2024-07-01,Vecc_27,18126.0,0.1,12.9326,0.1524,0.1919,0.746,0.0126,-0.1731,0.2608,1.2472,160.1085,0.1636
2024-07-01,Vecc_28,18126.0,0.1,12.8564,0.1504,0.1901,0.7129,0.0267,-0.1917,0.2301,1.2449,160.1494,0.1032
2024-07-01,Vecc_29,18126.0,0.1,12.8811,0.1488,0.1877,0.6676,0.0158,-0.1653,0.2047,1.247,160.1976,0.1254
2024-07-01,Vecc_30,18126.0,0.1,13.5272,0.161,0.2036,0.7556,0.0136,-0.19,0.2588,1.2442,169.7345,0.156
2024-07-01,Vecc_31,18126.0,0.1,13.0335,0.1512,0.1933,0.6923,0.0114,-0.1724,0.2107,1.244,164.9784,0.1882
2024-07-01,Vecc_32,18126.0,0.1,12.6339,0.1507,0.1895,0.6837,0.0237,-0.1753,0.2681,1.2428,165.0002,0.0519
2024-07-01,Vecc_33,18126.0,0.1,12.9015,0.1515,0.1923,0.6837,0.0301,-0.1725,0.2302,1.2428,155.347,0.1464
2024-07-01,Vecc_34,18126.0,0.1,13.258,0.1616,0.2023,0.7562,0.0329,-0.1746,0.3151,1.2439,160.1762,0.2232
2024-07-01,Vecc_35,18126.0,0.1,12.9469,0.1535,0.1952,0.739,0.0271,-0.1713,0.2631,1.2432,164.9455,0.0975
2024-07-01,Vecc_36,18126.0,0.1,12.9836,0.1537,0.1964,0.7165,0.0186,-0.1904,0.2834,1.2464,160.1483,0.0929
