fit_id,status,error,data_kind,year,month,day_idx,day,model_variant,model_family,model_label,smooth,gc_alpha,gc_beta,nugget_mode,n_grid_full,n_time_slots,n_rows_total,n_valid_o3,valid_rate,valid_by_t,monthly_mean,first_slot,last_slot,spec_name,smooth_kernel,spline_n_points,spline_r_max,block_shape,lag_pattern,reference_advec_lon_abs,loss,steps_raw,precompute_s,fit_s,total_s,gls_lat_mean,est_sigmasq,est_range_lat,est_range_lon,est_range_time,est_advec_lat,est_advec_lon,est_nugget,beta_0,beta_1,beta_2,beta_3,beta_4,beta_5,beta_6,beta_7,beta_8,n_clusters,block_shape_lat,block_shape_lon,max_points_per_cluster,n_target_blocks,n_target_points,n_batches,target_chunk_size,strategy,temporal_basis,force_target_center,lag0_block_count,lag1_block_count,lag2_block_count,lag1_max_blocks,lag2_max_blocks,lag1_lon_offset,lag2_lon_offset,lag1_lon_interval_lo,lag1_lon_interval_hi,lag2_lon_interval_lo,lag2_lon_interval_hi,corridor_anchor_mode,grid_lon_step,corridor_block_lon_width,block_row_offset,block_col_offset,model_spec,spectral_n1,spectral_n2,spectral_p_time,spectral_global_scale,spectral_profile_sigmasq,spectral_ratio_mean_after_profile,spectral_ratio_var_after_profile,spectral_data_over_expected_mean,spectral_expected_over_continuous_mean
1,ok,,real,2024,7,0,2024-07-01,matern_s03,matern,Matern s=0.3 nugget0,0.3,,,zero,18126,8,145008,131428,0.906349994483063,"{""2024_07_y24m07day01_hm00:53"":18070,""2024_07_y24m07day01_hm01:53"":15920,""2024_07_y24m07day01_hm02:53"":14399,""2024_07_y24m07day01_hm03:53"":14342,""2024_07_y24m07day01_hm04:48"":14938,""2024_07_y24m07day01_hm05:48"":17553,""2024_07_y24m07day01_hm06:48"":18103,""2024_07_y24m07day01_hm07:48"":18103}",257.9726104252314,2024_07_y24m07day01_hm00:53,2024_07_y24m07day01_hm07:48,corridor_width_4x4_lag643_delta0p126,spline,4000,30.0,4x4,6/4/3,0.126,1.1917495464207575,1,1.0264697074890137,596.3637828826904,597.3902525901794,-0.48546406626701355,14.723408114066027,0.4173270878196171,0.4839280863130947,2.3277652781271527,-0.017328215006703316,-0.19692355696034503,0.0,0.1935195667271277,1.1651372168538974,-0.21479202609147324,0.08830851457092222,0.10142321255387067,-0.010544162920003276,-0.39077085850213394,-0.19921232475681205,0.8891994890029583,1160,4,4,16,8896,131428,37,128,offset_corridor_tapered,corridor,0,6,4,3,4,3,0.126,0.252,0.063,0.189,0.0,0.252,width,0.06300000000000239,0.25200000000000955,0,0,"{""block_shape"": [4, 4], ""conditioning_mode"": ""corridor_width"", ""corridor_anchor_mode"": ""width"", ""lag1_lon_interval"": [0.063, 0.189], ""lag1_lon_offset"": 0.126, ""lag2_lon_interval"": [0.0, 0.252], ""lag2_lon_offset"": 0.252, ""lag_counts"": [6, 4, 3], ""lag_pattern"": ""6/4/3"", ""reference_advec_lon_abs"": 0.126, ""spec_name"": ""corridor_width_4x4_lag643_delta0p126"", ""strategy"": ""offset_corridor_tapered""}",114,159,8,0.9805260927936739,14.436685830691836,1.0,0.2271253473451686,0.9872323527469754,1.084154525999332
2,ok,,real,2024,7,0,2024-07-01,gc_a08_b1,cauchy,GC a=0.8 b=1 nugget0,,0.8,1.0,zero,18126,8,145008,131428,0.906349994483063,"{""2024_07_y24m07day01_hm00:53"":18070,""2024_07_y24m07day01_hm01:53"":15920,""2024_07_y24m07day01_hm02:53"":14399,""2024_07_y24m07day01_hm03:53"":14342,""2024_07_y24m07day01_hm04:48"":14938,""2024_07_y24m07day01_hm05:48"":17553,""2024_07_y24m07day01_hm06:48"":18103,""2024_07_y24m07day01_hm07:48"":18103}",257.9726104252314,2024_07_y24m07day01_hm00:53,2024_07_y24m07day01_hm07:48,corridor_width_4x4_lag643_delta0p126,generalized_cauchy,4000,30.0,4x4,6/4/3,0.126,1.1890205501345463,1,1.03702974319458,280.70657205581665,281.74360179901123,-0.48546406626701355,18.55083954360239,0.4502022954122988,0.5272385506471351,2.6541571257125804,-0.016499231675994167,-0.19745986257006537,0.0,1.000726845701765,1.2488335429363728,-0.213788162658899,0.08800835607906517,0.11845117404685564,0.03397234021575652,-0.3137090289046373,-0.0931318911537633,0.9958366088394801,1160,4,4,16,8896,131428,37,128,offset_corridor_tapered,corridor,0,6,4,3,4,3,0.126,0.252,0.063,0.189,0.0,0.252,width,0.06300000000000239,0.25200000000000955,0,0,"{""block_shape"": [4, 4], ""conditioning_mode"": ""corridor_width"", ""corridor_anchor_mode"": ""width"", ""lag1_lon_interval"": [0.063, 0.189], ""lag1_lon_offset"": 0.126, ""lag2_lon_interval"": [0.0, 0.252], ""lag2_lon_offset"": 0.252, ""lag_counts"": [6, 4, 3], ""lag_pattern"": ""6/4/3"", ""reference_advec_lon_abs"": 0.126, ""spec_name"": ""corridor_width_4x4_lag643_delta0p126"", ""strategy"": ""offset_corridor_tapered""}",114,159,8,0.9547718156520467,17.71181875291504,1.0,0.20121914503369318,0.9512747772138288,1.120487638546345
3,ok,,real,2024,7,4,2024-07-05,matern_s03,matern,Matern s=0.3 nugget0,0.3,,,zero,18126,8,145008,142684,0.9839732980249366,"{""2024_07_y24m07day05_hm00:53"":18064,""2024_07_y24m07day05_hm01:53"":17912,""2024_07_y24m07day05_hm02:53"":17607,""2024_07_y24m07day05_hm03:53"":17590,""2024_07_y24m07day05_hm04:48"":17631,""2024_07_y24m07day05_hm05:48"":17671,""2024_07_y24m07day05_hm06:48"":18105,""2024_07_y24m07day05_hm07:48"":18104}",257.9726104252314,2024_07_y24m07day05_hm00:53,2024_07_y24m07day05_hm07:48,corridor_width_4x4_lag643_delta0p126,spline,4000,30.0,4x4,6/4/3,0.126,1.3525616271102119,0,1.0857620239257812,437.24990677833557,438.33566880226135,-0.4808672368526459,15.997283689376331,0.26573705194773467,0.32796754649586757,2.0270158994204284,0.05450012353220573,-0.21679703863349728,0.0,-1.3926751925095961,0.9436168625239696,-0.5214761420193683,-1.1672903784846271,-1.5561665798335913,-1.2268738420494605,-0.7298908161646392,0.44345566615898857,2.0899919883509352,1160,4,4,16,9258,142684,36,128,offset_corridor_tapered,corridor,0,6,4,3,4,3,0.126,0.252,0.063,0.189,0.0,0.252,width,0.06300000000000239,0.25200000000000955,0,0,"{""block_shape"": [4, 4], ""conditioning_mode"": ""corridor_width"", ""corridor_anchor_mode"": ""width"", ""lag1_lon_interval"": [0.063, 0.189], ""lag1_lon_offset"": 0.126, ""lag2_lon_interval"": [0.0, 0.252], ""lag2_lon_offset"": 0.252, ""lag_counts"": [6, 4, 3], ""lag_pattern"": ""6/4/3"", ""reference_advec_lon_abs"": 0.126, ""spec_name"": ""corridor_width_4x4_lag643_delta0p126"", ""strategy"": ""offset_corridor_tapered""}",114,159,8,1.0011630865182974,16.015889914364823,1.0,0.18039214536289913,1.0061929565373828,1.032872497845181
4,ok,,real,2024,7,4,2024-07-05,gc_a08_b1,cauchy,GC a=0.8 b=1 nugget0,,0.8,1.0,zero,18126,8,145008,142684,0.9839732980249366,"{""2024_07_y24m07day05_hm00:53"":18064,""2024_07_y24m07day05_hm01:53"":17912,""2024_07_y24m07day05_hm02:53"":17607,""2024_07_y24m07day05_hm03:53"":17590,""2024_07_y24m07day05_hm04:48"":17631,""2024_07_y24m07day05_hm05:48"":17671,""2024_07_y24m07day05_hm06:48"":18105,""2024_07_y24m07day05_hm07:48"":18104}",257.9726104252314,2024_07_y24m07day05_hm00:53,2024_07_y24m07day05_hm07:48,corridor_width_4x4_lag643_delta0p126,generalized_cauchy,4000,30.0,4x4,6/4/3,0.126,1.3495340957483288,4,1.0992109775543213,222.69794988632202,223.79716086387634,-0.4808672368526459,18.521110925574668,0.26463079263740186,0.32748147220001383,2.0510503630785077,0.05436449106254067,-0.21655314552537056,0.0,-1.9373507697802128,1.0376955267275232,-0.5451961931912999,-1.1939429821881047,-1.5928288070216758,-1.2802518857069547,-0.7672068183866969,0.42937006579943887,2.0789983193349992,1160,4,4,16,9258,142684,36,128,offset_corridor_tapered,corridor,0,6,4,3,4,3,0.126,0.252,0.063,0.189,0.0,0.252,width,0.06300000000000239,0.25200000000000955,0,0,"{""block_shape"": [4, 4], ""conditioning_mode"": ""corridor_width"", ""corridor_anchor_mode"": ""width"", ""lag1_lon_interval"": [0.063, 0.189], ""lag1_lon_offset"": 0.126, ""lag2_lon_interval"": [0.0, 0.252], ""lag2_lon_offset"": 0.252, ""lag_counts"": [6, 4, 3], ""lag_pattern"": ""6/4/3"", ""reference_advec_lon_abs"": 0.126, ""spec_name"": ""corridor_width_4x4_lag643_delta0p126"", ""strategy"": ""offset_corridor_tapered""}",114,159,8,0.9969115361441164,18.46390914391022,1.0,0.16360101191389262,1.000800794439679,1.0425157242702148
