fit_id,year,month,day_idx,day,model_variant,model_family,model_label,smooth,gc_alpha,gc_beta,nugget_mode,loss,direction,bin_idx,k_min,k_max,k_mid,data_spectrum_mean,expected_spectrum_mean,expected_spectrum_profile_mean,continuous_spectrum_mean,continuous_spectrum_profile_mean,ratio_I_over_EI_mean,ratio_I_over_EI_median,ratio_I_over_EI_p10,ratio_I_over_EI_p90,ratio_I_over_EI_profile_mean,ratio_I_over_EI_profile_median,ratio_I_over_EI_profile_p10,ratio_I_over_EI_profile_p90,ratio_EI_over_continuous_mean,ratio_EI_over_continuous_median,whitened_ratio_mean,whitened_ratio_median,n,global_scale,profile_sigmasq
1,2024,7,0,2024-07-01,matern_s03,matern,Matern s=0.3 nugget0,0.3,,,zero,1.1917495464207575,norm,0,0.0,0.17290287070878946,0.08645143535439473,302.77637416702845,116.01318440454357,113.75395441673909,151.4522357560105,148.50286897070734,2.676913620435992,3.335893845558199,1.7543413052649013,3.3358938455581995,2.730078924069263,3.402146939357534,1.7891837026656838,3.4021469393575345,0.7671839090131968,0.7764441607418362,1.5832332685298827,1.8647752781520768,3,0.9805260927936739,14.436685830691836
1,2024,7,0,2024-07-01,matern_s03,matern,Matern s=0.3 nugget0,0.3,,,zero,1.1917495464207575,norm,1,0.17290287070878946,0.3458057414175789,0.2593543060631842,97.23484131575324,69.82247797153545,68.46276151460202,81.21315572027741,79.63161826184782,1.5410003621795656,1.1904395413602835,0.46949136941974046,2.9717296174986907,1.571605665065997,1.214082470736228,0.47881578355766674,3.0307501649770106,0.8641559912966554,0.8539228038426887,1.318777307213002,1.1854245136624957,14,0.9805260927936739,14.436685830691836
1,2024,7,0,2024-07-01,matern_s03,matern,Matern s=0.3 nugget0,0.3,,,zero,1.1917495464207575,norm,2,0.3458057414175789,0.5187086121263684,0.4322571767719737,34.99419572390338,33.089216069721274,32.444839746449446,34.6862055036125,34.010729556295594,1.0117183251083353,0.8378027427262027,0.5144442073969671,1.553626589263869,1.0318117310124708,0.8544420682770106,0.5246614151095502,1.5844826575061774,0.9564681355191423,0.9602017056120871,0.9561859571686497,0.8060423742348245,26,0.9805260927936739,14.436685830691836
1,2024,7,0,2024-07-01,matern_s03,matern,Matern s=0.3 nugget0,0.3,,,zero,1.1917495464207575,norm,3,0.5187086121263684,0.6916114828351578,0.6051600474807631,20.580284730219383,17.404624283443255,17.065688245186507,17.233362939071377,16.89776202834296,1.1482262003544927,0.8978624332110927,0.39661571878329455,1.9796686070016767,1.1710307444068264,0.9156945845805498,0.40449277352046153,2.0189861560555595,1.0097481769766559,1.0129868172478944,0.8637457703188767,0.8167083293801156,32,0.9805260927936739,14.436685830691836
1,2024,7,0,2024-07-01,matern_s03,matern,Matern s=0.3 nugget0,0.3,,,zero,1.1917495464207575,norm,4,0.6916114828351578,0.8645143535439472,0.7780629181895525,6.9250997113532415,10.028539263009824,9.833244419986972,9.638900051832344,9.45119300665191,0.6866622248039765,0.6368071410213744,0.35411350893786064,1.2254149655420863,0.7002997980885621,0.6494545588348497,0.36114644122211503,1.2497525303489736,1.0407608960683992,1.0402342920194516,0.7162606514494189,0.6819698990566594,46,0.9805260927936739,14.436685830691836
1,2024,7,0,2024-07-01,matern_s03,matern,Matern s=0.3 nugget0,0.3,,,zero,1.1917495464207575,norm,5,0.8645143535439472,1.0374172242527369,0.950965788898342,4.852614792067426,6.278906505314307,6.156631662672618,5.918983749319363,5.803718009029365,0.777297099474408,0.6667999120981687,0.4338241597987742,1.3976820060130832,0.7927347422848949,0.6800430065031215,0.44244019918199273,1.4254409100229717,1.0617702106236049,1.0405611658034193,0.8129385243032832,0.8292283634037342,50,0.9805260927936739,14.436685830691836
1,2024,7,0,2024-07-01,matern_s03,matern,Matern s=0.3 nugget0,0.3,,,zero,1.1917495464207575,norm,6,1.0374172242527369,1.2103200949615263,1.1238686596071314,4.4233505701195135,4.35864079673528,4.27376103031395,4.094468048679877,4.014732757840617,0.9934319873911404,0.8702920077554083,0.47895558586746756,1.6728609334896225,1.0131622143381167,0.8875765919454615,0.48846796570486706,1.7060850759446666,1.0652229265490762,1.0480220831197609,0.9627847743772843,0.9656188178582257,58,0.9805260927936739,14.436685830691836
1,2024,7,0,2024-07-01,matern_s03,matern,Matern s=0.3 nugget0,0.3,,,zero,1.1917495464207575,norm,7,1.2103200949615263,1.3832229656703157,1.296771530315921,2.6181570975953745,3.1408308940724816,3.079666644690552,2.939586548861916,2.8823413131844147,0.8340989638939326,0.7407400413611717,0.3702311702813617,1.513917802441308,0.8506647299078525,0.7554516364278345,0.37758421015244437,1.5439852274893744,1.0673209983936902,1.059861633469765,0.8671078885419048,0.7527361816782301,66,0.9805260927936739,14.436685830691836
1,2024,7,0,2024-07-01,matern_s03,matern,Matern s=0.3 nugget0,0.3,,,zero,1.1917495464207575,norm,8,1.3832229656703157,1.556125836379105,1.4696744010247103,2.3491489940015886,2.3741182492039115,2.3278848907220686,2.181093587559658,2.138619173427209,0.9888578461777046,0.9033873376476871,0.42508847681980455,1.6242617676180566,1.0084972276059396,0.9213292173324974,0.4335310196678808,1.6565206979757958,1.0854318783186057,1.0692919806329848,1.0135551066464126,0.9513963034869106,82,0.9805260927936739,14.436685830691836
1,2024,7,0,2024-07-01,matern_s03,matern,Matern s=0.3 nugget0,0.3,,,zero,1.1917495464207575,norm,9,1.556125836379105,1.7290287070878945,1.6425772717334999,1.7464293359268972,1.777139080098069,1.742531238559503,1.6320616745889762,1.6002790569830287,0.9706221679120659,0.9348873348834752,0.43348131601146805,1.6524580650338576,0.9898993765138977,0.9534548256842748,0.4420905462866483,1.6852769928087719,1.0863571802622267,1.0614009555034727,0.9646750173966184,0.9587393151569962,98,0.9805260927936739,14.436685830691836
