year,month,model_variant,model_label,direction,bin_idx,k_mid,n_days,loss_median,loss_mean,data_spectrum_mean,expected_spectrum_mean,expected_spectrum_profile_mean,continuous_spectrum_mean,continuous_spectrum_profile_mean,ratio_I_over_EI_mean,ratio_I_over_EI_median,ratio_I_over_EI_p10,ratio_I_over_EI_p90,ratio_I_over_EI_profile_mean,ratio_I_over_EI_profile_median,ratio_I_over_EI_profile_p10,ratio_I_over_EI_profile_p90,ratio_EI_over_continuous_mean,ratio_EI_over_continuous_median,ratio_EI_over_continuous_p10,ratio_EI_over_continuous_p90,whitened_ratio_mean,whitened_ratio_median,whitened_ratio_p10,whitened_ratio_p90,global_scale_mean,profile_sigmasq_mean
2024,7,gc_a08_b05,GC a=0.8 b=0.5 nugget0,diag,0,0.086451,30,,,376.391497,689.624869,673.003270,1944.019869,1896.196888,1.219012,0.931522,0.303324,2.529338,1.240944,0.967648,0.324954,2.575782,0.863174,0.863951,0.802249,0.922531,3.545390,2.551080,0.999534,8.394933,0.981728,16.292832
2024,7,gc_a08_b05,GC a=0.8 b=0.5 nugget0,diag,1,0.259354,30,,,47.274833,63.794309,62.344805,61.595789,60.223770,0.821002,0.781248,0.366268,1.332692,0.835393,0.801886,0.372552,1.339807,1.023602,1.020230,1.007718,1.037681,1.542185,1.195951,0.708322,2.912869,0.981728,16.292832
2024,7,gc_a08_b05,GC a=0.8 b=0.5 nugget0,diag,2,0.432257,30,,,13.683640,19.684109,19.257189,19.227178,18.816276,0.652155,0.561260,0.315078,0.982701,0.664207,0.571398,0.317557,0.998578,1.018483,1.015181,1.003647,1.039138,0.908036,0.780719,0.558877,1.295337,0.981728,16.292832
2024,7,gc_a08_b05,GC a=0.8 b=0.5 nugget0,diag,4,0.778063,30,,,5.053891,7.533880,7.375532,7.425805,7.270663,0.677029,0.685556,0.294112,1.056406,0.690105,0.694844,0.298698,1.094596,1.010805,1.003585,0.998646,1.033408,0.957118,0.943210,0.443702,1.463484,0.981728,16.292832
2024,7,gc_a08_b05,GC a=0.8 b=0.5 nugget0,diag,5,0.950966,30,,,3.232119,4.535625,4.442128,4.464377,4.373343,0.702102,0.682811,0.409231,0.954070,0.713598,0.686849,0.437410,0.968301,1.012926,1.005855,1.000768,1.035308,0.853904,0.737717,0.528645,1.200533,0.981728,16.292832
2024,7,gc_a08_b05,GC a=0.8 b=0.5 nugget0,diag,6,1.123869,30,,,2.173154,3.195273,3.130737,3.133687,3.071123,0.728209,0.607839,0.379268,1.069531,0.741168,0.616226,0.384636,1.086691,1.017226,1.011344,1.003507,1.036191,0.851390,0.760066,0.473362,1.283994,0.981728,16.292832
2024,7,gc_a08_b05,GC a=0.8 b=0.5 nugget0,diag,7,1.296772,30,,,1.764890,2.792928,2.736449,2.750153,2.695011,0.617050,0.572612,0.319890,1.008342,0.629465,0.584548,0.325749,1.017744,1.013026,1.006248,1.000955,1.031362,0.794054,0.703704,0.406313,1.092902,0.981728,16.292832
2024,7,gc_a08_b05,GC a=0.8 b=0.5 nugget0,diag,8,1.469674,30,,,1.308696,1.882167,1.844616,1.849087,1.812547,0.684056,0.641284,0.458017,0.910477,0.694751,0.646986,0.478430,0.917399,1.015654,1.008816,1.001692,1.036416,0.729540,0.677941,0.467633,1.014861,0.981728,16.292832
2024,7,gc_a08_b05,GC a=0.8 b=0.5 nugget0,diag,9,1.642577,30,,,0.935203,1.408576,1.380815,1.381611,1.354680,0.659391,0.621969,0.411740,1.011028,0.670609,0.636526,0.425153,1.019588,1.017410,1.011067,1.002349,1.037726,0.753937,0.677930,0.442144,1.161290,0.981728,16.292832
2024,7,gc_a08_b05,GC a=0.8 b=0.5 nugget0,diag,11,1.988383,30,,,0.711762,0.998545,0.979046,0.979544,0.960629,0.718329,0.664390,0.492725,1.108341,0.731503,0.682453,0.520325,1.137320,1.017368,1.011734,1.002209,1.039597,0.751270,0.743526,0.526243,1.021034,0.981728,16.292832
2024,7,gc_a08_b05,GC a=0.8 b=0.5 nugget0,diag,12,2.161286,30,,,0.526075,0.800204,0.784698,0.783819,0.768841,0.664122,0.656110,0.402623,0.900989,0.675852,0.668106,0.406664,0.909889,1.018806,1.012898,1.003143,1.040365,0.705645,0.694606,0.423736,0.941555,0.981728,16.292832
2024,7,gc_a08_b05,GC a=0.8 b=0.5 nugget0,diag,13,2.334189,30,,,0.428915,0.676640,0.663638,0.661853,0.649335,0.622048,0.596330,0.335346,0.999966,0.633932,0.602593,0.358498,1.017100,1.020683,1.013290,1.003640,1.051191,0.658643,0.573676,0.397326,0.978235,0.981728,16.292832
2024,7,gc_a08_b05,GC a=0.8 b=0.5 nugget0,diag,14,2.507092,30,,,0.499632,0.631910,0.619753,0.618281,0.606566,0.825719,0.727742,0.452237,1.139584,0.840355,0.734764,0.461822,1.169177,1.020163,1.011172,1.003252,1.046699,0.807683,0.743232,0.452174,1.102661,0.981728,16.292832
2024,7,gc_a08_b05,GC a=0.8 b=0.5 nugget0,diag,15,2.679994,30,,,0.360079,0.511531,0.501800,0.500045,0.490642,0.694681,0.654627,0.447220,1.069303,0.707842,0.681298,0.453897,1.085529,1.021179,1.014128,1.003463,1.043838,0.710529,0.694978,0.463581,1.088552,0.981728,16.292832
2024,7,gc_a08_b05,GC a=0.8 b=0.5 nugget0,diag,16,2.852897,30,,,0.356033,0.434413,0.426209,0.424242,0.416325,0.840908,0.788809,0.496460,1.306507,0.857090,0.791013,0.525221,1.347909,1.022636,1.015699,1.003697,1.047579,0.851975,0.753066,0.524093,1.307875,0.981728,16.292832
2024,7,gc_a08_b05,GC a=0.8 b=0.5 nugget0,diag,18,3.198703,30,,,0.246682,0.354675,0.347990,0.346237,0.339812,0.671972,0.686316,0.405812,0.928458,0.684435,0.707543,0.410400,0.935158,1.023507,1.015427,1.003857,1.052422,0.690916,0.689368,0.417247,0.932285,0.981728,16.292832
2024,7,gc_a08_b05,GC a=0.8 b=0.5 nugget0,diag,19,3.371606,30,,,0.272884,0.309552,0.303769,0.302147,0.296576,0.885801,0.855702,0.676372,1.141260,0.901877,0.900451,0.673880,1.151343,1.023609,1.014448,1.003875,1.056115,0.898376,0.893008,0.655970,1.260754,0.981728,16.292832
2024,7,gc_a08_b05,GC a=0.8 b=0.5 nugget0,diag,20,3.544509,30,,,0.246460,0.278996,0.273813,0.272004,0.267021,0.899050,0.827080,0.622879,1.385106,0.914789,0.841595,0.644467,1.387071,1.024603,1.014320,1.004010,1.051963,0.893755,0.829234,0.635017,1.365167,0.981728,16.292832
2024,7,gc_a08_b05,GC a=0.8 b=0.5 nugget0,diag,21,3.717412,30,,,0.259168,0.266885,0.261927,0.260477,0.255700,1.023100,0.935592,0.534057,1.566095,1.040132,0.949543,0.541154,1.578396,1.023559,1.016048,1.003867,1.048479,1.006286,0.917191,0.550414,1.516420,0.981728,16.292832
2024,7,gc_a08_b05,GC a=0.8 b=0.5 nugget0,diag,22,3.890315,30,,,0.224543,0.233550,0.229227,0.227440,0.223290,0.973846,0.923766,0.595888,1.264122,0.991860,0.942476,0.633429,1.331010,1.025474,1.016215,1.003976,1.054720,0.982597,0.936398,0.656635,1.321026,0.981728,16.292832
2024,7,gc_a08_b05,GC a=0.8 b=0.5 nugget0,diag,23,4.063217,30,,,0.207517,0.214199,0.210236,0.208226,0.204447,0.966449,0.985156,0.480241,1.314385,0.982828,1.017140,0.486190,1.322290,1.027410,1.017158,1.004403,1.065787,0.984712,1.014291,0.485346,1.333418,0.981728,16.292832
2024,7,gc_a08_b05,GC a=0.8 b=0.5 nugget0,diag,24,4.236120,30,,,0.175008,0.199650,0.195971,0.194504,0.190980,0.881946,0.859406,0.632623,1.172494,0.896943,0.874288,0.646265,1.186758,1.025396,1.017476,1.004432,1.057461,0.898691,0.871195,0.647606,1.171238,0.981728,16.292832
2024,7,gc_a08_b05,GC a=0.8 b=0.5 nugget0,diag,25,4.409023,30,,,0.174282,0.186532,0.183108,0.182010,0.178720,0.943235,0.889570,0.603912,1.459868,0.959303,0.898151,0.620397,1.471098,1.024191,1.017009,1.004390,1.055579,0.941957,0.900425,0.623484,1.410798,0.981728,16.292832
2024,7,gc_a08_b05,GC a=0.8 b=0.5 nugget0,diag,26,4.581926,30,,,0.136790,0.167844,0.164771,0.163577,0.160632,0.827943,0.748792,0.537235,1.152862,0.843510,0.752914,0.541966,1.172815,1.025700,1.016093,1.004432,1.054180,0.842616,0.752830,0.540091,1.173640,0.981728,16.292832
2024,7,gc_a08_b05,GC a=0.8 b=0.5 nugget0,diag,27,4.754829,30,,,0.143494,0.156572,0.153723,0.152561,0.149825,0.931585,0.914386,0.497038,1.396323,0.950468,0.927499,0.488836,1.434430,1.025862,1.016555,1.004480,1.058146,0.955925,0.924965,0.480064,1.438910,0.981728,16.292832
2024,7,gc_a08_b05,GC a=0.8 b=0.5 nugget0,diag,28,4.927732,30,,,0.139170,0.152190,0.149412,0.148220,0.145561,0.921915,0.878724,0.590234,1.392948,0.940514,0.915904,0.595269,1.420619,1.026224,1.016439,1.004472,1.049316,0.944157,0.900808,0.562407,1.414931,0.981728,16.292832
2024,7,gc_a08_b05,GC a=0.8 b=0.5 nugget0,diag,29,5.100635,30,,,0.123056,0.139225,0.136686,0.135390,0.132969,0.885078,0.888585,0.629482,1.121954,0.900630,0.890482,0.647887,1.137843,1.028268,1.016385,1.004433,1.066341,0.891647,0.888982,0.641430,1.137132,0.981728,16.292832
2024,7,gc_a08_b05,GC a=0.8 b=0.5 nugget0,diag,30,5.273538,30,,,0.124415,0.131128,0.128747,0.127624,0.125351,0.931390,0.789556,0.576415,1.497203,0.946664,0.804638,0.582991,1.507208,1.027506,1.018089,1.004475,1.062404,0.945130,0.835547,0.561403,1.502233,0.981728,16.292832
2024,7,gc_a08_b05,GC a=0.8 b=0.5 nugget0,diag,31,5.446440,30,,,0.109772,0.125351,0.123076,0.121917,0.119748,0.892930,0.946543,0.602695,1.113175,0.910169,0.963672,0.615546,1.138008,1.028161,1.018708,1.004450,1.059473,0.902602,0.936611,0.616615,1.127420,0.981728,16.292832
2024,7,gc_a08_b05,GC a=0.8 b=0.5 nugget0,diag,32,5.619343,30,,,0.116618,0.120099,0.117919,0.116626,0.114553,0.947646,0.942860,0.463005,1.397165,0.964159,0.959432,0.470808,1.410030,1.029734,1.020068,1.004457,1.065172,0.957951,0.941723,0.471702,1.413745,0.981728,16.292832
2024,7,gc_a08_b05,GC a=0.8 b=0.5 nugget0,diag,33,5.792246,30,,,0.107428,0.111657,0.109644,0.108571,0.106647,0.976411,0.913260,0.633903,1.327592,0.994114,0.934824,0.651547,1.363329,1.028714,1.018552,1.004560,1.062530,0.989784,0.923172,0.650496,1.359596,0.981728,16.292832
2024,7,gc_a08_b05,GC a=0.8 b=0.5 nugget0,diag,34,5.965149,30,,,0.102667,0.106553,0.104640,0.103610,0.101779,0.967940,0.922176,0.744723,1.252252,0.985279,0.929614,0.768819,1.311935,1.028988,1.019359,1.004492,1.062870,0.983990,0.928745,0.766826,1.279169,0.981728,16.292832
2024,7,gc_a08_b05,GC a=0.8 b=0.5 nugget0,diag,35,6.138052,30,,,0.110525,0.104866,0.102966,0.101637,0.099841,1.041943,1.056761,0.516448,1.624534,1.061332,1.094966,0.523810,1.645994,1.032181,1.019714,1.004445,1.076796,1.056185,1.098063,0.520746,1.619611,0.981728,16.292832
