selection,selection_description,n_observations,n_nonempty_blocks,whitener_nnz,whitener_nnz_per_row_mean,whitener_nnz_per_row_max,exact_lanczos_energy_per_n_rmse,vecchia_lanczos_energy_per_n_rmse,exact_lanczos_hard_band_rmse,vecchia_lanczos_hard_band_rmse,real_residual_curve_rmse_per_n,real_residual_curve_max_abs_per_n,real_residual_endpoint_difference_per_n,real_residual_band_energy_per_mode_rmse,real_residual_band_energy_per_mode_max_abs,covariance_eigenvalue_log_ratio_rmse,covariance_eigenvalue_log_ratio_max_abs,covariance_relative_frobenius_error,kl_exact_to_vecchia_per_observation,kl_vecchia_to_exact_per_observation,mean_expected_vecchia_energy_under_exact_K,max_abs_expected_vecchia_band_energy_minus_one,simulation_curve_rmse_median,simulation_curve_rmse_q95,simulation_band_rmse_median,simulation_band_rmse_q95
global_maxmin,global max-min among common-valid locations,3200,400,29120,9.1,10,0.0008310214256152,0.0008221407759449,0.0420837090022068,0.0276508210268719,0.011650542795598138,0.02351159637465837,0.016551356868258593,0.12895507335954362,0.37889006893910615,0.045502127413453955,0.29234532598417956,0.16400169261692102,0.004943038906750559,0.0051742864735039975,1.0005791188953683,0.11328366985999883,0.010518841614149201,0.014165706547007474,0.1197196088138445,0.15466925783418403
contiguous_20x20,central fully common-valid native-grid rectangle,3200,36,327016,102.1925,160,0.0005887722795036,0.0006049958808566,0.0214510398541807,0.0213199201536515,0.0015635159743870696,0.005938167370700409,0.00022374778960554398,0.042980787447645614,0.08215541491129064,0.013078389504123801,0.15873341718581013,0.0897100327661558,0.0013886707830985756,0.0015904453055087231,1.0014039118837679,0.031346199132177954,0.00311177779218665,0.004599137443195609,0.066854693997962,0.09112799159904737
