day,cov_name,space_size,lr,sigma,range_lat,range_lon,range_time,advec_lat,advec_lon,nugget,loss,time,rmsre
2024-07-01,Vecc_0,18126.0,0.1,12.944,0.1528,0.1915,0.6905,0.0306,-0.2036,0.2408,1.2452,601.4355,0.172
2024-07-01,Vecc_1,18126.0,0.1,12.8349,0.1527,0.1906,0.7171,0.0182,-0.1966,0.2542,1.2441,635.7726,0.09
2024-07-01,Vecc_2,18126.0,0.1,12.444,0.1417,0.1794,0.6643,0.0273,-0.1676,0.1883,1.2481,679.5613,0.1407
2024-07-01,Vecc_3,18126.0,0.1,12.8454,0.1449,0.1858,0.7448,0.0374,-0.1683,0.1659,1.2476,728.7248,0.3005
2024-07-01,Vecc_4,18126.0,0.1,12.6411,0.1461,0.1855,0.6872,0.024,-0.1606,0.2099,1.2454,644.1791,0.0767
2024-07-01,Vecc_5,18126.0,0.1,12.7757,0.1478,0.1891,0.689,0.004,-0.1606,0.2053,1.2434,637.6635,0.3165
2024-07-01,Vecc_6,18126.0,0.1,12.4612,0.1451,0.1832,0.6758,0.0189,-0.1727,0.2116,1.243,726.2089,0.0834
2024-07-01,Vecc_7,18126.0,0.1,12.8375,0.1504,0.191,0.7335,0.035,-0.1729,0.239,1.2448,658.9575,0.2304
2024-07-01,Vecc_8,18126.0,0.1,12.2762,0.1427,0.1804,0.6656,0.0193,-0.1856,0.2268,1.245,639.0915,0.0816
2024-07-01,Vecc_9,18126.0,0.1,12.6669,0.1438,0.1814,0.6803,0.0114,-0.1775,0.1483,1.2451,676.2926,0.2397
2024-07-01,Vecc_10,18126.0,0.1,13.1473,0.1568,0.1994,0.7115,0.0324,-0.1777,0.2703,1.2432,691.394,0.1893
2024-07-01,Vecc_11,18126.0,0.1,13.0779,0.1511,0.1928,0.7506,0.0237,-0.16,0.2031,1.245,647.0213,0.0827
2024-07-01,Vecc_12,18126.0,0.1,12.3352,0.1416,0.1787,0.6962,0.0135,-0.186,0.1926,1.2454,615.8683,0.1778
2024-07-01,Vecc_13,18126.0,0.1,12.6732,0.1491,0.1893,0.7278,0.0112,-0.1899,0.2258,1.2404,664.7164,0.1932
2024-07-01,Vecc_14,18126.0,0.1,12.8279,0.1511,0.1909,0.6682,0.0015,-0.1853,0.2264,1.2419,649.8903,0.3552
2024-07-01,Vecc_15,18126.0,0.1,12.3475,0.1423,0.178,0.6994,0.0011,-0.2024,0.1881,1.2449,762.8372,0.3809
2024-07-01,Vecc_16,18126.0,0.1,12.6948,0.1449,0.1839,0.679,0.0204,-0.1779,0.1739,1.2456,706.7611,0.1213
2024-07-01,Vecc_17,18126.0,0.1,12.3303,0.1445,0.1824,0.6321,0.0132,-0.1637,0.2487,1.2456,505.3712,0.1587
2024-07-01,Vecc_18,18126.0,0.1,12.1714,0.1368,0.1737,0.6526,0.0032,-0.1712,0.1427,1.245,739.3444,0.3663
2024-07-01,Vecc_19,18126.0,0.1,12.3911,0.1442,0.1821,0.6608,0.017,-0.1749,0.2095,1.2427,666.7364,0.1112
2024-07-01,Vecc_20,18126.0,0.1,12.7461,0.1518,0.1915,0.7368,0.0239,-0.1873,0.2792,1.245,624.1889,0.0775
2024-07-01,Vecc_21,18126.0,0.1,12.3016,0.1415,0.1807,0.6668,0.0144,-0.1644,0.2046,1.2442,753.2237,0.1527
2024-07-01,Vecc_22,18126.0,0.1,12.4089,0.1449,0.1827,0.6538,-0.0037,-0.1942,0.2235,1.2438,729.3758,0.4503
2024-07-01,Vecc_23,18126.0,0.1,12.8734,0.1512,0.1917,0.7303,0.0235,-0.1881,0.2418,1.2446,630.7657,0.0563
2024-07-01,Vecc_24,18126.0,0.1,12.7856,0.1466,0.1843,0.684,0.0136,-0.1598,0.1769,1.2463,627.574,0.1817
2024-07-01,Vecc_25,18126.0,0.1,13.2142,0.156,0.1949,0.7825,0.0246,-0.189,0.2578,1.2488,685.8615,0.0819
2024-07-01,Vecc_26,18126.0,0.1,12.608,0.1469,0.185,0.6855,0.0341,-0.1617,0.2283,1.2463,674.4204,0.2181
2024-07-01,Vecc_27,18126.0,0.1,12.5331,0.1441,0.182,0.6677,0.0244,-0.1745,0.1849,1.2445,680.5335,0.1139
2024-07-01,Vecc_28,18126.0,0.1,12.4952,0.1423,0.1789,0.6779,0.0221,-0.1667,0.1609,1.2454,646.3083,0.14
2024-07-01,Vecc_29,18126.0,0.1,12.6789,0.1537,0.1956,0.7575,0.0044,-0.1839,0.2997,1.2389,665.3008,0.3162
2024-07-01,Vecc_30,18126.0,0.1,12.4697,0.1445,0.1829,0.7206,0.0303,-0.1882,0.2075,1.2437,665.1329,0.1701
2024-07-01,Vecc_31,18126.0,0.1,12.4438,0.1462,0.1837,0.7088,0.0152,-0.1772,0.2495,1.2457,524.9208,0.1214
