year,month,day_idx,day,model_variant,model_label,loss,bin_idx,k_mid,ratio_I_over_EI_profile_mean,ratio_I_over_EI_profile_p10,ratio_I_over_EI_profile_p90,ratio_I_over_EI_mean,global_scale,profile_sigmasq
2025,7,0,2025-07-01,matern_s03,Matern s=0.3 nugget0,,0,0.086451,4.568076,2.295403,6.191414,4.582187,1.003089,13.499176
2025,7,0,2025-07-01,matern_s03,Matern s=0.3 nugget0,,1,0.259354,3.238578,1.466446,6.381574,3.248582,1.003089,13.499176
2025,7,0,2025-07-01,matern_s03,Matern s=0.3 nugget0,,2,0.432257,1.086377,0.462823,1.791816,1.089733,1.003089,13.499176
2025,7,0,2025-07-01,matern_s03,Matern s=0.3 nugget0,,3,0.605160,0.818908,0.414804,1.618670,0.821437,1.003089,13.499176
2025,7,0,2025-07-01,matern_s03,Matern s=0.3 nugget0,,4,0.778063,0.804991,0.513058,1.180921,0.807477,1.003089,13.499176
2025,7,0,2025-07-01,matern_s03,Matern s=0.3 nugget0,,5,0.950966,0.800227,0.489534,1.175855,0.802699,1.003089,13.499176
2025,7,0,2025-07-01,matern_s03,Matern s=0.3 nugget0,,6,1.123869,0.883756,0.486586,1.468313,0.886485,1.003089,13.499176
2025,7,0,2025-07-01,matern_s03,Matern s=0.3 nugget0,,7,1.296772,0.758460,0.295283,1.419072,0.760803,1.003089,13.499176
2025,7,0,2025-07-01,matern_s03,Matern s=0.3 nugget0,,8,1.469674,0.844182,0.379924,1.167913,0.846790,1.003089,13.499176
2025,7,0,2025-07-01,matern_s03,Matern s=0.3 nugget0,,9,1.642577,0.841307,0.394801,1.339299,0.843905,1.003089,13.499176
2025,7,0,2025-07-01,matern_s03,Matern s=0.3 nugget0,,10,1.815480,0.850593,0.413243,1.244188,0.853220,1.003089,13.499176
2025,7,0,2025-07-01,matern_s03,Matern s=0.3 nugget0,,11,1.988383,0.882315,0.410465,1.507733,0.885040,1.003089,13.499176
2025,7,0,2025-07-01,matern_s03,Matern s=0.3 nugget0,,12,2.161286,0.933843,0.511427,1.524659,0.936727,1.003089,13.499176
2025,7,0,2025-07-01,matern_s03,Matern s=0.3 nugget0,,13,2.334189,0.938452,0.425294,1.666523,0.941351,1.003089,13.499176
2025,7,0,2025-07-01,matern_s03,Matern s=0.3 nugget0,,14,2.507092,0.952000,0.509523,1.355862,0.954940,1.003089,13.499176
2025,7,0,2025-07-01,matern_s03,Matern s=0.3 nugget0,,15,2.679994,0.962182,0.471729,1.629541,0.965155,1.003089,13.499176
2025,7,0,2025-07-01,matern_s03,Matern s=0.3 nugget0,,16,2.852897,1.021403,0.629983,1.534084,1.024558,1.003089,13.499176
2025,7,0,2025-07-01,matern_s03,Matern s=0.3 nugget0,,17,3.025800,0.955839,0.588059,1.419278,0.958792,1.003089,13.499176
2025,7,0,2025-07-01,matern_s03,Matern s=0.3 nugget0,,18,3.198703,1.001009,0.525911,1.456614,1.004101,1.003089,13.499176
2025,7,0,2025-07-01,matern_s03,Matern s=0.3 nugget0,,19,3.371606,0.989257,0.512376,1.502786,0.992313,1.003089,13.499176
2025,7,0,2025-07-01,matern_s03,Matern s=0.3 nugget0,,20,3.544509,0.999043,0.585816,1.481751,1.002129,1.003089,13.499176
