iter,obs_year,obs_day,rmsre_raw,time_s_raw,loss_raw,sigmasq_est_raw,range_lat_est_raw,range_lon_est_raw,range_t_est_raw,advec_lat_est_raw,advec_lon_est_raw,nugget_est_raw,n1_raw,n2_raw,rmsre_filt_2110,time_s_filt_2110,loss_filt_2110,sigmasq_est_filt_2110,range_lat_est_filt_2110,range_lon_est_filt_2110,range_t_est_filt_2110,advec_lat_est_filt_2110,advec_lon_est_filt_2110,nugget_est_filt_2110,n1_filt_2110,n2_filt_2110,rmsre_filt_1111,time_s_filt_1111,loss_filt_1111,sigmasq_est_filt_1111,range_lat_est_filt_1111,range_lon_est_filt_1111,range_t_est_filt_1111,advec_lat_est_filt_1111,advec_lon_est_filt_1111,nugget_est_filt_1111,n1_filt_1111,n2_filt_1111,rmsre_mixed,time_s_mixed,loss_mixed,sigmasq_est_mixed,range_lat_est_mixed,range_lon_est_mixed,range_t_est_mixed,advec_lat_est_mixed,advec_lon_est_mixed,nugget_est_mixed,n1_mixed,n2_mixed
1,2022,2,0.102107,9.95,-8.249,13.497548,0.155936,0.198918,1.025736,0.016615,-0.165854,0.218065,114,159,0.221859,54.31,1.838,13.255228,0.149446,0.191503,0.979538,0.010926,-0.163293,0.171762,113,158,0.154264,87.37,-6.339,12.992853,0.145892,0.186816,0.992312,0.025496,-0.157624,0.158368,113,158,0.113977,118.45,-6.257,13.912405,0.16087,0.204462,1.062232,0.01682,-0.161915,0.208296,114,159
2,2022,23,0.245918,9.98,-8.711,13.159744,0.154792,0.19524,0.941994,0.007835,-0.170254,0.271011,114,159,0.1613,44.24,1.784,12.645156,0.146603,0.18492,0.961442,0.012697,-0.171541,0.248503,113,158,0.247579,81.85,-6.714,13.052771,0.152863,0.195189,0.998706,0.007765,-0.157819,0.271945,113,158,0.268203,99.1,-6.629,12.69052,0.146507,0.187116,0.935929,0.006474,-0.16563,0.247014,114,159
