model,loss,steps,time_s,rmsre,mae_zero_true,sigmasq_est,range_lat_est,range_lon_est,range_time_est,advec_lat_est,advec_lon_est,nugget_est,natural,raw,iter,n1,n2,p_total,init_sigmasq,init_range_lon,init_advec_lat,init_advec_lon,init_nugget
DW_2110,2.124,4,19.803720951080322,0.09230042349298649,,11.383915610039892,0.30380651475509934,0.41556165197970085,2.111950106594704,0.08460789748013263,0.10421765277957826,2.375702591136496,"sigmasq: 11.3839, range_lat: 0.3038, range_lon: 0.4156, range_time: 2.1120, advec_lat: 0.0846, advec_lon: 0.1042, nugget: 2.3757","log_phi1: 3.3103, log_phi2: 0.8781, log_phi3: 0.6265, log_phi4: -3.2515, advec_lat: 0.0846, advec_lon: 0.1042, log_nugget: 0.8653",1,45,63,8,15.98568677523413,0.4357352052553708,0.2321991525237619,0.2576144098031379,1.4164291464992809
DW_Gradient,-52.132,4,36.97168207168579,0.08117516914714765,,11.160947471363425,0.3066547487841815,0.40788642227150196,2.103499876123254,0.08674241236050394,0.1084614880766059,2.3722610065729652,"sigmasq: 11.1609, range_lat: 0.3067, range_lon: 0.4079, range_time: 2.1035, advec_lat: 0.0867, advec_lon: 0.1085, nugget: 2.3723","log_phi1: 3.3092, log_phi2: 0.8968, log_phi3: 0.5705, log_phi4: -3.2807, advec_lat: 0.0867, advec_lon: 0.1085, log_nugget: 0.8638",1,45,63,16,15.98568677523413,0.4357352052553708,0.2321991525237619,0.2576144098031379,1.4164291464992809
DW_2110,2.021,4,19.25811195373535,0.19829985339326542,,9.18763498046919,0.22385204281496524,0.29897870003088567,1.6524046669356418,0.1037500044837806,0.11610953912196847,2.184292467389829,"sigmasq: 9.1876, range_lat: 0.2239, range_lon: 0.2990, range_time: 1.6524, advec_lat: 0.1038, advec_lon: 0.1161, nugget: 2.1843","log_phi1: 3.4252, log_phi2: 1.2074, log_phi3: 0.5788, log_phi4: -3.4192, advec_lat: 0.1038, advec_lon: 0.1161, log_nugget: 0.7813",2,45,63,8,25.121298562627818,0.6732424122934285,0.12603683842581265,0.2886718530884983,4.543791139128369
DW_Gradient,-52.275,4,41.30639410018921,0.1378591230898096,,8.982364487421439,0.24176656565765053,0.3184100954482183,1.7516957784458056,0.09151914229251577,0.11989738453076239,2.3249512876640224,"sigmasq: 8.9824, range_lat: 0.2418, range_lon: 0.3184, range_time: 1.7517, advec_lat: 0.0915, advec_lon: 0.1199, nugget: 2.3250","log_phi1: 3.3397, log_phi2: 1.1444, log_phi3: 0.5507, log_phi4: -3.4100, advec_lat: 0.0915, advec_lon: 0.1199, log_nugget: 0.8437",2,45,63,16,25.121298562627818,0.6732424122934285,0.12603683842581265,0.2886718530884983,4.543791139128369
DW_2110,2.168,4,17.390100955963135,0.21972385446136933,,7.804998007197067,0.2282444299301089,0.3112843116686324,1.613908678230532,0.1098105275841956,0.13606087160026661,2.5738650785414574,"sigmasq: 7.8050, range_lat: 0.2282, range_lon: 0.3113, range_time: 1.6139, advec_lat: 0.1098, advec_lon: 0.1361, nugget: 2.5739","log_phi1: 3.2218, log_phi2: 1.1670, log_phi3: 0.6206, log_phi4: -3.2914, advec_lat: 0.1098, advec_lon: 0.1361, log_nugget: 0.9454",3,45,63,8,13.534348140149506,0.5860061805935105,0.12213260771906076,0.2560762210030284,3.954975366138341
DW_Gradient,-52.0,4,36.218151807785034,0.166901844906107,,8.432058345962524,0.2559716896285744,0.3448255045176281,1.689369683787234,0.10585649373935589,0.12569860152291157,2.58850189300031,"sigmasq: 8.4321, range_lat: 0.2560, range_lon: 0.3448, range_time: 1.6894, advec_lat: 0.1059, advec_lon: 0.1257, nugget: 2.5885","log_phi1: 3.1968, log_phi2: 1.0647, log_phi3: 0.5959, log_phi4: -3.1781, advec_lat: 0.1059, advec_lon: 0.1257, log_nugget: 0.9511",3,45,63,16,13.534348140149506,0.5860061805935105,0.12213260771906076,0.2560762210030284,3.954975366138341
