iter,obs_year,obs_day,rmsre_raw,time_s_raw,loss_raw,sigmasq_est_raw,range_lat_est_raw,range_lon_est_raw,range_t_est_raw,advec_lat_est_raw,advec_lon_est_raw,nugget_est_raw,n1_raw,n2_raw,rmsre_filt_2110,time_s_filt_2110,loss_filt_2110,sigmasq_est_filt_2110,range_lat_est_filt_2110,range_lon_est_filt_2110,range_t_est_filt_2110,advec_lat_est_filt_2110,advec_lon_est_filt_2110,nugget_est_filt_2110,n1_filt_2110,n2_filt_2110,rmsre_filt_1111,time_s_filt_1111,loss_filt_1111,sigmasq_est_filt_1111,range_lat_est_filt_1111,range_lon_est_filt_1111,range_t_est_filt_1111,advec_lat_est_filt_1111,advec_lon_est_filt_1111,nugget_est_filt_1111,n1_filt_1111,n2_filt_1111,rmsre_mixed,time_s_mixed,loss_mixed,sigmasq_est_mixed,range_lat_est_mixed,range_lon_est_mixed,range_t_est_mixed,advec_lat_est_mixed,advec_lon_est_mixed,nugget_est_mixed,n1_mixed,n2_mixed
1,2022,2,0.110965,10.22,-8.248,13.599939,0.160685,0.20859,1.071576,0.025263,-0.156087,0.297396,114,159,0.182013,55.61,1.768,12.421948,0.143374,0.185642,0.975144,0.032062,-0.166964,0.244444,113,158,0.2039,80.3,-6.406,12.259755,0.141072,0.182744,0.980019,0.033078,-0.168072,0.224612,113,158,0.195888,100.68,-6.302,12.939368,0.150868,0.195394,1.014591,0.032989,-0.162699,0.260763,114,159
2,2022,23,0.043956,9.95,-8.749,12.922701,0.148959,0.193966,0.981089,0.023764,-0.171447,0.261843,114,159,0.146442,50.84,1.772,12.774859,0.146412,0.189672,0.978574,0.030082,-0.175434,0.24377,113,158,0.041991,118.8,-6.678,12.840213,0.144693,0.191279,0.983361,0.022828,-0.167204,0.228775,113,158,0.060166,94.34,-6.612,12.879144,0.145253,0.190313,0.973033,0.023832,-0.16937,0.220029,114,159
