iter,obs_year,obs_day,rmsre_raw,time_s_raw,loss_raw,sigmasq_est_raw,range_lat_est_raw,range_lon_est_raw,range_t_est_raw,advec_lat_est_raw,advec_lon_est_raw,nugget_est_raw,n1_raw,n2_raw,rmsre_filt_2110,time_s_filt_2110,loss_filt_2110,sigmasq_est_filt_2110,range_lat_est_filt_2110,range_lon_est_filt_2110,range_t_est_filt_2110,advec_lat_est_filt_2110,advec_lon_est_filt_2110,nugget_est_filt_2110,n1_filt_2110,n2_filt_2110,rmsre_filt_1111,time_s_filt_1111,loss_filt_1111,sigmasq_est_filt_1111,range_lat_est_filt_1111,range_lon_est_filt_1111,range_t_est_filt_1111,advec_lat_est_filt_1111,advec_lon_est_filt_1111,nugget_est_filt_1111,n1_filt_1111,n2_filt_1111,rmsre_mixed,time_s_mixed,loss_mixed,sigmasq_est_mixed,range_lat_est_mixed,range_lon_est_mixed,range_t_est_mixed,advec_lat_est_mixed,advec_lon_est_mixed,nugget_est_mixed,n1_mixed,n2_mixed
1,2022,2,0.166027,9.84,-8.379,12.957059,0.147846,0.191519,0.995027,0.014018,-0.168299,0.184754,114,159,0.09229,53.58,1.797,13.407751,0.156358,0.201336,1.041398,0.016722,-0.173797,0.254005,113,158,0.196721,92.73,-6.371,13.422394,0.156277,0.202278,1.092709,0.010709,-0.164043,0.250778,113,158,0.164886,108.23,-6.298,13.350087,0.155158,0.200094,1.07109,0.012472,-0.169041,0.23944,114,159
2,2022,23,0.085357,10.97,-8.722,13.691721,0.162064,0.205086,1.033663,0.017623,-0.164585,0.263997,114,159,0.12372,53.43,1.736,13.422031,0.152896,0.196928,1.014347,0.016946,-0.162963,0.188962,113,158,0.107916,113.48,-6.78,13.651921,0.158919,0.200978,1.062665,0.017139,-0.155347,0.210852,113,158,0.165223,104.88,-6.689,13.581671,0.157941,0.200309,1.034014,0.012931,-0.158492,0.214222,114,159
