model,loss,steps,time_s,rmsre,mae_zero_true,sigmasq_est,range_lat_est,range_lon_est,range_time_est,advec_lat_est,advec_lon_est,nugget_est,natural,raw,iter,n1,n2,p_total,init_sigmasq,init_range_lon,init_advec_lat,init_advec_lon,init_nugget
DW_Gradient,-65.459,4,79.51835799217224,0.14232444674113967,,11.787788515518058,0.35260154929383475,0.4695133550881404,2.419404394348938,0.08429889258316002,-0.12045846887752688,2.476185295233611,"sigmasq: 11.7878, range_lat: 0.3526, range_lon: 0.4695, range_time: 2.4194, advec_lat: 0.0843, advec_lon: -0.1205, nugget: 2.4762","log_phi1: 3.2231, log_phi2: 0.7561, log_phi3: 0.5727, log_phi4: -3.2792, advec_lat: 0.0843, advec_lon: -0.1205, log_nugget: 0.9067",4,113,158,16,4.220460368768299,0.20695208912120436,0.06935072119265094,-0.35592290204323673,1.6303340343406227
DW_Lat1,-8.431,4,23.741372108459473,0.09043083268667151,,11.151279420268128,0.3345003879295585,0.44059129066243813,2.222599195878179,0.08657595724987013,-0.1214384209875635,2.49149738020679,"sigmasq: 11.1513, range_lat: 0.3345, range_lon: 0.4406, range_time: 2.2226, advec_lat: 0.0866, advec_lon: -0.1214, nugget: 2.4915","log_phi1: 3.2312, log_phi2: 0.8196, log_phi3: 0.5510, log_phi4: -3.2366, advec_lat: 0.0866, advec_lon: -0.1214, log_nugget: 0.9129",4,113,159,8,4.220460368768299,0.20695208912120436,0.06935072119265094,-0.35592290204323673,1.6303340343406227
DW_2110,1.951,4,46.190577030181885,0.05933890924316649,,9.338276289266737,0.2780009318545114,0.3691635845192401,1.8445914783300033,0.07579562173460748,-0.12569958985217727,2.4701070838734074,"sigmasq: 9.3383, range_lat: 0.2780, range_lon: 0.3692, range_time: 1.8446, advec_lat: 0.0758, advec_lon: -0.1257, nugget: 2.4701","log_phi1: 3.2306, log_phi2: 0.9965, log_phi3: 0.5672, log_phi4: -3.2175, advec_lat: 0.0758, advec_lon: -0.1257, log_nugget: 0.9043",5,113,158,8,4.7698833389080075,0.30957364513788,0.038547105931158045,-0.14134387111699281,1.9590236928870908
DW_Gradient,-65.476,4,79.38292813301086,0.05335219841988022,,10.62179396824259,0.3191779875568054,0.4268275263269242,2.1569327629251145,0.0771312619058665,-0.1263326477533947,2.487687497652256,"sigmasq: 10.6218, range_lat: 0.3192, range_lon: 0.4268, range_time: 2.1569, advec_lat: 0.0771, advec_lon: -0.1263, nugget: 2.4877","log_phi1: 3.2143, log_phi2: 0.8514, log_phi3: 0.5813, log_phi4: -3.2401, advec_lat: 0.0771, advec_lon: -0.1263, log_nugget: 0.9114",5,113,158,16,4.7698833389080075,0.30957364513788,0.038547105931158045,-0.14134387111699281,1.9590236928870908
DW_Lat1,-8.484,4,22.993441104888916,0.03730074847686979,,9.711111905209258,0.28919248797570196,0.38253252912320485,1.921676527143086,0.07591791383502644,-0.13068026579983136,2.4661760092653617,"sigmasq: 9.7111, range_lat: 0.2892, range_lon: 0.3825, range_time: 1.9217, advec_lat: 0.0759, advec_lon: -0.1307, nugget: 2.4662","log_phi1: 3.2342, log_phi2: 0.9609, log_phi3: 0.5594, log_phi4: -3.2283, advec_lat: 0.0759, advec_lon: -0.1307, log_nugget: 0.9027",5,113,159,8,4.7698833389080075,0.30957364513788,0.038547105931158045,-0.14134387111699281,1.9590236928870908
DW_2110,2.047,4,54.65806317329407,0.04893673613362082,,10.131851749921301,0.29666101231964115,0.39961333668439203,2.0249050733401006,0.07809476867686937,-0.1418091482914394,2.500978263863751,"sigmasq: 10.1319, range_lat: 0.2967, range_lon: 0.3996, range_time: 2.0249, advec_lat: 0.0781, advec_lon: -0.1418, nugget: 2.5010","log_phi1: 3.2329, log_phi2: 0.9173, log_phi3: 0.5958, log_phi4: -3.2456, advec_lat: 0.0781, advec_lon: -0.1418, log_nugget: 0.9167",6,113,158,8,10.869436808468151,0.6715405757236371,0.05988861403914583,0.04166981081315008,3.170947136298389
DW_Gradient,-65.235,4,99.6763219833374,0.05831386823386342,,9.50906964731488,0.2766343764689462,0.3745975276498719,1.860374944836894,0.08232475386539717,-0.1353607563111187,2.518833786405603,"sigmasq: 9.5091, range_lat: 0.2766, range_lon: 0.3746, range_time: 1.8604, advec_lat: 0.0823, advec_lon: -0.1354, nugget: 2.5188","log_phi1: 3.2341, log_phi2: 0.9819, log_phi3: 0.6063, log_phi4: -3.2054, advec_lat: 0.0823, advec_lon: -0.1354, log_nugget: 0.9238",6,113,158,16,10.869436808468151,0.6715405757236371,0.05988861403914583,0.04166981081315008,3.170947136298389
DW_Lat1,-8.404,4,29.17800784111023,0.038983966536435564,,9.926094720385748,0.2888613225881988,0.39156963347476276,1.9953873405281033,0.0779812002977131,-0.13734397612329854,2.490961554129212,"sigmasq: 9.9261, range_lat: 0.2889, range_lon: 0.3916, range_time: 1.9954, advec_lat: 0.0780, advec_lon: -0.1373, nugget: 2.4910","log_phi1: 3.2328, log_phi2: 0.9376, log_phi3: 0.6084, log_phi4: -3.2569, advec_lat: 0.0780, advec_lon: -0.1373, log_nugget: 0.9127",6,113,159,8,10.869436808468151,0.6715405757236371,0.05988861403914583,0.04166981081315008,3.170947136298389
DW_2110,1.966,4,41.703063011169434,0.05107910656780217,,10.186358759186197,0.31109603504042604,0.4206857041234603,2.1289876407527224,0.0729446958735384,-0.1205971428546175,2.5247494655097866,"sigmasq: 10.1864, range_lat: 0.3111, range_lon: 0.4207, range_time: 2.1290, advec_lat: 0.0729, advec_lon: -0.1206, nugget: 2.5247","log_phi1: 3.1869, log_phi2: 0.8659, log_phi3: 0.6036, log_phi4: -3.2430, advec_lat: 0.0729, advec_lon: -0.1206, log_nugget: 0.9261",7,113,158,8,17.212621758343328,0.5201676945848454,0.012264993257678117,-0.03402226599661236,2.135627388973352
DW_Gradient,-65.492,4,76.26038312911987,0.03250425213067929,,9.819887102234858,0.3012281703175714,0.4044808083323568,2.036415754293347,0.07386154257413506,-0.12287355987935378,2.52426640397954,"sigmasq: 9.8199, range_lat: 0.3012, range_lon: 0.4045, range_time: 2.0364, advec_lat: 0.0739, advec_lon: -0.1229, nugget: 2.5243","log_phi1: 3.1896, log_phi2: 0.9052, log_phi3: 0.5895, log_phi4: -3.2327, advec_lat: 0.0739, advec_lon: -0.1229, log_nugget: 0.9260",7,113,158,16,17.212621758343328,0.5201676945848454,0.012264993257678117,-0.03402226599661236,2.135627388973352
DW_Lat1,-8.47,4,23.88670802116394,0.04665028164950084,,9.876568079343953,0.29939796307220384,0.40388866733092715,2.0567720011141764,0.07162484574508288,-0.11889251406016851,2.5148482668705654,"sigmasq: 9.8766, range_lat: 0.2994, range_lon: 0.4039, range_time: 2.0568, advec_lat: 0.0716, advec_lon: -0.1189, nugget: 2.5148","log_phi1: 3.1968, log_phi2: 0.9066, log_phi3: 0.5987, log_phi4: -3.2555, advec_lat: 0.0716, advec_lon: -0.1189, log_nugget: 0.9222",7,113,159,8,17.212621758343328,0.5201676945848454,0.012264993257678117,-0.03402226599661236,2.135627388973352
DW_2110,2.032,4,49.36162519454956,0.051674007991905954,,10.400766819054768,0.3181715127413115,0.4293979830762176,2.0054598382226527,0.08369027250627356,-0.11663644995389376,2.547236377821549,"sigmasq: 10.4008, range_lat: 0.3182, range_lon: 0.4294, range_time: 2.0055, advec_lat: 0.0837, advec_lon: -0.1166, nugget: 2.5472","log_phi1: 3.1873, log_phi2: 0.8454, log_phi3: 0.5996, log_phi4: -3.0825, advec_lat: 0.0837, advec_lon: -0.1166, log_nugget: 0.9350",8,113,158,8,9.192308360330173,0.6088628661652846,0.14565292116042722,0.015487431635071824,3.148990518325245
DW_Gradient,-65.572,4,82.68876004219055,0.026832835748183553,,9.772070164416538,0.2968534258912635,0.40191551535789843,1.9206447950704018,0.08349407978025064,-0.1222424486727887,2.489907355227183,"sigmasq: 9.7721, range_lat: 0.2969, range_lon: 0.4019, range_time: 1.9206, advec_lat: 0.0835, advec_lon: -0.1222, nugget: 2.4899","log_phi1: 3.1910, log_phi2: 0.9115, log_phi3: 0.6060, log_phi4: -3.1283, advec_lat: 0.0835, advec_lon: -0.1222, log_nugget: 0.9122",8,113,158,16,9.192308360330173,0.6088628661652846,0.14565292116042722,0.015487431635071824,3.148990518325245
DW_Lat1,-8.409,4,25.21303391456604,0.033572804883798955,,9.99931419073797,0.30601394985598834,0.41209886974005133,1.9325963040136311,0.08440827669511668,-0.12030526395179268,2.547319481165654,"sigmasq: 9.9993, range_lat: 0.3060, range_lon: 0.4121, range_time: 1.9326, advec_lat: 0.0844, advec_lon: -0.1203, nugget: 2.5473","log_phi1: 3.1890, log_phi2: 0.8865, log_phi3: 0.5953, log_phi4: -3.0907, advec_lat: 0.0844, advec_lon: -0.1203, log_nugget: 0.9350",8,113,159,8,9.192308360330173,0.6088628661652846,0.14565292116042722,0.015487431635071824,3.148990518325245
DW_2110,1.993,4,50.55913805961609,0.1696953177299427,,12.15322027076632,0.37291008656473484,0.48674363133907406,2.426416692317232,0.07518436012961732,-0.12673417523786146,2.504664422607807,"sigmasq: 12.1532, range_lat: 0.3729, range_lon: 0.4867, range_time: 2.4264, advec_lat: 0.0752, advec_lon: -0.1267, nugget: 2.5047","log_phi1: 3.2176, log_phi2: 0.7200, log_phi3: 0.5328, log_phi4: -3.2129, advec_lat: 0.0752, advec_lon: -0.1267, log_nugget: 0.9182",9,113,158,8,8.574815736906078,0.36329924925831886,0.0707507859658024,-0.09312100233348083,3.1646892843663466
DW_Gradient,-65.26,4,86.17998814582825,0.1733013933764054,,12.318478291143949,0.3722488836830503,0.4881598852053877,2.4358355305025494,0.07678084023666709,-0.12937295551509237,2.522539420878768,"sigmasq: 12.3185, range_lat: 0.3722, range_lon: 0.4882, range_time: 2.4358, advec_lat: 0.0768, advec_lon: -0.1294, nugget: 2.5225","log_phi1: 3.2282, log_phi2: 0.7171, log_phi3: 0.5422, log_phi4: -3.2148, advec_lat: 0.0768, advec_lon: -0.1294, log_nugget: 0.9253",9,113,158,16,8.574815736906078,0.36329924925831886,0.0707507859658024,-0.09312100233348083,3.1646892843663466
DW_Lat1,-8.44,4,27.078777074813843,0.21565894401141136,,12.758910323933355,0.39214408513893284,0.5109253341845964,2.543915859069144,0.07494932849530356,-0.12799401209779562,2.5062634315872083,"sigmasq: 12.7589, range_lat: 0.3921, range_lon: 0.5109, range_time: 2.5439, advec_lat: 0.0749, advec_lon: -0.1280, nugget: 2.5063","log_phi1: 3.2178, log_phi2: 0.6715, log_phi3: 0.5292, log_phi4: -3.2105, advec_lat: 0.0749, advec_lon: -0.1280, log_nugget: 0.9188",9,113,159,8,8.574815736906078,0.36329924925831886,0.0707507859658024,-0.09312100233348083,3.1646892843663466
DW_2110,1.946,4,45.62789607048035,0.06364015481649901,,10.552032212431307,0.31902803259125523,0.43295701955434457,2.0978594166586446,0.07283942945822022,-0.11795087528832691,2.494378593628847,"sigmasq: 10.5520, range_lat: 0.3190, range_lon: 0.4330, range_time: 2.0979, advec_lat: 0.0728, advec_lon: -0.1180, nugget: 2.4944","log_phi1: 3.1934, log_phi2: 0.8371, log_phi3: 0.6107, log_phi4: -3.1561, advec_lat: 0.0728, advec_lon: -0.1180, log_nugget: 0.9140",10,113,158,8,12.000854377465439,0.33124520413319475,-0.07013829293825939,-0.15789443582688936,1.8999372687154985
DW_Gradient,-65.469,4,79.26786208152771,0.03585478404633636,,10.133755426473307,0.3053267473622024,0.41812811763429747,2.0115050328936714,0.07392178074149817,-0.12915179438927749,2.5110211378353617,"sigmasq: 10.1338, range_lat: 0.3053, range_lon: 0.4181, range_time: 2.0115, advec_lat: 0.0739, advec_lon: -0.1292, nugget: 2.5110","log_phi1: 3.1878, log_phi2: 0.8720, log_phi3: 0.6288, log_phi4: -3.1417, advec_lat: 0.0739, advec_lon: -0.1292, log_nugget: 0.9207",10,113,158,16,12.000854377465439,0.33124520413319475,-0.07013829293825939,-0.15789443582688936,1.8999372687154985
DW_Lat1,-8.489,4,28.690457105636597,0.06586716872830443,,10.623920602472628,0.32182019744017143,0.43586691039536585,2.117651206141921,0.07286304303530158,-0.12076691053121096,2.49647006259787,"sigmasq: 10.6239, range_lat: 0.3218, range_lon: 0.4359, range_time: 2.1177, advec_lat: 0.0729, advec_lon: -0.1208, nugget: 2.4965","log_phi1: 3.1935, log_phi2: 0.8304, log_phi3: 0.6067, log_phi4: -3.1615, advec_lat: 0.0729, advec_lon: -0.1208, log_nugget: 0.9149",10,113,159,8,12.000854377465439,0.33124520413319475,-0.07013829293825939,-0.15789443582688936,1.8999372687154985
DW_2110,2.062,4,49.4554340839386,0.08527055105388404,,11.105038985581762,0.32325247910018334,0.4364801407798203,2.1596748226161004,0.06984630863386261,-0.12055487510701622,2.4917945521883342,"sigmasq: 11.1050, range_lat: 0.3233, range_lon: 0.4365, range_time: 2.1597, advec_lat: 0.0698, advec_lon: -0.1206, nugget: 2.4918","log_phi1: 3.2364, log_phi2: 0.8290, log_phi3: 0.6006, log_phi4: -3.1979, advec_lat: 0.0698, advec_lon: -0.1206, log_nugget: 0.9130",11,113,158,8,7.622188504110747,0.45464843315221143,0.010042845447038887,-0.23002874608559146,1.3470467050855996
DW_Gradient,-65.23,4,96.83969688415527,0.037971750813449466,,10.64442764360293,0.3083977700979685,0.4151417002245424,2.083232152723518,0.07702690130587121,-0.12288671661356951,2.4996183480759386,"sigmasq: 10.6444, range_lat: 0.3084, range_lon: 0.4151, range_time: 2.0832, advec_lat: 0.0770, advec_lon: -0.1229, nugget: 2.4996","log_phi1: 3.2442, log_phi2: 0.8791, log_phi3: 0.5945, log_phi4: -3.2261, advec_lat: 0.0770, advec_lon: -0.1229, log_nugget: 0.9161",11,113,158,16,7.622188504110747,0.45464843315221143,0.010042845447038887,-0.23002874608559146,1.3470467050855996
DW_Lat1,-8.375,4,34.366233110427856,0.11210034463366297,,11.468520405406355,0.33628729611298597,0.4550379053340987,2.223018346979059,0.06894428794998586,-0.12144973268893815,2.500827952201339,"sigmasq: 11.4685, range_lat: 0.3363, range_lon: 0.4550, range_time: 2.2230, advec_lat: 0.0689, advec_lon: -0.1214, nugget: 2.5008","log_phi1: 3.2270, log_phi2: 0.7874, log_phi3: 0.6048, log_phi4: -3.1725, advec_lat: 0.0689, advec_lon: -0.1214, log_nugget: 0.9166",11,113,159,8,7.622188504110747,0.45464843315221143,0.010042845447038887,-0.23002874608559146,1.3470467050855996
DW_2110,2.01,4,46.15122675895691,0.04116438151544231,,10.123532474094308,0.28903501734735154,0.4028651694885716,1.9629077724745936,0.08310059646259776,-0.1374730751028121,2.466050201802043,"sigmasq: 10.1235, range_lat: 0.2890, range_lon: 0.4029, range_time: 1.9629, advec_lat: 0.0831, advec_lon: -0.1375, nugget: 2.4661","log_phi1: 3.2240, log_phi2: 0.9092, log_phi3: 0.6641, log_phi4: -3.1672, advec_lat: 0.0831, advec_lon: -0.1375, log_nugget: 0.9026",12,113,158,8,11.581664492043659,0.3693037713003956,0.1804865230931311,-0.2938456483665172,2.1929163791150312
DW_Gradient,-65.331,4,82.70730066299438,0.07891667140517163,,9.396225564876387,0.26851618937572513,0.36595237881015985,1.8325510357700787,0.08599330493524,-0.13792892699497972,2.474368656067693,"sigmasq: 9.3962, range_lat: 0.2685, range_lon: 0.3660, range_time: 1.8326, advec_lat: 0.0860, advec_lon: -0.1379, nugget: 2.4744","log_phi1: 3.2456, log_phi2: 1.0053, log_phi3: 0.6192, log_phi4: -3.2219, advec_lat: 0.0860, advec_lon: -0.1379, log_nugget: 0.9060",12,113,158,16,11.581664492043659,0.3693037713003956,0.1804865230931311,-0.2938456483665172,2.1929163791150312
DW_Lat1,-8.434,4,26.164944887161255,0.07363385436557121,,9.416655739811238,0.26747022455521713,0.37523302197639224,1.8271716299536311,0.08364574765607083,-0.13809611271612265,2.464738955883645,"sigmasq: 9.4167, range_lat: 0.2675, range_lon: 0.3752, range_time: 1.8272, advec_lat: 0.0836, advec_lon: -0.1381, nugget: 2.4647","log_phi1: 3.2227, log_phi2: 0.9802, log_phi3: 0.6771, log_phi4: -3.1660, advec_lat: 0.0836, advec_lon: -0.1381, log_nugget: 0.9021",12,113,159,8,11.581664492043659,0.3693037713003956,0.1804865230931311,-0.2938456483665172,2.1929163791150312
DW_2110,1.93,4,50.15019488334656,0.05305825695970938,,9.768392587688071,0.29684119749591104,0.4064448674851841,2.0383534743368292,0.08529413286686549,-0.14092607376299782,2.510976756924432,"sigmasq: 9.7684, range_lat: 0.2968, range_lon: 0.4064, range_time: 2.0384, advec_lat: 0.0853, advec_lon: -0.1409, nugget: 2.5110","log_phi1: 3.1795, log_phi2: 0.9003, log_phi3: 0.6285, log_phi4: -3.2249, advec_lat: 0.0853, advec_lon: -0.1409, log_nugget: 0.9207",13,113,158,8,9.100369256123559,0.7100941323500913,0.08033432803307633,-0.30123470023256316,1.5559265534998064
DW_Gradient,-65.601,4,90.76742386817932,0.046162993266543266,,9.500787167575057,0.291387667003318,0.40017208442525865,1.9938104234752188,0.08047232505734772,-0.1395215170565746,2.515820729860198,"sigmasq: 9.5008, range_lat: 0.2914, range_lon: 0.4002, range_time: 1.9938, advec_lat: 0.0805, advec_lon: -0.1395, nugget: 2.5158","log_phi1: 3.1672, log_phi2: 0.9159, log_phi3: 0.6345, log_phi4: -3.2118, advec_lat: 0.0805, advec_lon: -0.1395, log_nugget: 0.9226",13,113,158,16,9.100369256123559,0.7100941323500913,0.08033432803307633,-0.30123470023256316,1.5559265534998064
DW_Lat1,-8.501,4,31.97230887413025,0.061349665902917606,,9.273940806420784,0.28062674203964794,0.38514140990241447,1.9525883202282361,0.08501745516590332,-0.13921491061279503,2.5135392834558794,"sigmasq: 9.2739, range_lat: 0.2806, range_lon: 0.3851, range_time: 1.9526, advec_lat: 0.0850, advec_lon: -0.1392, nugget: 2.5135","log_phi1: 3.1814, log_phi2: 0.9541, log_phi3: 0.6332, log_phi4: -3.2466, advec_lat: 0.0850, advec_lon: -0.1392, log_nugget: 0.9217",13,113,159,8,9.100369256123559,0.7100941323500913,0.08033432803307633,-0.30123470023256316,1.5559265534998064
DW_2110,2.011,4,49.68079900741577,0.0723797384892311,,9.45012900534237,0.27248660725703044,0.36275861566444223,1.8532617175217838,0.07340539035417878,-0.1179418781224487,2.456641935386942,"sigmasq: 9.4501, range_lat: 0.2725, range_lon: 0.3628, range_time: 1.8533, advec_lat: 0.0734, advec_lon: -0.1179, nugget: 2.4566","log_phi1: 3.2600, log_phi2: 1.0140, log_phi3: 0.5723, log_phi4: -3.2619, advec_lat: 0.0734, advec_lon: -0.1179, log_nugget: 0.8988",14,113,158,8,14.193936016380503,0.4313180535825162,0.035780035377084934,-0.3338244406646851,3.000222228948012
DW_Gradient,-65.442,4,86.04029202461243,0.027090166531844078,,9.976224394176269,0.29822706420942635,0.39995561063411256,2.0229465214575324,0.07834139418802552,-0.11751645860836021,2.4966587232550883,"sigmasq: 9.9762, range_lat: 0.2982, range_lon: 0.4000, range_time: 2.0229, advec_lat: 0.0783, advec_lon: -0.1175, nugget: 2.4967","log_phi1: 3.2166, log_phi2: 0.9164, log_phi3: 0.5870, log_phi4: -3.2419, advec_lat: 0.0783, advec_lon: -0.1175, log_nugget: 0.9150",14,113,158,16,14.193936016380503,0.4313180535825162,0.035780035377084934,-0.3338244406646851,3.000222228948012
DW_Lat1,-8.429,4,23.178307056427002,0.08385605248910415,,9.174354754591397,0.2648882165957892,0.35428101657556316,1.8063829314052497,0.07507211827799017,-0.1200126329843253,2.4629565074297943,"sigmasq: 9.1744, range_lat: 0.2649, range_lon: 0.3543, range_time: 1.8064, advec_lat: 0.0751, advec_lon: -0.1200, nugget: 2.4630","log_phi1: 3.2541, log_phi2: 1.0377, log_phi3: 0.5816, log_phi4: -3.2580, advec_lat: 0.0751, advec_lon: -0.1200, log_nugget: 0.9014",14,113,159,8,14.193936016380503,0.4313180535825162,0.035780035377084934,-0.3338244406646851,3.000222228948012
DW_2110,1.934,4,45.49261116981506,0.13957074995341742,,11.5208204235606,0.3519314719647605,0.4701149749817602,2.4403576696290257,0.08508772800262102,-0.12554265155452748,2.495259369726525,"sigmasq: 11.5208, range_lat: 0.3519, range_lon: 0.4701, range_time: 2.4404, advec_lat: 0.0851, advec_lon: -0.1255, nugget: 2.4953","log_phi1: 3.1989, log_phi2: 0.7548, log_phi3: 0.5791, log_phi4: -3.2938, advec_lat: 0.0851, advec_lon: -0.1255, log_nugget: 0.9144",15,113,158,8,3.068339775540704,0.20951761495086937,0.23013644075127165,0.014490455598760471,1.8013000927131058
DW_Gradient,-65.474,4,84.5585527420044,0.12272072272461533,,11.257775116997669,0.3443820444558002,0.4650569379683266,2.3782552298356054,0.08571381471935148,-0.12372279392331091,2.5204233455954785,"sigmasq: 11.2578, range_lat: 0.3444, range_lon: 0.4651, range_time: 2.3783, advec_lat: 0.0857, advec_lon: -0.1237, nugget: 2.5204","log_phi1: 3.1867, log_phi2: 0.7656, log_phi3: 0.6008, log_phi4: -3.2639, advec_lat: 0.0857, advec_lon: -0.1237, log_nugget: 0.9244",15,113,158,16,3.068339775540704,0.20951761495086937,0.23013644075127165,0.014490455598760471,1.8013000927131058
