year,month,day_num,direction,model,rmse,mae,bias_emp_minus_fit,mean_model,normalized,n_anchor_obs,sigma,range_lat,range_lon,range_time,nugget
2025,7,1,lat,Vecchia_mm20,0.0517,0.0435,-0.0314,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1424,13.4357,0.2876,0.3948,1.4318,2.8940
2025,7,1,lon,Vecchia_mm20,0.0908,0.0817,-0.0724,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1424,13.4357,0.2876,0.3948,1.4318,2.8940
2025,7,1,lat,Debiased_Whittle,0.1310,0.1095,-0.1018,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1424,8.4155,0.1261,0.1795,0.7922,1.2751
2025,7,1,lon,Debiased_Whittle,0.1728,0.1636,-0.1636,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1424,8.4155,0.1261,0.1795,0.7922,1.2751
2025,7,1,lat,Corridor_4x4_lag643,0.0935,0.0805,-0.0729,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1424,11.1683,0.1768,0.2280,0.8872,1.7686
2025,7,1,lon,Corridor_4x4_lag643,0.1473,0.1376,-0.1376,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1424,11.1683,0.1768,0.2280,0.8872,1.7686
2025,7,2,lat,Vecchia_mm20,0.0844,0.0688,-0.0544,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1330,8.5452,0.3268,0.5688,1.6053,1.9327
2025,7,2,lon,Vecchia_mm20,0.1316,0.1120,-0.1062,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1330,8.5452,0.3268,0.5688,1.6053,1.9327
2025,7,2,lat,Debiased_Whittle,0.1554,0.1357,-0.1178,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1330,4.8618,0.1520,0.1904,1.0636,0.9543
2025,7,2,lon,Debiased_Whittle,0.2613,0.2530,-0.2530,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1330,4.8618,0.1520,0.1904,1.0636,0.9543
2025,7,2,lat,Corridor_4x4_lag643,0.1285,0.1108,-0.0938,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1330,7.5882,0.1887,0.2685,0.9915,1.0556
2025,7,2,lon,Corridor_4x4_lag643,0.2211,0.2057,-0.2057,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1330,7.5882,0.1887,0.2685,0.9915,1.0556
