year,month,day_num,direction,lag,daily_mean,mean_pair_count,mean_model,normalized,hour_1,n_pairs_hour_1,residual_var_hour_1,hour_2,n_pairs_hour_2,residual_var_hour_2,hour_3,n_pairs_hour_3,residual_var_hour_3,hour_4,n_pairs_hour_4,residual_var_hour_4,hour_5,n_pairs_hour_5,residual_var_hour_5,hour_6,n_pairs_hour_6,residual_var_hour_6,hour_7,n_pairs_hour_7,residual_var_hour_7,hour_8,n_pairs_hour_8,residual_var_hour_8
2024,7,1,lat,0.0440,3.0233,16076.2500,hour_dummy_plus_lat_lon_ols,False,2.9955,17911,14.9170,3.2332,15565,16.7956,3.2867,13866,17.1991,3.0543,13779,16.3090,3.0092,14332,17.6225,2.9316,17276,16.4147,2.8143,17938,14.8979,2.8615,17943,13.6025
2024,7,1,lat,0.1320,6.1257,15558.8750,hour_dummy_plus_lat_lon_ols,False,5.5916,17593,14.9170,6.6246,15036,16.7956,7.1734,13186,17.1991,6.1387,13018,16.3090,6.2140,13550,17.6225,5.9576,16847,16.4147,5.5885,17616,14.8979,5.7172,17625,13.6025
2024,7,1,lat,0.1760,6.9492,15343.3750,hour_dummy_plus_lat_lon_ols,False,6.4175,17434,14.9170,7.3786,14822,16.7956,8.3141,12905,17.1991,6.8117,12738,16.3090,7.1502,13263,17.6225,6.7628,16661,16.4147,6.2492,17458,14.8979,6.5096,17466,13.6025
2024,7,1,lat,0.3960,9.4160,14389.2500,hour_dummy_plus_lat_lon_ols,False,8.9068,16639,14.9170,9.8670,13823,16.7956,10.7749,11762,17.1991,9.1752,11619,16.3090,10.2128,12128,17.6225,9.5233,15808,16.4147,8.3394,16664,14.8979,8.5283,16671,13.6025
2024,7,1,lat,0.6160,10.8659,13548.0000,hour_dummy_plus_lat_lon_ols,False,10.5371,15844,14.9170,11.1713,12919,16.7956,11.4085,10843,17.1991,10.4798,10704,16.3090,12.2768,11310,17.6225,11.6937,15018,16.4147,9.7609,15870,14.8979,9.5991,15876,13.6025
2024,7,1,lat,0.8360,12.0277,12767.7500,hour_dummy_plus_lat_lon_ols,False,11.4203,15049,14.9170,12.2304,12021,16.7956,12.6784,10088,17.1991,11.4960,9997,16.3090,13.6335,10552,17.6225,12.8774,14276,16.4147,11.1931,15078,14.8979,10.6921,15081,13.6025
2024,7,1,lat,1.0560,13.1121,12044.0000,hour_dummy_plus_lat_lon_ols,False,12.0975,14254,14.9170,13.1717,11218,16.7956,13.9493,9441,17.1991,13.1065,9339,16.3090,14.4296,9967,17.6225,14.1735,13562,16.4147,12.2940,14284,14.8979,11.6749,14287,13.6025
2024,7,1,lat,1.2760,13.6105,11344.6250,hour_dummy_plus_lat_lon_ols,False,13.1211,13459,14.9170,13.8562,10471,16.7956,14.5781,8776,17.1991,13.3485,8747,16.3090,14.6993,9491,17.6225,14.3934,12832,16.4147,13.0404,13489,14.8979,11.8470,13492,13.6025
2024,7,1,lat,1.4960,13.8825,10635.1250,hour_dummy_plus_lat_lon_ols,False,13.4948,12664,14.9170,14.2682,9747,16.7956,15.0765,8151,17.1991,13.5617,8124,16.3090,15.1854,8943,17.6225,14.0596,12061,16.4147,13.4343,12694,14.8979,11.9797,12697,13.6025
2024,7,1,lat,1.7160,14.2320,9959.1250,hour_dummy_plus_lat_lon_ols,False,13.8622,11869,14.9170,14.7578,9104,16.7956,14.5833,7584,17.1991,14.2338,7607,16.3090,15.9089,8427,17.6225,14.0355,11281,16.4147,13.7431,11899,14.8979,12.7318,11902,13.6025
2024,7,1,lat,1.9360,14.8499,9292.5000,hour_dummy_plus_lat_lon_ols,False,14.4588,11074,14.9170,15.0403,8516,16.7956,15.1747,7063,17.1991,15.0818,7070,16.3090,16.6787,7884,17.6225,14.6785,10522,16.4147,14.5270,11104,14.8979,13.1598,11107,13.6025
2024,7,1,lat,2.1560,15.4464,8624.2500,hour_dummy_plus_lat_lon_ols,False,14.1534,10279,14.9170,15.6174,7957,16.7956,16.2736,6571,17.1991,15.5139,6536,16.3090,17.4191,7293,17.6225,15.7251,9737,16.4147,15.2788,10309,14.8979,13.5897,10312,13.6025
2024,7,1,lon,0.0630,3.4644,16073.7500,hour_dummy_plus_lat_lon_ols,False,3.2097,17956,14.9170,3.3345,15535,16.7956,3.5863,13834,17.1991,3.3443,13710,16.3090,3.5974,14286,17.6225,3.6147,17295,16.4147,3.4977,17985,14.8979,3.5304,17989,13.6025
2024,7,1,lon,0.1260,5.2793,15808.3750,hour_dummy_plus_lat_lon_ols,False,4.6841,17842,14.9170,5.1519,15257,16.7956,5.8417,13422,17.1991,5.3482,13255,16.3090,5.5164,13840,17.6225,5.4128,17105,16.4147,5.1872,17871,14.8979,5.0918,17875,13.6025
2024,7,1,lon,0.1800,6.5604,15583.8750,hour_dummy_plus_lat_lon_ols,False,5.7662,17728,14.9170,6.5719,15008,16.7956,7.5366,13095,17.1991,6.7497,12887,16.3090,6.8642,13490,17.6225,6.6617,16944,16.4147,6.3168,17758,14.8979,6.0164,17761,13.6025
2024,7,1,lon,0.3690,8.9314,15000.5000,hour_dummy_plus_lat_lon_ols,False,7.9274,17386,14.9170,8.9969,14345,16.7956,10.4906,12252,17.1991,9.4882,12035,16.3090,9.9498,12636,17.6225,9.1118,16516,16.4147,8.0318,17415,14.8979,7.4547,17419,13.6025
2024,7,1,lon,0.5580,10.4858,14488.0000,hour_dummy_plus_lat_lon_ols,False,9.4332,17044,14.9170,10.8263,13763,16.7956,12.2014,11523,17.1991,11.5791,11289,16.3090,12.0069,12032,17.6225,10.3912,16102,16.4147,9.1467,17074,14.8979,8.3015,17077,13.6025
2024,7,1,lon,0.7470,11.9685,14024.7500,hour_dummy_plus_lat_lon_ols,False,10.6774,16702,14.9170,12.3493,13228,16.7956,13.9205,10958,17.1991,13.5618,10685,16.3090,14.0732,11458,17.6225,11.6470,15699,16.4147,10.2521,16733,14.8979,9.2663,16735,13.6025
2024,7,1,lon,0.9360,13.1829,13621.7500,hour_dummy_plus_lat_lon_ols,False,11.4037,16360,14.9170,13.5685,12776,16.7956,15.8044,10473,17.1991,15.0431,10248,16.3090,15.6522,10961,17.6225,12.4559,15372,16.4147,11.4056,16391,14.8979,10.1302,16393,13.6025
2024,7,1,lon,1.1250,14.2543,13247.8750,hour_dummy_plus_lat_lon_ols,False,12.0844,16018,14.9170,15.0539,12340,16.7956,17.2823,10050,17.1991,16.3607,9844,16.3090,16.9898,10539,17.6225,13.3343,15092,16.4147,12.3632,16049,14.8979,10.5661,16051,13.6025
2024,7,1,lon,1.3140,15.0982,12887.5000,hour_dummy_plus_lat_lon_ols,False,12.8305,15676,14.9170,16.4294,11952,16.7956,18.0778,9622,17.1991,16.7996,9429,16.3090,18.4843,10214,17.6225,14.3339,14791,16.4147,12.9272,15707,14.8979,10.9031,15709,13.6025
2024,7,1,lon,1.5030,15.8974,12552.7500,hour_dummy_plus_lat_lon_ols,False,13.6974,15334,14.9170,17.5092,11649,16.7956,19.2580,9186,17.1991,17.4017,9067,16.3090,19.2272,9961,17.6225,15.3427,14493,16.4147,13.3946,15365,14.8979,11.3486,15367,13.6025
2024,7,1,lon,1.6920,16.4820,12262.3750,hour_dummy_plus_lat_lon_ols,False,14.5134,14992,14.9170,18.1980,11443,16.7956,19.9534,8887,17.1991,18.0767,8763,16.3090,19.6265,9777,17.6225,15.8731,14188,16.4147,13.9263,15024,14.8979,11.6883,15025,13.6025
2024,7,1,lon,1.8810,16.6895,11986.7500,hour_dummy_plus_lat_lon_ols,False,14.7436,14650,14.9170,18.2388,11237,16.7956,19.8562,8709,17.1991,18.7868,8506,16.3090,19.8436,9565,17.6225,15.9955,13862,16.4147,14.2148,14682,14.8979,11.8368,14683,13.6025
2024,7,2,lat,0.0440,4.6821,17258.0000,hour_dummy_plus_lat_lon_ols,False,3.8915,17908,13.6212,4.7655,16983,16.5647,5.7505,16618,19.1212,5.0270,16540,19.3525,4.9993,16602,19.7286,4.8237,17528,19.7297,3.6250,17941,18.8650,4.5740,17944,17.5330
2024,7,2,lat,0.1320,8.6048,16814.6250,hour_dummy_plus_lat_lon_ols,False,6.7541,17590,13.6212,8.5666,16512,16.5647,9.8749,16089,19.1212,10.1951,16000,19.3525,9.7107,15977,19.7286,9.0819,17101,19.7297,7.2769,17622,18.8650,7.3780,17626,17.5330
2024,7,2,lat,0.1760,9.7328,16613.8750,hour_dummy_plus_lat_lon_ols,False,7.4380,17431,13.6212,9.5727,16305,16.5647,10.9737,15857,19.1212,11.7119,15767,19.3525,11.1535,15708,19.7286,10.3783,16913,19.7297,8.4879,17463,18.8650,8.1461,17467,17.5330
2024,7,2,lat,0.3960,13.2199,15725.7500,hour_dummy_plus_lat_lon_ols,False,9.6852,16636,13.6212,12.0463,15412,16.5647,14.2891,14875,19.1212,15.8764,14739,19.3525,15.8607,14745,19.7286,14.4912,16058,19.7297,12.4907,16669,18.8650,11.0197,16672,17.5330
2024,7,2,lat,0.6160,14.9516,14911.1250,hour_dummy_plus_lat_lon_ols,False,10.8694,15843,13.6212,13.3672,14637,16.5647,15.9949,14026,19.1212,17.0334,13869,19.3525,17.4207,13893,19.7286,16.5347,15270,19.7297,15.1584,15874,18.8650,13.2344,15877,17.5330
2024,7,2,lat,0.8360,15.6964,14125.7500,hour_dummy_plus_lat_lon_ols,False,11.3659,15048,13.6212,14.2537,13846,16.5647,16.5973,13232,19.1212,17.7169,13091,19.3525,17.7767,13131,19.7286,17.2673,14497,19.7297,16.1170,15079,18.8650,14.4763,15082,17.5330
2024,7,2,lat,1.0560,16.5530,13344.6250,hour_dummy_plus_lat_lon_ols,False,12.5173,14253,13.6212,15.3634,13054,16.5647,17.8220,12458,19.1212,18.8104,12354,19.3525,18.0976,12402,19.7286,18.2556,13664,19.7297,16.5878,14285,18.8650,14.9702,14287,17.5330
2024,7,2,lat,1.2760,17.0569,12601.0000,hour_dummy_plus_lat_lon_ols,False,12.7382,13458,13.6212,16.3442,12333,16.5647,18.8133,11763,19.1212,19.6356,11662,19.3525,18.7662,11739,19.7286,18.8655,12871,19.7297,16.3868,13490,18.8650,14.9054,13492,17.5330
2024,7,2,lat,1.4960,17.5870,11878.7500,hour_dummy_plus_lat_lon_ols,False,13.4238,12663,13.6212,16.7680,11597,16.5647,19.3398,11069,19.1212,19.4257,11051,19.3525,20.1014,11132,19.7286,19.4108,12126,19.7297,16.9990,12695,18.8650,15.2272,12697,17.5330
2024,7,2,lat,1.7160,18.0972,11138.0000,hour_dummy_plus_lat_lon_ols,False,13.3731,11868,13.6212,17.8667,10847,16.5647,19.9032,10383,19.1212,19.6130,10373,19.3525,20.2981,10458,19.7286,20.3694,11373,19.7297,18.0409,11900,18.8650,15.3129,11902,17.5330
2024,7,2,lat,1.9360,18.2562,10401.0000,hour_dummy_plus_lat_lon_ols,False,13.5071,11073,13.6212,18.3687,10153,16.5647,19.8690,9691,19.1212,19.7724,9670,19.3525,19.5654,9766,19.7286,20.3679,10643,19.7297,19.2365,11105,18.8650,15.3623,11107,17.5330
2024,7,2,lat,2.1560,17.7963,9668.6250,hour_dummy_plus_lat_lon_ols,False,13.6204,10278,13.6212,17.8824,9468,16.5647,19.2018,9048,19.1212,18.3726,8969,19.3525,18.9869,9051,19.7286,19.3889,9913,19.7297,19.1473,10310,18.8650,15.7703,10312,17.5330
2024,7,2,lon,0.0630,5.1060,17283.8750,hour_dummy_plus_lat_lon_ols,False,4.1152,17953,13.6212,4.9182,16982,16.5647,5.7668,16627,19.1212,5.3119,16555,19.3525,5.5692,16616,19.7286,5.4482,17562,19.7297,4.5498,17987,18.8650,5.1689,17989,17.5330
2024,7,2,lon,0.1260,7.3725,17098.1250,hour_dummy_plus_lat_lon_ols,False,5.5916,17841,13.6212,7.0611,16758,16.5647,8.2114,16377,19.1212,8.0876,16309,19.3525,8.2472,16360,19.7286,7.8928,17392,19.7297,6.6946,17873,18.8650,7.1938,17875,17.5330
2024,7,2,lon,0.1800,8.8547,16932.5000,hour_dummy_plus_lat_lon_ols,False,6.5098,17726,13.6212,8.4291,16571,16.5647,10.1348,16159,19.1212,10.0479,16100,19.3525,10.1554,16140,19.7286,9.3752,17244,19.7297,7.9807,17759,18.8650,8.2048,17761,17.5330
2024,7,2,lon,0.3690,11.3973,16525.5000,hour_dummy_plus_lat_lon_ols,False,8.4502,17385,13.6212,10.7908,16138,16.5647,13.1402,15708,19.1212,13.5764,15614,19.3525,13.4381,15659,19.7286,12.0441,16864,19.7297,10.3340,17417,18.8650,9.4045,17419,17.5330
2024,7,2,lon,0.5580,12.9159,16146.0000,hour_dummy_plus_lat_lon_ols,False,9.7021,17043,13.6212,11.8102,15782,16.5647,15.0662,15286,19.1212,15.5035,15167,19.3525,15.0157,15235,19.7286,13.9143,16503,19.7297,12.0492,17075,18.8650,10.2661,17077,17.5330
2024,7,2,lon,0.7470,13.9558,15797.5000,hour_dummy_plus_lat_lon_ols,False,10.3035,16701,13.6212,12.9265,15456,16.5647,16.7317,14944,19.1212,16.8674,14789,19.3525,15.9013,14847,19.7286,14.7149,16175,19.7297,12.9496,16733,18.8650,11.2514,16735,17.5330
2024,7,2,lon,0.9360,14.9141,15455.7500,hour_dummy_plus_lat_lon_ols,False,10.5178,16359,13.6212,13.5013,15135,16.5647,17.5100,14617,19.1212,17.4961,14426,19.3525,16.7274,14451,19.7286,16.1719,15874,19.7297,14.7619,16391,18.8650,12.6262,16393,17.5330
2024,7,2,lon,1.1250,15.4683,15122.1250,hour_dummy_plus_lat_lon_ols,False,10.4569,16017,13.6212,13.6123,14822,16.5647,17.5115,14302,19.1212,17.8351,14092,19.3525,17.2054,14087,19.7286,17.3595,15557,19.7297,16.0109,16049,18.8650,13.7551,16051,17.5330
2024,7,2,lon,1.3140,16.0827,14789.1250,hour_dummy_plus_lat_lon_ols,False,10.7225,15675,13.6212,13.8708,14503,16.5647,17.5471,13992,19.1212,18.1098,13759,19.3525,17.9939,13760,19.7286,18.2653,15207,19.7297,17.2106,15708,18.8650,14.9415,15709,17.5330
2024,7,2,lon,1.5030,16.7758,14464.2500,hour_dummy_plus_lat_lon_ols,False,11.2444,15333,13.6212,14.6479,14169,16.5647,17.8093,13698,19.1212,18.7448,13468,19.3525,18.9213,13431,19.7286,18.8541,14882,19.7297,18.0779,15366,18.8650,15.9065,15367,17.5330
2024,7,2,lon,1.6920,17.4031,14143.3750,hour_dummy_plus_lat_lon_ols,False,11.6985,14991,13.6212,14.9573,13826,16.5647,18.5126,13401,19.1212,19.4452,13184,19.3525,19.5422,13126,19.7286,19.6223,14569,19.7297,18.7824,15025,18.8650,16.6643,15025,17.5330
2024,7,2,lon,1.8810,17.9577,13841.7500,hour_dummy_plus_lat_lon_ols,False,12.0298,14649,13.6212,14.9833,13550,16.5647,18.7632,13105,19.1212,19.9373,12912,19.3525,20.1040,12901,19.7286,20.5187,14251,19.7297,19.6576,14683,18.8650,17.6674,14683,17.5330
2024,7,3,lat,0.0440,4.4364,17251.0000,hour_dummy_plus_lat_lon_ols,False,4.8039,17905,14.6633,4.2589,17433,15.2961,4.2076,16251,16.6806,4.3989,16413,18.5151,4.6922,16647,18.9951,4.5914,17474,18.0276,4.1920,17942,15.8706,4.3460,17943,14.9714
2024,7,3,lat,0.1320,7.9943,16803.5000,hour_dummy_plus_lat_lon_ols,False,7.3665,17587,14.6633,7.1871,17037,15.2961,7.8430,15640,16.6806,8.2286,15811,18.5151,9.0662,16063,18.9951,8.7054,17043,18.0276,7.9685,17622,15.8706,7.5888,17625,14.9714
2024,7,3,lat,0.1760,8.9637,16611.7500,hour_dummy_plus_lat_lon_ols,False,8.0222,17428,14.6633,7.8885,16858,15.2961,8.7911,15399,16.6806,9.2933,15585,18.5151,10.3668,15834,18.9951,9.8357,16862,18.0276,8.9709,17462,15.8706,8.5415,17466,14.9714
2024,7,3,lat,0.3960,11.9501,15775.2500,hour_dummy_plus_lat_lon_ols,False,10.1728,16634,14.6633,10.3283,16023,15.2961,11.2978,14471,16.6806,12.5839,14731,18.5151,14.1094,14965,18.9951,13.4454,16040,18.0276,12.3088,16667,15.8706,11.3541,16671,14.9714
2024,7,3,lat,0.6160,13.3678,14999.7500,hour_dummy_plus_lat_lon_ols,False,11.2163,15840,14.6633,11.6961,15201,15.2961,12.6068,13633,16.6806,14.3878,14011,18.5151,15.8515,14291,18.9951,15.1346,15274,18.0276,13.5101,15872,15.8706,12.5390,15876,14.9714
2024,7,3,lat,0.8360,14.1217,14214.3750,hour_dummy_plus_lat_lon_ols,False,11.9382,15046,14.6633,12.4215,14415,15.2961,13.7856,12879,16.6806,15.5732,13189,18.5151,16.7747,13520,18.9951,15.8195,14506,18.0276,13.9188,15079,15.8706,12.7417,15081,14.9714
2024,7,3,lat,1.0560,14.8420,13424.7500,hour_dummy_plus_lat_lon_ols,False,12.1073,14251,14.6633,13.2295,13640,15.2961,14.7013,12095,16.6806,16.3185,12425,18.5151,17.6384,12710,18.9951,16.7084,13707,18.0276,14.5799,14284,15.8706,13.4529,14286,14.9714
2024,7,3,lat,1.2760,15.8039,12651.2500,hour_dummy_plus_lat_lon_ols,False,13.2480,13456,14.6633,14.5998,12840,15.2961,16.3436,11313,16.6806,17.8502,11654,18.5151,18.4974,11983,18.9951,17.2645,12984,18.0276,14.8814,13489,15.8706,13.7463,13491,14.9714
2024,7,3,lat,1.4960,16.7003,11879.1250,hour_dummy_plus_lat_lon_ols,False,14.5236,12661,14.6633,15.7493,12037,15.2961,18.1371,10567,16.6806,19.1692,10921,18.5151,19.7473,11250,18.9951,17.8227,12207,18.0276,14.7791,12694,15.8706,13.6742,12696,14.9714
2024,7,3,lat,1.7160,17.3930,11114.0000,hour_dummy_plus_lat_lon_ols,False,15.1423,11866,14.6633,16.2520,11269,15.2961,19.0895,9843,16.6806,20.2266,10185,18.5151,20.5126,10516,18.9951,18.8156,11433,18.0276,15.2338,11899,15.8706,13.8718,11901,14.9714
2024,7,3,lat,1.9360,17.7825,10371.6250,hour_dummy_plus_lat_lon_ols,False,15.6608,11071,14.6633,17.1820,10529,15.2961,19.5257,9206,16.6806,20.1030,9506,18.5151,20.5597,9801,18.9951,18.8433,10650,18.0276,15.7768,11104,15.8706,14.6083,11106,14.9714
2024,7,3,lat,2.1560,18.0962,9658.5000,hour_dummy_plus_lat_lon_ols,False,16.4531,10276,14.6633,18.1302,9801,15.2961,19.2965,8629,16.6806,20.4330,8920,18.5151,21.1748,9152,18.9951,18.7973,9870,18.0276,15.4797,10309,15.8706,15.0053,10311,14.9714
2024,7,3,lon,0.0630,4.9777,17271.6250,hour_dummy_plus_lat_lon_ols,False,5.0218,17950,14.6633,4.3443,17444,15.2961,4.4820,16239,16.6806,4.8148,16396,18.5151,5.2719,16643,18.9951,5.4963,17524,18.0276,5.1412,17989,15.8706,5.2492,17988,14.9714
