year,month,day_num,direction,lag,model,smooth,fitted_gamma_t0,mean_model,normalized,sigma,range_lat,range_lon,range_time,nugget,resolution_label,variant
2024,7,6,lat,0.0440,nu=0.5 x1 nugget_free,0.5000,4.1728,hour_dummy_plus_lat_lon_ols,False,12.6108,0.1931,0.2302,1.2987,1.6027,x1,nugget_free
2024,7,6,lat,0.1320,nu=0.5 x1 nugget_free,0.5000,7.8484,hour_dummy_plus_lat_lon_ols,False,12.6108,0.1931,0.2302,1.2987,1.6027,x1,nugget_free
2024,7,6,lat,0.1760,nu=0.5 x1 nugget_free,0.5000,9.1456,hour_dummy_plus_lat_lon_ols,False,12.6108,0.1931,0.2302,1.2987,1.6027,x1,nugget_free
2024,7,6,lat,0.3960,nu=0.5 x1 nugget_free,0.5000,12.5920,hour_dummy_plus_lat_lon_ols,False,12.6108,0.1931,0.2302,1.2987,1.6027,x1,nugget_free
2024,7,6,lat,0.6160,nu=0.5 x1 nugget_free,0.5000,13.6947,hour_dummy_plus_lat_lon_ols,False,12.6108,0.1931,0.2302,1.2987,1.6027,x1,nugget_free
2024,7,6,lat,0.8360,nu=0.5 x1 nugget_free,0.5000,14.0476,hour_dummy_plus_lat_lon_ols,False,12.6108,0.1931,0.2302,1.2987,1.6027,x1,nugget_free
2024,7,6,lat,1.0560,nu=0.5 x1 nugget_free,0.5000,14.1605,hour_dummy_plus_lat_lon_ols,False,12.6108,0.1931,0.2302,1.2987,1.6027,x1,nugget_free
2024,7,6,lat,1.2760,nu=0.5 x1 nugget_free,0.5000,14.1966,hour_dummy_plus_lat_lon_ols,False,12.6108,0.1931,0.2302,1.2987,1.6027,x1,nugget_free
2024,7,6,lat,1.4960,nu=0.5 x1 nugget_free,0.5000,14.2081,hour_dummy_plus_lat_lon_ols,False,12.6108,0.1931,0.2302,1.2987,1.6027,x1,nugget_free
2024,7,6,lat,1.7160,nu=0.5 x1 nugget_free,0.5000,14.2118,hour_dummy_plus_lat_lon_ols,False,12.6108,0.1931,0.2302,1.2987,1.6027,x1,nugget_free
2024,7,6,lat,1.9360,nu=0.5 x1 nugget_free,0.5000,14.2130,hour_dummy_plus_lat_lon_ols,False,12.6108,0.1931,0.2302,1.2987,1.6027,x1,nugget_free
2024,7,6,lat,2.1560,nu=0.5 x1 nugget_free,0.5000,14.2134,hour_dummy_plus_lat_lon_ols,False,12.6108,0.1931,0.2302,1.2987,1.6027,x1,nugget_free
2024,7,6,lon,0.0630,nu=0.5 x1 nugget_free,0.5000,4.6218,hour_dummy_plus_lat_lon_ols,False,12.6108,0.1931,0.2302,1.2987,1.6027,x1,nugget_free
2024,7,6,lon,0.1260,nu=0.5 x1 nugget_free,0.5000,6.9182,hour_dummy_plus_lat_lon_ols,False,12.6108,0.1931,0.2302,1.2987,1.6027,x1,nugget_free
2024,7,6,lon,0.1800,nu=0.5 x1 nugget_free,0.5000,8.4435,hour_dummy_plus_lat_lon_ols,False,12.6108,0.1931,0.2302,1.2987,1.6027,x1,nugget_free
2024,7,6,lon,0.3690,nu=0.5 x1 nugget_free,0.5000,11.6747,hour_dummy_plus_lat_lon_ols,False,12.6108,0.1931,0.2302,1.2987,1.6027,x1,nugget_free
2024,7,6,lon,0.5580,nu=0.5 x1 nugget_free,0.5000,13.0965,hour_dummy_plus_lat_lon_ols,False,12.6108,0.1931,0.2302,1.2987,1.6027,x1,nugget_free
2024,7,6,lon,0.7470,nu=0.5 x1 nugget_free,0.5000,13.7220,hour_dummy_plus_lat_lon_ols,False,12.6108,0.1931,0.2302,1.2987,1.6027,x1,nugget_free
2024,7,6,lon,0.9360,nu=0.5 x1 nugget_free,0.5000,13.9973,hour_dummy_plus_lat_lon_ols,False,12.6108,0.1931,0.2302,1.2987,1.6027,x1,nugget_free
2024,7,6,lon,1.1250,nu=0.5 x1 nugget_free,0.5000,14.1184,hour_dummy_plus_lat_lon_ols,False,12.6108,0.1931,0.2302,1.2987,1.6027,x1,nugget_free
2024,7,6,lon,1.3140,nu=0.5 x1 nugget_free,0.5000,14.1717,hour_dummy_plus_lat_lon_ols,False,12.6108,0.1931,0.2302,1.2987,1.6027,x1,nugget_free
2024,7,6,lon,1.5030,nu=0.5 x1 nugget_free,0.5000,14.1952,hour_dummy_plus_lat_lon_ols,False,12.6108,0.1931,0.2302,1.2987,1.6027,x1,nugget_free
2024,7,6,lon,1.6920,nu=0.5 x1 nugget_free,0.5000,14.2055,hour_dummy_plus_lat_lon_ols,False,12.6108,0.1931,0.2302,1.2987,1.6027,x1,nugget_free
2024,7,6,lon,1.8810,nu=0.5 x1 nugget_free,0.5000,14.2100,hour_dummy_plus_lat_lon_ols,False,12.6108,0.1931,0.2302,1.2987,1.6027,x1,nugget_free
2024,7,7,lat,0.0440,nu=0.5 x1 nugget_free,0.5000,4.2262,hour_dummy_plus_lat_lon_ols,False,14.4928,0.1843,0.2590,1.4202,1.1483,x1,nugget_free
2024,7,7,lat,0.1320,nu=0.5 x1 nugget_free,0.5000,8.5597,hour_dummy_plus_lat_lon_ols,False,14.4928,0.1843,0.2590,1.4202,1.1483,x1,nugget_free
2024,7,7,lat,0.1760,nu=0.5 x1 nugget_free,0.5000,10.0636,hour_dummy_plus_lat_lon_ols,False,14.4928,0.1843,0.2590,1.4202,1.1483,x1,nugget_free
2024,7,7,lat,0.3960,nu=0.5 x1 nugget_free,0.5000,13.9505,hour_dummy_plus_lat_lon_ols,False,14.4928,0.1843,0.2590,1.4202,1.1483,x1,nugget_free
2024,7,7,lat,0.6160,nu=0.5 x1 nugget_free,0.5000,15.1287,hour_dummy_plus_lat_lon_ols,False,14.4928,0.1843,0.2590,1.4202,1.1483,x1,nugget_free
2024,7,7,lat,0.8360,nu=0.5 x1 nugget_free,0.5000,15.4858,hour_dummy_plus_lat_lon_ols,False,14.4928,0.1843,0.2590,1.4202,1.1483,x1,nugget_free
2024,7,7,lat,1.0560,nu=0.5 x1 nugget_free,0.5000,15.5941,hour_dummy_plus_lat_lon_ols,False,14.4928,0.1843,0.2590,1.4202,1.1483,x1,nugget_free
2024,7,7,lat,1.2760,nu=0.5 x1 nugget_free,0.5000,15.6269,hour_dummy_plus_lat_lon_ols,False,14.4928,0.1843,0.2590,1.4202,1.1483,x1,nugget_free
2024,7,7,lat,1.4960,nu=0.5 x1 nugget_free,0.5000,15.6368,hour_dummy_plus_lat_lon_ols,False,14.4928,0.1843,0.2590,1.4202,1.1483,x1,nugget_free
2024,7,7,lat,1.7160,nu=0.5 x1 nugget_free,0.5000,15.6399,hour_dummy_plus_lat_lon_ols,False,14.4928,0.1843,0.2590,1.4202,1.1483,x1,nugget_free
2024,7,7,lat,1.9360,nu=0.5 x1 nugget_free,0.5000,15.6408,hour_dummy_plus_lat_lon_ols,False,14.4928,0.1843,0.2590,1.4202,1.1483,x1,nugget_free
2024,7,7,lat,2.1560,nu=0.5 x1 nugget_free,0.5000,15.6410,hour_dummy_plus_lat_lon_ols,False,14.4928,0.1843,0.2590,1.4202,1.1483,x1,nugget_free
2024,7,7,lon,0.0630,nu=0.5 x1 nugget_free,0.5000,4.2780,hour_dummy_plus_lat_lon_ols,False,14.4928,0.1843,0.2590,1.4202,1.1483,x1,nugget_free
2024,7,7,lon,0.1260,nu=0.5 x1 nugget_free,0.5000,6.7319,hour_dummy_plus_lat_lon_ols,False,14.4928,0.1843,0.2590,1.4202,1.1483,x1,nugget_free
2024,7,7,lon,0.1800,nu=0.5 x1 nugget_free,0.5000,8.4088,hour_dummy_plus_lat_lon_ols,False,14.4928,0.1843,0.2590,1.4202,1.1483,x1,nugget_free
2024,7,7,lon,0.3690,nu=0.5 x1 nugget_free,0.5000,12.1553,hour_dummy_plus_lat_lon_ols,False,14.4928,0.1843,0.2590,1.4202,1.1483,x1,nugget_free
2024,7,7,lon,0.5580,nu=0.5 x1 nugget_free,0.5000,13.9610,hour_dummy_plus_lat_lon_ols,False,14.4928,0.1843,0.2590,1.4202,1.1483,x1,nugget_free
2024,7,7,lon,0.7470,nu=0.5 x1 nugget_free,0.5000,14.8314,hour_dummy_plus_lat_lon_ols,False,14.4928,0.1843,0.2590,1.4202,1.1483,x1,nugget_free
2024,7,7,lon,0.9360,nu=0.5 x1 nugget_free,0.5000,15.2509,hour_dummy_plus_lat_lon_ols,False,14.4928,0.1843,0.2590,1.4202,1.1483,x1,nugget_free
2024,7,7,lon,1.1250,nu=0.5 x1 nugget_free,0.5000,15.4530,hour_dummy_plus_lat_lon_ols,False,14.4928,0.1843,0.2590,1.4202,1.1483,x1,nugget_free
2024,7,7,lon,1.3140,nu=0.5 x1 nugget_free,0.5000,15.5505,hour_dummy_plus_lat_lon_ols,False,14.4928,0.1843,0.2590,1.4202,1.1483,x1,nugget_free
2024,7,7,lon,1.5030,nu=0.5 x1 nugget_free,0.5000,15.5975,hour_dummy_plus_lat_lon_ols,False,14.4928,0.1843,0.2590,1.4202,1.1483,x1,nugget_free
2024,7,7,lon,1.6920,nu=0.5 x1 nugget_free,0.5000,15.6201,hour_dummy_plus_lat_lon_ols,False,14.4928,0.1843,0.2590,1.4202,1.1483,x1,nugget_free
2024,7,7,lon,1.8810,nu=0.5 x1 nugget_free,0.5000,15.6310,hour_dummy_plus_lat_lon_ols,False,14.4928,0.1843,0.2590,1.4202,1.1483,x1,nugget_free
2024,7,8,lat,0.0440,nu=0.5 x1 nugget_free,0.5000,3.5803,hour_dummy_plus_lat_lon_ols,False,13.2193,0.1643,0.1640,0.9240,0.4740,x1,nugget_free
2024,7,8,lat,0.1320,nu=0.5 x1 nugget_free,0.5000,7.7746,hour_dummy_plus_lat_lon_ols,False,13.2193,0.1643,0.1640,0.9240,0.4740,x1,nugget_free
2024,7,8,lat,0.1760,nu=0.5 x1 nugget_free,0.5000,9.1654,hour_dummy_plus_lat_lon_ols,False,13.2193,0.1643,0.1640,0.9240,0.4740,x1,nugget_free
2024,7,8,lat,0.3960,nu=0.5 x1 nugget_free,0.5000,12.5068,hour_dummy_plus_lat_lon_ols,False,13.2193,0.1643,0.1640,0.9240,0.4740,x1,nugget_free
2024,7,8,lat,0.6160,nu=0.5 x1 nugget_free,0.5000,13.3824,hour_dummy_plus_lat_lon_ols,False,13.2193,0.1643,0.1640,0.9240,0.4740,x1,nugget_free
2024,7,8,lat,0.8360,nu=0.5 x1 nugget_free,0.5000,13.6118,hour_dummy_plus_lat_lon_ols,False,13.2193,0.1643,0.1640,0.9240,0.4740,x1,nugget_free
2024,7,8,lat,1.0560,nu=0.5 x1 nugget_free,0.5000,13.6719,hour_dummy_plus_lat_lon_ols,False,13.2193,0.1643,0.1640,0.9240,0.4740,x1,nugget_free
2024,7,8,lat,1.2760,nu=0.5 x1 nugget_free,0.5000,13.6877,hour_dummy_plus_lat_lon_ols,False,13.2193,0.1643,0.1640,0.9240,0.4740,x1,nugget_free
2024,7,8,lat,1.4960,nu=0.5 x1 nugget_free,0.5000,13.6918,hour_dummy_plus_lat_lon_ols,False,13.2193,0.1643,0.1640,0.9240,0.4740,x1,nugget_free
2024,7,8,lat,1.7160,nu=0.5 x1 nugget_free,0.5000,13.6929,hour_dummy_plus_lat_lon_ols,False,13.2193,0.1643,0.1640,0.9240,0.4740,x1,nugget_free
2024,7,8,lat,1.9360,nu=0.5 x1 nugget_free,0.5000,13.6932,hour_dummy_plus_lat_lon_ols,False,13.2193,0.1643,0.1640,0.9240,0.4740,x1,nugget_free
2024,7,8,lat,2.1560,nu=0.5 x1 nugget_free,0.5000,13.6932,hour_dummy_plus_lat_lon_ols,False,13.2193,0.1643,0.1640,0.9240,0.4740,x1,nugget_free
2024,7,8,lon,0.0630,nu=0.5 x1 nugget_free,0.5000,4.6905,hour_dummy_plus_lat_lon_ols,False,13.2193,0.1643,0.1640,0.9240,0.4740,x1,nugget_free
2024,7,8,lon,0.1260,nu=0.5 x1 nugget_free,0.5000,7.5621,hour_dummy_plus_lat_lon_ols,False,13.2193,0.1643,0.1640,0.9240,0.4740,x1,nugget_free
2024,7,8,lon,0.1800,nu=0.5 x1 nugget_free,0.5000,9.2822,hour_dummy_plus_lat_lon_ols,False,13.2193,0.1643,0.1640,0.9240,0.4740,x1,nugget_free
2024,7,8,lon,0.3690,nu=0.5 x1 nugget_free,0.5000,12.2999,hour_dummy_plus_lat_lon_ols,False,13.2193,0.1643,0.1640,0.9240,0.4740,x1,nugget_free
2024,7,8,lon,0.5580,nu=0.5 x1 nugget_free,0.5000,13.2532,hour_dummy_plus_lat_lon_ols,False,13.2193,0.1643,0.1640,0.9240,0.4740,x1,nugget_free
2024,7,8,lon,0.7470,nu=0.5 x1 nugget_free,0.5000,13.5543,hour_dummy_plus_lat_lon_ols,False,13.2193,0.1643,0.1640,0.9240,0.4740,x1,nugget_free
2024,7,8,lon,0.9360,nu=0.5 x1 nugget_free,0.5000,13.6494,hour_dummy_plus_lat_lon_ols,False,13.2193,0.1643,0.1640,0.9240,0.4740,x1,nugget_free
2024,7,8,lon,1.1250,nu=0.5 x1 nugget_free,0.5000,13.6794,hour_dummy_plus_lat_lon_ols,False,13.2193,0.1643,0.1640,0.9240,0.4740,x1,nugget_free
2024,7,8,lon,1.3140,nu=0.5 x1 nugget_free,0.5000,13.6889,hour_dummy_plus_lat_lon_ols,False,13.2193,0.1643,0.1640,0.9240,0.4740,x1,nugget_free
2024,7,8,lon,1.5030,nu=0.5 x1 nugget_free,0.5000,13.6919,hour_dummy_plus_lat_lon_ols,False,13.2193,0.1643,0.1640,0.9240,0.4740,x1,nugget_free
2024,7,8,lon,1.6920,nu=0.5 x1 nugget_free,0.5000,13.6928,hour_dummy_plus_lat_lon_ols,False,13.2193,0.1643,0.1640,0.9240,0.4740,x1,nugget_free
2024,7,8,lon,1.8810,nu=0.5 x1 nugget_free,0.5000,13.6931,hour_dummy_plus_lat_lon_ols,False,13.2193,0.1643,0.1640,0.9240,0.4740,x1,nugget_free
2024,7,9,lat,0.0440,nu=0.5 x1 nugget_free,0.5000,3.2550,hour_dummy_plus_lat_lon_ols,False,7.9028,0.1905,0.2157,1.0600,1.6253,x1,nugget_free
2024,7,9,lat,0.1320,nu=0.5 x1 nugget_free,0.5000,5.5754,hour_dummy_plus_lat_lon_ols,False,7.9028,0.1905,0.2157,1.0600,1.6253,x1,nugget_free
2024,7,9,lat,0.1760,nu=0.5 x1 nugget_free,0.5000,6.3905,hour_dummy_plus_lat_lon_ols,False,7.9028,0.1905,0.2157,1.0600,1.6253,x1,nugget_free
2024,7,9,lat,0.3960,nu=0.5 x1 nugget_free,0.5000,8.5393,hour_dummy_plus_lat_lon_ols,False,7.9028,0.1905,0.2157,1.0600,1.6253,x1,nugget_free
2024,7,9,lat,0.6160,nu=0.5 x1 nugget_free,0.5000,9.2165,hour_dummy_plus_lat_lon_ols,False,7.9028,0.1905,0.2157,1.0600,1.6253,x1,nugget_free
2024,7,9,lat,0.8360,nu=0.5 x1 nugget_free,0.5000,9.4299,hour_dummy_plus_lat_lon_ols,False,7.9028,0.1905,0.2157,1.0600,1.6253,x1,nugget_free
2024,7,9,lat,1.0560,nu=0.5 x1 nugget_free,0.5000,9.4971,hour_dummy_plus_lat_lon_ols,False,7.9028,0.1905,0.2157,1.0600,1.6253,x1,nugget_free
2024,7,9,lat,1.2760,nu=0.5 x1 nugget_free,0.5000,9.5183,hour_dummy_plus_lat_lon_ols,False,7.9028,0.1905,0.2157,1.0600,1.6253,x1,nugget_free
2024,7,9,lat,1.4960,nu=0.5 x1 nugget_free,0.5000,9.5250,hour_dummy_plus_lat_lon_ols,False,7.9028,0.1905,0.2157,1.0600,1.6253,x1,nugget_free
2024,7,9,lat,1.7160,nu=0.5 x1 nugget_free,0.5000,9.5271,hour_dummy_plus_lat_lon_ols,False,7.9028,0.1905,0.2157,1.0600,1.6253,x1,nugget_free
2024,7,9,lat,1.9360,nu=0.5 x1 nugget_free,0.5000,9.5278,hour_dummy_plus_lat_lon_ols,False,7.9028,0.1905,0.2157,1.0600,1.6253,x1,nugget_free
2024,7,9,lat,2.1560,nu=0.5 x1 nugget_free,0.5000,9.5280,hour_dummy_plus_lat_lon_ols,False,7.9028,0.1905,0.2157,1.0600,1.6253,x1,nugget_free
2024,7,9,lon,0.0630,nu=0.5 x1 nugget_free,0.5000,3.6272,hour_dummy_plus_lat_lon_ols,False,7.9028,0.1905,0.2157,1.0600,1.6253,x1,nugget_free
2024,7,9,lon,0.1260,nu=0.5 x1 nugget_free,0.5000,5.1221,hour_dummy_plus_lat_lon_ols,False,7.9028,0.1905,0.2157,1.0600,1.6253,x1,nugget_free
2024,7,9,lon,0.1800,nu=0.5 x1 nugget_free,0.5000,6.0980,hour_dummy_plus_lat_lon_ols,False,7.9028,0.1905,0.2157,1.0600,1.6253,x1,nugget_free
2024,7,9,lon,0.3690,nu=0.5 x1 nugget_free,0.5000,8.1002,hour_dummy_plus_lat_lon_ols,False,7.9028,0.1905,0.2157,1.0600,1.6253,x1,nugget_free
2024,7,9,lon,0.5580,nu=0.5 x1 nugget_free,0.5000,8.9336,hour_dummy_plus_lat_lon_ols,False,7.9028,0.1905,0.2157,1.0600,1.6253,x1,nugget_free
2024,7,9,lon,0.7470,nu=0.5 x1 nugget_free,0.5000,9.2806,hour_dummy_plus_lat_lon_ols,False,7.9028,0.1905,0.2157,1.0600,1.6253,x1,nugget_free
2024,7,9,lon,0.9360,nu=0.5 x1 nugget_free,0.5000,9.4251,hour_dummy_plus_lat_lon_ols,False,7.9028,0.1905,0.2157,1.0600,1.6253,x1,nugget_free
2024,7,9,lon,1.1250,nu=0.5 x1 nugget_free,0.5000,9.4852,hour_dummy_plus_lat_lon_ols,False,7.9028,0.1905,0.2157,1.0600,1.6253,x1,nugget_free
2024,7,9,lon,1.3140,nu=0.5 x1 nugget_free,0.5000,9.5102,hour_dummy_plus_lat_lon_ols,False,7.9028,0.1905,0.2157,1.0600,1.6253,x1,nugget_free
2024,7,9,lon,1.5030,nu=0.5 x1 nugget_free,0.5000,9.5207,hour_dummy_plus_lat_lon_ols,False,7.9028,0.1905,0.2157,1.0600,1.6253,x1,nugget_free
2024,7,9,lon,1.6920,nu=0.5 x1 nugget_free,0.5000,9.5250,hour_dummy_plus_lat_lon_ols,False,7.9028,0.1905,0.2157,1.0600,1.6253,x1,nugget_free
2024,7,9,lon,1.8810,nu=0.5 x1 nugget_free,0.5000,9.5268,hour_dummy_plus_lat_lon_ols,False,7.9028,0.1905,0.2157,1.0600,1.6253,x1,nugget_free
2024,7,10,lat,0.0440,nu=0.5 x1 nugget_free,0.5000,2.0570,hour_dummy_plus_lat_lon_ols,False,5.4630,0.1503,0.1858,0.9502,0.6708,x1,nugget_free
2024,7,10,lat,0.1320,nu=0.5 x1 nugget_free,0.5000,3.8635,hour_dummy_plus_lat_lon_ols,False,5.4630,0.1503,0.1858,0.9502,0.6708,x1,nugget_free
2024,7,10,lat,0.1760,nu=0.5 x1 nugget_free,0.5000,4.4396,hour_dummy_plus_lat_lon_ols,False,5.4630,0.1503,0.1858,0.9502,0.6708,x1,nugget_free
2024,7,10,lat,0.3960,nu=0.5 x1 nugget_free,0.5000,5.7417,hour_dummy_plus_lat_lon_ols,False,5.4630,0.1503,0.1858,0.9502,0.6708,x1,nugget_free
2024,7,10,lat,0.6160,nu=0.5 x1 nugget_free,0.5000,6.0431,hour_dummy_plus_lat_lon_ols,False,5.4630,0.1503,0.1858,0.9502,0.6708,x1,nugget_free
2024,7,10,lat,0.8360,nu=0.5 x1 nugget_free,0.5000,6.1128,hour_dummy_plus_lat_lon_ols,False,5.4630,0.1503,0.1858,0.9502,0.6708,x1,nugget_free
2024,7,10,lat,1.0560,nu=0.5 x1 nugget_free,0.5000,6.1290,hour_dummy_plus_lat_lon_ols,False,5.4630,0.1503,0.1858,0.9502,0.6708,x1,nugget_free
2024,7,10,lat,1.2760,nu=0.5 x1 nugget_free,0.5000,6.1327,hour_dummy_plus_lat_lon_ols,False,5.4630,0.1503,0.1858,0.9502,0.6708,x1,nugget_free
2024,7,10,lat,1.4960,nu=0.5 x1 nugget_free,0.5000,6.1336,hour_dummy_plus_lat_lon_ols,False,5.4630,0.1503,0.1858,0.9502,0.6708,x1,nugget_free
2024,7,10,lat,1.7160,nu=0.5 x1 nugget_free,0.5000,6.1338,hour_dummy_plus_lat_lon_ols,False,5.4630,0.1503,0.1858,0.9502,0.6708,x1,nugget_free
2024,7,10,lat,1.9360,nu=0.5 x1 nugget_free,0.5000,6.1338,hour_dummy_plus_lat_lon_ols,False,5.4630,0.1503,0.1858,0.9502,0.6708,x1,nugget_free
2024,7,10,lat,2.1560,nu=0.5 x1 nugget_free,0.5000,6.1338,hour_dummy_plus_lat_lon_ols,False,5.4630,0.1503,0.1858,0.9502,0.6708,x1,nugget_free
2024,7,10,lon,0.0630,nu=0.5 x1 nugget_free,0.5000,2.2421,hour_dummy_plus_lat_lon_ols,False,5.4630,0.1503,0.1858,0.9502,0.6708,x1,nugget_free
2024,7,10,lon,0.1260,nu=0.5 x1 nugget_free,0.5000,3.3615,hour_dummy_plus_lat_lon_ols,False,5.4630,0.1503,0.1858,0.9502,0.6708,x1,nugget_free
2024,7,10,lon,0.1800,nu=0.5 x1 nugget_free,0.5000,4.0609,hour_dummy_plus_lat_lon_ols,False,5.4630,0.1503,0.1858,0.9502,0.6708,x1,nugget_free
2024,7,10,lon,0.3690,nu=0.5 x1 nugget_free,0.5000,5.3844,hour_dummy_plus_lat_lon_ols,False,5.4630,0.1503,0.1858,0.9502,0.6708,x1,nugget_free
2024,7,10,lon,0.5580,nu=0.5 x1 nugget_free,0.5000,5.8629,hour_dummy_plus_lat_lon_ols,False,5.4630,0.1503,0.1858,0.9502,0.6708,x1,nugget_free
2024,7,10,lon,0.7470,nu=0.5 x1 nugget_free,0.5000,6.0359,hour_dummy_plus_lat_lon_ols,False,5.4630,0.1503,0.1858,0.9502,0.6708,x1,nugget_free
2024,7,10,lon,0.9360,nu=0.5 x1 nugget_free,0.5000,6.0984,hour_dummy_plus_lat_lon_ols,False,5.4630,0.1503,0.1858,0.9502,0.6708,x1,nugget_free
2024,7,10,lon,1.1250,nu=0.5 x1 nugget_free,0.5000,6.1210,hour_dummy_plus_lat_lon_ols,False,5.4630,0.1503,0.1858,0.9502,0.6708,x1,nugget_free
2024,7,10,lon,1.3140,nu=0.5 x1 nugget_free,0.5000,6.1292,hour_dummy_plus_lat_lon_ols,False,5.4630,0.1503,0.1858,0.9502,0.6708,x1,nugget_free
2024,7,10,lon,1.5030,nu=0.5 x1 nugget_free,0.5000,6.1321,hour_dummy_plus_lat_lon_ols,False,5.4630,0.1503,0.1858,0.9502,0.6708,x1,nugget_free
2024,7,10,lon,1.6920,nu=0.5 x1 nugget_free,0.5000,6.1332,hour_dummy_plus_lat_lon_ols,False,5.4630,0.1503,0.1858,0.9502,0.6708,x1,nugget_free
2024,7,10,lon,1.8810,nu=0.5 x1 nugget_free,0.5000,6.1336,hour_dummy_plus_lat_lon_ols,False,5.4630,0.1503,0.1858,0.9502,0.6708,x1,nugget_free
