source,day_idx,slot0,slot1,slot_pair,hour0_utc,hour1_utc,dt_hours,row_shift,col_shift,peak_corr,valid_pixels,dlat_deg,dlon_deg,v_lat_kmh,v_lon_kmh,speed_kmh,bearing_to_deg,wind_from_deg
GEMS,20,6,7,S6-S7,6.7999999999883585,7.7999999999883585,1.0,0,-3,0.047881019510532495,18092,0.0,-0.18899999999996453,0.0,-21.038723115383828,21.038723115383828,270.0,90.0
GEMS,21,0,1,S0-S1,0.8833333333604969,1.883333333360497,1.0,0,0,0.08338729243167145,17900,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,21,1,2,S1-S2,1.883333333360497,2.883333333360497,1.0,0,0,0.09715701781362229,17588,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,21,2,3,S2-S3,2.883333333360497,3.883333333360497,1.0,0,-4,0.0506223930209869,17649,0.0,-0.2519999999999527,0.0,-28.051630820511768,28.051630820511768,270.0,90.0
GEMS,21,3,4,S3-S4,3.883333333360497,4.7999999999883585,0.9166666666278616,1,-2,0.05508776021560904,17734,0.04400000000000004,-0.12599999999997635,5.343360000226204,-15.300889539108695,16.207057622530478,289.2501674393158,109.25016743931582
GEMS,21,4,5,S4-S5,4.7999999999883585,5.7999999999883585,1.0,0,0,0.07415497277322983,17769,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,21,5,6,S5-S6,5.7999999999883585,6.7999999999883585,1.0,0,-4,0.05029578918059867,17922,0.0,-0.2519999999999527,0.0,-28.051630820511768,28.051630820511768,270.0,90.0
GEMS,21,6,7,S6-S7,6.7999999999883585,7.7999999999883585,1.0,0,-4,0.04331736195127177,18103,0.0,-0.2519999999999527,0.0,-28.051630820511768,28.051630820511768,270.0,90.0
GEMS,22,0,1,S0-S1,0.8833333333604969,1.883333333360497,1.0,0,0,0.0640966422427031,17790,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,22,1,2,S1-S2,1.883333333360497,2.883333333360497,1.0,0,0,0.11689810833971194,16691,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,22,2,3,S2-S3,2.883333333360497,3.883333333360497,1.0,0,0,0.14429433034329428,16307,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,22,3,4,S3-S4,3.883333333360497,4.7999999999883585,0.9166666666278616,0,0,0.15656735976120395,16535,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,22,4,5,S4-S5,4.7999999999883585,5.7999999999883585,1.0,0,0,0.11869477671895497,16890,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,22,5,6,S5-S6,5.7999999999883585,6.7999999999883585,1.0,0,0,0.0570278831775604,17595,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,22,6,7,S6-S7,6.7999999999883585,7.7999999999883585,1.0,0,0,0.050615224054069326,18100,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,23,0,1,S0-S1,0.8833333333604969,1.883333333360497,1.0,0,0,0.12850847163419957,16818,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,23,1,2,S1-S2,1.883333333360497,2.883333333360497,1.0,0,0,0.15929679721671045,15756,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,23,2,3,S2-S3,2.883333333360497,3.883333333360497,1.0,0,0,0.14018287195181017,15984,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,23,3,4,S3-S4,3.883333333360497,4.7999999999883585,0.9166666666278616,0,0,0.08130235432779097,16511,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,23,4,5,S4-S5,4.7999999999883585,5.7999999999883585,1.0,0,0,0.057446555040203975,17292,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,23,5,6,S5-S6,5.7999999999883585,6.7999999999883585,1.0,-6,0,0.04218363680409135,18063,-0.26400000000000023,0.0,-29.388480000000023,0.0,29.388480000000023,180.0,0.0
GEMS,23,6,7,S6-S7,6.7999999999883585,7.7999999999883585,1.0,3,1,0.04325831991127553,18092,0.13200000000000012,0.06299999999998818,14.694240000000011,7.012907705127942,16.281939800227835,25.513069186843154,205.51306918684315
GEMS,24,0,1,S0-S1,0.8833333333604969,1.883333333360497,1.0,4,4,0.03802298907304754,18063,0.17600000000000016,0.2519999999999527,19.592320000000015,28.051630820511768,34.216267982827794,55.06809508713809,235.0680950871381
GEMS,24,1,2,S1-S2,1.883333333360497,2.883333333360497,1.0,5,-3,0.04799429985248563,18003,0.2200000000000002,-0.18899999999996453,24.49040000000002,-21.038723115383828,32.286337086851255,319.3354432380476,139.33544323804762
GEMS,24,2,3,S2-S3,2.883333333360497,3.883333333360497,1.0,3,-3,0.04299376940663592,18011,0.13200000000000012,-0.18899999999996453,14.694240000000011,-21.038723115383828,25.662200987120848,304.9319049128619,124.93190491286191
GEMS,24,3,4,S3-S4,3.883333333360497,4.7999999999883585,0.9166666666278616,0,-6,0.05600432243249713,18021,0.0,-0.37799999999992906,0.0,-45.902668617326086,45.902668617326086,270.0,90.0
GEMS,24,4,5,S4-S5,4.7999999999883585,5.7999999999883585,1.0,-1,-6,0.043148238460170456,18007,-0.04400000000000004,-0.37799999999992906,-4.898080000000004,-42.077446230767656,42.361570662447626,263.3602927536362,83.3602927536362
GEMS,24,5,6,S5-S6,5.7999999999883585,6.7999999999883585,1.0,-2,-6,0.049315507966454716,18037,-0.08800000000000008,-0.37799999999992906,-9.796160000000008,-42.077446230767656,43.20273408071234,256.89427581120856,76.89427581120856
GEMS,24,6,7,S6-S7,6.7999999999883585,7.7999999999883585,1.0,-1,-5,0.04160356014025808,18084,-0.04400000000000004,-0.3149999999999409,-4.898080000000004,-35.06453852563971,35.4049862265539,262.0479474535146,82.04794745351461
GEMS,25,0,1,S0-S1,0.8833333333604969,1.883333333360497,1.0,-2,-6,0.054572205549127874,18062,-0.08800000000000008,-0.37799999999992906,-9.796160000000008,-42.077446230767656,43.20273408071234,256.89427581120856,76.89427581120856
GEMS,25,1,2,S1-S2,1.883333333360497,2.883333333360497,1.0,-2,-6,0.08930317582342338,18048,-0.08800000000000008,-0.37799999999992906,-9.796160000000008,-42.077446230767656,43.20273408071234,256.89427581120856,76.89427581120856
GEMS,25,2,3,S2-S3,2.883333333360497,3.883333333360497,1.0,-1,-4,0.09328150896673361,18061,-0.04400000000000004,-0.2519999999999527,-4.898080000000004,-28.051630820511768,28.47604571173262,260.09546753221537,80.09546753221537
GEMS,25,3,4,S3-S4,3.883333333360497,4.7999999999883585,0.9166666666278616,-1,-4,0.06236402416107353,18070,-0.04400000000000004,-0.2519999999999527,-5.343360000226204,-30.60177907821739,31.06477714138701,260.09546753221537,80.09546753221537
GEMS,25,4,5,S4-S5,4.7999999999883585,5.7999999999883585,1.0,1,-4,0.05024515254237512,18065,0.04400000000000004,-0.2519999999999527,4.898080000000004,-28.051630820511768,28.47604571173262,279.90453246778463,99.90453246778463
GEMS,25,5,6,S5-S6,5.7999999999883585,6.7999999999883585,1.0,-1,-4,0.06600657493679599,18076,-0.04400000000000004,-0.2519999999999527,-4.898080000000004,-28.051630820511768,28.47604571173262,260.09546753221537,80.09546753221537
GEMS,25,6,7,S6-S7,6.7999999999883585,7.7999999999883585,1.0,-1,-4,0.07646471491549806,18092,-0.04400000000000004,-0.2519999999999527,-4.898080000000004,-28.051630820511768,28.47604571173262,260.09546753221537,80.09546753221537
GEMS,26,0,1,S0-S1,0.8833333333604969,1.883333333360497,1.0,0,0,0.03247329230123357,18051,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,26,1,2,S1-S2,1.883333333360497,2.883333333360497,1.0,0,0,0.09632792112548888,18014,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,26,2,3,S2-S3,2.883333333360497,3.883333333360497,1.0,0,0,0.19625559740682355,18039,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,26,3,4,S3-S4,3.883333333360497,4.7999999999883585,0.9166666666278616,0,0,0.23279776906886976,18044,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,26,4,5,S4-S5,4.7999999999883585,5.7999999999883585,1.0,0,0,0.2219167391491461,18048,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,26,5,6,S5-S6,5.7999999999883585,6.7999999999883585,1.0,0,0,0.1780796438507504,18078,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,26,6,7,S6-S7,6.7999999999883585,7.7999999999883585,1.0,0,0,0.0825065168378448,18095,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,27,0,1,S0-S1,0.8833333333604969,1.883333333360497,1.0,0,0,0.0900625771875465,18065,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,27,1,2,S1-S2,1.883333333360497,2.883333333360497,1.0,0,0,0.11405764260373157,17881,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,27,2,3,S2-S3,2.883333333360497,3.883333333360497,1.0,0,0,0.16669572933409688,17819,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,27,3,4,S3-S4,3.883333333360497,4.7999999999883585,0.9166666666278616,0,0,0.1462097250201719,17881,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,27,4,5,S4-S5,4.7999999999883585,5.7999999999883585,1.0,0,0,0.1377653577559881,17882,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,27,5,6,S5-S6,5.7999999999883585,6.7999999999883585,1.0,0,0,0.13242135207250516,17954,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,27,6,7,S6-S7,6.7999999999883585,7.7999999999883585,1.0,0,0,0.07638531258692138,18094,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,28,0,1,S0-S1,0.8833333333604969,1.883333333360497,1.0,0,0,0.08965438641544038,18067,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,28,1,2,S1-S2,1.883333333360497,2.883333333360497,1.0,0,0,0.177000460027049,18059,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,28,2,3,S2-S3,2.883333333360497,3.883333333360497,1.0,0,0,0.1920120247403408,18074,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,28,3,4,S3-S4,3.883333333360497,4.7999999999883585,0.9166666666278616,0,0,0.22530754972443298,18080,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,28,4,5,S4-S5,4.7999999999883585,5.7999999999883585,1.0,0,0,0.1993881292352577,18059,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,28,5,6,S5-S6,5.7999999999883585,6.7999999999883585,1.0,0,0,0.1552501432446957,18065,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,28,6,7,S6-S7,6.7999999999883585,7.7999999999883585,1.0,0,0,0.11840906934824659,18098,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,29,0,1,S0-S1,0.8833333333604969,1.883333333360497,1.0,0,0,0.09026951381190794,18062,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,29,1,2,S1-S2,1.883333333360497,2.883333333360497,1.0,0,0,0.192611212911366,17915,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,29,2,3,S2-S3,2.883333333360497,3.883333333360497,1.0,0,0,0.20932043289385496,17887,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,29,3,4,S3-S4,3.883333333360497,4.7999999999883585,0.9166666666278616,0,0,0.20009442101762892,17957,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,29,4,5,S4-S5,4.7999999999883585,5.7999999999883585,1.0,0,0,0.1875810447908868,17985,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,29,5,6,S5-S6,5.7999999999883585,6.7999999999883585,1.0,0,0,0.12698276797372246,18033,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,29,6,7,S6-S7,6.7999999999883585,7.7999999999883585,1.0,0,0,0.07999198533577977,18091,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,30,0,1,S0-S1,0.8833333333604969,1.883333333360497,1.0,0,0,0.05816192569494569,17934,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,30,1,2,S1-S2,1.883333333360497,2.883333333360497,1.0,0,0,0.11854389843680241,17939,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,30,2,3,S2-S3,2.883333333360497,3.883333333360497,1.0,0,0,0.11371034376108882,18009,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,30,3,4,S3-S4,3.883333333360497,4.7999999999883585,0.9166666666278616,0,0,0.08949758947616308,17991,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,30,4,5,S4-S5,4.7999999999883585,5.7999999999883585,1.0,0,0,0.0886549563768435,17937,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,30,5,6,S5-S6,5.7999999999883585,6.7999999999883585,1.0,0,0,0.06383069410224024,17878,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,30,6,7,S6-S7,6.7999999999883585,7.7999999999883585,1.0,0,0,0.05090606544147926,17837,0.0,0.0,0.0,0.0,0.0,0.0,180.0
