source,day_idx,slot0,slot1,slot_pair,hour0_utc,hour1_utc,dt_hours,row_shift,col_shift,peak_corr,valid_pixels,dlat_deg,dlon_deg,v_lat_kmh,v_lon_kmh,speed_kmh,bearing_to_deg,wind_from_deg
GEMS,0,0,1,S0-S1,0.8833333333604969,1.883333333360497,1.0,0,0,0.05071898346667393,15919,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,0,1,2,S1-S2,1.883333333360497,2.883333333360497,1.0,0,0,0.12559190578405338,13718,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,0,2,3,S2-S3,2.883333333360497,3.883333333360497,1.0,0,0,0.11840988228352703,13070,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,0,3,4,S3-S4,3.883333333360497,4.7999999999883585,0.9166666666278616,0,0,0.1902095108908481,13250,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,0,4,5,S4-S5,4.7999999999883585,5.7999999999883585,1.0,0,0,0.1531890656227555,14705,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,0,5,6,S5-S6,5.7999999999883585,6.7999999999883585,1.0,-1,-3,0.0635496566975896,17535,-0.04400000000000004,-0.18899999999996453,-4.898080000000004,-21.038723115383828,21.60136704035617,256.89427581120856,76.89427581120856
GEMS,0,6,7,S6-S7,6.7999999999883585,7.7999999999883585,1.0,0,-3,0.05148331871365913,18096,0.0,-0.18899999999996453,0.0,-21.038723115383828,21.038723115383828,270.0,90.0
GEMS,1,0,1,S0-S1,0.8833333333604969,1.883333333360497,1.0,0,0,0.05765147184510991,17264,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,1,1,2,S1-S2,1.883333333360497,2.883333333360497,1.0,0,0,0.11621078320491553,16472,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,1,2,3,S2-S3,2.883333333360497,3.883333333360497,1.0,0,0,0.1018140178435936,16333,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,1,3,4,S3-S4,3.883333333360497,4.7999999999883585,0.9166666666278616,0,0,0.07735136324405607,16298,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,1,4,5,S4-S5,4.7999999999883585,5.7999999999883585,1.0,0,0,0.08630935573011735,16751,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,1,5,6,S5-S6,5.7999999999883585,6.7999999999883585,1.0,-2,-5,0.055658440878754815,17774,-0.08800000000000008,-0.3149999999999409,-9.796160000000008,-35.06453852563971,36.4072329731562,254.39095850763678,74.39095850763681
GEMS,1,6,7,S6-S7,6.7999999999883585,7.7999999999883585,1.0,-1,-5,0.03828470838061568,18097,-0.04400000000000004,-0.3149999999999409,-4.898080000000004,-35.06453852563971,35.4049862265539,262.0479474535146,82.04794745351461
GEMS,2,0,1,S0-S1,0.8833333333604969,1.883333333360497,1.0,0,0,0.049440214966383275,17658,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,2,1,2,S1-S2,1.883333333360497,2.883333333360497,1.0,0,0,0.10140415694973556,16407,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,2,2,3,S2-S3,2.883333333360497,3.883333333360497,1.0,0,0,0.12196091026822314,15892,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,2,3,4,S3-S4,3.883333333360497,4.7999999999883585,0.9166666666278616,0,0,0.08965173001744871,16151,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,2,4,5,S4-S5,4.7999999999883585,5.7999999999883585,1.0,0,0,0.07559207825444465,16826,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,2,5,6,S5-S6,5.7999999999883585,6.7999999999883585,1.0,-2,-5,0.060840437622187424,17745,-0.08800000000000008,-0.3149999999999409,-9.796160000000008,-35.06453852563971,36.4072329731562,254.39095850763678,74.39095850763681
GEMS,2,6,7,S6-S7,6.7999999999883585,7.7999999999883585,1.0,-1,-5,0.037761758444285226,18097,-0.04400000000000004,-0.3149999999999409,-4.898080000000004,-35.06453852563971,35.4049862265539,262.0479474535146,82.04794745351461
GEMS,3,0,1,S0-S1,0.8833333333604969,1.883333333360497,1.0,0,-2,0.04646820726910354,17594,0.0,-0.12599999999997635,0.0,-14.025815410255884,14.025815410255884,270.0,90.0
GEMS,3,1,2,S1-S2,1.883333333360497,2.883333333360497,1.0,0,-3,0.07554494713039633,15891,0.0,-0.18899999999996453,0.0,-21.038723115383828,21.038723115383828,270.0,90.0
GEMS,3,2,3,S2-S3,2.883333333360497,3.883333333360497,1.0,0,-3,0.0979809373343513,15559,0.0,-0.18899999999996453,0.0,-21.038723115383828,21.038723115383828,270.0,90.0
GEMS,3,3,4,S3-S4,3.883333333360497,4.7999999999883585,0.9166666666278616,0,-3,0.0995171348126225,15951,0.0,-0.18899999999996453,0.0,-22.951334308663043,22.951334308663043,270.0,90.0
GEMS,3,4,5,S4-S5,4.7999999999883585,5.7999999999883585,1.0,0,-3,0.08717201574594573,16740,0.0,-0.18899999999996453,0.0,-21.038723115383828,21.038723115383828,270.0,90.0
GEMS,3,5,6,S5-S6,5.7999999999883585,6.7999999999883585,1.0,1,-3,0.08911587090687616,17758,0.04400000000000004,-0.18899999999996453,4.898080000000004,-21.038723115383828,21.60136704035617,283.10572418879144,103.10572418879144
GEMS,3,6,7,S6-S7,6.7999999999883585,7.7999999999883585,1.0,1,-3,0.08135894539496127,18102,0.04400000000000004,-0.18899999999996453,4.898080000000004,-21.038723115383828,21.60136704035617,283.10572418879144,103.10572418879144
GEMS,4,0,1,S0-S1,0.8833333333604969,1.883333333360497,1.0,3,-1,0.04655440610183285,17899,0.13200000000000012,-0.06299999999998818,14.694240000000011,-7.012907705127942,16.281939800227835,334.48693081315685,154.48693081315685
GEMS,4,1,2,S1-S2,1.883333333360497,2.883333333360497,1.0,3,-5,0.056567710271443215,17486,0.13200000000000012,-0.3149999999999409,14.694240000000011,-35.06453852563971,38.01897619865206,292.736739623224,112.73673962322403
GEMS,4,2,3,S2-S3,2.883333333360497,3.883333333360497,1.0,2,-6,0.043055683071038325,17302,0.08800000000000008,-0.37799999999992906,9.796160000000008,-42.077446230767656,43.20273408071234,283.10572418879144,103.10572418879144
GEMS,4,3,4,S3-S4,3.883333333360497,4.7999999999883585,0.9166666666278616,2,-4,0.05164158675559631,17312,0.08800000000000008,-0.2519999999999527,10.686720000452407,-30.60177907821739,32.414115245060955,289.2501674393158,109.25016743931582
GEMS,4,4,5,S4-S5,4.7999999999883585,5.7999999999883585,1.0,1,-5,0.045071998472590025,17356,0.04400000000000004,-0.3149999999999409,4.898080000000004,-35.06453852563971,35.4049862265539,277.9520525464854,97.95205254648539
GEMS,4,5,6,S5-S6,5.7999999999883585,6.7999999999883585,1.0,3,-4,0.05860303205098789,17662,0.13200000000000012,-0.2519999999999527,14.694240000000011,-28.051630820511768,31.66724934167611,297.64682260136146,117.64682260136146
GEMS,4,6,7,S6-S7,6.7999999999883585,7.7999999999883585,1.0,1,-4,0.046294371799863065,18100,0.04400000000000004,-0.2519999999999527,4.898080000000004,-28.051630820511768,28.47604571173262,279.90453246778463,99.90453246778463
GEMS,5,0,1,S0-S1,0.8833333333604969,1.883333333360497,1.0,-1,-2,0.05338151121925817,17504,-0.04400000000000004,-0.12599999999997635,-4.898080000000004,-14.025815410255884,14.856469486690687,250.74983256068418,70.74983256068418
GEMS,5,1,2,S1-S2,1.883333333360497,2.883333333360497,1.0,0,0,0.09045749214289818,16280,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,5,2,3,S2-S3,2.883333333360497,3.883333333360497,1.0,0,0,0.1377903980232612,15830,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,5,3,4,S3-S4,3.883333333360497,4.7999999999883585,0.9166666666278616,0,0,0.15167832863701813,15936,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,5,4,5,S4-S5,4.7999999999883585,5.7999999999883585,1.0,0,0,0.11357183265593232,16443,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,5,5,6,S5-S6,5.7999999999883585,6.7999999999883585,1.0,0,-6,0.0598519413011203,17661,0.0,-0.37799999999992906,0.0,-42.077446230767656,42.077446230767656,270.0,90.0
GEMS,5,6,7,S6-S7,6.7999999999883585,7.7999999999883585,1.0,-6,0,0.03704849295101413,18086,-0.26400000000000023,0.0,-29.388480000000023,0.0,29.388480000000023,180.0,0.0
GEMS,6,0,1,S0-S1,0.8833333333604969,1.883333333360497,1.0,-2,-5,0.050700367752001596,17617,-0.08800000000000008,-0.3149999999999409,-9.796160000000008,-35.06453852563971,36.4072329731562,254.39095850763678,74.39095850763681
GEMS,6,1,2,S1-S2,1.883333333360497,2.883333333360497,1.0,0,0,0.05351532786246302,16691,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,6,2,3,S2-S3,2.883333333360497,3.883333333360497,1.0,0,0,0.07278174019167398,16527,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,6,3,4,S3-S4,3.883333333360497,4.7999999999883585,0.9166666666278616,0,0,0.10546694680659953,16638,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,6,4,5,S4-S5,4.7999999999883585,5.7999999999883585,1.0,0,0,0.05442679691809494,16947,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,6,5,6,S5-S6,5.7999999999883585,6.7999999999883585,1.0,0,-6,0.04637755713466212,17578,0.0,-0.37799999999992906,0.0,-42.077446230767656,42.077446230767656,270.0,90.0
GEMS,6,6,7,S6-S7,6.7999999999883585,7.7999999999883585,1.0,-1,-6,0.03887707033974865,18082,-0.04400000000000004,-0.37799999999992906,-4.898080000000004,-42.077446230767656,42.361570662447626,263.3602927536362,83.3602927536362
GEMS,7,0,1,S0-S1,0.8833333333604969,1.883333333360497,1.0,0,0,0.041110873232963564,17792,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,7,1,2,S1-S2,1.883333333360497,2.883333333360497,1.0,-1,-6,0.03957892497044037,16216,-0.04400000000000004,-0.37799999999992906,-4.898080000000004,-42.077446230767656,42.361570662447626,263.3602927536362,83.3602927536362
GEMS,7,2,3,S2-S3,2.883333333360497,3.883333333360497,1.0,0,0,0.06245060259707182,15560,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,7,3,4,S3-S4,3.883333333360497,4.7999999999883585,0.9166666666278616,0,0,0.039241398458469134,15644,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,7,4,5,S4-S5,4.7999999999883585,5.7999999999883585,1.0,0,0,0.052158222932032906,15976,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,7,5,6,S5-S6,5.7999999999883585,6.7999999999883585,1.0,4,-4,0.05587159842373674,17001,0.17600000000000016,-0.2519999999999527,19.592320000000015,-28.051630820511768,34.216267982827794,304.9319049128619,124.93190491286191
GEMS,7,6,7,S6-S7,6.7999999999883585,7.7999999999883585,1.0,0,-1,0.03919410153750907,18089,0.0,-0.06299999999998818,0.0,-7.012907705127942,7.012907705127942,270.0,90.0
GEMS,8,0,1,S0-S1,0.8833333333604969,1.883333333360497,1.0,3,-1,0.054746211773849536,16974,0.13200000000000012,-0.06299999999998818,14.694240000000011,-7.012907705127942,16.281939800227835,334.48693081315685,154.48693081315685
GEMS,8,1,2,S1-S2,1.883333333360497,2.883333333360497,1.0,0,0,0.04789977057653127,16081,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,8,2,3,S2-S3,2.883333333360497,3.883333333360497,1.0,1,-5,0.057097154155040374,15913,0.04400000000000004,-0.3149999999999409,4.898080000000004,-35.06453852563971,35.4049862265539,277.9520525464854,97.95205254648539
GEMS,8,3,4,S3-S4,3.883333333360497,4.7999999999883585,0.9166666666278616,0,0,0.08461996378010601,15990,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,8,4,5,S4-S5,4.7999999999883585,5.7999999999883585,1.0,0,0,0.05742756952231588,16526,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,8,5,6,S5-S6,5.7999999999883585,6.7999999999883585,1.0,2,-2,0.05064863550051374,17645,0.08800000000000008,-0.12599999999997635,9.796160000000008,-14.025815410255884,17.108133991413897,304.9319049128619,124.93190491286191
GEMS,8,6,7,S6-S7,6.7999999999883585,7.7999999999883585,1.0,1,-4,0.03320050503965497,18094,0.04400000000000004,-0.2519999999999527,4.898080000000004,-28.051630820511768,28.47604571173262,279.90453246778463,99.90453246778463
GEMS,9,0,1,S0-S1,0.8833333333604969,1.883333333360497,1.0,3,-5,0.03526615865081567,16096,0.13200000000000012,-0.3149999999999409,14.694240000000011,-35.06453852563971,38.01897619865206,292.736739623224,112.73673962322403
GEMS,9,1,2,S1-S2,1.883333333360497,2.883333333360497,1.0,0,1,0.04870540555740795,13688,0.0,0.06299999999998818,0.0,7.012907705127942,7.012907705127942,90.0,270.0
GEMS,9,2,3,S2-S3,2.883333333360497,3.883333333360497,1.0,0,0,0.1179654550254513,13143,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,9,3,4,S3-S4,3.883333333360497,4.7999999999883585,0.9166666666278616,0,0,0.17283595053670972,13607,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,9,4,5,S4-S5,4.7999999999883585,5.7999999999883585,1.0,0,0,0.06681287860779205,14620,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,9,5,6,S5-S6,5.7999999999883585,6.7999999999883585,1.0,0,0,0.04951648333777229,16934,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,9,6,7,S6-S7,6.7999999999883585,7.7999999999883585,1.0,0,1,0.04832939626159352,18086,0.0,0.06299999999998818,0.0,7.012907705127942,7.012907705127942,90.0,270.0
GEMS,10,0,1,S0-S1,0.8833333333604969,1.883333333360497,1.0,-4,-1,0.05397712530860949,17197,-0.17600000000000016,-0.06299999999998818,-19.592320000000015,-7.012907705127942,20.80961021891192,199.69440485454646,19.694404854546463
GEMS,10,1,2,S1-S2,1.883333333360497,2.883333333360497,1.0,0,0,0.06250497724958295,14133,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,10,2,3,S2-S3,2.883333333360497,3.883333333360497,1.0,0,0,0.09165123560585227,13347,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,10,3,4,S3-S4,3.883333333360497,4.7999999999883585,0.9166666666278616,0,0,0.10726029393619975,12819,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,10,4,5,S4-S5,4.7999999999883585,5.7999999999883585,1.0,0,0,0.09962058504332612,13139,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,10,5,6,S5-S6,5.7999999999883585,6.7999999999883585,1.0,0,0,0.05172355634684316,15712,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,10,6,7,S6-S7,6.7999999999883585,7.7999999999883585,1.0,3,-1,0.0450925171807275,18083,0.13200000000000012,-0.06299999999998818,14.694240000000011,-7.012907705127942,16.281939800227835,334.48693081315685,154.48693081315685
GEMS,11,0,1,S0-S1,0.8833333333604969,1.883333333360497,1.0,0,2,0.04387686425258108,18060,0.0,0.12599999999997635,0.0,14.025815410255884,14.025815410255884,90.0,270.0
GEMS,11,1,2,S1-S2,1.883333333360497,2.883333333360497,1.0,0,0,0.08446898016628121,17750,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,11,2,3,S2-S3,2.883333333360497,3.883333333360497,1.0,0,0,0.09623787156196444,17537,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,11,3,4,S3-S4,3.883333333360497,4.7999999999883585,0.9166666666278616,0,0,0.07198202431683126,17431,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,11,4,5,S4-S5,4.7999999999883585,5.7999999999883585,1.0,0,0,0.05956144738237806,17418,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,11,5,6,S5-S6,5.7999999999883585,6.7999999999883585,1.0,0,0,0.036271483499090394,17740,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,11,6,7,S6-S7,6.7999999999883585,7.7999999999883585,1.0,0,2,0.03786987953366324,18081,0.0,0.12599999999997635,0.0,14.025815410255884,14.025815410255884,90.0,270.0
GEMS,12,0,1,S0-S1,0.8833333333604969,1.883333333360497,1.0,3,2,0.05445381488172035,17924,0.13200000000000012,0.12599999999997635,14.694240000000011,14.025815410255884,20.313645342482765,43.66675064933224,223.66675064933224
GEMS,12,1,2,S1-S2,1.883333333360497,2.883333333360497,1.0,0,0,0.049280918521772236,17226,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,12,2,3,S2-S3,2.883333333360497,3.883333333360497,1.0,-1,4,0.045625567295923264,16941,-0.04400000000000004,0.2519999999999527,-4.898080000000004,28.051630820511768,28.47604571173262,99.90453246778463,279.90453246778463
GEMS,12,3,4,S3-S4,3.883333333360497,4.7999999999883585,0.9166666666278616,-2,4,0.06303466291746046,16902,-0.08800000000000008,0.2519999999999527,-10.686720000452407,30.60177907821739,32.414115245060955,109.25016743931582,289.2501674393158
GEMS,12,4,5,S4-S5,4.7999999999883585,5.7999999999883585,1.0,0,0,0.06241154679068708,16735,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,12,5,6,S5-S6,5.7999999999883585,6.7999999999883585,1.0,0,0,0.05652401743441802,17125,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,12,6,7,S6-S7,6.7999999999883585,7.7999999999883585,1.0,0,0,0.044017779170466245,18087,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,13,0,1,S0-S1,0.8833333333604969,1.883333333360497,1.0,0,3,0.048079226156624584,18060,0.0,0.18899999999996453,0.0,21.038723115383828,21.038723115383828,90.0,270.0
GEMS,13,1,2,S1-S2,1.883333333360497,2.883333333360497,1.0,1,0,0.034704886385048414,17908,0.04400000000000004,0.0,4.898080000000004,0.0,4.898080000000004,0.0,180.0
GEMS,13,2,3,S2-S3,2.883333333360497,3.883333333360497,1.0,0,0,0.060800004816130744,17805,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,13,3,4,S3-S4,3.883333333360497,4.7999999999883585,0.9166666666278616,0,-6,0.04397185485498539,17788,0.0,-0.37799999999992906,0.0,-45.902668617326086,45.902668617326086,270.0,90.0
GEMS,13,4,5,S4-S5,4.7999999999883585,5.7999999999883585,1.0,-3,-3,0.03902204299922429,17785,-0.13200000000000012,-0.18899999999996453,-14.694240000000011,-21.038723115383828,25.662200987120848,235.0680950871381,55.06809508713809
GEMS,13,5,6,S5-S6,5.7999999999883585,6.7999999999883585,1.0,0,0,0.046772593018441735,17941,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,13,6,7,S6-S7,6.7999999999883585,7.7999999999883585,1.0,0,3,0.044805948324279074,18093,0.0,0.18899999999996453,0.0,21.038723115383828,21.038723115383828,90.0,270.0
GEMS,14,0,1,S0-S1,0.8833333333604969,1.883333333360497,1.0,-6,-6,0.04664019667023194,18068,-0.26400000000000023,-0.37799999999992906,-29.388480000000023,-42.077446230767656,51.324401974241695,235.0680950871381,55.06809508713809
GEMS,14,1,2,S1-S2,1.883333333360497,2.883333333360497,1.0,0,0,0.08192315902026616,17836,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,14,2,3,S2-S3,2.883333333360497,3.883333333360497,1.0,0,0,0.11551945517502703,17744,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,14,3,4,S3-S4,3.883333333360497,4.7999999999883585,0.9166666666278616,0,0,0.14588326131414403,17762,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,14,4,5,S4-S5,4.7999999999883585,5.7999999999883585,1.0,0,0,0.1134902679053387,17685,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,14,5,6,S5-S6,5.7999999999883585,6.7999999999883585,1.0,0,0,0.11372465043584026,17817,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,14,6,7,S6-S7,6.7999999999883585,7.7999999999883585,1.0,0,0,0.068579591712117,18093,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,15,0,1,S0-S1,0.8833333333604969,1.883333333360497,1.0,2,3,0.04302185799957487,18066,0.08800000000000008,0.18899999999996453,9.796160000000008,21.038723115383828,23.207598347769334,65.03212574727291,245.03212574727291
GEMS,15,1,2,S1-S2,1.883333333360497,2.883333333360497,1.0,0,0,0.04386739731882482,17791,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,15,2,3,S2-S3,2.883333333360497,3.883333333360497,1.0,0,0,0.044910894131613685,17631,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,15,3,4,S3-S4,3.883333333360497,4.7999999999883585,0.9166666666278616,0,0,0.04564230908923327,17703,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,15,4,5,S4-S5,4.7999999999883585,5.7999999999883585,1.0,0,0,0.06895167601310428,17712,0.0,0.0,0.0,0.0,0.0,0.0,180.0
GEMS,15,5,6,S5-S6,5.7999999999883585,6.7999999999883585,1.0,0,0,0.08398940369379235,17884,0.0,0.0,0.0,0.0,0.0,0.0,180.0
