source,slot_pair,n_pairs,mean_v_lat_kmh,mean_v_lon_kmh,median_speed_kmh,mean_peak_corr,median_valid_pixels,vector_mean_speed_kmh,bearing_to_deg,wind_from_deg,toward_compass,wind_from_compass
GEMS,S0-S1,31,0.3160051612903228,-4.298233754755835,0.0,0.057307651949029884,17934.0,4.309834413580709,274.204807595744,94.204807595744,W,E
GEMS,S1-S2,31,1.2640206451612912,-4.750679413151187,0.0,0.08732801778060495,17588.0,4.91596410462205,284.8995786511048,104.89957865110478,W,E
GEMS,S2-S3,31,0.0,-7.465353363523294,0.0,0.10178943888554093,17537.0,7.465353363523294,270.0,90.0,W,E
GEMS,S3-S4,31,0.0,-5.922924982880785,0.0,0.10575169479796935,17431.0,5.922924982880785,270.0,90.0,W,E
GEMS,S4-S5,31,-0.47400774193548423,-5.655570729941889,0.0,0.09015242829436483,17418.0,5.6753998643963595,265.20909228972863,85.20909228972863,W,E
GEMS,S5-S6,31,-0.6320103225806456,-13.120924093465183,0.0,0.07128318187479984,17790.0,13.136136651022005,267.2423011408092,87.24230114080922,W,E
GEMS,S6-S7,31,-0.3160051612903228,-11.76358711827913,16.281939800227835,0.05380562867557591,18094.0,11.767830775096352,268.4612339257981,88.46123392579813,W,E
