year,month,day_num,direction,model,lag,daily_mean,mean_pair_count,mean_model,normalized,n_anchor_obs,hour_1,n_pairs_hour_1,residual_var_hour_1,hour_2,n_pairs_hour_2,residual_var_hour_2,hour_3,n_pairs_hour_3,residual_var_hour_3,hour_4,n_pairs_hour_4,residual_var_hour_4,hour_5,n_pairs_hour_5,residual_var_hour_5,hour_6,n_pairs_hour_6,residual_var_hour_6,hour_7,n_pairs_hour_7,residual_var_hour_7,hour_8,n_pairs_hour_8,residual_var_hour_8
2024,7,1,lat,Vecchia_mm20,0.0440,0.1876,16076.2500,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1399,0.2099,17911,14.2711,0.2005,15565,16.1297,0.1948,13866,16.8723,0.1841,13779,16.5922,0.1639,14332,18.3613,0.1698,17276,17.2661,0.1805,17938,15.5947,0.1975,17943.0000,14.4860
2024,7,1,lat,Vecchia_mm20,0.1320,0.3793,15558.8750,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1399,0.3918,17593,14.2711,0.4107,15036,16.1297,0.4252,13186,16.8723,0.3700,13018,16.5922,0.3384,13550,18.3613,0.3450,16847,17.2661,0.3584,17616,15.5947,0.3947,17625.0000,14.4860
2024,7,1,lat,Vecchia_mm20,0.1760,0.4302,15343.3750,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1399,0.4497,17434,14.2711,0.4575,14822,16.1297,0.4928,12905,16.8723,0.4106,12738,16.5922,0.3894,13263,18.3613,0.3917,16661,17.2661,0.4007,17458,15.5947,0.4494,17466.0000,14.4860
2024,7,1,lat,Vecchia_mm20,0.3960,0.5824,14389.2500,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1399,0.6241,16639,14.2711,0.6118,13823,16.1297,0.6387,11762,16.8723,0.5531,11619,16.5922,0.5562,12128,18.3613,0.5515,15808,17.2661,0.5348,16664,15.5947,0.5887,16671.0000,14.4860
2024,7,1,lat,Vecchia_mm20,0.6160,0.6717,13548.0000,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1399,0.7384,15844,14.2711,0.6927,12919,16.1297,0.6764,10843,16.8723,0.6318,10704,16.5922,0.6687,11310,18.3613,0.6772,15018,17.2661,0.6259,15870,15.5947,0.6627,15876.0000,14.4860
2024,7,1,lat,Vecchia_mm20,0.8360,0.7435,12767.7500,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1399,0.8003,15049,14.2711,0.7583,12021,16.1297,0.7516,10088,16.8723,0.6932,9997,16.5922,0.7427,10552,18.3613,0.7458,14276,17.2661,0.7177,15078,15.5947,0.7381,15081.0000,14.4860
2024,7,1,lat,Vecchia_mm20,1.0560,0.8104,12044.0000,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1399,0.8478,14254,14.2711,0.8164,11218,16.1297,0.8269,9441,16.8723,0.7904,9339,16.5922,0.7864,9967,18.3613,0.8210,13562,17.2661,0.7881,14284,15.5947,0.8060,14287.0000,14.4860
2024,7,1,lat,Vecchia_mm20,1.2760,0.8419,11344.6250,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1399,0.9193,13459,14.2711,0.8584,10471,16.1297,0.8640,8776,16.8723,0.8050,8747,16.5922,0.8013,9491,18.3613,0.8337,12832,17.2661,0.8359,13489,15.5947,0.8177,13492.0000,14.4860
2024,7,1,lat,Vecchia_mm20,1.4960,0.8586,10635.1250,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1399,0.9450,12664,14.2711,0.8832,9747,16.1297,0.8934,8151,16.8723,0.8178,8124,16.5922,0.8277,8943,18.3613,0.8140,12061,17.2661,0.8608,12694,15.5947,0.8265,12697.0000,14.4860
2024,7,1,lat,Vecchia_mm20,1.7160,0.8803,9959.1250,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1399,0.9699,11869,14.2711,0.9127,9104,16.1297,0.8642,7584,16.8723,0.8582,7607,16.5922,0.8671,8427,18.3613,0.8121,11281,17.2661,0.8803,11899,15.5947,0.8782,11902.0000,14.4860
2024,7,1,lat,Vecchia_mm20,1.9360,0.9179,9292.5000,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1399,1.0104,11074,14.2711,0.9292,8516,16.1297,0.8992,7063,16.8723,0.9093,7070,16.5922,0.9088,7884,18.3613,0.8488,10522,17.2661,0.9302,11104,15.5947,0.9075,11107.0000,14.4860
2024,7,1,lat,Vecchia_mm20,2.1560,0.9530,8624.2500,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1399,0.9876,10279,14.2711,0.9639,7957,16.1297,0.9647,6571,16.8723,0.9355,6536,16.5922,0.9491,7293,18.3613,0.9088,9737,17.2661,0.9778,10309,15.5947,0.9365,10312.0000,14.4860
2024,7,1,lon,Vecchia_mm20,0.0630,0.2149,16073.7500,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1399,0.2249,17956,14.2711,0.2067,15535,16.1297,0.2126,13834,16.8723,0.2015,13710,16.5922,0.1959,14286,18.3613,0.2093,17295,17.2661,0.2243,17985,15.5947,0.2437,17989.0000,14.4860
