year,month,day_num,direction,model,rmse,mae,bias_emp_minus_fit,mean_model,normalized,n_anchor_obs,sigma,range_lat,range_lon,range_time,nugget
2024,7,1,lat,Vecchia_mm20,0.1215,0.1056,-0.1056,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1399,13.5816,0.3276,0.3979,1.9409,1.4232
2024,7,1,lon,Vecchia_mm20,0.0713,0.0557,-0.0461,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1399,13.5816,0.3276,0.3979,1.9409,1.4232
2024,7,1,lat,Debiased_Whittle,0.1711,0.1536,-0.1536,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1399,10.9915,0.2082,0.2854,1.5142,0.7321
2024,7,1,lon,Debiased_Whittle,0.1208,0.0981,-0.0903,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1399,10.9915,0.2082,0.2854,1.5142,0.7321
2024,7,1,lat,Corridor_4x4_lag643,0.1836,0.1641,-0.1641,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1399,11.6425,0.1815,0.2129,1.1930,0.5791
2024,7,1,lon,Corridor_4x4_lag643,0.1628,0.1342,-0.1261,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1399,11.6425,0.1815,0.2129,1.1930,0.5791
2024,7,2,lat,Vecchia_mm20,0.0542,0.0415,-0.0405,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1482,15.3144,0.2670,0.3676,2.1216,2.6291
2024,7,2,lon,Vecchia_mm20,0.0775,0.0634,-0.0594,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1482,15.3144,0.2670,0.3676,2.1216,2.6291
2024,7,2,lat,Debiased_Whittle,0.0968,0.0760,-0.0748,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1482,12.1126,0.1691,0.2126,1.6113,0.8446
2024,7,2,lon,Debiased_Whittle,0.1372,0.1184,-0.1184,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1482,12.1126,0.1691,0.2126,1.6113,0.8446
2024,7,2,lat,Corridor_4x4_lag643,0.0926,0.0740,-0.0728,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1482,14.7694,0.1808,0.2234,1.5481,1.6144
2024,7,2,lon,Corridor_4x4_lag643,0.1346,0.1178,-0.1178,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1482,14.7694,0.1808,0.2234,1.5481,1.6144
2024,7,3,lat,Vecchia_mm20,0.0641,0.0522,-0.0152,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1483,14.0653,0.2874,0.3729,2.2141,2.4886
2024,7,3,lon,Vecchia_mm20,0.0439,0.0389,-0.0099,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1483,14.0653,0.2874,0.3729,2.2141,2.4886
2024,7,3,lat,Debiased_Whittle,0.1189,0.1023,-0.0694,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1483,11.1961,0.1585,0.1711,1.3258,1.1950
2024,7,3,lon,Debiased_Whittle,0.1343,0.1099,-0.1016,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1483,11.1961,0.1585,0.1711,1.3258,1.1950
2024,7,3,lat,Corridor_4x4_lag643,0.1166,0.1004,-0.0676,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1483,12.9742,0.1626,0.1907,1.3290,1.4613
2024,7,3,lon,Corridor_4x4_lag643,0.1209,0.0986,-0.0902,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1483,12.9742,0.1626,0.1907,1.3290,1.4613
2024,7,4,lat,Vecchia_mm20,0.0489,0.0449,-0.0233,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1464,15.8208,0.2932,0.4480,2.9139,1.9332
2024,7,4,lon,Vecchia_mm20,0.0572,0.0533,-0.0214,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1464,15.8208,0.2932,0.4480,2.9139,1.9332
2024,7,4,lat,Debiased_Whittle,0.1301,0.1039,-0.1037,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1464,11.9192,0.1207,0.1577,1.4714,0.7026
2024,7,4,lon,Debiased_Whittle,0.1754,0.1554,-0.1554,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1464,11.9192,0.1207,0.1577,1.4714,0.7026
2024,7,4,lat,Corridor_4x4_lag643,0.1001,0.0812,-0.0811,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1464,12.7403,0.1570,0.2123,1.6480,0.9054
2024,7,4,lon,Corridor_4x4_lag643,0.1401,0.1228,-0.1228,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1464,12.7403,0.1570,0.2123,1.6480,0.9054
2024,7,5,lat,Vecchia_mm20,0.0228,0.0159,0.0127,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1508,14.0653,0.2695,0.3901,2.1362,2.1352
2024,7,5,lon,Vecchia_mm20,0.0517,0.0483,-0.0312,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1508,14.0653,0.2695,0.3901,2.1362,2.1352
2024,7,5,lat,Debiased_Whittle,0.0829,0.0552,-0.0546,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1508,11.5622,0.1267,0.1609,1.0711,0.9266
2024,7,5,lon,Debiased_Whittle,0.1559,0.1382,-0.1382,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1508,11.5622,0.1267,0.1609,1.0711,0.9266
2024,7,5,lat,Corridor_4x4_lag643,0.0517,0.0360,-0.0355,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1508,12.8333,0.1594,0.1958,1.2907,1.2619
2024,7,5,lon,Corridor_4x4_lag643,0.1328,0.1184,-0.1184,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1508,12.8333,0.1594,0.1958,1.2907,1.2619
2024,7,6,lat,Vecchia_mm20,0.0934,0.0744,0.0560,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1477,14.6406,0.3389,0.4935,2.3595,2.6609
2024,7,6,lon,Vecchia_mm20,0.0489,0.0404,-0.0372,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1477,14.6406,0.3389,0.4935,2.3595,2.6609
2024,7,6,lat,Debiased_Whittle,0.1316,0.1204,-0.0073,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1477,12.6908,0.1705,0.1932,1.5510,0.8884
2024,7,6,lon,Debiased_Whittle,0.1825,0.1585,-0.1585,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1477,12.6908,0.1705,0.1932,1.5510,0.8884
2024,7,6,lat,Corridor_4x4_lag643,0.1245,0.1156,-0.0017,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1477,12.5827,0.1928,0.2302,1.3008,1.6069
2024,7,6,lon,Corridor_4x4_lag643,0.1650,0.1449,-0.1449,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1477,12.5827,0.1928,0.2302,1.3008,1.6069
2024,7,7,lat,Vecchia_mm20,0.0890,0.0749,-0.0749,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1488,17.6936,0.3092,0.5092,2.2488,1.8022
2024,7,7,lon,Vecchia_mm20,0.1021,0.0874,-0.0823,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1488,17.6936,0.3092,0.5092,2.2488,1.8022
2024,7,7,lat,Debiased_Whittle,0.1729,0.1509,-0.1509,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1488,12.0320,0.1447,0.2523,1.3125,1.0250
2024,7,7,lon,Debiased_Whittle,0.2091,0.1916,-0.1916,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1488,12.0320,0.1447,0.2523,1.3125,1.0250
2024,7,7,lat,Corridor_4x4_lag643,0.1419,0.1254,-0.1254,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1488,14.6350,0.1863,0.2619,1.4712,1.1503
2024,7,7,lon,Corridor_4x4_lag643,0.2034,0.1857,-0.1857,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1488,14.6350,0.1863,0.2619,1.4712,1.1503
2024,7,8,lat,Vecchia_mm20,0.0678,0.0547,-0.0219,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1461,15.5298,0.2667,0.3092,1.4487,1.5783
2024,7,8,lon,Vecchia_mm20,0.0881,0.0789,-0.0623,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1461,15.5298,0.2667,0.3092,1.4487,1.5783
2024,7,8,lat,Debiased_Whittle,0.1433,0.1199,-0.0869,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1461,12.4209,0.1291,0.1250,0.9131,0.3221
2024,7,8,lon,Debiased_Whittle,0.1776,0.1615,-0.1615,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1461,12.4209,0.1291,0.1250,0.9131,0.3221
2024,7,8,lat,Corridor_4x4_lag643,0.1151,0.0974,-0.0647,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1461,13.2374,0.1644,0.1641,0.9607,0.4722
2024,7,8,lon,Corridor_4x4_lag643,0.1475,0.1338,-0.1338,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1461,13.2374,0.1644,0.1641,0.9607,0.4722
2024,7,9,lat,Vecchia_mm20,0.0546,0.0450,-0.0116,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1470,9.4306,0.2876,0.3430,1.5224,1.1868
2024,7,9,lon,Vecchia_mm20,0.0847,0.0783,-0.0635,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1470,9.4306,0.2876,0.3430,1.5224,1.1868
