hour_index,day_index,hour_slot,hour_utc,hour,month,method,nugget_mode,tile_id,tile_y,tile_x,tile_lat_min,tile_lat_max,tile_lon_min,tile_lon_max,tile_center_lat,tile_center_lon,sigmasq,range_lat,range_lon,smooth,nugget,phi1,phi2,phi3,sigma,success,loss,nll,message,n_eval,raw_params,n_restarts,n,n_fit,n_initial_fit,fit_method,outlier_whitened_threshold,n_qc_initial_fit,n_qc_removed,n_qc_fit,qc_max_abs_whitened,qc_refit,qc_initial_success
44,6,4,4,2024-07-06T04:00:00Z,2024-07,full_likelihood,free,0,0,0,-2.988000,-0.502000,121.046000,123.534500,-1.745000,122.290250,13.116586,0.327440,0.257434,0.309973,0.000329,50.951178,3.884485,0.618117,3.621683,True,2.172304,4472.774661,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,240,"[3.930867888132423, 1.3569903755268922, -0.4810771317609785, -2.1310910503384943, -8.01830279681874]",1,2059,2059,2059,full_likelihood,10.000000,2059,0,2059,5.324000,False,True
44,6,4,4,2024-07-06T04:00:00Z,2024-07,full_likelihood,free,1,0,1,-2.988000,-0.502000,123.534500,126.023000,-1.745000,124.778750,12.864033,0.244210,0.227106,0.376989,0.000143,56.643387,4.403237,0.864824,3.586646,True,2.136786,4517.165172,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,192,"[4.036775253727581, 1.482339994699883, -0.1452293425424038, -1.8706627965076628, -8.854412650413341]",1,2114,2114,2114,full_likelihood,10.000000,2114,0,2114,4.173026,False,True
44,6,4,4,2024-07-06T04:00:00Z,2024-07,full_likelihood,free,2,0,2,-2.988000,-0.502000,126.023000,128.511500,-1.745000,127.267250,13.513156,0.391837,0.319099,0.393099,0.000185,42.347807,3.133821,0.663194,3.676025,True,1.985320,3643.062146,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,258,"[3.7459166402704356, 1.1422528747191067, -0.41068699619603494, -1.81495497274276, -8.5978113585681]",1,1835,1835,1835,full_likelihood,10.000000,1835,0,1835,5.704707,False,True
44,6,4,4,2024-07-06T04:00:00Z,2024-07,full_likelihood,free,3,0,3,-2.988000,-0.502000,128.511500,131.000000,-1.745000,129.755750,20.221958,0.459276,0.457839,0.294416,0.000179,44.168288,2.184175,0.993752,4.496883,True,2.288621,4593.262253,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,228,"[3.788007071911973, 0.7812380047138324, -0.006267827012539804, -2.199875633383211, -8.626009559620197]",1,2007,2007,2007,full_likelihood,10.000000,2007,0,2007,4.849684,False,True
44,6,4,4,2024-07-06T04:00:00Z,2024-07,full_likelihood,free,4,1,0,-0.502000,1.984000,121.046000,123.534500,0.741000,122.290250,16.344808,0.255232,0.272579,0.349339,0.003032,59.963554,3.668661,1.140549,4.042871,True,2.258464,4932.486355,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,174,"[4.093736948611941, 1.299826668515105, 0.13150958365717902, -1.9719525949211485, -5.798385478339827]",1,2184,2184,2184,full_likelihood,10.000000,2184,0,2184,4.648975,False,True
44,6,4,4,2024-07-06T04:00:00Z,2024-07,full_likelihood,free,5,1,1,-0.502000,1.984000,123.534500,126.023000,0.741000,124.778750,20.668842,0.254174,0.343514,0.319450,0.000477,60.168817,2.911088,1.826537,4.546300,True,2.390959,4999.496310,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,222,"[4.097154224965377, 1.0685268861930313, 0.6024220710015865, -2.0909516237543504, -7.647527591642446]",1,2091,2091,2091,full_likelihood,10.000000,2091,0,2091,8.340982,False,True
44,6,4,4,2024-07-06T04:00:00Z,2024-07,full_likelihood,free,6,1,2,-0.502000,1.984000,126.023000,128.511500,0.741000,127.267250,18.969437,0.247077,0.310585,0.379209,0.001083,61.076490,3.219731,1.580146,4.355392,True,2.276487,4919.488554,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,252,"[4.112127009675455, 1.1692978949989574, 0.4575170039407715, -1.8628524849070587, -6.827956276896279]",1,2161,2161,2161,full_likelihood,10.000000,2161,0,2161,5.525239,False,True
44,6,4,4,2024-07-06T04:00:00Z,2024-07,full_likelihood,free,7,1,3,-0.502000,1.984000,128.511500,131.000000,0.741000,129.755750,14.884072,0.153559,0.248717,0.318123,0.002817,59.843389,4.020633,2.623374,3.857988,True,2.348559,5274.863997,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,294,"[4.0917309592023265, 1.3914393265926814, 0.9644611480314876, -2.096494200624755, -5.8719151262120555]",1,2246,2246,2246,full_likelihood,10.000000,2246,0,2246,5.428532,False,True
