hour_index,day_index,hour_slot,hour_utc,hour,month,method,nugget_mode,tile_id,tile_y,tile_x,tile_lat_min,tile_lat_max,tile_lon_min,tile_lon_max,tile_center_lat,tile_center_lon,sigmasq,range_lat,range_lon,smooth,nugget,phi1,phi2,phi3,sigma,success,loss,nll,message,n_eval,raw_params,n_restarts,n,n_fit,n_initial_fit,fit_method,outlier_whitened_threshold,n_qc_initial_fit,n_qc_removed,n_qc_fit,qc_max_abs_whitened,qc_refit,qc_initial_success
60,8,4,4,2024-07-08T04:00:00Z,2024-07,full_likelihood,free,0,0,0,-2.988000,-0.502000,121.046000,123.534500,-1.745000,122.290250,13.391493,0.370623,0.342178,0.403359,0.000026,39.136038,2.922455,0.852394,3.659439,True,1.991946,2631.361205,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,198,"[3.667043717824533, 1.0724240322940553, -0.15970586894525962, -1.780606252889609, -10.575080208896049]",1,1321,1321,1321,full_likelihood,10.000000,1321,0,1321,4.862159,False,True
60,8,4,4,2024-07-08T04:00:00Z,2024-07,full_likelihood,free,1,0,1,-2.988000,-0.502000,123.534500,126.023000,-1.745000,124.778750,10.309227,0.143464,0.129776,0.374659,0.001508,79.438620,7.705585,0.818287,3.210798,True,2.211056,4915.176398,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,252,"[4.374984646373874, 2.041945339329897, -0.20054248371166353, -1.8789133526968458, -6.496980238969117]",1,2223,2223,2223,full_likelihood,10.000000,2223,0,2223,5.685513,False,True
60,8,4,4,2024-07-08T04:00:00Z,2024-07,full_likelihood,free,2,0,2,-2.988000,-0.502000,126.023000,128.511500,-1.745000,127.267250,15.309335,0.191930,0.180116,0.431718,0.000270,84.997205,5.551985,0.880675,3.912715,True,2.244253,4872.273151,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,240,"[4.442618372906328, 1.7141555814813718, -0.12706681871673745, -1.689790405959318, -8.218855043412857]",1,2171,2171,2171,full_likelihood,10.000000,2171,0,2171,5.982319,False,True
60,8,4,4,2024-07-08T04:00:00Z,2024-07,full_likelihood,free,3,0,3,-2.988000,-0.502000,128.511500,131.000000,-1.745000,129.755750,14.206494,0.157068,0.138623,0.450025,0.001911,102.483019,7.213815,0.778920,3.769150,True,2.274656,5092.953726,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,228,"[4.629697115418347, 1.9759979075024452, -0.24984679381820524, -1.6340548013957674, -6.260300316611834]",1,2239,2239,2239,full_likelihood,10.000000,2239,0,2239,3.911824,False,True
60,8,4,4,2024-07-08T04:00:00Z,2024-07,full_likelihood,free,4,1,0,-0.502000,1.984000,121.046000,123.534500,0.741000,122.290250,18.946126,0.243516,0.277719,0.427028,0.000296,68.220465,3.600761,1.300639,4.352715,True,2.239194,4482.867154,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,216,"[4.222744586253406, 1.281145121748088, 0.2628554677762912, -1.704418079469256, -8.126286345440356]",1,2002,2002,2002,full_likelihood,10.000000,2002,0,2002,5.392937,False,True
60,8,4,4,2024-07-08T04:00:00Z,2024-07,full_likelihood,free,5,1,1,-0.502000,1.984000,123.534500,126.023000,0.741000,124.778750,8.401121,0.122691,0.116492,0.504288,0.000228,72.117553,8.584277,0.901501,2.898469,True,2.059767,4585.041070,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,198,"[4.278297463374533, 2.1499322622864083, -0.10369381046553487, -1.4800243008725298, -8.385696398123578]",1,2226,2226,2226,full_likelihood,10.000000,2226,0,2226,6.352865,False,True
60,8,4,4,2024-07-08T04:00:00Z,2024-07,full_likelihood,free,6,1,2,-0.502000,1.984000,126.023000,128.511500,0.741000,127.267250,15.794181,0.167305,0.193483,0.432699,0.000812,81.630982,5.168421,1.337411,3.974189,True,2.279351,4953.029201,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,258,"[4.402208870014875, 1.6425672929601256, 0.2907355623989256, -1.6867496896338978, -7.116016838395443]",1,2173,2173,2173,full_likelihood,10.000000,2173,0,2173,5.015462,False,True
60,8,4,4,2024-07-08T04:00:00Z,2024-07,full_likelihood,free,7,1,3,-0.502000,1.984000,128.511500,131.000000,0.741000,129.755750,20.223959,0.191862,0.196709,0.420085,0.000225,102.811601,5.083654,1.051165,4.497106,True,2.382843,5256.550718,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,198,"[4.632898197998926, 1.6260302246247937, 0.04989898183670159, -1.7263493648345019, -8.400114098372459]",1,2206,2206,2206,full_likelihood,10.000000,2206,0,2206,5.541389,False,True
