year,month,day_num,tau,model,ridge_lat_lag,ridge_lon_lag,model_lat_lag,model_lon_lag,err_lat,err_lon,err_euclid,ridge_gamma_min,ridge_n_pairs,sigma,range_lat,range_lon,range_time,advec_lat,advec_lon,nugget
2025,7,18,2,Corridor_4x4_lag643,0.0000,0.0000,-0.0295,-0.0248,0.0295,0.0248,0.0385,9.4333,106879,9.8741,0.2074,0.2521,1.2395,-0.0147,-0.0124,1.7984
2025,7,18,2,Debiased_Whittle,0.0000,0.0000,0.0040,-0.1128,-0.0040,0.1128,0.1129,9.4333,106879,8.0590,0.1984,0.2690,1.2284,0.0020,-0.0564,1.3285
2025,7,18,2,Vecchia_mm20,0.0000,0.0000,-0.0198,-0.0804,0.0198,0.0804,0.0828,9.4333,106879,12.4162,0.3260,0.4326,1.8496,-0.0099,-0.0402,2.3391
2025,7,18,3,Corridor_4x4_lag643,0.0000,0.0000,-0.0442,-0.0373,0.0442,0.0373,0.0578,9.9655,88951,9.8741,0.2074,0.2521,1.2395,-0.0147,-0.0124,1.7984
2025,7,18,3,Debiased_Whittle,0.0000,0.0000,0.0060,-0.1692,-0.0060,0.1692,0.1693,9.9655,88951,8.0590,0.1984,0.2690,1.2284,0.0020,-0.0564,1.3285
2025,7,18,3,Vecchia_mm20,0.0000,0.0000,-0.0297,-0.1206,0.0297,0.1206,0.1242,9.9655,88951,12.4162,0.3260,0.4326,1.8496,-0.0099,-0.0402,2.3391
2025,7,19,1,Corridor_4x4_lag643,0.0000,-0.0630,-0.0129,-0.0362,0.0129,-0.0268,0.0298,9.0231,124097,11.3601,0.1794,0.2467,1.1778,-0.0129,-0.0362,2.0460
2025,7,19,1,Debiased_Whittle,0.0000,-0.0630,0.0142,0.0891,-0.0142,-0.1521,0.1528,9.0231,124097,10.9129,0.1750,0.2429,1.0744,0.0142,0.0891,1.4498
2025,7,19,1,Vecchia_mm20,0.0000,-0.0630,-0.0156,-0.0436,0.0156,-0.0194,0.0249,9.0231,124097,14.8104,0.2947,0.4308,1.9959,-0.0156,-0.0436,3.0962
2025,7,19,2,Corridor_4x4_lag643,-0.0440,0.0000,-0.0258,-0.0723,-0.0182,0.0723,0.0746,11.0268,105829,11.3601,0.1794,0.2467,1.1778,-0.0129,-0.0362,2.0460
2025,7,19,2,Debiased_Whittle,-0.0440,0.0000,0.0284,0.1782,-0.0724,-0.1782,0.1923,11.0268,105829,10.9129,0.1750,0.2429,1.0744,0.0142,0.0891,1.4498
2025,7,19,2,Vecchia_mm20,-0.0440,0.0000,-0.0312,-0.0872,-0.0128,0.0872,0.0881,11.0268,105829,14.8104,0.2947,0.4308,1.9959,-0.0156,-0.0436,3.0962
2025,7,19,3,Corridor_4x4_lag643,-0.0440,0.0000,-0.0387,-0.1085,-0.0053,0.1085,0.1086,11.6511,88226,11.3601,0.1794,0.2467,1.1778,-0.0129,-0.0362,2.0460
2025,7,19,3,Debiased_Whittle,-0.0440,0.0000,0.0426,0.2673,-0.0866,-0.2673,0.2810,11.6511,88226,10.9129,0.1750,0.2429,1.0744,0.0142,0.0891,1.4498
2025,7,19,3,Vecchia_mm20,-0.0440,0.0000,-0.0468,-0.1308,0.0028,0.1308,0.1308,11.6511,88226,14.8104,0.2947,0.4308,1.9959,-0.0156,-0.0436,3.0962
2025,7,20,1,Corridor_4x4_lag643,-0.0440,-0.1260,-0.0195,-0.0477,-0.0245,-0.0783,0.0820,9.4896,122303,10.2772,0.1604,0.2410,1.1650,-0.0195,-0.0477,2.8411
2025,7,20,1,Debiased_Whittle,-0.0440,-0.1260,0.0004,0.0011,-0.0444,-0.1271,0.1346,9.4896,122303,8.6372,0.1573,0.2345,1.2699,0.0004,0.0011,1.9990
2025,7,20,1,Vecchia_mm20,-0.0440,-0.1260,-0.0244,-0.0569,-0.0196,-0.0691,0.0718,9.4896,122303,11.6658,0.2493,0.3922,1.8160,-0.0244,-0.0569,3.8305
2025,7,20,2,Corridor_4x4_lag643,-0.0440,-0.0630,-0.0389,-0.0955,-0.0051,0.0325,0.0329,11.6347,105377,10.2772,0.1604,0.2410,1.1650,-0.0195,-0.0477,2.8411
2025,7,20,2,Debiased_Whittle,-0.0440,-0.0630,0.0008,0.0022,-0.0448,-0.0652,0.0791,11.6347,105377,8.6372,0.1573,0.2345,1.2699,0.0004,0.0011,1.9990
2025,7,20,2,Vecchia_mm20,-0.0440,-0.0630,-0.0488,-0.1138,0.0048,0.0508,0.0510,11.6347,105377,11.6658,0.2493,0.3922,1.8160,-0.0244,-0.0569,3.8305
2025,7,20,3,Corridor_4x4_lag643,0.0000,-1.0080,-0.0584,-0.1432,0.0584,-0.8648,0.8668,11.8363,80341,10.2772,0.1604,0.2410,1.1650,-0.0195,-0.0477,2.8411
2025,7,20,3,Debiased_Whittle,0.0000,-1.0080,0.0012,0.0033,-0.0012,-1.0113,1.0113,11.8363,80341,8.6372,0.1573,0.2345,1.2699,0.0004,0.0011,1.9990
2025,7,20,3,Vecchia_mm20,0.0000,-1.0080,-0.0732,-0.1707,0.0732,-0.8373,0.8405,11.8363,80341,11.6658,0.2493,0.3922,1.8160,-0.0244,-0.0569,3.8305
2025,7,21,1,Corridor_4x4_lag643,0.0000,0.0000,-0.0001,0.0055,0.0001,-0.0055,0.0055,6.6467,120740,5.4765,0.1000,0.1363,1.7253,-0.0001,0.0055,2.9995
2025,7,21,1,Debiased_Whittle,0.0000,0.0000,0.0003,0.0004,-0.0003,-0.0004,0.0005,6.6467,120740,4.3096,0.0769,0.1016,1.6410,0.0003,0.0004,2.7984
2025,7,21,1,Vecchia_mm20,0.0000,0.0000,-0.0041,0.0039,0.0041,-0.0039,0.0057,6.6467,120740,5.9799,0.1418,0.2190,2.7936,-0.0041,0.0039,3.5789
2025,7,21,2,Corridor_4x4_lag643,0.0000,0.0000,-0.0002,0.0109,0.0002,-0.0109,0.0109,7.5209,103177,5.4765,0.1000,0.1363,1.7253,-0.0001,0.0055,2.9995
2025,7,21,2,Debiased_Whittle,0.0000,0.0000,0.0006,0.0008,-0.0006,-0.0008,0.0010,7.5209,103177,4.3096,0.0769,0.1016,1.6410,0.0003,0.0004,2.7984
2025,7,21,2,Vecchia_mm20,0.0000,0.0000,-0.0082,0.0078,0.0082,-0.0078,0.0113,7.5209,103177,5.9799,0.1418,0.2190,2.7936,-0.0041,0.0039,3.5789
2025,7,21,3,Corridor_4x4_lag643,0.0000,0.0000,-0.0003,0.0164,0.0003,-0.0164,0.0164,7.8035,86381,5.4765,0.1000,0.1363,1.7253,-0.0001,0.0055,2.9995
2025,7,21,3,Debiased_Whittle,0.0000,0.0000,0.0009,0.0012,-0.0009,-0.0012,0.0015,7.8035,86381,4.3096,0.0769,0.1016,1.6410,0.0003,0.0004,2.7984
2025,7,21,3,Vecchia_mm20,0.0000,0.0000,-0.0123,0.0117,0.0123,-0.0117,0.0170,7.8035,86381,5.9799,0.1418,0.2190,2.7936,-0.0041,0.0039,3.5789
2025,7,22,1,Corridor_4x4_lag643,0.0000,0.0000,0.0004,0.0038,-0.0004,-0.0038,0.0038,5.8332,125071,5.8058,0.1182,0.1569,1.7062,0.0004,0.0038,2.2653
2025,7,22,1,Debiased_Whittle,0.0000,0.0000,0.0000,0.0001,0.0000,-0.0001,0.0001,5.8332,125071,3.5224,0.0810,0.1158,2.0076,0.0000,0.0001,1.7771
2025,7,22,1,Vecchia_mm20,0.0000,0.0000,0.0002,-0.0010,-0.0002,0.0010,0.0010,5.8332,125071,6.4679,0.2406,0.3374,3.5652,0.0002,-0.0010,3.2223
2025,7,22,2,Corridor_4x4_lag643,0.0000,0.0000,0.0007,0.0076,-0.0007,-0.0076,0.0077,6.5680,107102,5.8058,0.1182,0.1569,1.7062,0.0004,0.0038,2.2653
2025,7,22,2,Debiased_Whittle,0.0000,0.0000,0.0000,0.0002,0.0000,-0.0002,0.0002,6.5680,107102,3.5224,0.0810,0.1158,2.0076,0.0000,0.0001,1.7771
2025,7,22,2,Vecchia_mm20,0.0000,0.0000,0.0004,-0.0020,-0.0004,0.0020,0.0020,6.5680,107102,6.4679,0.2406,0.3374,3.5652,0.0002,-0.0010,3.2223
2025,7,22,3,Corridor_4x4_lag643,0.0000,0.0000,0.0011,0.0114,-0.0011,-0.0114,0.0115,6.7799,89259,5.8058,0.1182,0.1569,1.7062,0.0004,0.0038,2.2653
2025,7,22,3,Debiased_Whittle,0.0000,0.0000,0.0000,0.0003,0.0000,-0.0003,0.0003,6.7799,89259,3.5224,0.0810,0.1158,2.0076,0.0000,0.0001,1.7771
2025,7,22,3,Vecchia_mm20,0.0000,0.0000,0.0006,-0.0030,-0.0006,0.0030,0.0031,6.7799,89259,6.4679,0.2406,0.3374,3.5652,0.0002,-0.0010,3.2223
2025,7,23,1,Corridor_4x4_lag643,0.0000,0.0000,0.0006,-0.0000,-0.0006,0.0000,0.0006,5.1095,126027,5.0132,0.0999,0.1296,1.7530,0.0006,-0.0000,1.9345
2025,7,23,1,Debiased_Whittle,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,5.1095,126027,3.4661,0.0767,0.0840,1.4347,-0.0000,0.0000,1.0905
2025,7,23,1,Vecchia_mm20,0.0000,0.0000,-0.0030,-0.0013,0.0030,0.0013,0.0033,5.1095,126027,6.0519,0.1859,0.2591,3.5220,-0.0030,-0.0013,2.8170
2025,7,23,2,Corridor_4x4_lag643,0.0000,0.0000,0.0013,-0.0001,-0.0013,0.0001,0.0013,5.7402,107967,5.0132,0.0999,0.1296,1.7530,0.0006,-0.0000,1.9345
2025,7,23,2,Debiased_Whittle,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,5.7402,107967,3.4661,0.0767,0.0840,1.4347,-0.0000,0.0000,1.0905
2025,7,23,2,Vecchia_mm20,0.0000,0.0000,-0.0060,-0.0026,0.0060,0.0026,0.0065,5.7402,107967,6.0519,0.1859,0.2591,3.5220,-0.0030,-0.0013,2.8170
2025,7,23,3,Corridor_4x4_lag643,0.0000,0.0000,0.0019,-0.0001,-0.0019,0.0001,0.0019,6.0643,89978,5.0132,0.0999,0.1296,1.7530,0.0006,-0.0000,1.9345
2025,7,23,3,Debiased_Whittle,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,6.0643,89978,3.4661,0.0767,0.0840,1.4347,-0.0000,0.0000,1.0905
2025,7,23,3,Vecchia_mm20,0.0000,0.0000,-0.0090,-0.0039,0.0090,0.0039,0.0098,6.0643,89978,6.0519,0.1859,0.2591,3.5220,-0.0030,-0.0013,2.8170
2025,7,24,1,Corridor_4x4_lag643,0.0000,0.0000,0.0010,0.0064,-0.0010,-0.0064,0.0065,4.9719,107475,4.6229,0.1174,0.1727,1.6257,0.0010,0.0064,1.8406
2025,7,24,1,Debiased_Whittle,0.0000,0.0000,0.0001,0.0002,-0.0001,-0.0002,0.0002,4.9719,107475,2.7881,0.1101,0.1330,1.6708,0.0001,0.0002,1.4162
2025,7,24,1,Vecchia_mm20,0.0000,0.0000,-0.0019,0.0006,0.0019,-0.0006,0.0020,4.9719,107475,4.7106,0.1694,0.2481,2.4865,-0.0019,0.0006,2.2126
2025,7,24,2,Corridor_4x4_lag643,0.0000,-0.7560,0.0020,0.0128,-0.0020,-0.7688,0.7688,5.6321,82633,4.6229,0.1174,0.1727,1.6257,0.0010,0.0064,1.8406
2025,7,24,2,Debiased_Whittle,0.0000,-0.7560,0.0002,0.0004,-0.0002,-0.7564,0.7564,5.6321,82633,2.7881,0.1101,0.1330,1.6708,0.0001,0.0002,1.4162
2025,7,24,2,Vecchia_mm20,0.0000,-0.7560,-0.0038,0.0012,0.0038,-0.7572,0.7572,5.6321,82633,4.7106,0.1694,0.2481,2.4865,-0.0019,0.0006,2.2126
2025,7,24,3,Corridor_4x4_lag643,-0.0440,-1.0080,0.0029,0.0191,-0.0469,-1.0271,1.0282,5.3223,63819,4.6229,0.1174,0.1727,1.6257,0.0010,0.0064,1.8406
2025,7,24,3,Debiased_Whittle,-0.0440,-1.0080,0.0003,0.0006,-0.0443,-1.0086,1.0096,5.3223,63819,2.7881,0.1101,0.1330,1.6708,0.0001,0.0002,1.4162
2025,7,24,3,Vecchia_mm20,-0.0440,-1.0080,-0.0057,0.0018,-0.0383,-1.0098,1.0105,5.3223,63819,4.7106,0.1694,0.2481,2.4865,-0.0019,0.0006,2.2126
2025,7,25,1,Corridor_4x4_lag643,0.0000,0.0000,0.0027,0.0059,-0.0027,-0.0059,0.0065,5.4563,125384,7.2802,0.1536,0.2320,1.9092,0.0027,0.0059,1.9841
2025,7,25,1,Debiased_Whittle,0.0000,0.0000,0.0001,0.0001,-0.0001,-0.0001,0.0001,5.4563,125384,5.5846,0.1351,0.1671,2.7386,0.0001,0.0001,1.1227
2025,7,25,1,Vecchia_mm20,0.0000,0.0000,0.0000,-0.0031,0.0000,0.0031,0.0031,5.4563,125384,8.2064,0.2712,0.3746,4.2239,0.0000,-0.0031,2.7818
2025,7,25,2,Corridor_4x4_lag643,0.0000,0.0000,0.0053,0.0118,-0.0053,-0.0118,0.0129,6.0993,107500,7.2802,0.1536,0.2320,1.9092,0.0027,0.0059,1.9841
2025,7,25,2,Debiased_Whittle,0.0000,0.0000,0.0002,0.0002,-0.0002,-0.0002,0.0003,6.0993,107500,5.5846,0.1351,0.1671,2.7386,0.0001,0.0001,1.1227
2025,7,25,2,Vecchia_mm20,0.0000,0.0000,0.0000,-0.0062,0.0000,0.0062,0.0062,6.0993,107500,8.2064,0.2712,0.3746,4.2239,0.0000,-0.0031,2.7818
2025,7,25,3,Corridor_4x4_lag643,0.0000,0.0000,0.0080,0.0177,-0.0080,-0.0177,0.0194,6.2405,89576,7.2802,0.1536,0.2320,1.9092,0.0027,0.0059,1.9841
2025,7,25,3,Debiased_Whittle,0.0000,0.0000,0.0003,0.0003,-0.0003,-0.0003,0.0004,6.2405,89576,5.5846,0.1351,0.1671,2.7386,0.0001,0.0001,1.1227
2025,7,25,3,Vecchia_mm20,0.0000,0.0000,0.0000,-0.0093,0.0000,0.0093,0.0093,6.2405,89576,8.2064,0.2712,0.3746,4.2239,0.0000,-0.0031,2.7818
2025,7,26,1,Corridor_4x4_lag643,0.0000,-0.4410,0.0073,-0.0116,-0.0073,-0.4294,0.4294,9.4553,114515,12.5999,0.1860,0.2993,1.0454,0.0073,-0.0116,1.4910
2025,7,26,1,Debiased_Whittle,0.0000,-0.4410,0.0109,-0.5433,-0.0109,0.1023,0.1029,9.4553,114515,10.6778,0.1432,0.2305,0.8937,0.0109,-0.5433,0.8986
2025,7,26,1,Vecchia_mm20,0.0000,-0.4410,0.0153,-0.0489,-0.0153,-0.3921,0.3924,9.4553,114515,14.3429,0.2576,0.4457,1.4490,0.0153,-0.0489,2.2758
2025,7,26,2,Corridor_4x4_lag643,0.0000,-0.7560,0.0146,-0.0233,-0.0146,-0.7327,0.7329,11.4828,94130,12.5999,0.1860,0.2993,1.0454,0.0073,-0.0116,1.4910
2025,7,26,2,Debiased_Whittle,0.0000,-0.7560,0.0218,-1.0866,-0.0218,0.3306,0.3313,11.4828,94130,10.6778,0.1432,0.2305,0.8937,0.0109,-0.5433,0.8986
2025,7,26,2,Vecchia_mm20,0.0000,-0.7560,0.0306,-0.0978,-0.0306,-0.6582,0.6589,11.4828,94130,14.3429,0.2576,0.4457,1.4490,0.0153,-0.0489,2.2758
2025,7,26,3,Corridor_4x4_lag643,0.0000,-0.7560,0.0219,-0.0349,-0.0219,-0.7211,0.7214,12.1348,78113,12.5999,0.1860,0.2993,1.0454,0.0073,-0.0116,1.4910
2025,7,26,3,Debiased_Whittle,0.0000,-0.7560,0.0327,-1.6299,-0.0327,0.8739,0.8745,12.1348,78113,10.6778,0.1432,0.2305,0.8937,0.0109,-0.5433,0.8986
2025,7,26,3,Vecchia_mm20,0.0000,-0.7560,0.0459,-0.1467,-0.0459,-0.6093,0.6110,12.1348,78113,14.3429,0.2576,0.4457,1.4490,0.0153,-0.0489,2.2758
2025,7,27,1,Corridor_4x4_lag643,-0.0440,-0.3150,-0.0644,-0.2996,0.0204,-0.0154,0.0256,11.4111,115588,14.9183,0.1772,0.2215,0.8991,-0.0644,-0.2996,1.3470
2025,7,27,1,Debiased_Whittle,-0.0440,-0.3150,-0.0301,-0.3403,-0.0139,0.0253,0.0289,11.4111,115588,13.1265,0.1553,0.1721,0.8943,-0.0301,-0.3403,0.9439
2025,7,27,1,Vecchia_mm20,-0.0440,-0.3150,-0.0444,-0.1700,0.0004,-0.1450,0.1450,11.4111,115588,16.2961,0.2393,0.3367,1.1000,-0.0444,-0.1700,2.0068
2025,7,27,2,Corridor_4x4_lag643,-0.0880,-0.6300,-0.1288,-0.5991,0.0408,-0.0309,0.0512,14.7107,94426,14.9183,0.1772,0.2215,0.8991,-0.0644,-0.2996,1.3470
2025,7,27,2,Debiased_Whittle,-0.0880,-0.6300,-0.0602,-0.6806,-0.0278,0.0506,0.0577,14.7107,94426,13.1265,0.1553,0.1721,0.8943,-0.0301,-0.3403,0.9439
2025,7,27,2,Vecchia_mm20,-0.0880,-0.6300,-0.0888,-0.3400,0.0008,-0.2900,0.2900,14.7107,94426,16.2961,0.2393,0.3367,1.1000,-0.0444,-0.1700,2.0068
2025,7,27,3,Corridor_4x4_lag643,0.0000,-0.8190,-0.1932,-0.8987,0.1932,0.0797,0.2089,16.0091,78295,14.9183,0.1772,0.2215,0.8991,-0.0644,-0.2996,1.3470
2025,7,27,3,Debiased_Whittle,0.0000,-0.8190,-0.0903,-1.0209,0.0903,0.2019,0.2212,16.0091,78295,13.1265,0.1553,0.1721,0.8943,-0.0301,-0.3403,0.9439
2025,7,27,3,Vecchia_mm20,0.0000,-0.8190,-0.1332,-0.5100,0.1332,-0.3090,0.3365,16.0091,78295,16.2961,0.2393,0.3367,1.1000,-0.0444,-0.1700,2.0068
2025,7,28,1,Corridor_4x4_lag643,0.0000,-0.3780,-0.0317,-0.3378,0.0317,-0.0402,0.0512,11.6507,119630,15.0563,0.1706,0.2206,1.1562,-0.0317,-0.3378,1.9215
2025,7,28,1,Debiased_Whittle,0.0000,-0.3780,0.0055,-0.4054,-0.0055,0.0274,0.0279,11.6507,119630,15.2846,0.1721,0.2003,1.1908,0.0055,-0.4054,1.3816
2025,7,28,1,Vecchia_mm20,0.0000,-0.3780,-0.0326,-0.2702,0.0326,-0.1078,0.1126,11.6507,119630,18.3450,0.2313,0.3153,1.4376,-0.0326,-0.2702,2.7039
2025,7,28,2,Corridor_4x4_lag643,-0.0440,-0.6300,-0.0634,-0.6757,0.0194,0.0457,0.0496,14.3853,98833,15.0563,0.1706,0.2206,1.1562,-0.0317,-0.3378,1.9215
2025,7,28,2,Debiased_Whittle,-0.0440,-0.6300,0.0110,-0.8108,-0.0550,0.1808,0.1890,14.3853,98833,15.2846,0.1721,0.2003,1.1908,0.0055,-0.4054,1.3816
2025,7,28,2,Vecchia_mm20,-0.0440,-0.6300,-0.0652,-0.5404,0.0212,-0.0896,0.0921,14.3853,98833,18.3450,0.2313,0.3153,1.4376,-0.0326,-0.2702,2.7039
2025,7,28,3,Corridor_4x4_lag643,-0.0440,-0.9450,-0.0951,-1.0135,0.0511,0.0685,0.0855,15.4677,79476,15.0563,0.1706,0.2206,1.1562,-0.0317,-0.3378,1.9215
2025,7,28,3,Debiased_Whittle,-0.0440,-0.9450,0.0165,-1.2162,-0.0605,0.2712,0.2779,15.4677,79476,15.2846,0.1721,0.2003,1.1908,0.0055,-0.4054,1.3816
2025,7,28,3,Vecchia_mm20,-0.0440,-0.9450,-0.0978,-0.8106,0.0538,-0.1344,0.1448,15.4677,79476,18.3450,0.2313,0.3153,1.4376,-0.0326,-0.2702,2.7039
