day,cov_name,lat_lon_resolution,lr,stepsize,sigma,range_lat,range_lon,advec_lat,advec_lon,beta,nugget,loss,time,epoch
2024-07-1,Vecc_contender,5000.0,0.03,100,22.026,2.096,2.346,0.017,-0.053,0.103,4.024,51812.98,9234.668619632721,501
2024-07-2,Vecc_contender,5000.0,0.03,100,13.759,2.191,1.843,0.059,0.016,0.127,3.109,46687.802,11803.843471288681,701
2024-07-3,Vecc_contender,5000.0,0.03,100,28.943,2.142,2.329,0.01,-0.137,0.126,4.324,56541.431,9015.909863471985,501
2024-07-4,Vecc_contender,5000.0,0.03,100,37.895,4.262,4.497,-0.116,-0.155,0.054,4.154,53376.733,1512.760734796524,77
2024-07-5,Vecc_contender,5000.0,0.03,100,27.375,4.8,5.781,-0.019,-0.125,0.056,2.819,44144.586,5074.062318563461,301
2024-07-6,Vecc_contender,5000.0,0.03,100,31.078,3.088,4.073,-0.007,-0.159,0.061,4.617,54904.129,8651.940712690353,501
2024-07-7,Vecc_contender,5000.0,0.03,100,23.196,1.668,3.174,0.06,-0.289,0.092,4.821,57720.938,10080.380105257034,601
2024-07-8,Vecc_contender,5000.0,0.03,100,31.992,1.936,2.881,0.007,-0.359,0.101,4.168,52983.034,10437.80164551735,601
2024-07-9,Vecc_contender,5000.0,0.03,100,19.071,1.674,2.441,0.03,-0.15,0.128,2.994,46119.731,8697.77185678482,501
2024-07-10,Vecc_contender,5000.0,0.03,100,25.184,1.692,2.673,-0.005,-0.036,0.139,4.621,53706.961,9916.233400344849,601
2024-07-11,Vecc_contender,5000.0,0.03,100,16.475,1.545,2.335,-0.012,0.033,0.147,2.946,46412.332,11430.583894491196,701
2024-07-12,Vecc_contender,5000.0,0.03,100,13.777,2.445,3.381,-0.04,0.147,0.113,2.512,39770.0,10570.097266435623,601
2024-07-13,Vecc_contender,5000.0,0.03,100,17.039,2.578,3.586,-0.146,0.101,0.127,2.113,38803.694,15473.558001756668,701
2024-07-14,Vecc_contender,5000.0,0.03,100,20.704,2.786,3.129,-0.055,0.007,0.102,2.897,46456.062,11536.737724542618,601
2024-07-15,Vecc_contender,5000.0,0.03,100,13.16,3.525,3.336,-0.013,0.072,0.104,2.411,37654.197,11475.827472448349,701
2024-07-16,Vecc_contender,5000.0,0.03,100,15.308,2.879,2.825,-0.029,0.029,0.092,3.026,41940.666,11464.602038621902,701
2024-07-17,Vecc_contender,5000.0,0.03,100,19.511,1.882,2.744,-0.06,-0.114,0.122,4.316,53434.758,9812.842268705368,601
2024-07-18,Vecc_contender,5000.0,0.03,100,17.479,1.576,4.083,-0.075,-0.054,0.117,3.965,48928.932,10579.47081375122,601
