day,cov_name,lat_lon_resolution,lr,stepsize,sigma,range_lat,range_lon,advec_lat,advec_lon,beta,nugget,loss,time,epoch
2024-07-1,full likelihood,1250.0,0.03,100,22.147,1.748,1.974,0.009,-0.107,0.119,2.772,14073.351,2719.2471029758453,601
2024-07-2,full likelihood,1250.0,0.03,100,14.453,2.856,2.794,0.054,-0.061,0.112,2.446,12437.038,2721.1060376167297,601
2024-07-3,full likelihood,1250.0,0.03,100,29.789,1.995,2.559,0.023,-0.148,0.127,3.144,14942.792,2261.0874161720276,501
2024-07-4,full likelihood,1250.0,0.03,100,35.331,2.383,2.63,-0.14,-0.204,0.076,3.164,14765.097,1815.750112771988,401
2024-07-5,full likelihood,1250.0,0.03,100,24.395,3.446,5.376,-0.039,-0.123,0.056,3.153,12220.386,2702.601249933243,601
2024-07-6,full likelihood,1250.0,0.03,100,26.292,3.9,5.023,0.013,-0.184,0.044,5.332,14665.889,907.9991781711578,201
2024-07-7,full likelihood,1250.0,0.03,100,23.498,2.617,5.365,0.062,-0.377,0.054,5.763,15367.839,2295.815792798996,501
2024-07-8,full likelihood,1250.0,0.03,100,32.647,1.693,2.796,-0.012,-0.398,0.089,3.079,14851.611,2269.8029313087463,501
2024-07-9,full likelihood,1250.0,0.03,100,19.632,1.807,2.992,0.017,-0.217,0.116,2.113,12670.767,2724.8691527843475,601
2024-07-10,full likelihood,1250.0,0.03,100,24.882,1.815,2.828,0.027,-0.072,0.123,3.898,14989.335,1819.692301273346,401
2024-07-11,full likelihood,1250.0,0.03,100,16.808,1.804,3.017,-0.014,0.026,0.122,2.67,13021.537,2746.2355768680573,601
2024-07-12,full likelihood,1250.0,0.03,100,13.993,2.56,3.31,-0.054,0.123,0.115,2.044,11511.072,2710.5124702453613,601
2024-07-13,full likelihood,1250.0,0.03,100,16.96,2.866,4.875,-0.134,0.105,0.107,2.126,11341.14,936.7650535106659,201
2024-07-14,full likelihood,1250.0,0.03,100,21.054,3.822,4.538,-0.018,0.111,0.075,3.445,13120.031,1834.065146446228,401
2024-07-15,full likelihood,1250.0,0.03,100,13.73,3.659,4.509,-0.017,0.113,0.085,2.09,10816.064,1835.7076408863068,401
2024-07-16,full likelihood,1250.0,0.03,100,15.99,4.085,4.462,0.036,0.073,0.071,2.828,11998.922,1856.8279926776886,401
2024-07-17,full likelihood,1250.0,0.03,100,19.803,1.653,2.751,-0.07,-0.121,0.115,3.455,14299.871,2269.9048364162445,501
2024-07-18,full likelihood,1250.0,0.03,100,17.481,1.548,3.776,-0.079,-0.102,0.114,3.264,13430.005,2661.682995080948,601
2024-07-19,full likelihood,1250.0,0.03,100,21.692,3.451,4.504,0.011,0.006,0.071,3.141,12855.885,1269.941109418869,301
2024-07-20,full likelihood,1250.0,0.03,100,17.225,3.644,5.303,0.052,-0.021,0.062,3.709,12954.016,244.42989945411682,53
2024-07-21,full likelihood,1250.0,0.03,100,19.41,3.283,4.895,0.024,-0.016,0.072,3.606,13166.254,258.0340473651886,59
2024-07-22,full likelihood,1250.0,0.03,100,17.628,2.898,5.051,0.109,-0.135,0.12,3.175,12950.037,2318.1955740451813,501
2024-07-23,full likelihood,1250.0,0.03,100,20.074,4.123,5.996,-0.142,-0.118,0.334,1.146,11039.002,4037.4306523799896,901
2024-07-24,full likelihood,1250.0,0.03,100,14.59,2.7,5.115,0.047,-0.14,0.111,2.103,11179.342,2154.5987458229065,501
2024-07-25,full likelihood,1250.0,0.03,100,10.187,5.135,6.499,0.228,0.014,0.306,1.273,8825.401,4154.3986258506775,901
2024-07-26,full likelihood,1250.0,0.03,100,11.148,3.168,6.281,-0.004,0.002,0.069,1.952,10035.545,713.9791865348816,152
2024-07-27,full likelihood,1250.0,0.03,100,11.32,2.988,5.273,-0.052,-0.085,0.066,2.701,11633.057,2357.804127931595,501
2024-07-28,full likelihood,1250.0,0.03,100,16.96,2.945,5.303,-0.023,-0.093,0.061,3.101,12417.329,534.4158098697662,111
2024-07-29,full likelihood,1250.0,0.03,100,13.737,3.771,6.813,0.019,-0.037,0.055,4.01,12985.108,491.3278295993805,106
2024-07-30,full likelihood,1250.0,0.03,100,13.228,2.835,3.558,-0.028,-0.179,0.129,3.546,13298.323,2873.991733312607,601
2024-07-31,full likelihood,1250.0,0.03,100,19.142,7.067,5.573,0.076,-0.211,0.124,6.764,15523.209,1398.6873276233673,301
