day,cov_name,lat_lon_resolution,lr,stepsize,sigma,range_lat,range_lon,advec_lat,advec_lon,beta,nugget,loss,time,epoch
2024-07-1,Vecc_b2 and b20.99,1250.0,0.02,100,21.903,2.872,2.995,0.043,-0.095,0.059,3.318,14247.477,2298.941905260086,501
2024-07-2,Vecc_b2 and b20.99,1250.0,0.02,100,22.587,2.694,2.683,0.073,-0.092,0.071,0.65,12522.517,2788.3260362148285,601
2024-07-3,Vecc_b2 and b20.99,1250.0,0.02,100,24.325,1.911,2.043,0.012,-0.158,0.125,1.413,15043.366,20.778011083602905,4
2024-07-4,Vecc_b2 and b20.99,1250.0,0.02,100,24.45,2.333,2.516,-0.147,-0.189,0.079,1.347,14762.124,1427.309493303299,301
2024-07-5,Vecc_b2 and b20.99,1250.0,0.02,100,22.364,2.422,2.928,-0.063,-0.094,0.06,1.324,12502.56,2771.2580211162567,601
2024-07-6,Vecc_b2 and b20.99,1250.0,0.02,100,22.432,2.723,3.549,-0.166,0.015,0.222,2.572,15744.739,2926.4174857139587,601
2024-07-7,Vecc_b2 and b20.99,1250.0,0.02,100,23.758,1.666,2.716,0.048,-0.34,0.077,2.325,15386.287,1949.862458705902,401
2024-07-8,Vecc_b2 and b20.99,1250.0,0.02,100,23.855,1.751,2.993,0.001,-0.346,0.079,2.488,14931.714,2500.04891371727,501
2024-07-9,Vecc_b2 and b20.99,1250.0,0.02,100,23.841,2.195,2.987,0.032,-0.181,0.088,0.538,12812.315,2766.7336921691895,601
2024-07-10,Vecc_b2 and b20.99,1250.0,0.02,100,23.408,1.889,2.484,0.029,-0.087,0.121,1.219,15003.377,345.34469079971313,79
2024-07-11,Vecc_b2 and b20.99,1250.0,0.02,100,23.477,2.237,3.233,-0.014,0.085,0.077,1.573,13231.674,2569.996537208557,601
2024-07-12,Vecc_b2 and b20.99,1250.0,0.02,100,21.706,2.413,2.788,-0.079,0.095,0.071,-0.021,11714.581,2660.721115589142,601
2024-07-13,Vecc_b2 and b20.99,1250.0,0.02,100,20.687,2.322,2.67,-0.126,0.076,0.125,-0.609,11454.79,2243.832615375519,501
2024-07-14,Vecc_b2 and b20.99,1250.0,0.02,100,20.484,2.338,2.538,-0.019,0.086,0.124,0.312,13149.619,2172.262726545334,501
2024-07-15,Vecc_b2 and b20.99,1250.0,0.02,100,21.709,2.369,2.994,-0.057,0.097,0.074,0.199,11294.668,2687.812225818634,601
2024-07-16,Vecc_b2 and b20.99,1250.0,0.02,100,22.268,2.741,3.532,-0.159,0.169,0.309,1.749,14150.78,1418.0605373382568,301
2024-07-17,Vecc_b2 and b20.99,1250.0,0.02,100,21.591,2.215,2.687,-0.099,-0.164,0.1,1.273,14305.276,1406.6827144622803,301
2024-07-18,Vecc_b2 and b20.99,1250.0,0.02,100,22.909,2.145,3.008,-0.072,-0.108,0.077,1.207,13586.339,2247.0968577861786,501
2024-07-19,Vecc_b2 and b20.99,1250.0,0.02,100,21.068,2.384,2.723,0.002,0.005,0.086,0.533,12955.71,2238.3624374866486,501
2024-07-20,Vecc_b2 and b20.99,1250.0,0.02,100,21.821,2.27,2.568,0.049,0.006,0.084,0.212,13026.91,2139.625688314438,501
2024-07-21,Vecc_b2 and b20.99,1250.0,0.02,100,20.998,2.37,2.61,0.085,0.074,0.083,0.588,13245.004,2345.8788170814514,501
2024-07-22,Vecc_b2 and b20.99,1250.0,0.02,100,21.628,2.201,2.844,0.113,-0.15,0.131,0.591,13040.084,2317.6536922454834,501
2024-07-23,Vecc_b2 and b20.99,1250.0,0.02,100,20.998,2.208,3.17,-0.004,0.042,0.122,0.038,10573.361,2690.130692243576,601
2024-07-24,Vecc_b2 and b20.99,1250.0,0.02,100,22.172,2.292,3.717,0.12,0.248,0.257,1.569,12194.088,500.3807466030121,102
2024-07-25,Vecc_b2 and b20.99,1250.0,0.02,100,20.027,2.317,2.742,0.027,-0.09,0.067,-0.816,9088.044,2606.4952862262726,601
2024-07-26,Vecc_b2 and b20.99,1250.0,0.02,100,21.936,3.845,3.772,0.077,0.134,0.152,1.797,7495.692,4823.225221633911,1101
2024-07-27,Vecc_b2 and b20.99,1250.0,0.02,100,22.121,2.271,3.667,-0.064,0.035,0.108,1.606,12646.185,1852.334017753601,401
2024-07-28,Vecc_b2 and b20.99,1250.0,0.02,100,20.297,2.283,2.798,-0.051,-0.095,0.069,0.615,12547.739,2202.719838619232,501
2024-07-29,Vecc_b2 and b20.99,1250.0,0.02,100,20.49,2.328,2.466,-0.048,-0.086,0.072,0.599,13130.663,2361.643312215805,501
2024-07-30,Vecc_b2 and b20.99,1250.0,0.02,100,22.272,2.619,3.785,0.137,0.04,0.159,3.315,13899.549,384.1591069698334,86
2024-07-31,Vecc_b2 and b20.99,1250.0,0.02,100,21.39,2.489,2.521,0.043,-0.173,0.184,2.825,15599.354,1805.8928747177124,401
