day,cov_name,lat_lon_resolution,lr,stepsize,sigma,range_lat,range_lon,advec_lat,advec_lon,beta,nugget,loss,time,epoch
2024-07-1,Vecc_b2 and b20.99,1250.0,0.02,100,26.906,2.857,2.995,-0.003,-0.1,0.067,3.443,14066.964,265.1664762496948,61
2024-07-2,Vecc_b2 and b20.99,1250.0,0.02,100,24.156,3.009,2.953,0.052,-0.075,0.083,2.101,12361.472,1681.7346782684326,401
2024-07-3,Vecc_b2 and b20.99,1250.0,0.02,100,28.747,2.065,2.642,0.021,-0.148,0.125,3.416,14950.582,1642.4229300022125,401
2024-07-4,Vecc_b2 and b20.99,1250.0,0.02,100,25.972,2.496,2.826,-0.147,-0.222,0.072,4.089,14762.523,1261.7573096752167,301
2024-07-5,Vecc_b2 and b20.99,1250.0,0.02,100,20.9,3.485,5.27,-0.029,-0.128,0.057,3.121,12166.173,1640.4334347248077,401
2024-07-6,Vecc_b2 and b20.99,1250.0,0.02,100,25.747,3.838,4.97,0.013,-0.183,0.044,5.221,14666.717,1227.7773513793945,301
2024-07-7,Vecc_b2 and b20.99,1250.0,0.02,100,28.55,2.64,5.296,0.064,-0.393,0.053,5.616,15354.09,893.8709399700165,201
2024-07-8,Vecc_b2 and b20.99,1250.0,0.02,100,28.96,1.719,2.915,-0.011,-0.394,0.088,3.516,14868.723,1687.9121673107147,401
2024-07-9,Vecc_b2 and b20.99,1250.0,0.02,100,24.114,2.108,3.229,0.024,-0.195,0.097,2.091,12668.156,1706.3127419948578,401
2024-07-10,Vecc_b2 and b20.99,1250.0,0.02,100,26.799,1.955,2.959,0.027,-0.07,0.118,4.026,14990.843,1720.7143123149872,401
2024-07-11,Vecc_b2 and b20.99,1250.0,0.02,100,22.995,2.155,3.313,-0.008,0.047,0.105,2.535,13009.482,2292.4598758220673,501
2024-07-12,Vecc_b2 and b20.99,1250.0,0.02,100,20.949,3.316,4.567,-0.084,0.164,0.105,2.294,11559.105,1713.9293751716614,401
2024-07-13,Vecc_b2 and b20.99,1250.0,0.02,100,22.216,2.961,5.066,-0.131,0.108,0.092,2.12,11370.27,1686.361495256424,401
2024-07-14,Vecc_b2 and b20.99,1250.0,0.02,100,23.147,3.786,4.499,-0.018,0.11,0.075,3.377,13120.16,1274.7970674037933,301
2024-07-15,Vecc_b2 and b20.99,1250.0,0.02,100,23.285,5.287,5.679,-0.184,-0.002,0.196,1.697,11534.428,2975.0348451137543,701
2024-07-16,Vecc_b2 and b20.99,1250.0,0.02,100,21.904,4.049,4.384,0.046,0.082,0.07,2.766,12018.85,1786.9441859722137,401
2024-07-17,Vecc_b2 and b20.99,1250.0,0.02,100,27.598,2.379,3.325,-0.066,-0.114,0.076,3.532,14298.838,1278.0192341804504,301
2024-07-18,Vecc_b2 and b20.99,1250.0,0.02,100,22.473,2.293,5.577,-0.082,-0.095,0.075,3.52,13441.011,1299.6630816459656,301
2024-07-19,Vecc_b2 and b20.99,1250.0,0.02,100,22.539,3.219,4.295,0.097,0.145,0.106,3.002,12911.169,1280.5115728378296,301
2024-07-20,Vecc_b2 and b20.99,1250.0,0.02,100,22.149,3.622,5.45,0.056,-0.021,0.06,3.648,12973.939,1689.5981533527374,401
2024-07-21,Vecc_b2 and b20.99,1250.0,0.02,100,22.195,3.381,4.957,0.038,-0.02,0.07,3.55,13171.071,1265.3688642978668,301
2024-07-22,Vecc_b2 and b20.99,1250.0,0.02,100,22.323,3.019,5.169,0.103,-0.139,0.114,3.11,12942.685,1279.4817464351654,301
2024-07-23,Vecc_b2 and b20.99,1250.0,0.02,100,22.123,4.167,6.044,0.091,-0.024,0.146,1.089,11724.161,1304.225098848343,301
2024-07-24,Vecc_b2 and b20.99,1250.0,0.02,100,21.765,3.024,5.429,0.065,-0.098,0.096,2.19,11221.431,2162.483543395996,501
2024-07-25,Vecc_b2 and b20.99,1250.0,0.02,100,21.062,4.906,6.496,0.165,0.278,0.205,1.277,10744.275,631.8573625087738,146
2024-07-26,Vecc_b2 and b20.99,1250.0,0.02,100,21.249,4.563,6.555,-0.16,-0.065,0.172,1.631,10919.943,3077.5803101062775,701
2024-07-27,Vecc_b2 and b20.99,1250.0,0.02,100,21.221,3.392,5.989,-0.15,-0.275,0.098,2.718,11790.435,2280.187412261963,501
2024-07-28,Vecc_b2 and b20.99,1250.0,0.02,100,21.654,3.004,5.409,-0.029,-0.097,0.059,3.136,12439.598,1797.9701478481293,401
2024-07-29,Vecc_b2 and b20.99,1250.0,0.02,100,19.473,3.969,7.691,0.0,-0.042,0.046,4.186,13016.35,1714.4006423950195,401
2024-07-30,Vecc_b2 and b20.99,1250.0,0.02,100,21.624,3.293,4.399,-0.076,-0.197,0.113,3.502,13300.592,1809.8037929534912,401
2024-07-31,Vecc_b2 and b20.99,1250.0,0.02,100,21.871,7.123,5.616,0.074,-0.22,0.123,6.74,15522.533,974.3025472164154,201
