frame,model,component,rms_z_across_scales,median_rms_z,max_rms_z,n_scale_pairs
lat_lon,truth,axis1_DxDt,1.5538671697922546,1.492647412942432,2.078882206309358,4
lat_lon,truth,axis2_DxDt,0.2259362065022645,0.2469888120068984,0.2836604882812057,4
lat_lon,truth,odd_odd,1.1103040914017261,1.065691912902281,1.4785669795484215,4
lat_lon,truth,even_even,1.2260184187953815,1.2212303165114704,1.6892698628602847,4
lat_lon,truth,odd_even,1.1573736619517425,1.0329837621710525,1.633183729409229,4
lat_lon,truth,even_odd,1.5914736815330062,1.4415839266906791,2.4099581935688965,4
lat_lon,truth,all_space_time,1.2853208365035504,1.3368207988136325,1.50814217633929,4
lat_lon,fitted_432,axis1_DxDt,0.762755566561132,0.5968413816449181,1.2550974084108824,4
lat_lon,fitted_432,axis2_DxDt,0.8121547016419087,0.8050222600655366,1.0320479858299225,4
lat_lon,fitted_432,odd_odd,0.7878424061064024,0.70877764369622,1.0999988430882246,4
lat_lon,fitted_432,even_even,2.329930304058692,2.39931089437148,2.899223174995169,4
lat_lon,fitted_432,odd_even,1.1573736619517567,1.032983762171051,1.633183729409278,4
lat_lon,fitted_432,even_odd,1.5914736815330088,1.4415839266906816,2.4099581935689045,4
lat_lon,fitted_432,all_space_time,1.5749264388394781,1.6243915150867134,1.7383064931540784,4
lat_lon,zero,axis1_DxDt,25.81584076535911,18.636603764127823,42.59668661474954,4
lat_lon,zero,axis2_DxDt,31.929673921485584,29.654994881861455,43.009669507038545,4
lat_lon,zero,odd_odd,29.034132595574246,25.25033577035624,42.01550492673247,4
lat_lon,zero,even_even,52.44983413012845,30.03002980742488,94.69889985954616,4
lat_lon,zero,odd_even,1.1573736619517545,1.0329837621710565,1.6331837294092524,4
lat_lon,zero,even_odd,1.5914736815330044,1.4415839266906718,2.409958193568902,4
lat_lon,zero,all_space_time,29.990991389614674,19.716805985569398,51.801806128945074,4
lat_lon,half_speed,axis1_DxDt,3.7884227876795853,3.8997654516501967,5.185825918609862,4
lat_lon,half_speed,axis2_DxDt,4.816865424986235,4.3697942555339075,6.936288772190485,4
lat_lon,half_speed,odd_odd,4.333263189597291,4.141771405224861,6.123924084659346,4
lat_lon,half_speed,even_even,26.146459631489115,12.604800573139283,48.69643634402525,4
lat_lon,half_speed,odd_even,1.1573736619517467,1.0329837621710534,1.6331837294092422,4
lat_lon,half_speed,even_odd,1.5914736815329897,1.441583926690637,2.409958193568895,4
lat_lon,half_speed,all_space_time,13.288028666847094,6.683418398129032,24.542664600797668,4
lat_lon,double_speed,axis1_DxDt,10.316772629261779,8.972914624160527,15.259122424648622,4
lat_lon,double_speed,axis2_DxDt,14.807071824973995,14.643506210420984,18.487178619533783,4
lat_lon,double_speed,odd_odd,12.760979067333034,12.753336097435511,15.906353907841243,4
lat_lon,double_speed,even_even,13.552689642500251,5.246860936768832,25.8715851310421,4
lat_lon,double_speed,odd_even,1.1573736619517414,1.0329837621710527,1.6331837294092237,4
lat_lon,double_speed,even_odd,1.5914736815330033,1.4415839266906687,2.409958193568902,4
lat_lon,double_speed,all_space_time,9.359357424193679,6.932764305062669,15.189430501675073,4
lat_lon,reversed,axis1_DxDt,53.062064931380576,38.74818434643314,86.93249930556865,4
lat_lon,reversed,axis2_DxDt,63.99543570566093,59.438213561074924,86.24421542082584,4
lat_lon,reversed,odd_odd,58.78349481759072,51.20286092297728,84.90365499773552,4
lat_lon,reversed,even_even,1.2260184187953815,1.2212303165114704,1.6892698628602847,4
lat_lon,reversed,odd_even,1.1573736619517425,1.0329837621710527,1.6331837294092295,4
lat_lon,reversed,even_odd,1.5914736815330022,1.4415839266906634,2.4099581935689067,4
lat_lon,reversed,all_space_time,29.414599633537986,25.643665187008843,42.456167712339,4
lat_lon,rotated_45,axis1_DxDt,22.567785572602975,13.022576205565121,39.66536991731315,4
lat_lon,rotated_45,axis2_DxDt,23.560008765820356,22.247937291669757,31.272537231874075,4
lat_lon,rotated_45,odd_odd,23.069232309469243,18.5318075042792,35.383304676939694,4
lat_lon,rotated_45,even_even,25.642227383109848,10.019440185908014,48.64132724749217,4
lat_lon,rotated_45,odd_even,1.1573736619517414,1.032983762171052,1.6331837294092295,4
lat_lon,rotated_45,even_odd,1.591473681533,1.4415839266906596,2.4099581935689023,4
lat_lon,rotated_45,all_space_time,17.27415415286491,10.522033573361199,30.076906216752832,4
lat_lon,rotated_90,axis1_DxDt,22.69061034227014,13.032037708951405,39.92083543799005,4
lat_lon,rotated_90,axis2_DxDt,39.752937468811176,36.56465183947228,53.974636590918706,4
lat_lon,rotated_90,odd_odd,32.36633926708385,28.2630671508345,46.146100347897665,4
lat_lon,rotated_90,even_even,25.96076182223918,10.111161847894657,49.258629197639316,4
lat_lon,rotated_90,odd_even,1.1573736619517538,1.0329837621710523,1.6331837294092597,4
lat_lon,rotated_90,even_odd,1.591473681533,1.4415839266906625,2.4099581935689,4
lat_lon,rotated_90,all_space_time,20.769047728623704,14.999699091634394,33.750553002044946,4
flow,truth,axis1_DxDt,1.4347331501859393,0.8004653540894497,2.6162062612445216,4
flow,truth,axis2_DxDt,0.42555019441644704,0.4460702166371246,0.5348372301503859,4
flow,truth,odd_odd,1.0581947316563112,0.6800057707004503,1.853484598157806,4
flow,truth,even_even,1.5263965281395342,1.3677755318174512,2.231091516971149,4
flow,truth,odd_even,0.44326283334900873,0.45458122823660974,0.5839477421424244,4
flow,truth,even_odd,2.2647603129418385,1.1164160618869343,4.2242811297877525,4
flow,truth,all_space_time,1.4811552641204266,1.2487795957769263,2.244490563907891,4
flow,fitted_432,axis1_DxDt,0.30459133601061794,0.1905845886557608,0.5448888759374765,4
flow,fitted_432,axis2_DxDt,0.5433372292930028,0.4594410116387258,0.779418633339997,4
flow,fitted_432,odd_odd,0.44044933119970237,0.44145707765682923,0.5631593771712379,4
flow,fitted_432,even_even,1.932106064544165,1.7593114785858768,2.8445862474609735,4
flow,fitted_432,odd_even,0.443262833349008,0.45458122823661284,0.583947742142419,4
flow,fitted_432,even_odd,2.264760312941831,1.116416061886938,4.224281129787734,4
flow,fitted_432,all_space_time,1.5209085009055918,1.3576759743616384,2.243841314101519,4
flow,zero,axis1_DxDt,37.34791893591736,35.824334401880066,50.81624180934313,4
flow,zero,axis2_DxDt,17.883754319364776,7.9827738181077805,33.48587140051637,4
flow,zero,odd_odd,29.28050304724334,27.380357439852176,40.62549580581546,4
flow,zero,even_even,29.4469924632221,26.760753293674185,41.86188693928184,4
flow,zero,odd_even,0.4432628333490097,0.4545812282366132,0.5839477421424235,4
flow,zero,even_odd,2.2647603129418483,1.1164160618869354,4.224281129787772,4
flow,zero,all_space_time,20.795425248376088,18.696048989336823,29.243922623141184,4
flow,half_speed,axis1_DxDt,11.368652848393275,8.79644859254798,17.592266717038772,4
flow,half_speed,axis2_DxDt,4.991995145190249,1.3768220398240043,9.747046457879302,4
flow,half_speed,odd_odd,8.77970053922352,6.296794224949689,14.22133543123654,4
