frame,space_scale,tau,contrast_i,contrast_j,sector,empirical,independent_day_se,n_days,mean_n_stencils_per_day,truth,z_truth,fitted_432,z_fitted_432,zero,z_zero,half_speed,z_half_speed,double_speed,z_double_speed,reversed,z_reversed,rotated_45,z_rotated_45,rotated_90,z_rotated_90
lat_lon,1,1,D_lat,D_lat,,4.53657164067604,0.014638962087529902,3,95861.66666666667,4.559635789168588,-1.575531677358172,4.532569901386762,0.2733622278239486,4.559635789168588,-1.575531677358172,4.559635789168588,-1.575531677358172,4.559635789168588,-1.575531677358172,4.559635789168588,-1.575531677358172,4.559635789168588,-1.575531677358172,4.559635789168588,-1.575531677358172
lat_lon,1,1,D_lat,D_lon,,0.013289930560194577,0.009849829335853636,3,95861.66666666667,5.728824224149581e-33,1.3492549065615669,-2.2411781352496264e-32,1.3492549065615669,5.728824224149581e-33,1.3492549065615669,5.728824224149581e-33,1.3492549065615669,5.728824224149581e-33,1.3492549065615669,5.728824224149581e-33,1.3492549065615669,5.728824224149581e-33,1.3492549065615669,5.728824224149581e-33,1.3492549065615669
lat_lon,1,1,D_lat,D_time,odd_odd,-0.6691377004625533,0.02640055065469261,3,95861.66666666667,-0.7240213354553626,2.078882206309358,-0.7022729631698782,1.2550974084108824,-4.639271540633089e-34,-25.345596355719053,-0.6772904961141638,0.3088115758737555,-0.41406346106689906,-9.661701482363423,0.7240213354553627,-52.770074917747465,-1.2064505503252607,20.35233495280152,-1.2082919565742676,20.422083734677003
lat_lon,1,1,D_lat,Q_lat,,-0.002407151275923733,0.0009509940998928724,3,95861.66666666667,-2.279476280107686e-16,-2.531194753147959,3.38724195537145e-16,-2.531194753148555,-2.279476280107686e-16,-2.531194753147959,-2.279476280107686e-16,-2.531194753147959,-2.279476280107686e-16,-2.531194753147959,-2.279476280107686e-16,-2.531194753147959,-2.279476280107686e-16,-2.531194753147959,-2.279476280107686e-16,-2.531194753147959
lat_lon,1,1,D_lat,Q_lon,,-0.003221545966615927,0.002531664342668509,3,95861.66666666667,-7.847904946109857e-18,-1.2725012207661932,2.8304374064032666e-16,-1.272501220766308,-7.847904946109857e-18,-1.2725012207661932,-7.847904946109857e-18,-1.2725012207661932,-7.847904946109857e-18,-1.2725012207661932,-7.847904946109857e-18,-1.2725012207661932,-7.847904946109857e-18,-1.2725012207661932,-7.847904946109857e-18,-1.2725012207661932
lat_lon,1,1,D_lat,Q_time,odd_even,-0.008873078049608919,0.0038507784751354037,3,95861.66666666667,-2.047680773898279e-16,-2.3042296789863284,6.895122298620761e-17,-2.3042296789863994,-8.10712578578206e-17,-2.3042296789863603,-1.3361804002808298e-16,-2.304229678986347,-2.338350731464021e-16,-2.304229678986321,-2.0137907079703193e-16,-2.3042296789863292,-2.013383133000769e-16,-2.3042296789863292,-3.986639248776814e-17,-2.304229678986371
lat_lon,1,1,D_lon,D_lat,,0.013289930560194577,0.009849829335853636,3,95861.66666666667,5.728824224149581e-33,1.3492549065615669,-2.2411781352496264e-32,1.3492549065615669,5.728824224149581e-33,1.3492549065615669,5.728824224149581e-33,1.3492549065615669,5.728824224149581e-33,1.3492549065615669,5.728824224149581e-33,1.3492549065615669,5.728824224149581e-33,1.3492549065615669,5.728824224149581e-33,1.3492549065615669
lat_lon,1,1,D_lon,D_lon,,4.410374797624991,0.012463696639919135,3,95861.66666666667,4.429531801848913,-1.5370242695546468,4.402962987887125,0.5946718659797595,4.429531801848913,-1.5370242695546468,4.429531801848913,-1.5370242695546468,4.429531801848913,-1.5370242695546468,4.429531801848913,-1.5370242695546468,4.429531801848913,-1.5370242695546468,4.429531801848913,-1.5370242695546468
lat_lon,1,1,D_lon,D_time,odd_odd,1.171380755877346,0.027235288466600494,3,95861.66666666667,1.1775053296844802,-0.22487640674873083,1.1463490897594162,0.9190894434118758,2.116694019501486e-33,43.009669507038545,1.1019459285201163,2.549443434108648,0.6678771132407743,18.487178619533783,-1.1775053296844802,86.24421542082584,0.3196641832847514,31.272537231874075,-0.2986340415562553,53.974636590918706
lat_lon,1,1,D_lon,Q_lat,,-0.0001767877687063425,0.0010441000650982539,3,95861.66666666667,4.45557259423118e-16,-0.16932071418858846,3.827389409378664e-16,-0.16932071418852832,4.45557259423118e-16,-0.16932071418858846,4.45557259423118e-16,-0.16932071418858846,4.45557259423118e-16,-0.16932071418858846,4.45557259423118e-16,-0.16932071418858846,4.45557259423118e-16,-0.16932071418858846,4.45557259423118e-16,-0.16932071418858846
