frame,space_scale,tau,model,component,rms_z,max_abs_z,rmse_raw
flow_metric,2,1,rotated_90,axis1_DxDt,19.22096705605775,19.22096705605775,2.090426581057538
flow_metric,2,1,rotated_90,axis2_DxDt,29.038343904098262,29.038343904098262,3.764175874503855
flow_metric,2,1,rotated_90,odd_odd,24.623880596513803,29.038343904098262,3.044577417720624
flow_metric,2,1,rotated_90,even_even,22.751858576144055,32.12535889620362,0.779952026547181
flow_metric,2,1,rotated_90,odd_even,0.7122915214255393,1.0072278682514686,0.010156302342056674
flow_metric,2,1,rotated_90,even_odd,1.1156409763600341,1.1624729685069746,0.028915920090467305
flow_metric,2,1,rotated_90,all_space_time,16.775984161144294,32.12535889620362,1.57152124525262
flow_metric,2,2,truth,axis1_DxDt,0.5570059878526347,0.5570059878526347,0.11623356958146536
flow_metric,2,2,truth,axis2_DxDt,0.6938414512123223,0.6938414512123223,0.08903108877599256
flow_metric,2,2,truth,odd_odd,0.6291548418013291,0.6938414512123223,0.1035296514682823
flow_metric,2,2,truth,even_even,1.1989154973007745,1.6559414307668434,0.07811746277779372
flow_metric,2,2,truth,odd_even,0.8160187350300916,1.1189002737246045,0.020290877355498456
flow_metric,2,2,truth,even_odd,0.23600472588233032,0.2740344148568281,0.016646265926607347
flow_metric,2,2,truth,all_space_time,0.7991900573688532,1.6559414307668434,0.06616181791097339
flow_metric,2,2,fitted_432,axis1_DxDt,0.03449929077813338,0.03449929077813338,0.007199160875506205
flow_metric,2,2,fitted_432,axis2_DxDt,0.69702097538809,0.69702097538809,0.08943907319183221
flow_metric,2,2,fitted_432,odd_odd,0.4934716005988382,0.69702097538809,0.06344752056119032
flow_metric,2,2,fitted_432,even_even,1.5911288952554172,2.1372523964549677,0.1142072122896189
flow_metric,2,2,fitted_432,odd_even,0.8160187350300878,1.1189002737245988,0.020290877355498414
flow_metric,2,2,fitted_432,even_odd,0.2360047258823303,0.274034414856828,0.016646265926607343
flow_metric,2,2,fitted_432,all_space_time,0.9349853191993448,2.1372523964549677,0.06662899721120669
flow_metric,2,2,zero,axis1_DxDt,15.10670937765396,15.10670937765396,3.1524019380184325
flow_metric,2,2,zero,axis2_DxDt,0.3281869163304025,0.3281869163304025,0.04211169343065099
flow_metric,2,2,zero,odd_odd,10.6845770827148,15.10670937765396,2.229283671221091
flow_metric,2,2,zero,even_even,15.257259183022766,17.926813209125697,1.4365736503247548
flow_metric,2,2,zero,odd_even,0.8160187350300891,1.1189002737246014,0.02029087735549837
flow_metric,2,2,zero,even_odd,0.23600472588233168,0.2740344148568299,0.016646265926607434
flow_metric,2,2,zero,all_space_time,9.322898288903588,17.926813209125697,1.326097503716594
flow_metric,2,2,half_speed,axis1_DxDt,5.341480849541678,5.341480849541678,1.114636825336115
flow_metric,2,2,half_speed,axis2_DxDt,0.6591919387622732,0.6591919387622732,0.08458499548826079
flow_metric,2,2,half_speed,odd_odd,3.805650514573668,5.341480849541678,0.7904333855098487
flow_metric,2,2,half_speed,even_even,9.043650471403017,10.699267986699011,0.8434429943292485
flow_metric,2,2,half_speed,odd_even,0.8160187350300918,1.118900273724605,0.020290877355498428
flow_metric,2,2,half_speed,even_odd,0.23600472588232982,0.274034414856828,0.016646265926607295
flow_metric,2,2,half_speed,all_space_time,4.924230256967625,10.699267986699011,0.5781154381879118
flow_metric,2,2,double_speed,axis1_DxDt,8.13563696486245,8.13563696486245,1.6977090836859454
flow_metric,2,2,double_speed,axis2_DxDt,0.47547378992552725,0.47547378992552725,0.06101098331261742
flow_metric,2,2,double_speed,odd_odd,5.762580331281397,8.13563696486245,1.2012365447559745
flow_metric,2,2,double_speed,even_even,3.4476037850983188,4.855907735122276,0.20622978201372813
flow_metric,2,2,double_speed,odd_even,0.8160187350300911,1.1189002737246039,0.02029087735549844
flow_metric,2,2,double_speed,even_odd,0.23600472588233054,0.27403441485682817,0.016646265926607368
flow_metric,2,2,double_speed,all_space_time,3.3843348216471716,8.13563696486245,0.6095467121804238
flow_metric,2,2,reversed,axis1_DxDt,30.770424743160554,30.770424743160554,6.42103744561833
flow_metric,2,2,reversed,axis2_DxDt,0.03746761855151729,0.03746761855151729,0.004807701914690564
flow_metric,2,2,reversed,odd_odd,21.75799212584823,30.770424743160554,4.540360392745848
flow_metric,2,2,reversed,even_even,1.1989154973007745,1.6559414307668434,0.07811746277779372
flow_metric,2,2,reversed,odd_even,0.8160187350300915,1.1189002737246045,0.020290877355498425
flow_metric,2,2,reversed,even_odd,0.23600472588233054,0.2740344148568281,0.016646265926607368
flow_metric,2,2,reversed,all_space_time,10.90377462767711,30.770424743160554,2.270554098225763
flow_metric,2,2,rotated_45,axis1_DxDt,7.2114964233721,7.2114964233721,1.5048634836835442
flow_metric,2,2,rotated_45,axis2_DxDt,9.510597971595699,9.510597971595699,1.2203636592227767
flow_metric,2,2,rotated_45,odd_odd,8.439702436745883,9.510597971595699,1.3700185336840844
flow_metric,2,2,rotated_45,even_even,4.0500267774702,5.3803887998762425,0.30028515871613426
flow_metric,2,2,rotated_45,odd_even,0.8160187350300888,1.1189002737246008,0.02029087735549839
flow_metric,2,2,rotated_45,even_odd,0.23600472588233057,0.27403441485682833,0.016646265926607364
flow_metric,2,2,rotated_45,all_space_time,4.699810605907406,9.510597971595699,0.7013933947964256
flow_metric,2,2,rotated_90,axis1_DxDt,12.571964042745556,12.571964042745556,2.623462384976647
flow_metric,2,2,rotated_90,axis2_DxDt,20.18310853512146,20.18310853512146,2.5898195108208015
flow_metric,2,2,rotated_90,odd_odd,16.813865558410118,20.18310853512146,2.6066952242269763
flow_metric,2,2,rotated_90,even_even,9.197325681930918,12.430650632422871,0.6474486652181691
flow_metric,2,2,rotated_90,odd_even,0.8160187350300864,1.118900273724597,0.02029087735549837
flow_metric,2,2,rotated_90,even_odd,0.2360047258823312,0.27403441485682917,0.01664626592660741
flow_metric,2,2,rotated_90,all_space_time,9.59190361088917,20.18310853512146,1.3430132709669766
