day,frame,space_scale,tau,contrast_i,contrast_j,moment,n_stencils
13,lat_lon,1,2,Q_time,Q_lon,1.9223620831167954,60304
13,lat_lon,1,2,Q_time,Q_time,9.103858156605112,60304
19,lat_lon,1,2,D_lat,D_lat,4.5885139290835015,64240
19,lat_lon,1,2,D_lat,D_lon,-0.0025134675808059313,64240
19,lat_lon,1,2,D_lat,D_time,-0.24410243451096258,64240
19,lat_lon,1,2,D_lat,Q_lat,-0.0027571062467268816,64240
19,lat_lon,1,2,D_lat,Q_lon,-0.0004569852982173659,64240
19,lat_lon,1,2,D_lat,Q_time,-0.036735507279547074,64240
19,lat_lon,1,2,D_lon,D_lat,-0.0025134675808059313,64240
19,lat_lon,1,2,D_lon,D_lon,4.434594770719053,64240
19,lat_lon,1,2,D_lon,D_time,0.5291049141762245,64240
19,lat_lon,1,2,D_lon,Q_lat,-0.0027390404495812293,64240
19,lat_lon,1,2,D_lon,Q_lon,-0.0023447167390396742,64240
19,lat_lon,1,2,D_lon,Q_time,-0.02207436195060795,64240
19,lat_lon,1,2,D_time,D_lat,-0.24410243451096258,64240
19,lat_lon,1,2,D_time,D_lon,0.5291049141762245,64240
19,lat_lon,1,2,D_time,D_time,10.68416583496675,64240
19,lat_lon,1,2,D_time,Q_lat,-0.014191594999533099,64240
19,lat_lon,1,2,D_time,Q_lon,-0.006033278813110215,64240
19,lat_lon,1,2,D_time,Q_time,-0.17227991566875317,64240
19,lat_lon,1,2,Q_lat,D_lat,-0.0027571062467268816,64240
19,lat_lon,1,2,Q_lat,D_lon,-0.0027390404495812293,64240
19,lat_lon,1,2,Q_lat,D_time,-0.014191594999533099,64240
19,lat_lon,1,2,Q_lat,Q_lat,2.4313835708387304,64240
19,lat_lon,1,2,Q_lat,Q_lon,1.4915587828548986,64240
19,lat_lon,1,2,Q_lat,Q_time,1.9700293690635127,64240
19,lat_lon,1,2,Q_lon,D_lat,-0.0004569852982173659,64240
19,lat_lon,1,2,Q_lon,D_lon,-0.0023447167390396742,64240
19,lat_lon,1,2,Q_lon,D_time,-0.006033278813110215,64240
19,lat_lon,1,2,Q_lon,Q_lat,1.4915587828548986,64240
19,lat_lon,1,2,Q_lon,Q_lon,2.3939353162319126,64240
19,lat_lon,1,2,Q_lon,Q_time,1.943984454153549,64240
19,lat_lon,1,2,Q_time,D_lat,-0.036735507279547074,64240
19,lat_lon,1,2,Q_time,D_lon,-0.02207436195060795,64240
19,lat_lon,1,2,Q_time,D_time,-0.17227991566875317,64240
19,lat_lon,1,2,Q_time,Q_lat,1.9700293690635127,64240
19,lat_lon,1,2,Q_time,Q_lon,1.943984454153549,64240
19,lat_lon,1,2,Q_time,Q_time,9.21223129924858,64240
25,lat_lon,1,2,D_lat,D_lat,4.540975033754542,66021
25,lat_lon,1,2,D_lat,D_lon,-0.0007291587834541195,66021
25,lat_lon,1,2,D_lat,D_time,-0.3156239861294422,66021
25,lat_lon,1,2,D_lat,Q_lat,-0.005141096042541836,66021
25,lat_lon,1,2,D_lat,Q_lon,0.00032674630894559376,66021
25,lat_lon,1,2,D_lat,Q_time,-0.04733117920936264,66021
25,lat_lon,1,2,D_lon,D_lat,-0.0007291587834541195,66021
25,lat_lon,1,2,D_lon,D_lon,4.3771423682165285,66021
25,lat_lon,1,2,D_lon,D_time,0.45214468936274244,66021
25,lat_lon,1,2,D_lon,Q_lat,-0.000812274199713292,66021
25,lat_lon,1,2,D_lon,Q_lon,0.0002621116323569452,66021
25,lat_lon,1,2,D_lon,Q_time,0.02541978092370797,66021
25,lat_lon,1,2,D_time,D_lat,-0.3156239861294422,66021
25,lat_lon,1,2,D_time,D_lon,0.45214468936274244,66021
25,lat_lon,1,2,D_time,D_time,11.03285483119916,66021
25,lat_lon,1,2,D_time,Q_lat,-0.0029834577052778944,66021
25,lat_lon,1,2,D_time,Q_lon,-0.005052941198468778,66021
25,lat_lon,1,2,D_time,Q_time,0.03561125437124437,66021
25,lat_lon,1,2,Q_lat,D_lat,-0.005141096042541836,66021
25,lat_lon,1,2,Q_lat,D_lon,-0.000812274199713292,66021
25,lat_lon,1,2,Q_lat,D_time,-0.0029834577052778944,66021
25,lat_lon,1,2,Q_lat,Q_lat,2.440823707848544,66021
25,lat_lon,1,2,Q_lat,Q_lon,1.488891406113893,66021
25,lat_lon,1,2,Q_lat,Q_time,1.9737124936923003,66021
25,lat_lon,1,2,Q_lon,D_lat,0.00032674630894559376,66021
25,lat_lon,1,2,Q_lon,D_lon,0.0002621116323569452,66021
25,lat_lon,1,2,Q_lon,D_time,-0.005052941198468778,66021
25,lat_lon,1,2,Q_lon,Q_lat,1.488891406113893,66021
25,lat_lon,1,2,Q_lon,Q_lon,2.362699797247322,66021
25,lat_lon,1,2,Q_lon,Q_time,1.9356264865085988,66021
25,lat_lon,1,2,Q_time,D_lat,-0.04733117920936264,66021
25,lat_lon,1,2,Q_time,D_lon,0.02541978092370797,66021
25,lat_lon,1,2,Q_time,D_time,0.03561125437124437,66021
25,lat_lon,1,2,Q_time,Q_lat,1.9737124936923003,66021
25,lat_lon,1,2,Q_time,Q_lon,1.9356264865085988,66021
25,lat_lon,1,2,Q_time,Q_time,9.007804813897687,66021
13,lat_lon,2,1,D_lat,D_lat,6.75661237316939,87292
13,lat_lon,2,1,D_lat,D_lon,0.060627979415266924,87292
13,lat_lon,2,1,D_lat,D_time,-1.1772341899855232,87292
13,lat_lon,2,1,D_lat,Q_lat,-0.0004230293159818668,87292
13,lat_lon,2,1,D_lat,Q_lon,-0.00900805686773751,87292
13,lat_lon,2,1,D_lat,Q_time,0.011639699726648346,87292
13,lat_lon,2,1,D_lon,D_lat,0.060627979415266924,87292
13,lat_lon,2,1,D_lon,D_lon,6.674676149685092,87292
13,lat_lon,2,1,D_lon,D_time,2.1946041827786367,87292
13,lat_lon,2,1,D_lon,Q_lat,0.005001582420910387,87292
13,lat_lon,2,1,D_lon,Q_lon,-0.004974852676073436,87292
13,lat_lon,2,1,D_lon,Q_time,0.009965941758860853,87292
13,lat_lon,2,1,D_time,D_lat,-1.1772341899855232,87292
13,lat_lon,2,1,D_time,D_lon,2.1946041827786367,87292
13,lat_lon,2,1,D_time,D_time,9.491519320354726,87292
13,lat_lon,2,1,D_time,Q_lat,0.00526727589655497,87292
13,lat_lon,2,1,D_time,Q_lon,0.007914416138024748,87292
13,lat_lon,2,1,D_time,Q_time,0.04342128060790361,87292
13,lat_lon,2,1,Q_lat,D_lat,-0.0004230293159818668,87292
13,lat_lon,2,1,Q_lat,D_lon,0.005001582420910387,87292
13,lat_lon,2,1,Q_lat,D_time,0.00526727589655497,87292
13,lat_lon,2,1,Q_lat,Q_lat,3.7740364743324575,87292
13,lat_lon,2,1,Q_lat,Q_lon,2.2711424261419233,87292
13,lat_lon,2,1,Q_lat,Q_time,2.859281140195995,87292
13,lat_lon,2,1,Q_lon,D_lat,-0.00900805686773751,87292
13,lat_lon,2,1,Q_lon,D_lon,-0.004974852676073436,87292
13,lat_lon,2,1,Q_lon,D_time,0.007914416138024748,87292
13,lat_lon,2,1,Q_lon,Q_lat,2.2711424261419233,87292
13,lat_lon,2,1,Q_lon,Q_lon,3.663189905157527,87292
13,lat_lon,2,1,Q_lon,Q_time,2.9396595848292786,87292
13,lat_lon,2,1,Q_time,D_lat,0.011639699726648346,87292
13,lat_lon,2,1,Q_time,D_lon,0.009965941758860853,87292
13,lat_lon,2,1,Q_time,D_time,0.04342128060790361,87292
13,lat_lon,2,1,Q_time,Q_lat,2.859281140195995,87292
13,lat_lon,2,1,Q_time,Q_lon,2.9396595848292786,87292
13,lat_lon,2,1,Q_time,Q_time,6.340875290102572,87292
19,lat_lon,2,1,D_lat,D_lat,6.915079083432531,92214
19,lat_lon,2,1,D_lat,D_lon,-0.0635180430199617,92214
19,lat_lon,2,1,D_lat,D_time,-1.23211658751636,92214
19,lat_lon,2,1,D_lat,Q_lat,-0.00020316400277426347,92214
19,lat_lon,2,1,D_lat,Q_lon,-0.0010316720239114286,92214
19,lat_lon,2,1,D_lat,Q_time,-0.017502357151158776,92214
19,lat_lon,2,1,D_lon,D_lat,-0.0635180430199617,92214
19,lat_lon,2,1,D_lon,D_lon,6.738798537151438,92214
19,lat_lon,2,1,D_lon,D_time,2.2997653572743975,92214
19,lat_lon,2,1,D_lon,Q_lat,-0.005403110096381542,92214
19,lat_lon,2,1,D_lon,Q_lon,0.000486669792373856,92214
19,lat_lon,2,1,D_lon,Q_time,-0.042865873813110224,92214
19,lat_lon,2,1,D_time,D_lat,-1.23211658751636,92214
19,lat_lon,2,1,D_time,D_lon,2.2997653572743975,92214
19,lat_lon,2,1,D_time,D_time,9.655524139936864,92214
19,lat_lon,2,1,D_time,Q_lat,-0.006707517584251481,92214
19,lat_lon,2,1,D_time,Q_lon,0.0013346223498033939,92214
19,lat_lon,2,1,D_time,Q_time,-0.03324980164655514,92214
19,lat_lon,2,1,Q_lat,D_lat,-0.00020316400277426347,92214
19,lat_lon,2,1,Q_lat,D_lon,-0.005403110096381542,92214
19,lat_lon,2,1,Q_lat,D_time,-0.006707517584251481,92214
19,lat_lon,2,1,Q_lat,Q_lat,3.7767074165240535,92214
19,lat_lon,2,1,Q_lat,Q_lon,2.2740864717294538,92214
19,lat_lon,2,1,Q_lat,Q_time,2.8666900393152774,92214
19,lat_lon,2,1,Q_lon,D_lat,-0.0010316720239114286,92214
19,lat_lon,2,1,Q_lon,D_lon,0.000486669792373856,92214
19,lat_lon,2,1,Q_lon,D_time,0.0013346223498033939,92214
19,lat_lon,2,1,Q_lon,Q_lat,2.2740864717294538,92214
19,lat_lon,2,1,Q_lon,Q_lon,3.676722629187512,92214
19,lat_lon,2,1,Q_lon,Q_time,2.9499100365969704,92214
19,lat_lon,2,1,Q_time,D_lat,-0.017502357151158776,92214
19,lat_lon,2,1,Q_time,D_lon,-0.042865873813110224,92214
19,lat_lon,2,1,Q_time,D_time,-0.03324980164655514,92214
19,lat_lon,2,1,Q_time,Q_lat,2.8666900393152774,92214
19,lat_lon,2,1,Q_time,Q_lon,2.9499100365969704,92214
19,lat_lon,2,1,Q_time,Q_time,6.324978212303493,92214
25,lat_lon,2,1,D_lat,D_lat,6.880850250996476,94799
25,lat_lon,2,1,D_lat,D_lon,0.03606172767212442,94799
25,lat_lon,2,1,D_lat,D_time,-1.2769957336544775,94799
25,lat_lon,2,1,D_lat,Q_lat,0.000518390138306088,94799
25,lat_lon,2,1,D_lat,Q_lon,-0.0030015726516891576,94799
25,lat_lon,2,1,D_lat,Q_time,-0.025356123350126818,94799
25,lat_lon,2,1,D_lon,D_lat,0.03606172767212442,94799
25,lat_lon,2,1,D_lon,D_lon,6.611429727218732,94799
25,lat_lon,2,1,D_lon,D_time,2.1161520737379673,94799
25,lat_lon,2,1,D_lon,Q_lat,0.0025964022110199197,94799
25,lat_lon,2,1,D_lon,Q_lon,0.0020075511795544505,94799
25,lat_lon,2,1,D_lon,Q_time,0.013978896082519673,94799
25,lat_lon,2,1,D_time,D_lat,-1.2769957336544775,94799
25,lat_lon,2,1,D_time,D_lon,2.1161520737379673,94799
25,lat_lon,2,1,D_time,D_time,9.480929670792241,94799
25,lat_lon,2,1,D_time,Q_lat,0.0019636022965959943,94799
25,lat_lon,2,1,D_time,Q_lon,-0.006005028436958509,94799
25,lat_lon,2,1,D_time,Q_time,0.047274346292051905,94799
25,lat_lon,2,1,Q_lat,D_lat,0.000518390138306088,94799
25,lat_lon,2,1,Q_lat,D_lon,0.0025964022110199197,94799
25,lat_lon,2,1,Q_lat,D_time,0.0019636022965959943,94799
25,lat_lon,2,1,Q_lat,Q_lat,3.7693315086080523,94799
25,lat_lon,2,1,Q_lat,Q_lon,2.2834656830919937,94799
25,lat_lon,2,1,Q_lat,Q_time,2.8732535375188064,94799
25,lat_lon,2,1,Q_lon,D_lat,-0.0030015726516891576,94799
25,lat_lon,2,1,Q_lon,D_lon,0.0020075511795544505,94799
25,lat_lon,2,1,Q_lon,D_time,-0.006005028436958509,94799
25,lat_lon,2,1,Q_lon,Q_lat,2.2834656830919937,94799
25,lat_lon,2,1,Q_lon,Q_lon,3.6667855016066917,94799
25,lat_lon,2,1,Q_lon,Q_time,2.924576400259575,94799
25,lat_lon,2,1,Q_time,D_lat,-0.025356123350126818,94799
25,lat_lon,2,1,Q_time,D_lon,0.013978896082519673,94799
25,lat_lon,2,1,Q_time,D_time,0.047274346292051905,94799
25,lat_lon,2,1,Q_time,Q_lat,2.8732535375188064,94799
25,lat_lon,2,1,Q_time,Q_lon,2.924576400259575,94799
25,lat_lon,2,1,Q_time,Q_time,6.214569900113193,94799
13,lat_lon,2,2,D_lat,D_lat,6.836399092826987,57118
13,lat_lon,2,2,D_lat,D_lon,0.0702698461353518,57118
13,lat_lon,2,2,D_lat,D_time,-0.47228507665388386,57118
13,lat_lon,2,2,D_lat,Q_lat,0.005901697309388287,57118
13,lat_lon,2,2,D_lat,Q_lon,-0.00021763087767317414,57118
13,lat_lon,2,2,D_lat,Q_time,0.01855907402571607,57118
13,lat_lon,2,2,D_lon,D_lat,0.0702698461353518,57118
13,lat_lon,2,2,D_lon,D_lon,6.690960662875364,57118
13,lat_lon,2,2,D_lon,D_time,0.8505832577862956,57118
13,lat_lon,2,2,D_lon,Q_lat,0.0024347891870519812,57118
13,lat_lon,2,2,D_lon,Q_lon,-0.003726798670289594,57118
13,lat_lon,2,2,D_lon,Q_time,-0.03279277097267904,57118
13,lat_lon,2,2,D_time,D_lat,-0.47228507665388386,57118
13,lat_lon,2,2,D_time,D_lon,0.8505832577862956,57118
13,lat_lon,2,2,D_time,D_time,10.762070172735154,57118
13,lat_lon,2,2,D_time,Q_lat,-0.005698419221507133,57118
13,lat_lon,2,2,D_time,Q_lon,-0.008758643081572254,57118
13,lat_lon,2,2,D_time,Q_time,-0.014337665754884982,57118
13,lat_lon,2,2,Q_lat,D_lat,0.005901697309388287,57118
13,lat_lon,2,2,Q_lat,D_lon,0.0024347891870519812,57118
13,lat_lon,2,2,Q_lat,D_time,-0.005698419221507133,57118
13,lat_lon,2,2,Q_lat,Q_lat,3.81406486502365,57118
13,lat_lon,2,2,Q_lat,Q_lon,2.2781656082928743,57118
13,lat_lon,2,2,Q_lat,Q_time,3.0409514464345686,57118
13,lat_lon,2,2,Q_lon,D_lat,-0.00021763087767317414,57118
13,lat_lon,2,2,Q_lon,D_lon,-0.003726798670289594,57118
13,lat_lon,2,2,Q_lon,D_time,-0.008758643081572254,57118
13,lat_lon,2,2,Q_lon,Q_lat,2.2781656082928743,57118
13,lat_lon,2,2,Q_lon,Q_lon,3.6503990361622565,57118
13,lat_lon,2,2,Q_lon,Q_time,2.953097362651769,57118
13,lat_lon,2,2,Q_time,D_lat,0.01855907402571607,57118
13,lat_lon,2,2,Q_time,D_lon,-0.03279277097267904,57118
13,lat_lon,2,2,Q_time,D_time,-0.014337665754884982,57118
13,lat_lon,2,2,Q_time,Q_lat,3.0409514464345686,57118
13,lat_lon,2,2,Q_time,Q_lon,2.953097362651769,57118
13,lat_lon,2,2,Q_time,Q_time,9.131689144751391,57118
19,lat_lon,2,2,D_lat,D_lat,7.007225656750958,60940
19,lat_lon,2,2,D_lat,D_lon,-0.058110963986575115,60940
19,lat_lon,2,2,D_lat,D_time,-0.49320605771375,60940
19,lat_lon,2,2,D_lat,Q_lat,-0.007943443700566183,60940
19,lat_lon,2,2,D_lat,Q_lon,-0.0071293781709964475,60940
19,lat_lon,2,2,D_lat,Q_time,-0.09000051384374058,60940
19,lat_lon,2,2,D_lon,D_lat,-0.058110963986575115,60940
19,lat_lon,2,2,D_lon,D_lon,6.731428245564533,60940
19,lat_lon,2,2,D_lon,D_time,1.0199237605188374,60940
19,lat_lon,2,2,D_lon,Q_lat,-0.005551320230202365,60940
19,lat_lon,2,2,D_lon,Q_lon,0.005070533009396813,60940
19,lat_lon,2,2,D_lon,Q_time,-0.0191265102348803,60940
19,lat_lon,2,2,D_time,D_lat,-0.49320605771375,60940
19,lat_lon,2,2,D_time,D_lon,1.0199237605188374,60940
19,lat_lon,2,2,D_time,D_time,10.693772636281125,60940
19,lat_lon,2,2,D_time,Q_lat,-0.036374799010958164,60940
19,lat_lon,2,2,D_time,Q_lon,-0.033220839408426926,60940
19,lat_lon,2,2,D_time,Q_time,-0.17039071020713814,60940
19,lat_lon,2,2,Q_lat,D_lat,-0.007943443700566183,60940
19,lat_lon,2,2,Q_lat,D_lon,-0.005551320230202365,60940
19,lat_lon,2,2,Q_lat,D_time,-0.036374799010958164,60940
19,lat_lon,2,2,Q_lat,Q_lat,3.7815594826436203,60940
19,lat_lon,2,2,Q_lat,Q_lon,2.2690531141045884,60940
19,lat_lon,2,2,Q_lat,Q_time,3.0405021756026915,60940
19,lat_lon,2,2,Q_lon,D_lat,-0.0071293781709964475,60940
19,lat_lon,2,2,Q_lon,D_lon,0.005070533009396813,60940
19,lat_lon,2,2,Q_lon,D_time,-0.033220839408426926,60940
19,lat_lon,2,2,Q_lon,Q_lat,2.2690531141045884,60940
19,lat_lon,2,2,Q_lon,Q_lon,3.6746933685989815,60940
19,lat_lon,2,2,Q_lon,Q_time,2.979810876660967,60940
19,lat_lon,2,2,Q_time,D_lat,-0.09000051384374058,60940
19,lat_lon,2,2,Q_time,D_lon,-0.0191265102348803,60940
19,lat_lon,2,2,Q_time,D_time,-0.17039071020713814,60940
19,lat_lon,2,2,Q_time,Q_lat,3.0405021756026915,60940
19,lat_lon,2,2,Q_time,Q_lon,2.979810876660967,60940
19,lat_lon,2,2,Q_time,Q_time,9.25350607713266,60940
25,lat_lon,2,2,D_lat,D_lat,6.8956780414694485,63196
25,lat_lon,2,2,D_lat,D_lon,-0.014653681834223373,63196
25,lat_lon,2,2,D_lat,D_time,-0.6139162571630226,63196
25,lat_lon,2,2,D_lat,Q_lat,-0.0008256602975069075,63196
