day,frame,space_scale,tau,contrast_i,contrast_j,moment,n_stencils
13,lat_lon,1,1,D_lat,D_lat,4.5082399180966055,91764
13,lat_lon,1,1,D_lat,D_lon,0.028342665960675424,91764
13,lat_lon,1,1,D_lat,D_time,-0.6163692803268694,91764
13,lat_lon,1,1,D_lat,Q_lat,-0.004290807663042953,91764
13,lat_lon,1,1,D_lat,Q_lon,-0.0079333079869045,91764
13,lat_lon,1,1,D_lat,Q_time,-0.0016995464961539549,91764
13,lat_lon,1,1,D_lon,D_lat,0.028342665960675424,91764
13,lat_lon,1,1,D_lon,D_lon,4.400294158458038,91764
13,lat_lon,1,1,D_lon,D_time,1.1494709935114522,91764
13,lat_lon,1,1,D_lon,Q_lat,0.0015149407027335868,91764
13,lat_lon,1,1,D_lon,Q_lon,-1.4782634427870332e-05,91764
13,lat_lon,1,1,D_lon,Q_time,0.01548180699495726,91764
13,lat_lon,1,1,D_time,D_lat,-0.6163692803268694,91764
13,lat_lon,1,1,D_time,D_lon,1.1494709935114522,91764
13,lat_lon,1,1,D_time,D_time,9.455562735013862,91764
13,lat_lon,1,1,D_time,Q_lat,0.008125121358981255,91764
13,lat_lon,1,1,D_time,Q_lon,0.010501784772679587,91764
13,lat_lon,1,1,D_time,Q_time,0.05289582668752235,91764
13,lat_lon,1,1,Q_lat,D_lat,-0.004290807663042953,91764
13,lat_lon,1,1,Q_lat,D_lon,0.0015149407027335868,91764
13,lat_lon,1,1,Q_lat,D_time,0.008125121358981255,91764
13,lat_lon,1,1,Q_lat,Q_lat,2.4208869894012737,91764
13,lat_lon,1,1,Q_lat,Q_lon,1.4801595484281347,91764
13,lat_lon,1,1,Q_lat,Q_time,1.935602569117978,91764
13,lat_lon,1,1,Q_lon,D_lat,-0.0079333079869045,91764
13,lat_lon,1,1,Q_lon,D_lon,-1.4782634427870332e-05,91764
13,lat_lon,1,1,Q_lon,D_time,0.010501784772679587,91764
13,lat_lon,1,1,Q_lon,Q_lat,1.4801595484281347,91764
13,lat_lon,1,1,Q_lon,Q_lon,2.359353498516374,91764
13,lat_lon,1,1,Q_lon,Q_time,1.9253924409927146,91764
13,lat_lon,1,1,Q_time,D_lat,-0.0016995464961539549,91764
13,lat_lon,1,1,Q_time,D_lon,0.01548180699495726,91764
13,lat_lon,1,1,Q_time,D_time,0.05289582668752235,91764
13,lat_lon,1,1,Q_time,Q_lat,1.935602569117978,91764
13,lat_lon,1,1,Q_time,Q_lon,1.9253924409927146,91764
13,lat_lon,1,1,Q_time,Q_time,6.341314606017941,91764
19,lat_lon,1,1,D_lat,D_lat,4.557131464333638,96791
19,lat_lon,1,1,D_lat,D_lon,-0.005241834977410093,96791
19,lat_lon,1,1,D_lat,D_time,-0.6971305129986706,96791
19,lat_lon,1,1,D_lat,Q_lat,-0.0012371821269398747,96791
19,lat_lon,1,1,D_lat,Q_lon,-0.0024711078953337253,96791
19,lat_lon,1,1,D_lat,Q_time,-0.014886944644676657,96791
19,lat_lon,1,1,D_lon,D_lat,-0.005241834977410093,96791
19,lat_lon,1,1,D_lon,D_lon,4.435158894387241,96791
19,lat_lon,1,1,D_lon,D_time,1.225524229864173,96791
19,lat_lon,1,1,D_lon,Q_lat,3.752530244465879e-05,96791
19,lat_lon,1,1,D_lon,Q_lon,-0.0005747555309569642,96791
19,lat_lon,1,1,D_lon,Q_time,-0.020792177821410265,96791
19,lat_lon,1,1,D_time,D_lat,-0.6971305129986706,96791
19,lat_lon,1,1,D_time,D_lon,1.225524229864173,96791
19,lat_lon,1,1,D_time,D_time,9.617547527685836,96791
19,lat_lon,1,1,D_time,Q_lat,0.0007298241716018036,96791
19,lat_lon,1,1,D_time,Q_lon,-0.0014914546805202416,96791
19,lat_lon,1,1,D_time,Q_time,-0.03572561272807338,96791
19,lat_lon,1,1,Q_lat,D_lat,-0.0012371821269398747,96791
19,lat_lon,1,1,Q_lat,D_lon,3.752530244465879e-05,96791
19,lat_lon,1,1,Q_lat,D_time,0.0007298241716018036,96791
19,lat_lon,1,1,Q_lat,Q_lat,2.4305188362026238,96791
19,lat_lon,1,1,Q_lat,Q_lon,1.4894964157801465,96791
19,lat_lon,1,1,Q_lat,Q_time,1.9349655888320763,96791
19,lat_lon,1,1,Q_lon,D_lat,-0.0024711078953337253,96791
19,lat_lon,1,1,Q_lon,D_lon,-0.0005747555309569642,96791
19,lat_lon,1,1,Q_lon,D_time,-0.0014914546805202416,96791
19,lat_lon,1,1,Q_lon,Q_lat,1.4894964157801465,96791
19,lat_lon,1,1,Q_lon,Q_lon,2.3834820026216086,96791
19,lat_lon,1,1,Q_lon,Q_time,1.9385691353750065,96791
19,lat_lon,1,1,Q_time,D_lat,-0.014886944644676657,96791
19,lat_lon,1,1,Q_time,D_lon,-0.020792177821410265,96791
19,lat_lon,1,1,Q_time,D_time,-0.03572561272807338,96791
19,lat_lon,1,1,Q_time,Q_lat,1.9349655888320763,96791
19,lat_lon,1,1,Q_time,Q_lon,1.9385691353750065,96791
19,lat_lon,1,1,Q_time,Q_time,6.315397032123979,96791
25,lat_lon,1,1,D_lat,D_lat,4.544343539597877,99030
25,lat_lon,1,1,D_lat,D_lon,0.016768960697318393,99030
25,lat_lon,1,1,D_lat,D_time,-0.6939133080621197,99030
25,lat_lon,1,1,D_lat,Q_lat,-0.0016934640377883703,99030
25,lat_lon,1,1,D_lat,Q_lon,0.0007397779823904442,99030
25,lat_lon,1,1,D_lat,Q_time,-0.010032743007996144,99030
25,lat_lon,1,1,D_lon,D_lat,0.016768960697318393,99030
25,lat_lon,1,1,D_lon,D_lon,4.395671340029693,99030
25,lat_lon,1,1,D_lon,D_time,1.1391470442564127,99030
25,lat_lon,1,1,D_lon,Q_lat,-0.002082829311297273,99030
25,lat_lon,1,1,D_lon,Q_lon,-0.0007928258232746909,99030
25,lat_lon,1,1,D_lon,Q_time,0.0003109154684835141,99030
25,lat_lon,1,1,D_time,D_lat,-0.6939133080621197,99030
25,lat_lon,1,1,D_time,D_lon,1.1391470442564127,99030
25,lat_lon,1,1,D_time,D_time,9.50779129115097,99030
25,lat_lon,1,1,D_time,Q_lat,0.0013051509813053143,99030
25,lat_lon,1,1,D_time,Q_lon,0.0007686863764123141,99030
25,lat_lon,1,1,D_time,Q_time,0.03918579400240554,99030
25,lat_lon,1,1,Q_lat,D_lat,-0.0016934640377883703,99030
25,lat_lon,1,1,Q_lat,D_lon,-0.002082829311297273,99030
25,lat_lon,1,1,Q_lat,D_time,0.0013051509813053143,99030
25,lat_lon,1,1,Q_lat,Q_lat,2.442436707131743,99030
25,lat_lon,1,1,Q_lat,Q_lon,1.4923252661094721,99030
25,lat_lon,1,1,Q_lat,Q_time,1.946212311939618,99030
25,lat_lon,1,1,Q_lon,D_lat,0.0007397779823904442,99030
25,lat_lon,1,1,Q_lon,D_lon,-0.0007928258232746909,99030
25,lat_lon,1,1,Q_lon,D_time,0.0007686863764123141,99030
25,lat_lon,1,1,Q_lon,Q_lat,1.4923252661094721,99030
25,lat_lon,1,1,Q_lon,Q_lon,2.372235729920297,99030
25,lat_lon,1,1,Q_lon,Q_time,1.9245631938005392,99030
25,lat_lon,1,1,Q_time,D_lat,-0.010032743007996144,99030
25,lat_lon,1,1,Q_time,D_lon,0.0003109154684835141,99030
25,lat_lon,1,1,Q_time,D_time,0.03918579400240554,99030
25,lat_lon,1,1,Q_time,Q_lat,1.946212311939618,99030
25,lat_lon,1,1,Q_time,Q_lon,1.9245631938005392,99030
25,lat_lon,1,1,Q_time,Q_time,6.205725544257528,99030
13,lat_lon,1,2,D_lat,D_lat,4.557191495589438,60304
13,lat_lon,1,2,D_lat,D_lon,0.03922209119268856,60304
13,lat_lon,1,2,D_lat,D_time,-0.20897884992288676,60304
13,lat_lon,1,2,D_lat,Q_lat,-0.0009925267068024899,60304
13,lat_lon,1,2,D_lat,Q_lon,-0.006030996992023673,60304
13,lat_lon,1,2,D_lat,Q_time,0.0037948498044716727,60304
13,lat_lon,1,2,D_lon,D_lat,0.03922209119268856,60304
13,lat_lon,1,2,D_lon,D_lon,4.398773901425454,60304
13,lat_lon,1,2,D_lon,D_time,0.41511767829501023,60304
13,lat_lon,1,2,D_lon,Q_lat,-0.0012236873166560516,60304
13,lat_lon,1,2,D_lon,Q_lon,-0.0016248757343814535,60304
13,lat_lon,1,2,D_lon,Q_time,-0.010291577747871582,60304
13,lat_lon,1,2,D_time,D_lat,-0.20897884992288676,60304
13,lat_lon,1,2,D_time,D_lon,0.41511767829501023,60304
13,lat_lon,1,2,D_time,D_time,10.712792777176288,60304
13,lat_lon,1,2,D_time,Q_lat,-0.004963081995382881,60304
13,lat_lon,1,2,D_time,Q_lon,0.0023896050687006775,60304
13,lat_lon,1,2,D_time,Q_time,0.005104133076443892,60304
13,lat_lon,1,2,Q_lat,D_lat,-0.0009925267068024899,60304
13,lat_lon,1,2,Q_lat,D_lon,-0.0012236873166560516,60304
13,lat_lon,1,2,Q_lat,D_time,-0.004963081995382881,60304
13,lat_lon,1,2,Q_lat,Q_lat,2.4222381288612964,60304
13,lat_lon,1,2,Q_lat,Q_lon,1.4841969994737698,60304
13,lat_lon,1,2,Q_lat,Q_time,1.9621164376622984,60304
13,lat_lon,1,2,Q_lon,D_lat,-0.006030996992023673,60304
13,lat_lon,1,2,Q_lon,D_lon,-0.0016248757343814535,60304
13,lat_lon,1,2,Q_lon,D_time,0.0023896050687006775,60304
13,lat_lon,1,2,Q_lon,Q_lat,1.4841969994737698,60304
13,lat_lon,1,2,Q_lon,Q_lon,2.3690362060053833,60304
13,lat_lon,1,2,Q_lon,Q_time,1.9223620831167954,60304
13,lat_lon,1,2,Q_time,D_lat,0.0037948498044716727,60304
13,lat_lon,1,2,Q_time,D_lon,-0.010291577747871582,60304
13,lat_lon,1,2,Q_time,D_time,0.005104133076443892,60304
13,lat_lon,1,2,Q_time,Q_lat,1.9621164376622984,60304
