tau,dr,dc,h_lat,h_lon,n_pairs,empirical,truth,fitted_432,zero,half_speed,double_speed,reversed,rotated_45,rotated_90,asymmetry_empirical,asymmetry_truth,asymmetry_fitted_432,asymmetry_zero,asymmetry_half_speed,asymmetry_double_speed,asymmetry_reversed,asymmetry_rotated_45,asymmetry_rotated_90
1,-2,-4,-0.08800000000000008,-0.2519999999999527,348508,7.314221405476051,7.294608883826118,7.25800490915916,7.576793686883871,7.160494101404447,8.595213041972642,8.956597236634623,9.0092167475339,9.479728461358775,-1.770794131587376,-1.661988352808505,-1.6344338009415917,0.0,-1.1082133132421284,-1.3602142186252788,1.661988352808505,0.6105560826090084,2.3679928578575984
1,-2,-3,-0.08800000000000008,-0.18899999999996453,350898,7.241275065995971,7.240260322595604,7.215094290665151,7.001988061390438,6.787989804395846,8.792492288889429,8.51000333982001,8.886236526647712,9.294122296340479,-1.3807879232513827,-1.269743017224406,-1.247161383495106,0.0,-0.9216250068695295,-0.9300792884428546,1.269743017224406,0.9677360727811841,2.637064534222568
1,-2,-2,-0.08800000000000008,-0.12599999999997635,353204,7.341199321813613,7.351207108883674,7.33166680801463,6.44974031212282,6.581428773606957,9.019410310975921,7.978548389819192,8.815158138689284,9.121024816381155,-0.7352175679044892,-0.6273412809355179,-0.6171289917782881,0.0,-0.4945719519573064,-0.4214239967727931,0.6273412809355179,1.4104757857346133,2.7686358542759244
1,-2,-1,-0.08800000000000008,-0.06299999999998818,355503,7.585949094011171,7.600494985692199,7.579693920570295,6.025972458208724,6.60214809239893,9.255776115261062,7.357890338719368,8.805422181102676,8.975223746856003,0.14974009399390287,0.2426046469728309,0.23249573314254857,0.0,0.20269863616591532,0.15380443533033095,-0.2426046469728309,1.904522976220183,2.68535843950821
1,-2,0,-0.08800000000000008,0.0,357605,7.930519533197304,7.937136216339987,7.909272347735948,5.862574591037683,6.843457684066668,9.486591644747154,6.658185657655835,8.858383531703517,8.872176391038908,1.2015036525335283,1.2789505586841514,1.243038639315368,0.0,1.0791871916693365,0.7886038593183038,-1.2789505586841514,2.3730049541186187,2.3803743413152114
1,-2,1,-0.08800000000000008,0.06299999999998818,355441,8.293418493145987,8.310061625707005,8.271397162983762,6.025972458208724,7.236156181197177,9.702219914863715,5.92541059019821,8.966852798557198,8.824635463081727,2.305316638493771,2.3846510355087958,2.322961828443809,0.0,1.9017992626293756,1.4792537717350154,-2.3846510355087958,2.7055305160176415,1.934168816194532
1,-2,2,-0.08800000000000008,0.12599999999997635,353142,8.672227270345921,8.681484805928273,8.630199604187471,6.44974031212282,7.696988527740218,9.897432938586874,5.28200744867878,9.11744109690124,8.839031150128443,3.324696221065895,3.399477357249493,3.321514556080924,0.0,2.4013868231499105,2.220437159213665,-3.399477357249493,2.8137174326155323,1.4543533811811855
1,-2,3,-0.08800000000000008,0.18899999999996453,350879,9.010997334396214,9.028651223658901,8.96428490869749,7.001988061390438,8.163472241743877,10.070178674803229,4.952473970789333,9.294327859927478,8.91337875186539,3.9952004448591145,4.076177252869568,4.002527290339166,0.0,2.494845502938471,2.995926532233142,-4.076177252869568,2.6971340097333565,1.0187585617412598
1,-2,4,-0.08800000000000008,0.2519999999999527,348668,9.31956250298768,9.340399062818491,9.263324594435424,7.576793686883871,8.599705685171486,10.220479798547132,5.118079927119885,9.482637790942082,9.037943150604876,4.159143242962241,4.222319135698607,4.169476789431517,0.0,2.317675843577174,3.7621538586909002,-4.222319135698607,2.432488716638325,0.6635382984353768
1,-2,5,-0.08800000000000008,0.3149999999999409,346319,9.590203003589481,9.613060921076721,9.524109188071112,8.116045630446685,8.989342197592155,10.349592840467306,5.681021214007883,9.670427650803912,9.198254850855305,3.8866279427874995,3.9320397070688387,3.8970450360650384,0.0,2.0298812087523075,4.425179946147191,-3.9320397070688387,2.106815572986881,0.39489667923336924
