year,month,day_num,direction,model,lag,daily_mean,mean_pair_count,mean_model,normalized,n_anchor_obs,hour_1,n_pairs_hour_1,residual_var_hour_1,hour_2,n_pairs_hour_2,residual_var_hour_2,hour_3,n_pairs_hour_3,residual_var_hour_3,hour_4,n_pairs_hour_4,residual_var_hour_4,hour_5,n_pairs_hour_5,residual_var_hour_5,hour_6,n_pairs_hour_6,residual_var_hour_6,hour_7,n_pairs_hour_7,residual_var_hour_7,hour_8,n_pairs_hour_8,residual_var_hour_8
2023,7,1,lat,Vecchia_mm20,0.0440,3.9995,17619.1250,model_specific_anchor_gls_hour_dummy_plus_lat_lon,False,1513,3.9956,17532,8.9059,4.7402,17525,11.3448,4.6003,17671,12.8743,4.5123,17746,14.2308,4.3506,17724,14.8953,4.1286,17679,14.5945,3.1502,17527,13.9991,2.5184,17549.0000,13.3908
2023,7,1,lat,Vecchia_mm20,0.1320,6.7535,17245.6250,model_specific_anchor_gls_hour_dummy_plus_lat_lon,False,1513,5.1660,17164,8.9059,6.9885,17153,11.3448,7.9709,17306,12.8743,7.8775,17403,14.2308,7.8035,17372,14.8953,7.4169,17310,14.5945,5.8168,17107,13.9991,4.9881,17150.0000,13.3908
2023,7,1,lat,Vecchia_mm20,0.1760,7.5217,17070.8750,model_specific_anchor_gls_hour_dummy_plus_lat_lon,False,1513,5.6529,16996,8.9059,7.4874,16970,11.3448,8.6408,17132,12.8743,8.8880,17243,14.2308,8.7894,17210,14.8953,8.3857,17133,14.5945,6.5978,16909,13.9991,5.7313,16974.0000,13.3908
2023,7,1,lat,Vecchia_mm20,0.3960,9.7699,16261.0000,model_specific_anchor_gls_hour_dummy_plus_lat_lon,False,1513,6.6043,16190,8.9059,8.4403,16152,11.3448,10.0597,16339,12.8743,11.1416,16460,14.2308,11.7889,16419,14.8953,11.1279,16332,14.5945,10.1683,16062,13.9991,8.8279,16134.0000,13.3908
2023,7,1,lat,Vecchia_mm20,0.6160,10.9030,15492.1250,model_specific_anchor_gls_hour_dummy_plus_lat_lon,False,1513,7.1204,15454,8.9059,9.1935,15440,11.3448,10.6186,15585,12.8743,11.8116,15674,14.2308,12.8527,15629,14.8953,12.1904,15548,14.5945,12.2010,15263,13.9991,11.2358,15344.0000,13.3908
2023,7,1,lat,Vecchia_mm20,0.8360,11.4855,14723.2500,model_specific_anchor_gls_hour_dummy_plus_lat_lon,False,1513,7.3030,14722,8.9059,9.6134,14716,11.3448,10.9843,14825,12.8743,12.0531,14881,14.2308,13.2632,14828,14.8953,13.0373,14756,14.5945,12.7824,14495,13.9991,12.8470,14563.0000,13.3908
2023,7,1,lat,Vecchia_mm20,1.0560,11.5729,13938.5000,model_specific_anchor_gls_hour_dummy_plus_lat_lon,False,1513,7.3917,13958,8.9059,9.7258,13935,11.3448,11.2304,14033,12.8743,12.1155,14092,14.2308,12.9311,14051,14.8953,12.8353,13965,14.5945,12.8092,13694,13.9991,13.5446,13780.0000,13.3908
2023,7,1,lat,Vecchia_mm20,1.2760,11.4039,13169.2500,model_specific_anchor_gls_hour_dummy_plus_lat_lon,False,1513,7.6595,13167,8.9059,9.9487,13144,11.3448,11.3979,13240,12.8743,12.0153,13301,14.2308,12.4770,13272,14.8953,12.4056,13195,14.5945,12.2336,12974,13.9991,13.0936,13061.0000,13.3908
2023,7,1,lat,Vecchia_mm20,1.4960,11.7277,12402.2500,model_specific_anchor_gls_hour_dummy_plus_lat_lon,False,1513,7.9339,12363,8.9059,10.1982,12347,11.3448,11.7808,12451,12.8743,12.7288,12509,14.2308,13.2535,12490,14.8953,12.9247,12446,14.5945,12.5957,12269,13.9991,12.4058,12343.0000,13.3908
2023,7,1,lat,Vecchia_mm20,1.7160,12.0294,11620.3750,model_specific_anchor_gls_hour_dummy_plus_lat_lon,False,1513,8.1461,11571,8.9059,10.6979,11549,11.3448,11.9873,11651,12.8743,13.5772,11726,14.2308,13.5123,11712,14.8953,13.4136,11659,14.5945,12.8149,11510,13.9991,12.0858,11585.0000,13.3908
